p_abm,p_hat,p_low,p_high,sigma_hat,neg_loglik_cum_min,beta_SM_fixed,init_env,tau0
0.3,0.3915,0.3814825046627814,0.39867165791171816,10.881631228026215,72.31427915637444,3.374,9,140
0.5,0.6405833333333333,0.6327364456262993,0.6448322569041611,13.677879711034373,76.65965038855968,3.374,9,140
0.7,0.8185,0.81807725279536,0.821988515948181,4.048341955375813,53.52767279852093,3.374,9,140
0.9,0.9049166666666668,0.901701116145202,0.9069904518723113,3.682905562053784,51.730170046381645,3.374,9,140
