p_wash,beta_abm_target,beta_sm,beta_sm_low,beta_sm_high,actual_abm_total_hai,sm_total_hai,total_difference,total_relative_difference_percent,monthly_rmse,cumulative_rmse,init_env,tau0
0.8,0.03847,2.640736842144,2.5721035127599996,2.6959839385219997,77.7,104.82392012099764,27.12392012099764,34.90852010424406,2.635998727365654,11.10626241067604,9,140
0.9,0.03847,3.396561403276,3.3168044163739996,3.466792376768,25.300000000000008,37.591251800565566,12.291251800565558,48.58202292713658,1.3876091226022398,5.389656000282176,9,140
0.95,0.03847,4.520807017796,4.377405436634,4.639341818197999,14.299999999999997,20.329262366658735,6.029262366658738,42.16267389271845,0.881699527610231,3.0998001397732624,9,140
0.99,0.03847,9.281553884466,8.897243221435998,9.603035490562,10.059999999999997,10.98961793033853,0.9296179303385337,9.240734894021212,0.5252002384316179,1.5325006402837766,9,140
