beta,handwash,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.03847,0.95,"[6.38, 2.2, 0.72, 0.86, 0.94, 1.02, 1.28, 0.44, 0.08, 0.16, 0.26, 0.42, 0.34, 0.16, 0.06, 0.06, 0.1, 0.12, 0.14]","[2.2171152428324516, 1.4142135623730951, 0.9806120537705009, 1.1137324633860683, 1.2232742946698425, 1.5031965939290848, 1.7325126262166162, 0.6681317235396027, 0.2712931993250109, 0.4176122603564223, 0.6264183905346326, 1.184736257569591, 0.9079647570252936, 0.674091981854109, 0.2374868417407584, 0.3104834939252, 0.41231056256176585, 0.43081318457076045, 0.4903060268852507]",50,"[14.0, 6.0, 3.0, 5.0, 4.0, 8.0, 7.0, 2.0, 1.0, 2.0, 3.0, 7.0, 5.0, 4.0, 1.0, 2.0, 2.0, 2.0, 2.0]","[6.0, 2.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.38, 2.4444444444444446, 1.6363636363636365, 1.72, 2.0434782608695654, 2.125, 2.2857142857142856, 1.2941176470588236, 1.0, 1.1428571428571428, 1.4444444444444444, 2.3333333333333335, 1.8888888888888888, 2.6666666666666665, 1.0, 1.5, 1.6666666666666667, 1.5, 1.75]","[0.0, 10.0, 56.00000000000001, 50.0, 54.0, 52.0, 44.0, 66.0, 92.0, 86.0, 82.0, 82.0, 82.0, 94.0, 94.0, 96.0, 94.0, 92.0, 92.0]"
