beta,0.70,0.80,0.90,0.95,1.00
0.0540171926286891,"[0, 77, 24, 25, 47, 28, 43, 25, 39, 33, 25, 42, 31, 38, 30, 31, 40, 29, 35, 34, 34, 37, 25, 35, 38, 27, 36, 36, 38, 30, 26, 45, 27, 40, 25, 31]","[0, 46, 7, 9, 15, 12, 11, 9, 11, 13, 9, 10, 14, 10, 9, 15, 9, 12, 9, 11, 11, 13, 9, 9, 10, 13, 9, 16, 11, 9, 9, 14, 10, 9, 9, 9]","[0, 32, 0, 1, 3, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]","[0, 0, 0, 25, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0540273075583786,"[1, 68, 20, 21, 40, 23, 35, 21, 35, 25, 21, 33, 28, 31, 24, 27, 33, 25, 27, 28, 29, 33, 21, 24, 34, 23, 30, 31, 30, 26, 23, 34, 24, 32, 21, 28]","[1, 51, 10, 12, 22, 14, 17, 12, 17, 16, 12, 16, 18, 14, 13, 19, 13, 18, 12, 15, 16, 19, 12, 12, 16, 16, 12, 18, 18, 12, 14, 20, 13, 15, 12, 13]","[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 7, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0540417958454174,"[0, 51, 11, 12, 22, 14, 17, 12, 18, 15, 12, 16, 18, 14, 13, 19, 14, 17, 12, 15, 16, 19, 12, 12, 16, 16, 12, 19, 17, 12, 14, 19, 14, 16, 12, 12]","[0, 36, 2, 4, 6, 6, 3, 3, 4, 4, 1, 6, 4, 4, 4, 5, 4, 3, 4, 4, 4, 4, 3, 0, 4, 5, 4, 4, 8, 0, 4, 4, 5, 3, 1, 1]","[0, 5, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 6, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0540592912483444,"[2, 81, 27, 28, 54, 30, 49, 28, 42, 39, 28, 48, 34, 44, 33, 35, 45, 32, 41, 37, 41, 39, 28, 44, 38, 33, 39, 40, 44, 32, 33, 47, 33, 43, 28, 41]","[1, 76, 24, 25, 47, 28, 43, 25, 40, 32, 25, 41, 32, 38, 29, 31, 39, 31, 35, 33, 36, 36, 26, 36, 36, 28, 33, 39, 36, 32, 26, 41, 31, 37, 26, 35]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 4, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0540636868572445,"[2, 65, 19, 20, 37, 23, 33, 20, 30, 27, 20, 30, 28, 28, 25, 25, 30, 25, 25, 27, 26, 33, 20, 22, 30, 25, 29, 28, 31, 20, 24, 35, 21, 29, 20, 28]","[0, 46, 7, 9, 16, 11, 11, 9, 11, 13, 9, 9, 15, 10, 10, 13, 11, 11, 9, 12, 10, 12, 10, 9, 10, 13, 9, 14, 13, 9, 9, 14, 10, 9, 9, 9]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 17, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0540922327618627,"[4, 80, 26, 28, 54, 30, 48, 29, 45, 36, 28, 47, 35, 44, 33, 34, 46, 32, 41, 35, 43, 40, 28, 41, 39, 34, 38, 41, 41, 36, 35, 43, 33, 41, 31, 43]","[0, 35, 3, 4, 4, 8, 3, 3, 3, 4, 2, 6, 4, 4, 4, 5, 4, 3, 4, 4, 4, 4, 3, 0, 4, 5, 4, 4, 8, 0, 4, 5, 4, 4, 0, 1]","[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0540922327618627,"[0, 52, 10, 12, 22, 14, 17, 12, 17, 16, 12, 15, 19, 13, 15, 18, 15, 15, 12, 18, 13, 19, 12, 12, 16, 17, 12, 19, 17, 12, 15, 17, 16, 15, 12, 12]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 29, 3, 1, 2, 4, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]","[0, 0, 0, 1, 7, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.054099722170243,"[1, 75, 22, 24, 46, 26, 41, 24, 40, 29, 24, 38, 32, 36, 29, 30, 38, 28, 33, 31, 33, 38, 24, 29, 40, 25, 35, 35, 35, 30, 27, 37, 30, 36, 24, 33]","[0, 60, 14, 16, 30, 18, 25, 16, 21, 24, 16, 23, 22, 21, 21, 21, 22, 21, 18, 21, 21, 26, 16, 16, 25, 20, 20, 25, 22, 17, 20, 24, 21, 21, 16, 19]","[0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 13, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0541098506180666,"[0, 62, 15, 17, 32, 18, 28, 17, 26, 22, 17, 24, 25, 22, 22, 22, 25, 21, 19, 24, 21, 29, 17, 19, 23, 23, 22, 28, 21, 17, 24, 26, 20, 21, 17, 23]","[0, 36, 2, 4, 4, 8, 3, 3, 4, 4, 1, 6, 4, 4, 4, 5, 4, 3, 4, 4, 2, 5, 4, 0, 4, 5, 4, 4, 7, 2, 3, 4, 5, 3, 1, 0]","[0, 32, 0, 1, 3, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]","[0, 15, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0541174072061875,"[1, 82, 27, 28, 53, 31, 49, 28, 47, 34, 28, 47, 35, 44, 33, 36, 44, 32, 40, 38, 38, 43, 28, 41, 41, 32, 38, 41, 43, 34, 31, 47, 34, 42, 29, 40]","[1, 79, 24, 26, 50, 28, 44, 27, 40, 35, 26, 42, 34, 40, 31, 33, 42, 29, 36, 36, 36, 38, 27, 37, 36, 30, 38, 38, 40, 31, 27, 44, 30, 41, 27, 35]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 22, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0541399632094669,"[0, 70, 19, 21, 40, 23, 35, 21, 32, 28, 21, 32, 29, 30, 26, 27, 32, 25, 27, 28, 28, 34, 21, 26, 32, 23, 30, 31, 31, 24, 23, 37, 22, 32, 21, 29]","[0, 56, 12, 14, 26, 16, 21, 14, 20, 19, 14, 19, 21, 17, 17, 20, 18, 19, 14, 19, 18, 23, 14, 14, 20, 19, 15, 23, 18, 15, 19, 21, 17, 15, 15, 20]","[0, 4, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 3, 23, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0541505778632752,"[0, 64, 16, 18, 34, 20, 29, 18, 26, 25, 18, 26, 25, 25, 23, 23, 26, 23, 22, 23, 25, 28, 18, 23, 25, 21, 24, 29, 25, 20, 19, 32, 19, 27, 18, 23]","[0, 38, 3, 5, 8, 7, 5, 5, 4, 5, 4, 6, 6, 5, 5, 8, 5, 4, 5, 6, 5, 5, 5, 2, 6, 5, 5, 8, 7, 3, 5, 6, 6, 5, 0, 5]","[0, 26, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 18, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0541730499579774,"[0, 80, 24, 26, 50, 28, 45, 26, 42, 33, 26, 45, 31, 41, 29, 34, 41, 30, 37, 33, 40, 37, 26, 35, 41, 29, 34, 41, 37, 33, 29, 43, 31, 38, 26, 42]","[0, 38, 3, 5, 7, 8, 5, 5, 4, 5, 4, 6, 6, 5, 5, 8, 5, 4, 5, 5, 5, 6, 5, 2, 6, 5, 5, 8, 7, 3, 5, 6, 6, 5, 0, 5]","[0, 4, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 23, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0541734683463177,"[0, 56, 12, 14, 26, 16, 21, 14, 19, 20, 14, 18, 22, 16, 19, 19, 19, 18, 14, 20, 17, 24, 14, 14, 19, 20, 14, 22, 20, 14, 18, 22, 17, 17, 14, 16]","[0, 38, 3, 5, 7, 8, 5, 5, 4, 5, 4, 6, 5, 6, 5, 8, 5, 4, 5, 5, 5, 6, 5, 2, 5, 6, 5, 7, 8, 3, 5, 5, 7, 4, 3, 0]","[0, 8, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 11, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.054176028193768,"[3, 79, 25, 27, 51, 30, 47, 27, 45, 33, 27, 44, 35, 42, 32, 34, 43, 31, 39, 34, 40, 40, 27, 38, 40, 31, 38, 38, 43, 31, 32, 44, 32, 42, 27, 39]","[0, 36, 2, 4, 6, 6, 3, 3, 4, 4, 1, 6, 4, 4, 4, 5, 4, 3, 4, 4, 4, 4, 3, 1, 4, 4, 4, 5, 7, 0, 4, 5, 4, 4, 0, 2]","[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 5, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0541763721174336,"[5, 79, 26, 28, 54, 30, 49, 28, 45, 36, 28, 48, 34, 44, 33, 35, 44, 33, 41, 35, 43, 40, 28, 38, 43, 33, 38, 42, 41, 35, 32, 48, 32, 41, 29, 39]","[0, 44, 6, 8, 14, 10, 9, 8, 10, 11, 8, 8, 12, 10, 8, 12, 9, 9, 8, 11, 8, 12, 8, 8, 8, 11, 8, 10, 14, 8, 8, 9, 12, 8, 8, 6]","[0, 36, 2, 4, 6, 6, 3, 3, 3, 4, 2, 6, 4, 4, 4, 5, 4, 3, 4, 4, 4, 4, 3, 0, 4, 4, 5, 4, 7, 1, 4, 6, 4, 2, 1, 0]","[0, 0, 13, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0541794168110134,"[0, 72, 20, 22, 41, 25, 37, 22, 35, 28, 22, 35, 28, 33, 27, 27, 35, 26, 29, 29, 30, 35, 22, 25, 34, 26, 33, 32, 31, 26, 25, 37, 25, 34, 22, 26]","[0, 40, 4, 6, 10, 8, 6, 6, 6, 7, 6, 6, 9, 6, 6, 9, 6, 6, 6, 9, 5, 6, 7, 4, 6, 9, 6, 6, 12, 4, 6, 7, 7, 6, 5, 2]","[0, 38, 3, 5, 8, 7, 5, 5, 4, 6, 3, 7, 5, 6, 5, 6, 6, 4, 5, 5, 5, 6, 5, 3, 5, 5, 5, 9, 6, 4, 4, 6, 6, 5, 0, 5]","[0, 26, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0541882681626548,"[0, 52, 10, 12, 22, 14, 17, 12, 17, 16, 12, 16, 15, 17, 14, 17, 16, 15, 12, 17, 14, 20, 12, 12, 15, 18, 12, 17, 19, 12, 13, 19, 14, 16, 12, 12]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 20, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0542092174621271,"[2, 56, 13, 15, 28, 17, 23, 15, 22, 20, 15, 21, 22, 18, 20, 20, 21, 19, 15, 22, 18, 26, 15, 15, 21, 21, 16, 25, 19, 16, 21, 23, 18, 16, 17, 18]","[0, 34, 1, 3, 4, 4, 2, 2, 1, 3, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 1, 3, 2, 0, 3, 2, 3, 3, 5, 0, 3, 3, 3, 1, 0, 0]","[0, 4, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 4, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0542134208972856,"[0, 58, 13, 15, 28, 17, 23, 15, 21, 21, 15, 20, 23, 18, 20, 20, 21, 19, 15, 22, 18, 26, 15, 15, 21, 21, 16, 24, 20, 16, 21, 20, 21, 19, 15, 15]","[0, 38, 3, 5, 7, 8, 5, 5, 4, 5, 4, 6, 6, 5, 5, 8, 5, 4, 5, 5, 5, 6, 5, 2, 6, 5, 5, 8, 7, 3, 5, 6, 6, 5, 1, 3]","[0, 32, 0, 1, 2, 4, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 0, 2, 0, 0, 2, 0, 0, 1, 0, 2, 2, 3, 0, 0, 2, 1, 0, 0, 0]","[0, 7, 22, 2, 2, 4, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1, 3, 2, 0, 0, 3, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0542148131856395,"[0, 70, 22, 22, 39, 27, 35, 22, 36, 28, 22, 34, 30, 31, 28, 27, 34, 27, 29, 29, 30, 34, 22, 29, 34, 22, 33, 32, 33, 26, 22, 38, 25, 35, 22, 28]","[0, 44, 6, 8, 14, 10, 8, 9, 8, 13, 6, 10, 12, 8, 11, 11, 8, 9, 10, 10, 8, 11, 9, 8, 8, 11, 8, 11, 13, 8, 8, 9, 12, 8, 8, 8]","[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 9, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0542183577313544,"[3, 81, 26, 28, 54, 30, 49, 28, 44, 37, 28, 47, 35, 44, 33, 34, 47, 31, 40, 37, 42, 41, 28, 38, 44, 31, 37, 43, 41, 36, 30, 48, 33, 41, 29, 43]","[0, 42, 5, 7, 11, 10, 7, 7, 8, 10, 6, 8, 9, 9, 7, 11, 7, 7, 7, 10, 7, 10, 7, 5, 7, 11, 7, 8, 13, 6, 7, 8, 9, 7, 7, 4]","[0, 27, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 2, 22, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0542257562617319,"[0, 66, 17, 19, 36, 21, 31, 19, 28, 26, 19, 30, 25, 26, 24, 25, 28, 23, 23, 27, 24, 31, 19, 24, 25, 24, 25, 30, 26, 22, 22, 33, 20, 26, 20, 25]","[0, 36, 2, 4, 6, 6, 3, 3, 3, 4, 2, 6, 4, 4, 4, 5, 4, 3, 4, 4, 4, 4, 3, 0, 4, 5, 4, 4, 8, 0, 4, 6, 4, 3, 0, 0]","[0, 36, 2, 3, 6, 7, 3, 3, 4, 4, 1, 6, 4, 4, 4, 5, 4, 3, 4, 4, 3, 5, 3, 0, 4, 5, 4, 4, 8, 0, 4, 5, 4, 4, 0, 1]","[0, 35, 6, 5, 6, 9, 5, 5, 2, 7, 4, 6, 6, 5, 5, 8, 5, 4, 5, 5, 5, 6, 5, 2, 5, 6, 5, 7, 8, 3, 5, 5, 7, 5, 0, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.0542360651453662,"[0, 70, 19, 21, 40, 23, 35, 21, 32, 28, 21, 33, 28, 30, 26, 26, 32, 26, 28, 27, 30, 31, 21, 27, 32, 22, 31, 31, 31, 25, 22, 35, 24, 33, 21, 25]","[0, 52, 10, 12, 22, 14, 17, 12, 18, 15, 12, 16, 17, 15, 13, 19, 13, 18, 12, 15, 16, 19, 12, 12, 15, 17, 12, 19, 17, 12, 14, 19, 13, 17, 12, 12]","[0, 16, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 9, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0.054244432672271,"[2, 81, 27, 28, 54, 30, 49, 28, 47, 34, 28, 47, 34, 45, 33, 34, 47, 31, 40, 37, 41, 41, 28, 42, 38, 33, 40, 40, 41, 36, 31, 46, 35, 42, 28, 42]","[0, 46, 7, 9, 16, 11, 11, 9, 10, 14, 9, 10, 14, 10, 9, 15, 9, 12, 9, 12, 10, 13, 9, 9, 9, 14, 9, 15, 12, 9, 9, 13, 11, 10, 9, 9]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 27, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
