beta,month,obs_monthly,obs_cumulative,abm_mean_monthly,abm_sd_monthly,abm_mean_cumulative,abm_sd_cumulative,sigma_used,residual_cumulative
0.03806,15,1.0,27.0,0.22,0.6157789160643518,23.52,13.83760035820768,13.83760035820768,3.4800000000000004
0.03806,16,2.0,29.0,0.34,0.981668716720542,23.86,14.331369901907706,14.331369901907706,5.140000000000001
0.03806,17,5.0,34.0,0.38,1.1933489148832634,24.24,15.004162687707158,15.004162687707158,9.760000000000002
0.03806,18,2.0,36.0,0.38,1.1761229978715868,24.62,15.721933204077333,15.721933204077333,11.379999999999999
0.03806,19,2.0,38.0,0.52,1.4602208387635012,25.14,16.70513791182405,16.70513791182405,12.86
0.03813,1,5.0,5.0,7.04,1.806563995375684,7.04,1.806563995375684,1.806563995375684,-2.04
0.03813,2,2.0,7.0,3.38,1.8832234631728915,10.42,2.2775747932341344,2.2775747932341344,-3.42
0.03813,3,0.0,7.0,1.18,1.4097329317198732,11.6,2.9137254363387344,2.9137254363387344,-4.6
0.03813,4,2.0,9.0,1.24,1.8245491475530973,12.84,3.9659777598767163,3.9659777598767163,-3.84
0.03813,5,1.0,10.0,1.72,2.222702895860198,14.56,5.700554931812538,5.700554931812538,-4.5600000000000005
0.03813,6,1.0,11.0,1.84,2.271024222770018,16.4,7.711639757866161,7.711639757866161,-5.399999999999999
0.03813,7,2.0,13.0,2.24,3.0139810272549936,18.64,10.229529085257173,10.229529085257173,-5.640000000000001
0.03813,8,2.0,15.0,0.94,1.3910794516548388,19.58,11.199653784736348,11.199653784736348,-4.579999999999998
0.03813,9,6.0,21.0,0.36,0.7494215456345145,19.94,11.486300624692719,11.486300624692719,1.0599999999999987
0.03813,10,1.0,22.0,0.48,1.1821806208901267,20.42,12.150568979706764,12.150568979706764,1.5799999999999983
0.03813,11,1.0,23.0,0.6,1.2289036095775179,21.02,12.859507719019037,12.859507719019037,1.9800000000000004
0.03813,12,0.0,23.0,0.76,1.7444957168541413,21.78,13.971238678230419,13.971238678230419,1.2199999999999989
0.03813,13,2.0,25.0,0.84,1.8110770276274837,22.62,15.250145532928864,15.250145532928864,2.379999999999999
0.03813,14,1.0,26.0,0.44,1.0528871870107597,23.06,15.849303081311342,15.849303081311342,2.9400000000000013
0.03813,15,1.0,27.0,0.1,0.36421567954234163,23.16,15.935277255965453,15.935277255965453,3.84
0.03813,16,2.0,29.0,0.08,0.3404678653660854,23.24,16.004540172165182,16.004540172165182,5.760000000000002
0.03813,17,5.0,34.0,0.1,0.3642156795423415,23.34,16.02244599024144,16.02244599024144,10.66
0.03813,18,2.0,36.0,0.28,1.0309496315810702,23.62,16.19887877198257,16.19887877198257,12.379999999999999
0.03813,19,2.0,38.0,0.32,1.3161477492892601,23.94,16.549751832407814,16.549751832407814,14.059999999999999
0.03825,1,5.0,5.0,7.12,2.438132440192363,7.12,2.438132440192363,2.438132440192363,-2.12
0.03825,2,2.0,7.0,3.46,1.7636927864279426,10.58,3.1173641403713925,3.1173641403713925,-3.58
0.03825,3,0.0,7.0,1.28,1.6040764397277942,11.86,3.8704004960727256,3.8704004960727256,-4.859999999999999
0.03825,4,2.0,9.0,1.76,2.005706145689628,13.62,5.050318236083177,5.050318236083177,-4.619999999999999
0.03825,5,1.0,10.0,2.2,2.3989793748209527,15.82,6.903681360443182,6.903681360443182,-5.82
0.03825,6,1.0,11.0,2.08,2.1650281611968727,17.9,8.760416540278417,8.760416540278417,-6.899999999999999
0.03825,7,2.0,13.0,2.62,2.9753408311022937,20.52,11.324958890766492,11.324958890766492,-7.52
0.03825,8,2.0,15.0,1.38,1.7366399648018407,21.9,12.60911558827055,12.60911558827055,-6.899999999999999
0.03825,9,6.0,21.0,0.72,1.050558646334299,22.62,13.103808450918661,13.103808450918661,-1.620000000000001
0.03825,10,1.0,22.0,0.86,1.6661087501561644,23.48,14.039652301061233,14.039652301061233,-1.4800000000000004
0.03825,11,1.0,23.0,1.04,1.5512996526283682,24.52,15.037694135004847,15.037694135004847,-1.5199999999999996
0.03825,12,0.0,23.0,1.56,2.177435300943732,26.08,16.453819108805895,16.453819108805895,-3.0799999999999983
0.03825,13,2.0,25.0,1.62,2.5942636877604883,27.7,18.134700078544878,18.134700078544878,-2.6999999999999993
0.03825,14,1.0,26.0,0.76,1.2866663141940236,28.46,19.1228146677294,19.1228146677294,-2.460000000000001
0.03825,15,1.0,27.0,0.34,1.0615737258948172,28.8,19.765977778774833,19.765977778774833,-1.8000000000000007
0.03825,16,2.0,29.0,0.34,1.1358715075362413,29.14,20.376066392526628,20.376066392526628,-0.14000000000000057
0.03825,17,5.0,34.0,0.42,1.1082252773268269,29.56,21.037536908670496,21.037536908670496,4.440000000000001
0.03825,18,2.0,36.0,0.44,1.2961481396815724,30.0,21.864144536810276,21.864144536810276,6.0
0.03825,19,2.0,38.0,0.56,1.5407392871671721,30.56,22.823332136125924,22.823332136125924,7.440000000000001
0.0385,1,5.0,5.0,7.42,2.3394574637060184,7.42,2.3394574637060184,2.3394574637060184,-2.42
0.0385,2,2.0,7.0,3.16,1.5167096502842279,10.58,2.696104521682484,2.696104521682484,-3.58
0.0385,3,0.0,7.0,0.94,1.2682946931101737,11.52,3.0387967543561896,3.0387967543561896,-4.52
0.0385,4,2.0,9.0,1.08,1.2910998317365716,12.6,3.4699879432831775,3.4699879432831775,-3.5999999999999996
0.0385,5,1.0,10.0,1.34,1.685593215991308,13.94,4.4785657325094785,4.4785657325094785,-3.9399999999999995
0.0385,6,1.0,11.0,1.66,2.036503606374295,15.6,6.003400396985912,6.003400396985912,-4.6
0.0385,7,2.0,13.0,2.0,2.424366106925306,17.6,7.881779556647841,7.881779556647841,-4.600000000000001
0.0385,8,2.0,15.0,1.02,1.4355543620952194,18.62,9.032571446646603,9.032571446646603,-3.620000000000001
0.0385,9,6.0,21.0,0.44,1.033322361144293,19.06,9.622274329144131,9.622274329144131,1.9400000000000013
0.0385,10,1.0,22.0,0.36,1.0253919111386496,19.42,9.936718137641764,9.936718137641764,2.5799999999999983
0.0385,11,1.0,23.0,0.66,1.3644165980598533,20.08,10.350667926786764,10.350667926786764,2.9200000000000017
0.0385,12,0.0,23.0,0.82,1.7342880677790575,20.9,11.225426677041398,11.225426677041398,2.1000000000000014
0.0385,13,2.0,25.0,0.88,1.5470841566492441,21.78,12.16097807559499,12.16097807559499,3.219999999999999
0.0385,14,1.0,26.0,0.34,0.9391702807939202,22.12,12.772163609400957,12.772163609400957,3.879999999999999
0.0385,15,1.0,27.0,0.18,0.6907552802135191,22.3,13.01372901428114,13.01372901428114,4.699999999999999
0.0385,16,2.0,29.0,0.28,1.0887176504718654,22.58,13.533164102021557,13.533164102021557,6.420000000000002
0.0385,17,5.0,34.0,0.26,0.7774894185250161,22.84,13.999067024306312,13.999067024306312,11.16
0.0385,18,2.0,36.0,0.38,1.176122997871587,23.22,14.74862843847951,14.74862843847951,12.780000000000001
0.0385,19,2.0,38.0,0.42,1.3715773728798237,23.64,15.629328788126086,15.629328788126086,14.36
0.039,1,5.0,5.0,7.56,2.2692262459045467,7.56,2.2692262459045467,2.2692262459045467,-2.5599999999999996
0.039,2,2.0,7.0,3.36,1.410745930928972,10.92,2.648372623144336,2.648372623144336,-3.92
0.039,3,0.0,7.0,1.32,1.544443628770238,12.24,3.1658896289758967,3.1658896289758967,-5.24
0.039,4,2.0,9.0,1.66,2.172274271404069,13.9,4.371755356599815,4.371755356599815,-4.9
0.039,5,1.0,10.0,1.98,2.325458041341709,15.88,6.0225426862881815,6.0225426862881815,-5.880000000000001
0.039,6,1.0,11.0,2.36,2.4806187509883704,18.24,8.059877955221234,8.059877955221234,-7.239999999999998
0.039,7,2.0,13.0,3.0,3.0572763655760995,21.24,10.603349490050928,10.603349490050928,-8.239999999999998
0.039,8,2.0,15.0,1.38,1.5764853701982073,22.62,11.70886634223861,11.70886634223861,-7.620000000000001
0.039,9,6.0,21.0,0.92,1.6142225019229186,23.54,12.54739585958548,12.54739585958548,-2.539999999999999
0.039,10,1.0,22.0,0.94,1.7889684634630392,24.48,13.483534932862161,13.483534932862161,-2.4800000000000004
0.039,11,1.0,23.0,1.38,2.4898979570927597,25.86,14.879118363172804,14.879118363172804,-2.8599999999999994
0.039,12,0.0,23.0,1.72,2.996869114558712,27.58,16.876611034209446,16.876611034209446,-4.579999999999998
0.039,13,2.0,25.0,1.56,2.5567836938510973,29.14,18.712660780054442,18.712660780054442,-4.140000000000001
0.039,14,1.0,26.0,0.86,1.5780380482208443,30.0,19.87203963320508,19.87203963320508,-4.0
0.039,15,1.0,27.0,0.26,0.6642473107178665,30.26,20.24020045072959,20.24020045072959,-3.2600000000000016
0.039,16,2.0,29.0,0.28,0.6074369035848368,30.54,20.581555047256884,20.581555047256884,-1.5399999999999991
0.039,17,5.0,34.0,0.54,1.215713446365331,31.08,21.1918736831853,21.1918736831853,2.9200000000000017
0.039,18,2.0,36.0,0.74,1.6011475476631614,31.82,21.836769216070365,21.836769216070365,4.18
0.039,19,2.0,38.0,0.86,2.1190101655331084,32.68,22.96620409672101,22.96620409672101,5.32
0.04,1,5.0,5.0,7.82,2.106258894488578,7.82,2.106258894488578,2.106258894488578,-2.8200000000000003
0.04,2,2.0,7.0,3.28,2.147993843338571,11.1,3.3150861102492266,3.3150861102492266,-4.1
0.04,3,0.0,7.0,1.94,2.0840502167947994,13.04,4.194067724969716,4.194067724969716,-6.039999999999999
0.04,4,2.0,9.0,2.0,2.2677868380553634,15.04,5.432179252249637,5.432179252249637,-6.039999999999999
0.04,5,1.0,10.0,2.28,2.5717460121521345,17.32,7.459933796281168,7.459933796281168,-7.32
0.04,6,1.0,11.0,2.68,3.0668736990157077,20.0,9.959100033104786,9.959100033104786,-9.0
0.04,7,2.0,13.0,3.62,3.784447227314252,23.62,12.94712953767383,12.94712953767383,-10.620000000000001
0.04,8,2.0,15.0,1.7,2.261027398763487,25.32,14.6975494278357,14.6975494278357,-10.32
0.04,9,6.0,21.0,0.6,1.0301575072754252,25.92,15.291507580406606,15.291507580406606,-4.920000000000002
0.04,10,1.0,22.0,0.94,1.5832026440872622,26.86,16.207846424318245,16.207846424318245,-4.859999999999999
0.04,11,1.0,23.0,1.18,1.9555259222656862,28.04,17.369877750324687,17.369877750324687,-5.039999999999999
0.04,12,0.0,23.0,1.5,2.4515717573900737,29.54,18.842212704240357,18.842212704240357,-6.539999999999999
0.04,13,2.0,25.0,1.92,3.069534299584634,31.46,20.943276160298577,20.943276160298577,-6.460000000000001
0.04,14,1.0,26.0,0.72,1.19591140208322,32.18,21.792799784538463,21.792799784538463,-6.18
0.04,15,1.0,27.0,0.24,0.7159979477795241,32.42,22.151694089175393,22.151694089175393,-5.420000000000002
0.04,16,2.0,29.0,0.62,1.6399352899130017,33.04,23.189512055835827,23.189512055835827,-4.039999999999999
0.04,17,5.0,34.0,0.58,1.604712448015633,33.62,24.16008683590287,24.16008683590287,0.38000000000000256
0.04,18,2.0,36.0,0.64,1.39620476832807,34.26,25.090700773516122,25.090700773516122,1.740000000000002
0.04,19,2.0,38.0,0.94,1.963025569816935,35.2,26.559136941964827,26.559136941964827,2.799999999999997
0.042,1,5.0,5.0,8.62,2.2757819916392226,8.62,2.2757819916392226,2.2757819916392226,-3.619999999999999
0.042,2,2.0,7.0,3.42,1.472052572264389,12.04,2.77716637262237,2.77716637262237,-5.039999999999999
0.042,3,0.0,7.0,1.22,1.5556349186104046,13.26,3.275200570272026,3.275200570272026,-6.26
0.042,4,2.0,9.0,1.62,2.328965786063218,14.88,4.631921186457195,4.631921186457195,-5.880000000000001
0.042,5,1.0,10.0,2.08,2.562205682450899,16.96,6.6053781427079,6.6053781427079,-6.960000000000001
0.042,6,1.0,11.0,2.72,3.0775023002693693,19.68,9.130437993830508,9.130437993830508,-8.68
0.042,7,2.0,13.0,3.74,3.900863326736474,23.42,12.3966585359581,12.3966585359581,-10.420000000000002
0.042,8,2.0,15.0,1.72,2.090210418076787,25.14,13.896130719721654,13.896130719721654,-10.14
0.042,9,6.0,21.0,0.5,1.0151907431108496,25.64,14.552873339962098,14.552873339962098,-4.640000000000001
0.042,10,1.0,22.0,0.7,1.4603605928757768,26.34,15.492736942166921,15.492736942166921,-4.34
0.042,11,1.0,23.0,1.04,1.9995917950768791,27.38,17.104588237531768,17.104588237531768,-4.379999999999999
0.042,12,0.0,23.0,1.1,2.3495548861997895,28.48,18.770624031465022,18.770624031465022,-5.48
0.042,13,2.0,25.0,1.56,2.9703294670553206,30.04,20.964459721838086,20.964459721838086,-5.039999999999999
0.042,14,1.0,26.0,0.74,1.3372222198670358,30.78,21.915691890068363,21.915691890068363,-4.780000000000001
0.042,15,1.0,27.0,0.24,0.6246631745450129,31.02,22.109643292704032,22.109643292704032,-4.02
0.042,16,2.0,29.0,0.4,1.0879675865519867,31.42,22.597715253845415,22.597715253845415,-2.4200000000000017
0.042,17,5.0,34.0,0.62,1.5371587890836593,32.04,23.479004950580592,23.479004950580592,1.9600000000000009
0.042,18,2.0,36.0,0.78,1.8326962405712741,32.82,24.52627911744745,24.52627911744745,3.1799999999999997
0.042,19,2.0,38.0,0.94,2.3247558572715477,33.76,25.905290610851157,25.905290610851157,4.240000000000002
