beta,month,obs_monthly,obs_cumulative,abm_mean_monthly,abm_sd_monthly,abm_mean_cumulative,abm_sd_cumulative,sigma_used,residual_cumulative
0.03803,2,2.0,7.0,2.72,1.7847425927704479,9.8,3.344199974491321,3.344199974491321,-2.8000000000000007
0.03803,3,0.0,7.0,1.28,1.7961409880573385,11.08,4.457692273829954,4.457692273829954,-4.08
0.03803,4,2.0,9.0,1.48,1.7870280881270733,12.56,5.831511863337405,5.831511863337405,-3.5600000000000005
0.03803,5,1.0,10.0,1.86,2.0801295093119085,14.42,7.404052944165108,7.404052944165108,-4.42
0.03803,6,1.0,11.0,2.34,2.5443815655322624,16.76,9.48803758123128,9.48803758123128,-5.760000000000002
0.03803,7,2.0,13.0,2.62,3.043158938756011,19.38,12.030386697094682,12.030386697094682,-6.379999999999999
0.03803,8,2.0,15.0,1.0,1.261680123761121,20.38,12.921884616448807,12.921884616448807,-5.379999999999999
0.03803,9,6.0,21.0,0.54,1.110432899589073,20.92,13.027192909527395,13.027192909527395,0.0799999999999983
0.03803,10,1.0,22.0,0.86,1.7024592056606742,21.78,13.696849034335882,13.696849034335882,0.21999999999999886
0.03803,11,1.0,23.0,0.88,1.5732457026212803,22.66,14.397576326647227,14.397576326647227,0.33999999999999986
0.03803,12,0.0,23.0,1.16,1.931056599853234,23.82,15.525738997824593,15.525738997824593,-0.8200000000000003
0.03803,13,2.0,25.0,1.74,3.2059256360173847,25.56,17.357184009357447,17.357184009357447,-0.5599999999999987
0.03803,14,1.0,26.0,0.6,1.2289036095775179,26.16,17.923146589632896,17.923146589632896,-0.16000000000000014
0.03803,15,1.0,27.0,0.24,0.7969328960560778,26.4,18.16253151464322,18.16253151464322,0.6000000000000014
0.03803,16,2.0,29.0,0.32,1.0961900624714789,26.72,18.464571702676057,18.464571702676057,2.280000000000001
0.03803,17,5.0,34.0,0.42,1.4010200365651961,27.14,19.07023538268525,19.07023538268525,6.859999999999999
0.03803,18,2.0,36.0,0.4,1.1780301787479028,27.54,19.55652195612523,19.55652195612523,8.46
0.03803,19,2.0,38.0,0.5,1.2330483215451478,28.04,20.175717876614325,20.175717876614325,9.96
0.03806,1,5.0,5.0,7.52,1.9403344967256733,7.52,1.9403344967256733,1.9403344967256733,-2.5199999999999996
0.03806,2,2.0,7.0,3.08,1.38269184372147,10.6,2.4074713637646745,2.4074713637646745,-3.5999999999999996
0.03806,3,0.0,7.0,1.02,1.5842335428740761,11.62,2.961590857657969,2.961590857657969,-4.619999999999999
0.03806,4,2.0,9.0,1.52,1.7984119979264244,13.14,3.7850942888533443,3.7850942888533443,-4.140000000000001
0.03806,5,1.0,10.0,1.62,1.8723552776421164,14.76,5.097258166536843,5.097258166536843,-4.76
0.03806,6,1.0,11.0,1.7,2.233785110158841,16.46,6.845853802537292,6.845853802537292,-5.460000000000001
0.03806,7,2.0,13.0,2.6,3.1493439550069433,19.06,9.49201597907098,9.49201597907098,-6.059999999999999
0.03806,8,2.0,15.0,0.86,1.2937841980100115,19.92,10.403766978692802,10.403766978692802,-4.920000000000002
0.03806,9,6.0,21.0,0.42,0.9278018789216869,20.34,10.809311934151774,10.809311934151774,0.6600000000000001
0.03806,10,1.0,22.0,0.48,0.9739463170891037,20.82,11.079840122621677,11.079840122621677,1.1799999999999997
0.03806,11,1.0,23.0,0.66,1.334166406412633,21.48,11.597395907561951,11.597395907561951,1.5199999999999996
0.03806,12,0.0,23.0,0.6,1.1952286093343933,22.08,12.0472538999812,12.0472538999812,0.9200000000000017
0.03806,13,2.0,25.0,0.86,1.6904292414674336,22.94,13.03121840279045,13.03121840279045,2.0599999999999987
0.03806,14,1.0,26.0,0.36,0.8750510189207745,23.3,13.540943204117756,13.540943204117756,2.6999999999999993
