beta,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.0425,"[1.28, 1.92, 2.44, 4.0, 0.66, 1.0, 1.5, 2.14, 2.42, 3.24, 0.4, 0.56, 0.88, 1.22, 1.46, 2.1, 0.4, 1.04, 1.66, 2.12, 2.92, 3.48, 0.68, 1.6, 2.18, 3.38, 3.4, 5.14, 1.06, 1.3, 1.94, 2.7, 3.38, 4.2, 1.0, 1.82]","[1.1496086290559933, 1.3977124167724921, 1.6632498309033432, 2.2891046284519194, 1.176605286406618, 1.2165525060596438, 2.0024984394500787, 2.623051657897725, 2.530533540579931, 3.3737812614335265, 1.039230484541326, 1.1516944039110373, 1.3212115651930993, 1.735396208362805, 2.061164719278883, 2.714774392099646, 0.8944271909999157, 1.70833252032501, 2.329034134571667, 2.702887345044184, 3.309622334950017, 3.383725757209057, 0.968297474952816, 2.0297783130184444, 2.1136697944570244, 3.1297923253787943, 2.898275349237888, 4.65622164420896, 1.3477388471065157, 1.5524174696260022, 2.1298826258740173, 3.106444913401814, 3.8413018626502136, 3.9496835316263, 1.2165525060596438, 1.9046259475288052]",50,"[5.0, 5.0, 7.0, 11.0, 5.0, 4.0, 7.0, 11.0, 11.0, 15.0, 6.0, 5.0, 5.0, 7.0, 8.0, 10.0, 4.0, 10.0, 9.0, 17.0, 14.0, 16.0, 4.0, 9.0, 6.0, 13.0, 10.0, 14.0, 6.0, 5.0, 9.0, 12.0, 15.0, 14.0, 5.0, 7.0]","[1.0, 2.0, 2.0, 4.0, 0.0, 0.5, 0.0, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 2.0, 2.0, 3.0, 0.0, 1.0, 2.0, 3.0, 3.5, 4.5, 1.0, 1.0, 1.0, 1.5, 2.0, 3.0, 1.0, 1.0]","[1.7777777777777777, 2.2857142857142856, 2.9047619047619047, 4.0, 1.8333333333333333, 2.0, 3.125, 3.689655172413793, 3.903225806451613, 4.2631578947368425, 2.0, 2.0, 2.2, 2.652173913043478, 3.0416666666666665, 3.6206896551724137, 1.8181818181818181, 2.3636363636363638, 3.32, 2.9444444444444446, 4.294117647058823, 4.35, 1.619047619047619, 2.857142857142857, 3.5161290322580645, 4.5675675675675675, 4.594594594594595, 6.945945945945946, 1.8928571428571428, 2.5, 3.03125, 3.857142857142857, 4.828571428571428, 5.121951219512195, 1.7857142857142858, 2.757575757575758]","[28.000000000000004, 16.0, 16.0, 0.0, 64.0, 50.0, 52.0, 42.0, 38.0, 24.0, 80.0, 72.0, 60.0, 54.0, 52.0, 42.0, 78.0, 56.00000000000001, 50.0, 28.000000000000004, 32.0, 20.0, 57.99999999999999, 44.0, 38.0, 26.0, 26.0, 26.0, 44.0, 48.0, 36.0, 30.0, 30.0, 18.0, 44.0, 34.0]"
0.045,"[1.4, 1.96, 3.18, 4.12, 0.78, 1.02, 1.88, 3.0, 3.28, 4.36, 0.64, 0.94, 1.5, 2.36, 2.5, 3.4, 0.94, 1.52, 2.06, 2.82, 4.22, 4.92, 1.14, 1.5, 2.4, 2.84, 4.06, 4.98, 1.36, 2.04, 2.88, 3.86, 4.84, 5.44, 1.44, 2.52]","[1.058300524425836, 1.1825396399275583, 2.0365657367244494, 2.4709512338368795, 1.1187493016757597, 1.1745637488020817, 2.0163333057805697, 2.6532998322843198, 3.200249990235138, 3.581954773583832, 1.0537551897855593, 1.5672906558772055, 2.29128784747792, 3.083893642783421, 3.2202484376209237, 3.487119154832538, 1.0846197490365, 1.8137254478007412, 2.5799999999999996, 2.790627169652012, 4.2862104474698866, 4.241886372829899, 1.442359178568223, 1.7578395831246945, 2.8213471959331766, 2.845065904333325, 3.941624030777162, 4.447426221985026, 1.5199999999999998, 2.3234457170332172, 3.22886977129769, 3.7736454523444576, 4.7889873668657765, 5.359701484224657, 1.6511813952440235, 2.33443783382638]",50,"[5.0, 6.0, 9.0, 13.0, 5.0, 4.0, 8.0, 11.0, 13.0, 16.0, 4.0, 7.0, 11.0, 12.0, 14.0, 11.0, 4.0, 7.0, 10.0, 13.0, 19.0, 20.0, 5.0, 6.0, 11.0, 11.0, 15.0, 14.0, 6.0, 8.0, 13.0, 14.0, 18.0, 19.0, 6.0, 10.0]","[1.0, 2.0, 3.0, 4.0, 0.0, 1.0, 1.5, 2.0, 3.0, 4.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 3.0, 4.5, 0.5, 1.0, 1.0, 2.0, 3.0, 4.0, 1.0, 1.0, 2.0, 3.0, 4.0, 3.0, 1.0, 2.0]","[1.627906976744186, 2.130434782608696, 3.2448979591836733, 4.291666666666667, 1.7727272727272727, 1.8888888888888888, 2.8484848484848486, 3.75, 4.205128205128205, 5.069767441860465, 1.7777777777777777, 2.473684210526316, 3.125, 4.538461538461538, 4.464285714285714, 5.151515151515151, 1.7407407407407407, 2.6206896551724137, 3.433333333333333, 3.810810810810811, 5.861111111111111, 6.15, 2.28, 2.6785714285714284, 3.75, 4.176470588235294, 5.486486486486487, 6.72972972972973, 2.4285714285714284, 3.090909090909091, 4.5, 4.948717948717949, 6.368421052631579, 6.8, 2.4, 3.230769230769231]","[14.000000000000002, 8.0, 2.0, 4.0, 56.00000000000001, 46.0, 34.0, 20.0, 22.0, 14.000000000000002, 64.0, 62.0, 52.0, 48.0, 44.0, 34.0, 46.0, 42.0, 40.0, 26.0, 28.000000000000004, 20.0, 50.0, 44.0, 36.0, 32.0, 26.0, 26.0, 44.0, 34.0, 36.0, 22.0, 24.0, 20.0, 40.0, 22.0]"
0.0475,"[1.28, 2.6, 3.98, 4.96, 0.78, 1.16, 1.78, 2.4, 3.06, 4.02, 1.0, 1.46, 2.2, 2.98, 3.82, 4.94, 1.16, 1.92, 2.52, 3.38, 4.76, 5.58, 1.46, 2.58, 3.32, 4.82, 5.68, 6.62, 1.34, 1.9, 2.84, 3.22, 5.04, 6.14, 1.8, 2.28]","[1.233531515608742, 1.5874507866387542, 2.328003436423581, 2.537400244344593, 1.0447966309287182, 1.4051334456200235, 2.022770377477384, 2.7568097504180438, 3.384730417625605, 4.149650587700126, 1.697056274847714, 2.137381575666825, 2.6907248094147413, 3.2953907203850656, 4.131295196424483, 5.009630724913763, 1.6776173580408609, 2.313784778236731, 2.692508124407427, 3.2366031576330143, 4.4746396502958765, 4.613415220853201, 1.675828153481138, 2.8006427833624197, 3.2645979844385122, 4.448325527656446, 4.653772663119675, 5.21494007635754, 1.7732456118654296, 2.4186773244895656, 3.6019994447528734, 3.5737375393276976, 5.3290149183502935, 6.039900661434755, 1.6, 2.1637005338077633]",50,"[5.0, 7.0, 14.0, 15.0, 3.0, 5.0, 8.0, 11.0, 14.0, 14.0, 7.0, 10.0, 9.0, 11.0, 13.0, 20.0, 9.0, 9.0, 13.0, 16.0, 16.0, 18.0, 7.0, 11.0, 12.0, 18.0, 17.0, 17.0, 9.0, 12.0, 13.0, 14.0, 20.0, 23.0, 6.0, 8.0]","[1.0, 2.0, 4.0, 5.0, 0.0, 1.0, 1.0, 1.0, 2.5, 3.0, 0.0, 0.0, 1.0, 2.0, 2.0, 3.5, 0.5, 1.0, 2.0, 2.0, 3.0, 5.0, 1.0, 2.0, 3.0, 4.0, 5.0, 7.0, 1.0, 1.0, 1.0, 2.0, 3.0, 5.0, 2.0, 2.0]","[1.8823529411764706, 2.765957446808511, 4.061224489795919, 4.96, 1.8571428571428572, 2.230769230769231, 2.870967741935484, 3.75, 4.935483870967742, 5.911764705882353, 2.9411764705882355, 3.3181818181818183, 3.793103448275862, 4.515151515151516, 5.787878787878788, 6.861111111111111, 2.32, 3.096774193548387, 3.7058823529411766, 4.023809523809524, 5.95, 6.488372093023256, 2.212121212121212, 3.7941176470588234, 4.742857142857143, 6.342105263157895, 7.282051282051282, 8.487179487179487, 2.392857142857143, 3.2758620689655173, 5.071428571428571, 5.193548387096774, 7.0, 7.871794871794871, 2.5, 3.257142857142857]","[32.0, 6.0, 2.0, 0.0, 57.99999999999999, 48.0, 38.0, 36.0, 38.0, 32.0, 66.0, 56.00000000000001, 42.0, 34.0, 34.0, 28.000000000000004, 50.0, 38.0, 32.0, 16.0, 20.0, 14.000000000000002, 34.0, 32.0, 30.0, 24.0, 22.0, 22.0, 44.0, 42.0, 44.0, 38.0, 28.000000000000004, 22.0, 28.000000000000004, 30.0]"
0.05,"[1.6, 3.26, 4.96, 6.1, 1.12, 2.24, 3.22, 4.52, 5.56, 8.04, 1.44, 2.74, 3.5, 4.92, 5.9, 7.24, 2.22, 3.32, 4.96, 5.64, 8.24, 9.28, 1.9, 3.58, 4.74, 7.28, 8.06, 9.82, 2.28, 2.76, 4.34, 5.02, 6.26, 8.66, 2.54, 4.28]","[1.2, 2.1523010941780427, 2.7997142711355383, 3.151190251317746, 1.518420231688185, 2.445894519393671, 3.8537773677263707, 4.788486190854057, 5.404294588565654, 7.138515251787308, 2.001599360511489, 2.7554310007692093, 3.3000000000000003, 4.453493011109369, 5.24309069156733, 6.2403846035320605, 2.48427051667084, 3.1012255641923243, 4.634479474547276, 4.52442261509687, 6.730705757942475, 7.518084862516517, 2.491987158875423, 3.6115924465531823, 4.710881021634913, 6.128751912094338, 6.398155984344238, 6.807907167404678, 2.383610706470333, 2.5499803920814763, 3.7715248905449372, 4.110912307505477, 4.399136278862022, 5.2253612315322275, 2.021979228379955, 3.3349062955351525]",50,"[5.0, 11.0, 13.0, 18.0, 7.0, 8.0, 16.0, 17.0, 21.0, 28.0, 9.0, 10.0, 11.0, 17.0, 20.0, 22.0, 10.0, 12.0, 17.0, 17.0, 24.0, 27.0, 10.0, 12.0, 21.0, 22.0, 25.0, 24.0, 11.0, 9.0, 14.0, 15.0, 19.0, 20.0, 8.0, 13.0]","[1.0, 3.0, 4.0, 6.0, 0.0, 1.5, 2.0, 2.0, 5.0, 5.5, 0.5, 2.0, 3.0, 4.0, 5.5, 7.0, 2.0, 3.0, 3.5, 6.0, 7.5, 8.0, 1.0, 3.0, 3.5, 5.5, 6.5, 9.0, 2.0, 2.0, 3.0, 4.0, 5.5, 9.0, 2.0, 3.5]","[2.0, 3.4680851063829787, 4.96, 6.1, 2.4347826086956523, 3.7333333333333334, 5.193548387096774, 6.277777777777778, 7.942857142857143, 9.804878048780488, 2.88, 4.419354838709677, 4.72972972972973, 6.3076923076923075, 7.7631578947368425, 8.418604651162791, 3.46875, 4.611111111111111, 6.526315789473684, 6.878048780487805, 10.048780487804878, 11.047619047619047, 3.064516129032258, 4.972222222222222, 6.2368421052631575, 8.878048780487806, 9.159090909090908, 11.159090909090908, 3.0, 3.72972972972973, 5.425, 5.976190476190476, 6.804347826086956, 8.66, 2.8863636363636362, 4.863636363636363]","[20.0, 6.0, 0.0, 0.0, 54.0, 40.0, 38.0, 28.000000000000004, 30.0, 18.0, 50.0, 38.0, 26.0, 22.0, 24.0, 14.000000000000002, 36.0, 28.000000000000004, 24.0, 18.0, 18.0, 16.0, 38.0, 28.000000000000004, 24.0, 18.0, 12.0, 12.0, 24.0, 26.0, 20.0, 16.0, 8.0, 0.0, 12.0, 12.0]"
0.0525,"[1.68, 3.6, 5.54, 7.68, 1.7, 2.78, 3.74, 6.08, 7.48, 8.32, 1.58, 2.52, 3.6, 5.8, 7.26, 8.44, 2.12, 3.72, 4.92, 7.22, 9.8, 11.46, 3.28, 5.6, 6.62, 9.16, 9.98, 12.68, 2.94, 5.2, 7.0, 8.5, 10.36, 12.16, 2.7, 4.98]","[1.207311061822926, 1.9697715603592212, 2.7218376145538143, 3.6135301299421867, 2.080865204668481, 3.0743454587928154, 3.735291153310543, 5.414203542535135, 6.139185613743894, 6.6043621947921665, 1.9605101376937581, 2.677610875388729, 3.435112807463533, 5.071488933242387, 6.713598141086491, 6.7886964875445726, 2.169239498073, 3.0465718438927376, 4.170563511085763, 4.908319468005317, 5.524490926773253, 5.9973660885425355, 2.870818698559698, 4.3220365569948616, 4.96342623597853, 6.103638259267991, 6.204804589993145, 6.975499982080137, 2.34444023169711, 3.8105117766515306, 4.422668877499196, 5.87962583843564, 5.256462688919232, 6.165581886569994, 2.3853720883753127, 3.8496233582001245]",50,"[5.0, 10.0, 16.0, 16.0, 10.0, 13.0, 14.0, 19.0, 21.0, 23.0, 7.0, 12.0, 13.0, 18.0, 24.0, 24.0, 9.0, 12.0, 18.0, 18.0, 23.0, 24.0, 10.0, 16.0, 19.0, 21.0, 22.0, 28.0, 9.0, 15.0, 19.0, 26.0, 22.0, 24.0, 9.0, 17.0]","[2.0, 3.0, 5.0, 7.0, 1.0, 2.0, 3.0, 5.0, 7.0, 7.5, 0.5, 2.0, 3.0, 5.5, 6.0, 7.5, 2.0, 4.0, 4.0, 7.0, 10.0, 11.0, 2.0, 5.0, 6.5, 9.0, 9.0, 13.5, 3.0, 5.0, 7.0, 7.5, 11.0, 11.0, 2.0, 4.0]","[2.048780487804878, 3.6, 5.54, 7.68, 2.9310344827586206, 3.9714285714285715, 4.921052631578948, 7.069767441860465, 9.121951219512194, 9.244444444444444, 3.16, 3.8181818181818183, 4.7368421052631575, 7.25, 9.552631578947368, 10.047619047619047, 2.864864864864865, 4.65, 6.0, 7.8478260869565215, 10.88888888888889, 12.456521739130435, 4.1, 6.829268292682927, 7.355555555555555, 9.74468085106383, 10.617021276595745, 13.48936170212766, 3.675, 6.046511627906977, 7.777777777777778, 9.444444444444445, 10.791666666666666, 12.16, 3.13953488372093, 5.413043478260869]","[18.0, 0.0, 0.0, 0.0, 42.0, 30.0, 24.0, 14.000000000000002, 18.0, 10.0, 50.0, 34.0, 24.0, 20.0, 24.0, 16.0, 26.0, 20.0, 18.0, 8.0, 10.0, 8.0, 20.0, 18.0, 10.0, 6.0, 6.0, 6.0, 20.0, 14.000000000000002, 10.0, 10.0, 4.0, 0.0, 14.000000000000002, 8.0]"
0.055,"[2.1, 3.68, 6.34, 7.9, 1.5, 2.72, 3.48, 6.4, 7.98, 9.54, 1.72, 3.12, 4.88, 7.62, 10.04, 11.46, 2.9, 5.52, 6.6, 8.9, 11.2, 13.7, 2.82, 4.92, 7.3, 9.74, 12.0, 13.9, 3.14, 5.34, 8.12, 9.22, 11.8, 14.22, 2.72, 6.06]","[1.4177446878757824, 2.2666274506411503, 2.4463033336035815, 3.5454195802471675, 1.7233687939614086, 3.07271866593738, 3.601333086511161, 6.29285308902091, 6.664803072859693, 6.459752317233224, 2.0595145058969604, 3.2596932371006937, 4.179186523714872, 6.026242610449731, 7.20266617302232, 7.759407193851859, 2.467792535850614, 4.871303726929784, 5.447935388750494, 6.506150935845248, 7.2910904534232746, 8.075270893288966, 2.9912539176739914, 4.520353968440967, 6.3851389961378295, 7.421078088795454, 7.937253933193772, 9.139474820797965, 2.5768973592287296, 3.824186187935937, 6.002132954208862, 5.81477428624706, 6.209669878504011, 6.649180400620816, 1.9599999999999997, 3.79689346703328]",50,"[6.0, 11.0, 13.0, 15.0, 7.0, 11.0, 12.0, 26.0, 25.0, 24.0, 10.0, 13.0, 15.0, 20.0, 23.0, 23.0, 12.0, 19.0, 19.0, 28.0, 28.0, 29.0, 10.0, 18.0, 22.0, 32.0, 27.0, 30.0, 10.0, 14.0, 21.0, 27.0, 27.0, 28.0, 7.0, 15.0]","[2.0, 3.0, 6.0, 7.5, 1.0, 2.0, 2.0, 5.0, 7.0, 9.0, 1.0, 2.5, 4.5, 7.5, 10.5, 12.0, 2.0, 4.0, 6.0, 8.5, 10.5, 14.0, 1.5, 4.0, 7.0, 9.0, 12.5, 14.5, 3.0, 5.0, 7.0, 8.5, 11.0, 15.0, 3.0, 6.0]","[2.282608695652174, 3.8333333333333335, 6.34, 7.9, 2.4193548387096775, 4.387096774193548, 4.9714285714285715, 7.441860465116279, 9.279069767441861, 11.093023255813954, 2.8666666666666667, 4.333333333333333, 6.594594594594595, 9.525, 12.55, 13.642857142857142, 3.4523809523809526, 6.7317073170731705, 8.048780487804878, 9.673913043478262, 12.173913043478262, 13.979591836734693, 3.9166666666666665, 6.3076923076923075, 8.295454545454545, 11.068181818181818, 13.333333333333334, 15.795454545454545, 3.925, 6.068181818181818, 8.826086956521738, 10.021739130434783, 12.291666666666666, 15.127659574468085, 3.090909090909091, 6.886363636363637]","[8.0, 4.0, 0.0, 0.0, 38.0, 38.0, 30.0, 14.000000000000002, 14.000000000000002, 14.000000000000002, 40.0, 28.000000000000004, 26.0, 20.0, 20.0, 16.0, 16.0, 18.0, 18.0, 8.0, 8.0, 2.0, 28.000000000000004, 22.0, 12.0, 12.0, 10.0, 12.0, 20.0, 12.0, 8.0, 8.0, 4.0, 6.0, 12.0, 12.0]"
0.0575,"[2.32, 4.24, 7.24, 9.84, 2.06, 3.4, 6.18, 8.34, 11.94, 14.14, 3.5, 5.7, 7.92, 10.9, 13.26, 15.52, 4.32, 7.7, 11.52, 13.16, 17.1, 18.74, 5.06, 8.52, 12.26, 16.0, 19.66, 21.86, 4.6, 7.5, 10.82, 13.9, 16.42, 18.18, 4.38, 8.28]","[1.3919770113044256, 1.9754493159785191, 3.1721286228650944, 3.7275192823109586, 1.984036289990684, 2.3409399821439254, 4.4257880654184065, 4.990430843123668, 6.149504045042982, 6.118856102246562, 3.6013886210738213, 4.936598018878994, 5.635033274080996, 7.362744053679986, 7.342506384062597, 7.343677552834136, 3.126915412990892, 5.597320787662612, 7.197888579298793, 7.2009999305651995, 7.925276020429824, 6.498646012824518, 3.2150272160589872, 4.34161260363013, 5.58501566694311, 7.3999999999999995, 7.538196070678979, 7.995023452123202, 2.9120439557122078, 4.725462940284264, 5.982273815197696, 6.331666447310692, 7.000257138134285, 5.931913687841386, 3.4518980286213554, 5.79668870994467]",50,"[7.0, 8.0, 14.0, 19.0, 7.0, 9.0, 21.0, 21.0, 27.0, 29.0, 14.0, 19.0, 24.0, 29.0, 31.0, 30.0, 13.0, 24.0, 30.0, 33.0, 31.0, 32.0, 14.0, 16.0, 22.0, 33.0, 31.0, 33.0, 12.0, 17.0, 24.0, 31.0, 28.0, 27.0, 16.0, 21.0]","[2.0, 4.0, 7.0, 11.0, 1.5, 4.0, 6.0, 8.0, 12.0, 14.0, 3.0, 4.5, 7.0, 9.5, 13.0, 16.0, 4.0, 7.0, 11.5, 13.0, 16.0, 19.0, 5.0, 8.0, 13.0, 16.5, 21.5, 24.0, 4.0, 7.0, 10.0, 15.0, 16.5, 19.0, 4.0, 7.5]","[2.4680851063829787, 4.51063829787234, 7.541666666666667, 9.84, 2.7837837837837838, 4.0476190476190474, 6.717391304347826, 9.065217391304348, 12.183673469387756, 14.14, 4.487179487179487, 6.4772727272727275, 8.425531914893616, 11.847826086956522, 14.41304347826087, 16.166666666666668, 5.023255813953488, 8.75, 12.0, 13.428571428571429, 17.448979591836736, 18.74, 5.163265306122449, 8.693877551020408, 12.770833333333334, 16.666666666666668, 20.479166666666668, 22.306122448979593, 4.8936170212765955, 8.152173913043478, 11.270833333333334, 14.479166666666666, 16.755102040816325, 18.18, 4.866666666666666, 8.808510638297872]","[6.0, 6.0, 4.0, 0.0, 26.0, 16.0, 8.0, 8.0, 2.0, 0.0, 22.0, 12.0, 6.0, 8.0, 8.0, 4.0, 14.000000000000002, 12.0, 4.0, 2.0, 2.0, 0.0, 2.0, 2.0, 4.0, 4.0, 4.0, 2.0, 6.0, 8.0, 4.0, 4.0, 2.0, 0.0, 10.0, 6.0]"
0.06,"[2.56, 4.4, 7.28, 10.24, 2.4, 4.2, 6.28, 9.18, 11.6, 14.46, 3.34, 5.72, 8.28, 11.68, 14.0, 16.1, 4.94, 7.7, 10.76, 14.12, 17.74, 19.74, 5.1, 9.62, 12.16, 16.72, 19.74, 21.72, 5.96, 9.46, 13.38, 16.62, 19.88, 21.48, 5.72, 10.12]","[1.564097183681372, 1.7549928774784245, 3.4002352859765446, 4.714064064053436, 2.615339366124404, 3.9648455203198023, 5.230831673835434, 7.401864629942918, 7.631513611335566, 8.490488796294356, 3.063396807467162, 4.992153843783262, 5.730759112019978, 7.556295388614714, 7.523297149521611, 7.968061244744546, 3.294905157967373, 5.142956348249516, 6.233971446838684, 7.109542882633173, 7.456031115814901, 7.254819088026937, 3.1256999216175574, 4.689946694793022, 5.493122973318546, 7.124717538260729, 7.509487332701212, 6.811871989402033, 3.5040547940921245, 5.032732856013718, 6.402780645938138, 6.698925286939689, 7.2211910374951325, 6.670052473556712, 3.0531295419618205, 5.666180371290699]",50,"[6.0, 10.0, 20.0, 23.0, 9.0, 16.0, 21.0, 30.0, 29.0, 28.0, 10.0, 20.0, 20.0, 31.0, 28.0, 33.0, 12.0, 20.0, 23.0, 27.0, 30.0, 31.0, 13.0, 20.0, 22.0, 31.0, 37.0, 38.0, 14.0, 19.0, 26.0, 28.0, 32.0, 36.0, 14.0, 22.0]","[2.5, 4.0, 7.0, 10.0, 2.0, 3.0, 7.0, 9.5, 12.0, 16.0, 3.0, 5.0, 7.5, 11.0, 14.0, 16.0, 5.0, 7.0, 12.0, 14.0, 18.0, 20.5, 5.0, 10.0, 12.5, 15.5, 20.5, 23.0, 6.0, 10.0, 13.5, 16.5, 20.0, 22.0, 5.0, 9.0]","[2.782608695652174, 4.4, 7.28, 10.24, 4.137931034482759, 5.526315789473684, 7.85, 10.674418604651162, 12.608695652173912, 15.717391304347826, 4.771428571428571, 7.15, 9.409090909090908, 12.977777777777778, 15.555555555555555, 17.5, 5.369565217391305, 8.369565217391305, 11.208333333333334, 14.408163265306122, 18.102040816326532, 20.142857142857142, 5.3125, 10.020833333333334, 12.666666666666666, 17.416666666666668, 20.5625, 22.625, 6.478260869565218, 9.854166666666666, 13.9375, 17.3125, 20.708333333333332, 21.918367346938776, 6.085106382978723, 10.541666666666666]","[8.0, 0.0, 0.0, 0.0, 42.0, 24.0, 20.0, 14.000000000000002, 8.0, 8.0, 30.0, 20.0, 12.0, 10.0, 10.0, 8.0, 8.0, 8.0, 4.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 8.0, 4.0, 4.0, 4.0, 4.0, 2.0, 6.0, 4.0]"
0.0625,"[2.36, 5.42, 8.52, 12.14, 3.4, 5.92, 8.24, 11.42, 16.0, 18.04, 4.36, 7.16, 11.16, 14.34, 17.34, 19.48, 5.2, 8.96, 13.0, 17.08, 19.96, 23.1, 6.44, 11.42, 15.58, 20.98, 23.64, 26.2, 7.18, 12.26, 16.98, 18.86, 21.72, 24.36, 7.02, 10.78]","[1.2924395537122806, 2.6913936910084333, 3.7053474870786407, 5.063635057940097, 3.0789608636681307, 5.328564534656589, 6.342113212486828, 5.9702261263707594, 7.4859869088851605, 7.205442387529027, 4.146130726351981, 5.72489301210075, 7.139635845055406, 8.155022991997019, 8.858013321281472, 8.593578998298671, 3.8418745424597103, 5.642552613844199, 7.340299721401028, 7.95698435338414, 8.42130631196847, 8.025584090893322, 3.8322839143257643, 6.0929139170022735, 6.043475821081771, 7.240138120229476, 6.967811708133337, 7.271863585079135, 4.165045017763914, 6.330276455258491, 6.821993843444892, 6.936886909846521, 6.387613012698875, 6.470734116002603, 3.8651778743028116, 5.281249852071004]",50,"[6.0, 13.0, 18.0, 28.0, 13.0, 23.0, 25.0, 25.0, 29.0, 33.0, 16.0, 22.0, 29.0, 30.0, 34.0, 36.0, 15.0, 23.0, 28.0, 30.0, 32.0, 36.0, 17.0, 24.0, 29.0, 32.0, 35.0, 42.0, 15.0, 28.0, 33.0, 33.0, 34.0, 35.0, 15.0, 22.0]","[2.0, 5.0, 7.5, 12.5, 3.0, 5.0, 6.5, 11.0, 15.0, 20.0, 3.0, 6.0, 11.0, 14.0, 18.5, 22.0, 5.0, 9.0, 14.0, 19.0, 22.0, 25.5, 6.0, 10.0, 15.5, 22.0, 25.0, 28.0, 7.0, 11.0, 17.0, 18.0, 22.5, 25.0, 7.0, 9.5]","[2.4583333333333335, 5.42, 8.52, 12.14, 4.358974358974359, 7.0476190476190474, 8.956521739130435, 11.653061224489797, 16.3265306122449, 18.04, 5.190476190476191, 7.782608695652174, 12.130434782608695, 15.25531914893617, 18.4468085106383, 19.877551020408163, 6.190476190476191, 9.73913043478261, 14.130434782608695, 17.428571428571427, 20.367346938775512, 23.1, 6.708333333333333, 11.653061224489797, 15.89795918367347, 21.408163265306122, 24.122448979591837, 26.73469387755102, 7.479166666666667, 12.510204081632653, 17.3265306122449, 18.86, 21.72, 24.36, 7.3125, 10.78]","[4.0, 0.0, 0.0, 0.0, 22.0, 16.0, 8.0, 2.0, 2.0, 0.0, 16.0, 8.0, 8.0, 6.0, 6.0, 2.0, 16.0, 8.0, 8.0, 2.0, 2.0, 0.0, 4.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 0.0, 0.0, 0.0, 4.0, 0.0]"
0.065,"[2.74, 6.22, 10.22, 15.24, 3.82, 6.84, 9.98, 13.18, 17.44, 18.98, 5.42, 9.66, 13.28, 16.84, 19.86, 22.62, 6.3, 11.56, 15.4, 19.24, 22.6, 24.34, 7.04, 12.42, 16.98, 19.66, 22.76, 25.32, 7.34, 11.5, 16.74, 21.04, 24.88, 25.48, 7.26, 13.26]","[1.87413980268282, 3.2880997551777535, 4.5355925742950065, 6.513248037653717, 3.8610361303670806, 5.6687211961782, 7.971173062981382, 9.065737697507025, 10.190505384915902, 9.667450542930125, 3.8734480763268264, 6.176115283898123, 7.576384361949967, 9.146277931486667, 9.822443687799897, 9.391251247837, 4.539823785126467, 7.5263802720829895, 8.411896337925238, 8.7762406530359, 8.428523002282192, 8.211236204129072, 3.7627649408380535, 5.993629951873905, 7.4872959070681855, 8.081113784621522, 8.08099003835545, 8.44852649874521, 4.116357613230415, 5.6859475903318, 6.5568590041269, 5.765275362027386, 6.395748587929329, 4.201142701694386, 4.19909514062256, 6.562956650778671]",50,"[9.0, 15.0, 26.0, 30.0, 17.0, 22.0, 28.0, 30.0, 35.0, 34.0, 15.0, 24.0, 27.0, 32.0, 35.0, 38.0, 18.0, 28.0, 31.0, 34.0, 34.0, 38.0, 17.0, 26.0, 31.0, 33.0, 35.0, 38.0, 16.0, 30.0, 32.0, 32.0, 38.0, 33.0, 18.0, 32.0]","[2.5, 6.0, 10.0, 14.5, 2.5, 6.0, 9.5, 13.5, 16.5, 21.0, 6.0, 11.0, 15.0, 19.0, 23.0, 24.5, 6.5, 12.5, 16.0, 20.0, 24.5, 26.0, 7.0, 12.5, 18.5, 20.0, 24.0, 27.0, 7.0, 10.5, 17.0, 21.0, 25.0, 26.0, 7.0, 13.5]","[3.0444444444444443, 6.346938775510204, 10.22, 15.24, 5.026315789473684, 8.142857142857142, 10.847826086956522, 14.326086956521738, 18.5531914893617, 19.770833333333332, 6.609756097560975, 11.5, 14.755555555555556, 17.541666666666668, 20.6875, 23.5625, 7.0, 12.297872340425531, 16.382978723404257, 20.041666666666668, 23.541666666666668, 25.354166666666668, 7.48936170212766, 13.5, 17.6875, 20.06122448979592, 23.224489795918366, 25.836734693877553, 7.34, 11.5, 16.74, 21.04, 24.88, 25.48, 7.408163265306122, 13.26]","[10.0, 2.0, 0.0, 0.0, 24.0, 16.0, 8.0, 8.0, 6.0, 4.0, 18.0, 16.0, 10.0, 4.0, 4.0, 4.0, 10.0, 6.0, 6.0, 4.0, 4.0, 4.0, 6.0, 8.0, 4.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0]"
