beta,iteration,monthly_incidence_m1,monthly_cumulative_m1,monthly_incidence_m2,monthly_cumulative_m2,monthly_incidence_m3,monthly_cumulative_m3,monthly_incidence_m4,monthly_cumulative_m4,monthly_incidence_m5,monthly_cumulative_m5,monthly_incidence_m6,monthly_cumulative_m6,monthly_incidence_m7,monthly_cumulative_m7,monthly_incidence_m8,monthly_cumulative_m8,monthly_incidence_m9,monthly_cumulative_m9,monthly_incidence_m10,monthly_cumulative_m10,monthly_incidence_m11,monthly_cumulative_m11,monthly_incidence_m12,monthly_cumulative_m12,monthly_incidence_m13,monthly_cumulative_m13,monthly_incidence_m14,monthly_cumulative_m14,monthly_incidence_m15,monthly_cumulative_m15,monthly_incidence_m16,monthly_cumulative_m16,monthly_incidence_m17,monthly_cumulative_m17,monthly_incidence_m18,monthly_cumulative_m18,monthly_incidence_m19,monthly_cumulative_m19
0.03787,37,5.0,5.0,4.0,9.0,0.0,9.0,0.0,9.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0
0.03787,38,11.0,11.0,5.0,16.0,2.0,18.0,5.0,23.0,2.0,25.0,2.0,27.0,3.0,30.0,2.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0
0.03787,39,5.0,5.0,1.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0
0.03787,40,3.0,3.0,1.0,4.0,2.0,6.0,2.0,8.0,4.0,12.0,4.0,16.0,3.0,19.0,2.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0
0.03787,41,8.0,8.0,1.0,9.0,3.0,12.0,2.0,14.0,2.0,16.0,4.0,20.0,4.0,24.0,3.0,27.0,3.0,30.0,1.0,31.0,3.0,34.0,1.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0
0.03787,42,8.0,8.0,3.0,11.0,1.0,12.0,3.0,15.0,3.0,18.0,2.0,20.0,3.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,3.0,26.0,2.0,28.0,1.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0
0.03787,43,8.0,8.0,4.0,12.0,3.0,15.0,2.0,17.0,1.0,18.0,2.0,20.0,2.0,22.0,1.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0
0.03787,44,7.0,7.0,2.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.03787,45,6.0,6.0,1.0,7.0,0.0,7.0,1.0,8.0,4.0,12.0,1.0,13.0,1.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,1.0,15.0,2.0,17.0,3.0,20.0,2.0,22.0,1.0,23.0,2.0,25.0,4.0,29.0,2.0,31.0,7.0,38.0
0.03787,46,2.0,2.0,4.0,6.0,1.0,7.0,5.0,12.0,7.0,19.0,7.0,26.0,8.0,34.0,2.0,36.0,1.0,37.0,4.0,41.0,1.0,42.0,4.0,46.0,2.0,48.0,3.0,51.0,0.0,51.0,0.0,51.0,0.0,51.0,0.0,51.0,0.0,51.0
0.03787,47,6.0,6.0,7.0,13.0,3.0,16.0,7.0,23.0,4.0,27.0,7.0,34.0,12.0,46.0,6.0,52.0,2.0,54.0,5.0,59.0,6.0,65.0,6.0,71.0,8.0,79.0,2.0,81.0,2.0,83.0,0.0,83.0,1.0,84.0,1.0,85.0,2.0,87.0
0.03787,48,10.0,10.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0
0.03787,49,5.0,5.0,3.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,2.0,10.0,5.0,15.0,1.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0
0.03794,0,9.0,9.0,2.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0
0.03794,1,4.0,4.0,2.0,6.0,2.0,8.0,3.0,11.0,2.0,13.0,3.0,16.0,2.0,18.0,1.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0
0.03794,2,6.0,6.0,3.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.03794,3,4.0,4.0,2.0,6.0,2.0,8.0,3.0,11.0,0.0,11.0,0.0,11.0,2.0,13.0,3.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0
0.03794,4,6.0,6.0,2.0,8.0,1.0,9.0,0.0,9.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0
0.03794,5,7.0,7.0,3.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0
0.03794,6,7.0,7.0,1.0,8.0,0.0,8.0,1.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.03794,7,7.0,7.0,1.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0
0.03794,8,12.0,12.0,6.0,18.0,3.0,21.0,5.0,26.0,2.0,28.0,3.0,31.0,5.0,36.0,2.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0
0.03794,9,7.0,7.0,6.0,13.0,4.0,17.0,2.0,19.0,2.0,21.0,3.0,24.0,3.0,27.0,1.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0
0.03794,10,6.0,6.0,3.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.03794,11,3.0,3.0,2.0,5.0,3.0,8.0,3.0,11.0,3.0,14.0,4.0,18.0,0.0,18.0,2.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0
0.03794,12,7.0,7.0,3.0,10.0,4.0,14.0,5.0,19.0,1.0,20.0,6.0,26.0,1.0,27.0,2.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0
0.03794,13,7.0,7.0,8.0,15.0,3.0,18.0,5.0,23.0,7.0,30.0,4.0,34.0,4.0,38.0,5.0,43.0,2.0,45.0,1.0,46.0,3.0,49.0,8.0,57.0,4.0,61.0,4.0,65.0,1.0,66.0,6.0,72.0,2.0,74.0,0.0,74.0,6.0,80.0
0.03794,14,10.0,10.0,4.0,14.0,0.0,14.0,2.0,16.0,1.0,17.0,1.0,18.0,2.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0
0.03794,15,10.0,10.0,2.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0
0.03794,16,6.0,6.0,5.0,11.0,5.0,16.0,1.0,17.0,2.0,19.0,3.0,22.0,1.0,23.0,1.0,24.0,0.0,24.0,0.0,24.0,1.0,25.0,1.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0
0.03794,17,10.0,10.0,5.0,15.0,1.0,16.0,1.0,17.0,3.0,20.0,5.0,25.0,2.0,27.0,2.0,29.0,4.0,33.0,0.0,33.0,2.0,35.0,3.0,38.0,3.0,41.0,1.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0
0.03794,18,8.0,8.0,6.0,14.0,2.0,16.0,4.0,20.0,5.0,25.0,5.0,30.0,1.0,31.0,5.0,36.0,1.0,37.0,2.0,39.0,1.0,40.0,1.0,41.0,1.0,42.0,0.0,42.0,1.0,43.0,3.0,46.0,2.0,48.0,5.0,53.0,4.0,57.0
0.03794,19,9.0,9.0,2.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0
0.03794,20,10.0,10.0,2.0,12.0,2.0,14.0,0.0,14.0,0.0,14.0,2.0,16.0,1.0,17.0,0.0,17.0,0.0,17.0,1.0,18.0,0.0,18.0,1.0,19.0,0.0,19.0,0.0,19.0,2.0,21.0,2.0,23.0,2.0,25.0,2.0,27.0,1.0,28.0
0.03794,21,8.0,8.0,1.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,1.0,10.0,0.0,10.0,1.0,11.0,3.0,14.0,1.0,15.0,3.0,18.0,3.0,21.0,3.0,24.0,1.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0
0.03794,22,10.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0
0.03794,23,8.0,8.0,3.0,11.0,1.0,12.0,2.0,14.0,2.0,16.0,5.0,21.0,6.0,27.0,2.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,1.0,30.0,1.0,31.0
0.03794,24,8.0,8.0,1.0,9.0,5.0,14.0,3.0,17.0,3.0,20.0,4.0,24.0,5.0,29.0,3.0,32.0,5.0,37.0,5.0,42.0,6.0,48.0,5.0,53.0,10.0,63.0,6.0,69.0,2.0,71.0,4.0,75.0,3.0,78.0,5.0,83.0,7.0,90.0
0.03794,25,9.0,9.0,3.0,12.0,1.0,13.0,1.0,14.0,3.0,17.0,2.0,19.0,3.0,22.0,1.0,23.0,2.0,25.0,2.0,27.0,3.0,30.0,0.0,30.0,3.0,33.0,2.0,35.0,2.0,37.0,5.0,42.0,1.0,43.0,3.0,46.0,3.0,49.0
0.03794,26,9.0,9.0,2.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,1.0,12.0,3.0,15.0,4.0,19.0,3.0,22.0,5.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0
0.03794,27,5.0,5.0,5.0,10.0,2.0,12.0,1.0,13.0,3.0,16.0,1.0,17.0,5.0,22.0,2.0,24.0,1.0,25.0,8.0,33.0,4.0,37.0,7.0,44.0,11.0,55.0,4.0,59.0,0.0,59.0,1.0,60.0,0.0,60.0,0.0,60.0,2.0,62.0
0.03794,28,7.0,7.0,3.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0
0.03794,29,11.0,11.0,4.0,15.0,3.0,18.0,1.0,19.0,3.0,22.0,5.0,27.0,3.0,30.0,3.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0
0.03794,30,8.0,8.0,4.0,12.0,0.0,12.0,0.0,12.0,1.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0
0.03794,31,9.0,9.0,2.0,11.0,3.0,14.0,4.0,18.0,3.0,21.0,2.0,23.0,1.0,24.0,3.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0
0.03794,32,6.0,6.0,2.0,8.0,1.0,9.0,0.0,9.0,1.0,10.0,0.0,10.0,3.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0
0.03794,33,9.0,9.0,4.0,13.0,4.0,17.0,7.0,24.0,7.0,31.0,9.0,40.0,11.0,51.0,2.0,53.0,0.0,53.0,2.0,55.0,2.0,57.0,2.0,59.0,4.0,63.0,0.0,63.0,0.0,63.0,0.0,63.0,0.0,63.0,0.0,63.0,0.0,63.0
0.03794,34,5.0,5.0,3.0,8.0,2.0,10.0,3.0,13.0,8.0,21.0,4.0,25.0,8.0,33.0,3.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0
0.03794,35,5.0,5.0,0.0,5.0,0.0,5.0,2.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,1.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0
0.03794,36,4.0,4.0,1.0,5.0,1.0,6.0,0.0,6.0,2.0,8.0,2.0,10.0,3.0,13.0,1.0,14.0,0.0,14.0,2.0,16.0,0.0,16.0,2.0,18.0,1.0,19.0,1.0,20.0,0.0,20.0,0.0,20.0,1.0,21.0,0.0,21.0,0.0,21.0
0.03794,37,9.0,9.0,3.0,12.0,1.0,13.0,2.0,15.0,0.0,15.0,1.0,16.0,2.0,18.0,1.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0
0.03794,38,10.0,10.0,4.0,14.0,2.0,16.0,4.0,20.0,3.0,23.0,6.0,29.0,5.0,34.0,1.0,35.0,1.0,36.0,4.0,40.0,4.0,44.0,3.0,47.0,1.0,48.0,2.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0
0.03794,39,8.0,8.0,4.0,12.0,4.0,16.0,5.0,21.0,2.0,23.0,5.0,28.0,4.0,32.0,3.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0
0.03794,40,6.0,6.0,1.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.03794,41,5.0,5.0,10.0,15.0,3.0,18.0,7.0,25.0,6.0,31.0,2.0,33.0,7.0,40.0,0.0,40.0,1.0,41.0,0.0,41.0,0.0,41.0,0.0,41.0,2.0,43.0,0.0,43.0,0.0,43.0,0.0,43.0,0.0,43.0,0.0,43.0,0.0,43.0
0.03794,42,7.0,7.0,0.0,7.0,1.0,8.0,2.0,10.0,3.0,13.0,3.0,16.0,3.0,19.0,1.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0
0.03794,43,3.0,3.0,0.0,3.0,1.0,4.0,1.0,5.0,1.0,6.0,4.0,10.0,3.0,13.0,4.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0
0.03794,44,4.0,4.0,5.0,9.0,5.0,14.0,8.0,22.0,7.0,29.0,6.0,35.0,8.0,43.0,4.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0
0.03794,45,3.0,3.0,4.0,7.0,4.0,11.0,6.0,17.0,2.0,19.0,2.0,21.0,4.0,25.0,2.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0
0.03794,46,4.0,4.0,4.0,8.0,2.0,10.0,6.0,16.0,4.0,20.0,10.0,30.0,7.0,37.0,1.0,38.0,2.0,40.0,3.0,43.0,6.0,49.0,2.0,51.0,7.0,58.0,3.0,61.0,0.0,61.0,0.0,61.0,0.0,61.0,0.0,61.0,0.0,61.0
0.03794,47,2.0,2.0,5.0,7.0,4.0,11.0,7.0,18.0,8.0,26.0,4.0,30.0,11.0,41.0,6.0,47.0,2.0,49.0,3.0,52.0,0.0,52.0,2.0,54.0,2.0,56.0,1.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0
0.03794,48,6.0,6.0,3.0,9.0,0.0,9.0,1.0,10.0,2.0,12.0,1.0,13.0,2.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0
0.03794,49,9.0,9.0,5.0,14.0,1.0,15.0,5.0,20.0,3.0,23.0,5.0,28.0,6.0,34.0,1.0,35.0,0.0,35.0,1.0,36.0,2.0,38.0,2.0,40.0,4.0,44.0,1.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0
0.03797,0,6.0,6.0,3.0,9.0,0.0,9.0,1.0,10.0,4.0,14.0,6.0,20.0,6.0,26.0,4.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0
0.03797,1,7.0,7.0,2.0,9.0,4.0,13.0,1.0,14.0,3.0,17.0,2.0,19.0,4.0,23.0,2.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0
0.03797,2,10.0,10.0,2.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0
0.03797,3,9.0,9.0,3.0,12.0,1.0,13.0,2.0,15.0,7.0,22.0,1.0,23.0,5.0,28.0,2.0,30.0,3.0,33.0,6.0,39.0,6.0,45.0,2.0,47.0,8.0,55.0,2.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0
0.03797,4,6.0,6.0,2.0,8.0,1.0,9.0,2.0,11.0,1.0,12.0,2.0,14.0,3.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0
0.03797,5,7.0,7.0,1.0,8.0,2.0,10.0,2.0,12.0,1.0,13.0,2.0,15.0,5.0,20.0,1.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0
0.03797,6,6.0,6.0,6.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0
0.03797,7,3.0,3.0,2.0,5.0,5.0,10.0,4.0,14.0,1.0,15.0,2.0,17.0,2.0,19.0,2.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0
0.03797,8,7.0,7.0,2.0,9.0,1.0,10.0,2.0,12.0,1.0,13.0,2.0,15.0,5.0,20.0,2.0,22.0,0.0,22.0,1.0,23.0,1.0,24.0,1.0,25.0,1.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0
0.03797,9,7.0,7.0,3.0,10.0,4.0,14.0,6.0,20.0,7.0,27.0,6.0,33.0,3.0,36.0,1.0,37.0,1.0,38.0,1.0,39.0,2.0,41.0,0.0,41.0,3.0,44.0,1.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0
0.03797,10,8.0,8.0,1.0,9.0,1.0,10.0,2.0,12.0,1.0,13.0,0.0,13.0,1.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0
0.03797,11,9.0,9.0,2.0,11.0,0.0,11.0,0.0,11.0,1.0,12.0,4.0,16.0,2.0,18.0,1.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0
0.03797,12,7.0,7.0,2.0,9.0,1.0,10.0,1.0,11.0,0.0,11.0,2.0,13.0,2.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0
0.03797,13,7.0,7.0,2.0,9.0,2.0,11.0,1.0,12.0,2.0,14.0,2.0,16.0,3.0,19.0,2.0,21.0,1.0,22.0,4.0,26.0,2.0,28.0,5.0,33.0,3.0,36.0,1.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0
0.03797,14,2.0,2.0,2.0,4.0,1.0,5.0,2.0,7.0,4.0,11.0,6.0,17.0,7.0,24.0,4.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0
0.03797,15,6.0,6.0,6.0,12.0,3.0,15.0,4.0,19.0,3.0,22.0,2.0,24.0,5.0,29.0,1.0,30.0,0.0,30.0,0.0,30.0,1.0,31.0,1.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0
0.03797,16,5.0,5.0,4.0,9.0,2.0,11.0,1.0,12.0,5.0,17.0,5.0,22.0,9.0,31.0,4.0,35.0,1.0,36.0,4.0,40.0,3.0,43.0,3.0,46.0,4.0,50.0,2.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0
0.03797,17,8.0,8.0,5.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,1.0,14.0,0.0,14.0,0.0,14.0,1.0,15.0,0.0,15.0,1.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0
0.03797,18,4.0,4.0,3.0,7.0,0.0,7.0,1.0,8.0,1.0,9.0,2.0,11.0,2.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0
0.03797,19,7.0,7.0,2.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.03797,20,5.0,5.0,3.0,8.0,2.0,10.0,4.0,14.0,6.0,20.0,10.0,30.0,5.0,35.0,2.0,37.0,1.0,38.0,1.0,39.0,0.0,39.0,0.0,39.0,3.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0
0.03797,21,6.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0
