beta,iteration,monthly_incidence_m1,monthly_cumulative_m1,monthly_incidence_m2,monthly_cumulative_m2,monthly_incidence_m3,monthly_cumulative_m3,monthly_incidence_m4,monthly_cumulative_m4,monthly_incidence_m5,monthly_cumulative_m5,monthly_incidence_m6,monthly_cumulative_m6,monthly_incidence_m7,monthly_cumulative_m7,monthly_incidence_m8,monthly_cumulative_m8,monthly_incidence_m9,monthly_cumulative_m9,monthly_incidence_m10,monthly_cumulative_m10,monthly_incidence_m11,monthly_cumulative_m11,monthly_incidence_m12,monthly_cumulative_m12,monthly_incidence_m13,monthly_cumulative_m13,monthly_incidence_m14,monthly_cumulative_m14,monthly_incidence_m15,monthly_cumulative_m15,monthly_incidence_m16,monthly_cumulative_m16,monthly_incidence_m17,monthly_cumulative_m17,monthly_incidence_m18,monthly_cumulative_m18,monthly_incidence_m19,monthly_cumulative_m19
0.037,17,13.0,13.0,2.0,15.0,3.0,18.0,3.0,21.0,2.0,23.0,3.0,26.0,3.0,29.0,1.0,30.0,1.0,31.0,2.0,33.0,4.0,37.0,2.0,39.0,4.0,43.0,2.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,1.0,46.0,1.0,47.0
0.037,18,8.0,8.0,1.0,9.0,5.0,14.0,4.0,18.0,5.0,23.0,7.0,30.0,14.0,44.0,2.0,46.0,0.0,46.0,1.0,47.0,0.0,47.0,2.0,49.0,0.0,49.0,2.0,51.0,2.0,53.0,1.0,54.0,2.0,56.0,2.0,58.0,4.0,62.0
0.037,19,4.0,4.0,2.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0
0.037,20,8.0,8.0,2.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,11.0,0.0,11.0,0.0,11.0,1.0,12.0,3.0,15.0,0.0,15.0,2.0,17.0,0.0,17.0,4.0,21.0,3.0,24.0,3.0,27.0
0.037,21,8.0,8.0,5.0,13.0,3.0,16.0,4.0,20.0,2.0,22.0,3.0,25.0,2.0,27.0,1.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0
0.037,22,5.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0
0.037,23,6.0,6.0,1.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.037,24,6.0,6.0,5.0,11.0,4.0,15.0,2.0,17.0,6.0,23.0,4.0,27.0,7.0,34.0,2.0,36.0,3.0,39.0,4.0,43.0,5.0,48.0,4.0,52.0,9.0,61.0,1.0,62.0,3.0,65.0,3.0,68.0,2.0,70.0,3.0,73.0,4.0,77.0
0.037,25,6.0,6.0,2.0,8.0,2.0,10.0,4.0,14.0,7.0,21.0,6.0,27.0,4.0,31.0,2.0,33.0,4.0,37.0,7.0,44.0,2.0,46.0,4.0,50.0,3.0,53.0,3.0,56.0,2.0,58.0,1.0,59.0,2.0,61.0,1.0,62.0,2.0,64.0
0.037,26,4.0,4.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0
0.037,27,6.0,6.0,0.0,6.0,0.0,6.0,2.0,8.0,2.0,10.0,1.0,11.0,3.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0
0.037,28,3.0,3.0,3.0,6.0,1.0,7.0,2.0,9.0,3.0,12.0,3.0,15.0,2.0,17.0,1.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0
0.037,29,5.0,5.0,3.0,8.0,2.0,10.0,1.0,11.0,0.0,11.0,3.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0
0.037,30,5.0,5.0,3.0,8.0,1.0,9.0,2.0,11.0,4.0,15.0,4.0,19.0,3.0,22.0,1.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0
0.037,31,4.0,4.0,5.0,9.0,0.0,9.0,1.0,10.0,0.0,10.0,3.0,13.0,2.0,15.0,2.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0
0.037,32,6.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0
0.037,33,5.0,5.0,4.0,9.0,6.0,15.0,2.0,17.0,4.0,21.0,3.0,24.0,4.0,28.0,1.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0
0.037,34,8.0,8.0,2.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0
0.037,35,6.0,6.0,4.0,10.0,1.0,11.0,1.0,12.0,3.0,15.0,0.0,15.0,1.0,16.0,1.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0
0.037,36,5.0,5.0,3.0,8.0,2.0,10.0,1.0,11.0,4.0,15.0,5.0,20.0,1.0,21.0,1.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0
0.037,37,7.0,7.0,1.0,8.0,2.0,10.0,2.0,12.0,4.0,16.0,3.0,19.0,2.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0
0.037,38,5.0,5.0,1.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0
0.037,39,2.0,2.0,4.0,6.0,2.0,8.0,0.0,8.0,1.0,9.0,4.0,13.0,3.0,16.0,1.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0
0.037,40,10.0,10.0,1.0,11.0,5.0,16.0,2.0,18.0,1.0,19.0,5.0,24.0,4.0,28.0,1.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0
0.037,41,5.0,5.0,3.0,8.0,2.0,10.0,4.0,14.0,3.0,17.0,3.0,20.0,7.0,27.0,1.0,28.0,1.0,29.0,1.0,30.0,1.0,31.0,2.0,33.0,1.0,34.0,2.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0
0.037,42,5.0,5.0,3.0,8.0,3.0,11.0,3.0,14.0,5.0,19.0,10.0,29.0,4.0,33.0,5.0,38.0,3.0,41.0,3.0,44.0,3.0,47.0,1.0,48.0,3.0,51.0,2.0,53.0,0.0,53.0,0.0,53.0,0.0,53.0,0.0,53.0,0.0,53.0
0.037,43,5.0,5.0,3.0,8.0,2.0,10.0,4.0,14.0,2.0,16.0,6.0,22.0,3.0,25.0,3.0,28.0,1.0,29.0,0.0,29.0,0.0,29.0,1.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0
0.037,44,13.0,13.0,5.0,18.0,2.0,20.0,2.0,22.0,6.0,28.0,5.0,33.0,4.0,37.0,2.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0
0.037,45,5.0,5.0,3.0,8.0,1.0,9.0,1.0,10.0,7.0,17.0,5.0,22.0,4.0,26.0,0.0,26.0,3.0,29.0,7.0,36.0,5.0,41.0,7.0,48.0,7.0,55.0,3.0,58.0,0.0,58.0,0.0,58.0,1.0,59.0,2.0,61.0,1.0,62.0
0.037,46,6.0,6.0,3.0,9.0,2.0,11.0,2.0,13.0,2.0,15.0,4.0,19.0,7.0,26.0,2.0,28.0,0.0,28.0,1.0,29.0,0.0,29.0,2.0,31.0,3.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0
0.037,47,9.0,9.0,4.0,13.0,1.0,14.0,0.0,14.0,1.0,15.0,4.0,19.0,5.0,24.0,3.0,27.0,1.0,28.0,4.0,32.0,3.0,35.0,1.0,36.0,2.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0
0.037,48,8.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0
0.037,49,6.0,6.0,3.0,9.0,3.0,12.0,1.0,13.0,1.0,14.0,4.0,18.0,1.0,19.0,1.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0
0.0375,0,3.0,3.0,2.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0
0.0375,1,5.0,5.0,2.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.0375,2,7.0,7.0,3.0,10.0,1.0,11.0,0.0,11.0,2.0,13.0,2.0,15.0,2.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0
0.0375,3,6.0,6.0,1.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.0375,4,9.0,9.0,3.0,12.0,1.0,13.0,3.0,16.0,1.0,17.0,6.0,23.0,4.0,27.0,4.0,31.0,2.0,33.0,2.0,35.0,2.0,37.0,1.0,38.0,4.0,42.0,1.0,43.0,0.0,43.0,0.0,43.0,0.0,43.0,0.0,43.0,0.0,43.0
0.0375,5,8.0,8.0,3.0,11.0,2.0,13.0,0.0,13.0,0.0,13.0,1.0,14.0,2.0,16.0,3.0,19.0,0.0,19.0,1.0,20.0,3.0,23.0,3.0,26.0,1.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0
0.0375,6,8.0,8.0,5.0,13.0,2.0,15.0,1.0,16.0,3.0,19.0,5.0,24.0,3.0,27.0,2.0,29.0,0.0,29.0,0.0,29.0,1.0,30.0,0.0,30.0,2.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0
0.0375,7,3.0,3.0,4.0,7.0,0.0,7.0,0.0,7.0,3.0,10.0,1.0,11.0,4.0,15.0,1.0,16.0,1.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,3.0,20.0,1.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0
0.0375,8,9.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,1.0,10.0,0.0,10.0,0.0,10.0
0.0375,9,9.0,9.0,2.0,11.0,1.0,12.0,0.0,12.0,2.0,14.0,1.0,15.0,1.0,16.0,1.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0
0.0375,10,6.0,6.0,4.0,10.0,0.0,10.0,2.0,12.0,7.0,19.0,1.0,20.0,3.0,23.0,1.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0
0.0375,11,6.0,6.0,2.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0
0.0375,12,9.0,9.0,9.0,18.0,9.0,27.0,5.0,32.0,7.0,39.0,9.0,48.0,6.0,54.0,3.0,57.0,2.0,59.0,2.0,61.0,2.0,63.0,1.0,64.0,1.0,65.0,0.0,65.0,0.0,65.0,0.0,65.0,0.0,65.0,0.0,65.0,0.0,65.0
0.0375,13,9.0,9.0,3.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0
0.0375,14,3.0,3.0,5.0,8.0,1.0,9.0,0.0,9.0,1.0,10.0,3.0,13.0,5.0,18.0,3.0,21.0,1.0,22.0,5.0,27.0,2.0,29.0,6.0,35.0,6.0,41.0,2.0,43.0,2.0,45.0,1.0,46.0,5.0,51.0,2.0,53.0,1.0,54.0
0.0375,15,10.0,10.0,2.0,12.0,3.0,15.0,1.0,16.0,1.0,17.0,0.0,17.0,6.0,23.0,2.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0
0.0375,16,7.0,7.0,2.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.0375,17,5.0,5.0,7.0,12.0,1.0,13.0,1.0,14.0,0.0,14.0,1.0,15.0,2.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0
0.0375,18,0.0,0.0,5.0,5.0,8.0,13.0,1.0,14.0,6.0,20.0,9.0,29.0,8.0,37.0,1.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0
0.0375,19,10.0,10.0,4.0,14.0,4.0,18.0,6.0,24.0,3.0,27.0,6.0,33.0,14.0,47.0,1.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0
0.0375,20,7.0,7.0,3.0,10.0,2.0,12.0,3.0,15.0,3.0,18.0,4.0,22.0,0.0,22.0,1.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0
0.0375,21,5.0,5.0,6.0,11.0,2.0,13.0,1.0,14.0,4.0,18.0,6.0,24.0,8.0,32.0,5.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0
0.0375,22,4.0,4.0,4.0,8.0,4.0,12.0,6.0,18.0,2.0,20.0,3.0,23.0,2.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0
0.0375,23,10.0,10.0,5.0,15.0,2.0,17.0,1.0,18.0,2.0,20.0,1.0,21.0,1.0,22.0,1.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0
0.0375,24,7.0,7.0,3.0,10.0,3.0,13.0,4.0,17.0,4.0,21.0,6.0,27.0,8.0,35.0,4.0,39.0,1.0,40.0,0.0,40.0,2.0,42.0,1.0,43.0,5.0,48.0,3.0,51.0,1.0,52.0,1.0,53.0,2.0,55.0,2.0,57.0,3.0,60.0
0.0375,25,7.0,7.0,0.0,7.0,6.0,13.0,6.0,19.0,8.0,27.0,5.0,32.0,6.0,38.0,6.0,44.0,3.0,47.0,4.0,51.0,2.0,53.0,2.0,55.0,9.0,64.0,6.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0
0.0375,26,8.0,8.0,4.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0
0.0375,27,4.0,4.0,7.0,11.0,0.0,11.0,2.0,13.0,1.0,14.0,4.0,18.0,3.0,21.0,2.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0
0.0375,28,9.0,9.0,2.0,11.0,1.0,12.0,1.0,13.0,4.0,17.0,4.0,21.0,2.0,23.0,3.0,26.0,5.0,31.0,4.0,35.0,4.0,39.0,9.0,48.0,11.0,59.0,2.0,61.0,0.0,61.0,0.0,61.0,1.0,62.0,0.0,62.0,1.0,63.0
0.0375,29,7.0,7.0,4.0,11.0,0.0,11.0,1.0,12.0,1.0,13.0,3.0,16.0,2.0,18.0,0.0,18.0,1.0,19.0,2.0,21.0,1.0,22.0,1.0,23.0,2.0,25.0,3.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0
0.0375,30,10.0,10.0,5.0,15.0,3.0,18.0,2.0,20.0,5.0,25.0,4.0,29.0,0.0,29.0,1.0,30.0,2.0,32.0,4.0,36.0,5.0,41.0,4.0,45.0,5.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0
0.0375,31,10.0,10.0,4.0,14.0,2.0,16.0,1.0,17.0,2.0,19.0,3.0,22.0,5.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0
0.0375,32,4.0,4.0,5.0,9.0,1.0,10.0,3.0,13.0,1.0,14.0,2.0,16.0,1.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,1.0,18.0,3.0,21.0,1.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0
0.0375,33,7.0,7.0,7.0,14.0,4.0,18.0,7.0,25.0,3.0,28.0,4.0,32.0,6.0,38.0,4.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,3.0,45.0,2.0,47.0,1.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0
0.0375,34,6.0,6.0,3.0,9.0,1.0,10.0,3.0,13.0,2.0,15.0,4.0,19.0,2.0,21.0,1.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0
0.0375,35,7.0,7.0,4.0,11.0,2.0,13.0,4.0,17.0,3.0,20.0,2.0,22.0,4.0,26.0,1.0,27.0,1.0,28.0,4.0,32.0,4.0,36.0,1.0,37.0,4.0,41.0,1.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0
0.0375,36,3.0,3.0,4.0,7.0,1.0,8.0,0.0,8.0,1.0,9.0,0.0,9.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0
0.0375,37,6.0,6.0,3.0,9.0,1.0,10.0,1.0,11.0,2.0,13.0,0.0,13.0,1.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,1.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0
0.0375,38,8.0,8.0,4.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0
0.0375,39,9.0,9.0,3.0,12.0,2.0,14.0,2.0,16.0,1.0,17.0,3.0,20.0,1.0,21.0,1.0,22.0,1.0,23.0,2.0,25.0,1.0,26.0,4.0,30.0,4.0,34.0,1.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0
0.0375,40,7.0,7.0,2.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.0375,41,9.0,9.0,2.0,11.0,1.0,12.0,3.0,15.0,2.0,17.0,2.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0
0.0375,42,5.0,5.0,3.0,8.0,0.0,8.0,4.0,12.0,2.0,14.0,2.0,16.0,4.0,20.0,1.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0
0.0375,43,2.0,2.0,2.0,4.0,1.0,5.0,1.0,6.0,2.0,8.0,2.0,10.0,2.0,12.0,2.0,14.0,1.0,15.0,1.0,16.0,1.0,17.0,2.0,19.0,0.0,19.0,1.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0
0.0375,44,7.0,7.0,3.0,10.0,0.0,10.0,0.0,10.0,1.0,11.0,1.0,12.0,2.0,14.0,0.0,14.0,0.0,14.0,1.0,15.0,0.0,15.0,0.0,15.0,1.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0
0.0375,45,9.0,9.0,4.0,13.0,1.0,14.0,2.0,16.0,4.0,20.0,2.0,22.0,5.0,27.0,1.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0
0.0375,46,7.0,7.0,3.0,10.0,0.0,10.0,1.0,11.0,1.0,12.0,1.0,13.0,6.0,19.0,2.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0
0.0375,47,4.0,4.0,4.0,8.0,0.0,8.0,2.0,10.0,1.0,11.0,4.0,15.0,7.0,22.0,1.0,23.0,0.0,23.0,0.0,23.0,4.0,27.0,1.0,28.0,7.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0
0.0375,48,4.0,4.0,4.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,1.0,9.0,2.0,11.0,0.0,11.0,4.0,15.0,3.0,18.0,7.0,25.0,8.0,33.0,5.0,38.0,1.0,39.0,1.0,40.0,0.0,40.0,1.0,41.0,1.0,42.0
0.0375,49,7.0,7.0,5.0,12.0,2.0,14.0,4.0,18.0,12.0,30.0,10.0,40.0,7.0,47.0,6.0,53.0,2.0,55.0,4.0,59.0,3.0,62.0,4.0,66.0,3.0,69.0,1.0,70.0,7.0,77.0,2.0,79.0,2.0,81.0,3.0,84.0,4.0,88.0
0.03775,0,5.0,5.0,2.0,7.0,2.0,9.0,0.0,9.0,1.0,10.0,1.0,11.0,2.0,13.0,1.0,14.0,1.0,15.0,0.0,15.0,1.0,16.0,1.0,17.0,1.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0
0.03775,1,7.0,7.0,4.0,11.0,3.0,14.0,2.0,16.0,2.0,18.0,2.0,20.0,3.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0
