beta,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.01,"[0.08, 0.08, 0.12, 0.06, 0.0, 0.0, 0.06, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.02, 0.0, 0.0, 0.0]","[0.2712931993250107, 0.2712931993250108, 0.38157568056677843, 0.23748684174075843, 0.0, 0.0, 0.23748684174075843, 0.13999999999999987, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13999999999999996, 0.0, 0.13999999999999996, 0.0, 0.0, 0.0]",50,"[1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.2, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[92.0, 92.0, 90.0, 94.0, 100.0, 100.0, 94.0, 98.0, 100.0, 100.0, 100.0, 100.0, 100.0, 98.0, 100.0, 98.0, 100.0, 100.0, 100.0]"
0.015,"[0.2, 0.14, 0.26, 0.16, 0.14, 0.02, 0.06, 0.08, 0.04, 0.14, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0]","[0.44721359549995765, 0.3469870314579493, 0.48207883172775795, 0.36660605559646703, 0.4903060268852507, 0.13999999999999985, 0.23748684174075843, 0.2712931993250108, 0.19595917942265434, 0.4903060268852509, 0.0, 0.1399999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1399999999999999, 0.0]",50,"[2.0, 1.0, 2.0, 1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.1111111111111112, 1.0, 1.0833333333333333, 1.0, 1.4, 1.0, 1.0, 1.0, 1.0, 1.4, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[82.0, 86.0, 76.0, 84.0, 90.0, 98.0, 94.0, 92.0, 96.0, 90.0, 100.0, 98.0, 100.0, 100.0, 100.0, 100.0, 100.0, 98.0, 100.0]"
0.02,"[0.4, 0.36, 0.42, 0.62, 0.3, 0.06, 0.1, 0.12, 0.04, 0.08, 0.1, 0.0, 0.04, 0.02, 0.08, 0.02, 0.02, 0.0, 0.0]","[0.5656854249492381, 0.5919459434779497, 0.6029925372672533, 0.8692525524840291, 0.4999999999999999, 0.31048349392520047, 0.41231056256176596, 0.5153639490690052, 0.19595917942265437, 0.27129319932501084, 0.36055512754639885, 0.0, 0.2799999999999997, 0.13999999999999985, 0.3370459909270544, 0.13999999999999999, 0.13999999999999985, 0.0, 0.0]",50,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 1.0, 1.0, 2.0, 0.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.1111111111111112, 1.2, 1.1666666666666667, 1.55, 1.0714285714285714, 1.5, 1.6666666666666667, 2.0, 1.0, 1.0, 1.25, 0.0, 2.0, 1.0, 1.3333333333333333, 1.0, 1.0, 0.0, 0.0]","[64.0, 70.0, 64.0, 60.0, 72.0, 96.0, 94.0, 94.0, 96.0, 92.0, 92.0, 100.0, 98.0, 98.0, 94.0, 98.0, 98.0, 100.0, 100.0]"
0.025,"[0.5, 0.56, 0.86, 0.74, 0.68, 0.14, 0.2, 0.28, 0.34, 0.26, 0.28, 0.0, 0.0, 0.02, 0.0, 0.02, 0.02, 0.0, 0.0]","[0.6082762530298219, 0.8039900496896714, 1.149086593777858, 0.9340235543068496, 0.9682974749528167, 0.447660585711988, 0.44721359549995787, 0.6645299090334459, 0.5868560300448484, 0.7158212067269307, 0.5306599664568641, 0.0, 0.0, 0.13999999999999987, 0.0, 0.13999999999999987, 0.13999999999999987, 0.0, 0.0]",50,"[2.0, 3.0, 5.0, 4.0, 4.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.1363636363636365, 1.4, 1.6538461538461537, 1.48, 1.5454545454545454, 1.4, 1.1111111111111112, 1.5555555555555556, 1.1333333333333333, 1.8571428571428572, 1.1666666666666667, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[56.00000000000001, 60.0, 48.0, 50.0, 56.00000000000001, 90.0, 82.0, 82.0, 70.0, 86.0, 76.0, 100.0, 100.0, 98.0, 100.0, 98.0, 98.0, 100.0, 100.0]"
0.03,"[0.94, 1.02, 1.16, 1.24, 1.42, 0.24, 0.32, 0.36, 0.42, 0.42, 0.42, 0.12, 0.02, 0.06, 0.08, 0.16, 0.04, 0.0, 0.0]","[0.8345058418010026, 1.0675204916066012, 1.2387090053761614, 1.3047605144240069, 1.1504781614615722, 0.5499090833947011, 0.6764613810115104, 0.7683749084919419, 0.9184770002564028, 0.8268010643437755, 0.8506468127254698, 0.43081318457076045, 0.13999999999999999, 0.31048349392520025, 0.2712931993250107, 0.6437390775772436, 0.19595917942265434, 0.0, 0.0]",50,"[4.0, 4.0, 6.0, 5.0, 5.0, 2.0, 3.0, 3.0, 4.0, 3.0, 4.0, 2.0, 1.0, 2.0, 1.0, 4.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.3428571428571427, 1.5454545454545454, 1.7575757575757576, 2.0, 1.8205128205128205, 1.3333333333333333, 1.4545454545454546, 1.6363636363636365, 1.75, 1.75, 1.6153846153846154, 1.5, 1.0, 1.5, 1.0, 2.0, 1.0, 0.0, 0.0]","[30.0, 34.0, 34.0, 38.0, 22.0, 82.0, 78.0, 78.0, 76.0, 76.0, 74.0, 92.0, 98.0, 96.0, 92.0, 92.0, 96.0, 100.0, 100.0]"
0.035,"[1.06, 1.2, 1.84, 2.26, 1.72, 0.34, 0.36, 0.6, 0.44, 0.86, 0.66, 0.08, 0.1, 0.06, 0.14, 0.1, 0.1, 0.0, 0.0]","[0.9881295461628502, 1.148912529307606, 1.2387090053761618, 1.453409783921933, 1.5497096502248415, 0.8151073548925936, 0.9329523031752484, 1.296148139681572, 0.7525955088890712, 1.6853486286225767, 1.142103322821539, 0.3370459909270544, 0.4999999999999999, 0.31048349392520025, 0.9799999999999994, 0.3605551275463989, 0.36055512754639885, 0.0, 0.0]",50,"[4.0, 4.0, 5.0, 5.0, 7.0, 4.0, 5.0, 7.0, 3.0, 8.0, 5.0, 2.0, 3.0, 2.0, 7.0, 2.0, 2.0, 0.0, 0.0]","[1.0, 1.0, 2.0, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.606060606060606, 1.7647058823529411, 2.1904761904761907, 2.6904761904761907, 2.324324324324324, 1.7, 2.0, 2.142857142857143, 1.4666666666666666, 2.388888888888889, 1.9411764705882353, 1.3333333333333333, 2.5, 1.5, 7.0, 1.25, 1.25, 0.0, 0.0]","[34.0, 32.0, 16.0, 16.0, 26.0, 80.0, 82.0, 72.0, 70.0, 64.0, 66.0, 94.0, 96.0, 96.0, 98.0, 92.0, 92.0, 100.0, 100.0]"
0.04,"[1.42, 1.78, 1.8, 2.94, 2.18, 0.46, 0.42, 0.7, 1.0, 1.44, 1.48, 0.24, 0.62, 0.5, 0.56, 0.68, 0.64, 0.08, 0.22]","[0.918477000256403, 1.3753544997563358, 1.3564659966250538, 1.7135927170713585, 1.608601877407831, 0.8534635317340747, 0.8738420909981393, 1.4730919862656227, 1.865475810617763, 2.5624987804875152, 2.325854681617061, 0.9286549412995122, 1.7537388631150306, 1.3601470508735443, 1.525254077195008, 2.158147353634594, 1.9158288023724883, 0.33704599092705456, 1.1539497389401328]",50,"[4.0, 5.0, 6.0, 8.0, 7.0, 3.0, 4.0, 8.0, 9.0, 14.0, 10.0, 5.0, 8.0, 6.0, 8.0, 11.0, 9.0, 2.0, 8.0]","[1.0, 2.0, 1.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.6136363636363635, 2.1707317073170733, 2.0, 3.127659574468085, 2.658536585365854, 1.6428571428571428, 1.75, 2.5, 2.6315789473684212, 4.0, 3.3636363636363638, 3.0, 4.428571428571429, 3.5714285714285716, 3.5, 4.857142857142857, 4.571428571428571, 1.3333333333333333, 3.6666666666666665]","[12.0, 18.0, 10.0, 6.0, 18.0, 72.0, 76.0, 72.0, 62.0, 64.0, 56.00000000000001, 92.0, 86.0, 86.0, 84.0, 86.0, 86.0, 94.0, 94.0]"
0.045,"[2.06, 2.5, 3.3, 4.16, 3.12, 0.84, 1.08, 1.56, 2.1, 2.64, 2.16, 0.72, 1.06, 1.12, 1.4, 1.68, 1.22, 0.32, 0.4]","[1.2713772060250255, 1.5394804318340654, 2.0999999999999996, 2.4278385448789632, 1.9559141085436238, 1.2059850745345064, 1.6951696080333671, 2.0991426821443087, 3.0675723300355946, 3.948468057360982, 3.251830253872425, 1.3272528018429648, 1.9637718808456353, 2.1967248348393573, 2.4738633753705956, 3.319277029715961, 2.265303511673437, 1.0283968105745955, 1.058300524425835]",50,"[5.0, 7.0, 8.0, 12.0, 8.0, 6.0, 7.0, 7.0, 11.0, 15.0, 12.0, 5.0, 9.0, 10.0, 8.0, 13.0, 10.0, 5.0, 5.0]","[2.0, 3.0, 3.0, 4.0, 3.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.2888888888888888, 2.6595744680851063, 3.5106382978723403, 4.333333333333333, 3.391304347826087, 1.826086956521739, 2.7, 3.5454545454545454, 4.2, 6.0, 4.695652173913044, 2.5714285714285716, 3.533333333333333, 3.7333333333333334, 4.666666666666667, 5.6, 3.8125, 2.2857142857142856, 2.5]","[10.0, 6.0, 6.0, 4.0, 8.0, 54.0, 60.0, 56.00000000000001, 50.0, 56.00000000000001, 54.0, 72.0, 70.0, 70.0, 70.0, 70.0, 68.0, 86.0, 84.0]"
0.05,"[2.08, 3.44, 4.72, 5.84, 4.82, 1.32, 1.96, 2.06, 3.08, 3.9, 3.58, 0.94, 1.12, 1.3, 1.86, 1.9, 1.72, 0.4, 0.8]","[1.4810806865258896, 2.155550973649197, 2.52222124326951, 3.7435811731549244, 2.5509998039984243, 2.0341091416145796, 2.3491274976041634, 2.7159528714615058, 3.3931696096717596, 4.883646178829912, 4.459103048820469, 1.7135927170713583, 2.5817823300967873, 2.4269322199023193, 3.059477079502313, 3.419064199455752, 2.980201335480541, 1.16619037896906, 2.4083189157584584]",50,"[5.0, 10.0, 15.0, 22.0, 11.0, 8.0, 9.0, 13.0, 12.0, 19.0, 17.0, 8.0, 15.0, 11.0, 11.0, 13.0, 12.0, 6.0, 11.0]","[2.0, 3.0, 5.0, 5.0, 5.0, 0.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.5365853658536586, 3.510204081632653, 4.72, 5.84, 4.918367346938775, 3.0, 3.769230769230769, 3.9615384615384617, 5.133333333333334, 6.724137931034483, 5.424242424242424, 2.9375, 3.7333333333333334, 4.0625, 5.8125, 5.9375, 5.375, 2.857142857142857, 5.0]","[18.0, 2.0, 0.0, 0.0, 2.0, 56.00000000000001, 48.0, 48.0, 40.0, 42.0, 34.0, 68.0, 70.0, 68.0, 68.0, 68.0, 68.0, 86.0, 84.0]"
0.055,"[2.72, 4.34, 6.48, 8.64, 6.9, 2.1, 3.66, 4.22, 6.5, 7.28, 6.74, 2.32, 3.62, 4.86, 6.2, 7.7, 6.02, 1.3, 1.92]","[1.5879546593023366, 1.8396738841436, 3.3059945553494186, 3.3926980413824044, 3.4655446902326914, 2.5787593916455256, 3.818952736025938, 5.170261115262941, 6.47533782902483, 6.922542885385398, 6.05247056994084, 3.4781604333325387, 4.719703380510263, 6.526898191331009, 8.366600265340756, 9.400531899844816, 7.092221090744424, 2.360084744241189, 3.3397005853818698]",50,"[8.0, 9.0, 15.0, 16.0, 17.0, 10.0, 13.0, 20.0, 23.0, 23.0, 20.0, 17.0, 17.0, 23.0, 34.0, 32.0, 25.0, 10.0, 16.0]","[2.5, 4.0, 6.0, 8.0, 6.0, 1.0, 3.0, 3.0, 5.0, 6.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0]","[2.7755102040816326, 4.34, 6.48, 8.64, 6.9, 3.6206896551724137, 5.71875, 6.59375, 9.285714285714286, 10.11111111111111, 9.108108108108109, 5.2727272727272725, 7.541666666666667, 10.125, 12.916666666666666, 16.041666666666668, 11.148148148148149, 4.0625, 6.0]","[2.0, 0.0, 0.0, 0.0, 0.0, 42.0, 36.0, 36.0, 30.0, 28.000000000000004, 26.0, 56.00000000000001, 52.0, 52.0, 52.0, 52.0, 46.0, 68.0, 68.0]"
