0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
,,,,,,,,"[0, 7, 10, 12, 5, 3, 1, 2, 2, 1, 1, 0, 2, 2, 1, 2, 2, 1, 2]",
,,,,,,,,"[0, 11, 16, 9, 8, 4, 6, 6, 5, 5, 3, 2, 3, 6, 6, 6, 2, 1, 5]",
,,,,,,,,"[0, 17, 14, 12, 3, 6, 5, 4, 7, 5, 4, 1, 7, 5, 6, 7, 4, 3, 6]",
,,,,,,,,"[0, 24, 16, 4, 4, 5, 3, 6, 7, 5, 3, 4, 5, 5, 5, 3, 5, 5, 6]",
,,,,,,,,"[1, 9, 19, 22, 11, 7, 8, 8, 8, 8, 7, 8, 7, 8, 7, 8, 4, 2, 9]",
,,,,,,,,"[0, 15, 9, 12, 7, 11, 7, 10, 8, 7, 5, 6, 7, 6, 6, 8, 3, 4, 6]",
,,,,,,,,"[3, 7, 9, 11, 5, 5, 14, 10, 12, 12, 7, 6, 7, 11, 9, 11, 10, 12, 12]",
,,,,,,,,"[1, 15, 13, 16, 12, 7, 8, 11, 9, 11, 6, 7, 8, 11, 9, 11, 7, 7, 10]",
,,,,,,,,"[1, 17, 16, 8, 5, 4, 5, 6, 6, 6, 4, 4, 6, 4, 5, 4, 6, 4, 6]",
,,,,,,,,"[1, 11, 9, 26, 5, 5, 6, 8, 9, 9, 6, 8, 7, 6, 9, 7, 5, 6, 10]",
,,,,,,,,"[1, 12, 10, 15, 5, 8, 5, 5, 5, 4, 7, 4, 6, 6, 6, 5, 3, 4, 5]",
,,,,,,,,"[0, 7, 18, 9, 2, 2, 1, 3, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2]",
,,,,,,,,"[1, 13, 8, 13, 10, 4, 7, 8, 4, 7, 6, 6, 6, 7, 8, 7, 4, 4, 5]",
,,,,,,,,"[0, 15, 15, 13, 8, 2, 4, 5, 5, 4, 4, 0, 2, 4, 5, 4, 3, 0, 5]",
,,,,,,,,"[1, 8, 8, 13, 6, 10, 6, 7, 4, 6, 3, 1, 6, 7, 4, 6, 3, 1, 3]",
,,,,,,,,"[0, 12, 3, 3, 3, 1, 8, 7, 2, 1, 1, 1, 1, 2, 3, 1, 1, 0, 2]",
,,,,,,,,"[0, 8, 2, 5, 6, 3, 11, 3, 1, 1, 1, 1, 2, 3, 2, 2, 2, 1, 1]",
,,,,,,,,"[1, 11, 3, 12, 17, 9, 9, 9, 9, 9, 6, 5, 10, 10, 8, 11, 4, 6, 8]",
,,,,,,,,"[1, 14, 15, 10, 4, 4, 7, 4, 4, 5, 4, 3, 5, 7, 5, 5, 3, 4, 4]",
,,,,,,,,"[1, 9, 11, 15, 10, 4, 7, 5, 5, 5, 5, 3, 6, 6, 5, 5, 5, 3, 6]",
,,,,,,,,"[1, 8, 10, 5, 3, 6, 4, 3, 1, 1, 1, 0, 0, 2, 1, 2, 2, 1, 2]",
,,,,,,,,"[1, 18, 15, 8, 3, 6, 6, 6, 6, 4, 2, 4, 3, 5, 5, 5, 2, 5, 5]",
,,,,,,,,"[1, 11, 7, 10, 13, 9, 11, 8, 9, 9, 6, 2, 9, 9, 7, 12, 6, 4, 5]",
,,,,,,,,"[1, 8, 7, 10, 10, 7, 7, 7, 6, 7, 5, 3, 6, 3, 7, 6, 5, 5, 6]",
,,,,,,,,"[1, 10, 5, 10, 9, 11, 12, 12, 13, 16, 6, 6, 8, 10, 13, 12, 9, 7, 10]",
,,,,,,,,"[2, 13, 19, 8, 4, 5, 7, 5, 4, 6, 3, 4, 5, 5, 4, 6, 3, 3, 5]",
,,,,,,,,"[1, 19, 21, 14, 8, 6, 10, 12, 12, 10, 9, 9, 12, 12, 10, 13, 11, 11, 13]",
,,,,,,,,"[1, 10, 7, 3, 10, 17, 10, 10, 8, 8, 8, 7, 8, 9, 10, 6, 8, 6, 8]",
,,,,,,,,"[2, 6, 10, 5, 8, 2, 8, 9, 6, 4, 2, 5, 4, 4, 6, 4, 4, 3, 3]",
,,,,,,,,"[0, 16, 14, 12, 4, 5, 6, 5, 6, 6, 3, 3, 6, 5, 6, 6, 3, 3, 5]",
,,,,,,,,"[0, 10, 10, 9, 3, 6, 11, 8, 8, 7, 5, 4, 8, 7, 5, 9, 5, 4, 8]",
,,,,,,,,"[1, 10, 12, 13, 12, 6, 9, 7, 7, 7, 5, 4, 7, 6, 7, 7, 4, 7, 8]",
,,,,,,,,"[0, 9, 15, 9, 9, 3, 4, 6, 6, 6, 4, 5, 4, 7, 7, 4, 5, 2, 4]",
,,,,,,,,"[0, 6, 11, 14, 8, 5, 5, 3, 3, 3, 2, 2, 3, 3, 5, 3, 2, 2, 2]",
,,,,,,,,"[0, 5, 15, 11, 3, 2, 10, 8, 6, 6, 6, 5, 6, 9, 7, 8, 3, 5, 5]",
,,,,,,,,"[0, 15, 17, 13, 9, 5, 10, 7, 8, 8, 6, 5, 8, 6, 10, 9, 6, 6, 7]",
,,,,,,,,"[0, 13, 11, 14, 9, 9, 8, 8, 7, 7, 6, 9, 8, 9, 8, 9, 6, 7, 8]",
,,,,,,,,"[0, 12, 14, 8, 5, 3, 4, 10, 9, 5, 4, 1, 3, 7, 8, 6, 6, 3, 5]",
,,,,,,,,"[0, 10, 12, 7, 16, 8, 6, 4, 5, 4, 3, 3, 5, 6, 6, 6, 4, 5, 5]",
,,,,,,,,"[1, 11, 8, 13, 12, 8, 10, 6, 6, 6, 4, 7, 7, 7, 9, 7, 4, 3, 7]",
,,,,,,,,"[1, 6, 8, 7, 13, 5, 8, 5, 2, 3, 2, 1, 4, 3, 4, 3, 3, 1, 4]",
,,,,,,,,,"[0, 10, 10, 12, 5, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 3, 1, 2]"
,,,,,,,,,"[1, 7, 12, 15, 7, 2, 2, 4, 4, 1, 3, 3, 4, 3, 6, 2, 3, 2, 5]"
,,,,,,,,,"[0, 11, 10, 17, 7, 3, 7, 5, 6, 4, 4, 1, 7, 4, 5, 8, 3, 3, 5]"
,,,,,,,,,"[0, 8, 2, 19, 5, 1, 4, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2]"
,,,,,,,,,"[0, 8, 7, 14, 8, 11, 7, 3, 5, 4, 3, 3, 6, 6, 6, 6, 3, 3, 7]"
,,,,,,,,,"[0, 12, 21, 10, 3, 5, 6, 5, 6, 5, 4, 2, 4, 4, 7, 5, 3, 3, 7]"
,,,,,,,,,"[0, 11, 19, 13, 6, 4, 6, 6, 4, 5, 3, 5, 4, 6, 5, 7, 6, 2, 5]"
,,,,,,,,,"[0, 11, 13, 14, 11, 6, 5, 6, 8, 7, 5, 5, 4, 10, 8, 4, 7, 6, 7]"
,,,,,,,,,"[1, 8, 14, 22, 11, 11, 13, 10, 11, 14, 7, 6, 12, 13, 13, 13, 8, 10, 10]"
,,,,,,,,,"[1, 11, 9, 18, 9, 11, 9, 8, 8, 6, 6, 4, 5, 8, 5, 10, 5, 5, 8]"
,,,,,,,,,"[1, 24, 19, 16, 8, 12, 10, 15, 11, 12, 10, 11, 11, 12, 11, 12, 13, 11, 16]"
,,,,,,,,,"[0, 9, 23, 9, 2, 3, 4, 3, 4, 3, 3, 2, 4, 3, 5, 3, 2, 2, 3]"
,,,,,,,,,"[1, 12, 18, 17, 4, 7, 8, 8, 6, 7, 5, 7, 4, 6, 8, 7, 2, 4, 8]"
,,,,,,,,,"[1, 11, 6, 19, 12, 6, 11, 9, 8, 11, 6, 7, 7, 12, 10, 9, 6, 7, 7]"
,,,,,,,,,"[1, 9, 9, 21, 4, 5, 6, 6, 5, 5, 2, 5, 5, 5, 6, 6, 5, 5, 7]"
,,,,,,,,,"[1, 16, 22, 6, 6, 6, 6, 5, 6, 5, 3, 3, 6, 5, 5, 6, 4, 3, 5]"
,,,,,,,,,"[1, 6, 10, 14, 13, 7, 7, 6, 6, 4, 3, 4, 6, 6, 5, 6, 5, 5, 5]"
,,,,,,,,,"[0, 16, 14, 9, 3, 4, 4, 4, 2, 2, 4, 3, 4, 4, 3, 3, 4, 4, 4]"
,,,,,,,,,"[1, 23, 20, 10, 3, 9, 6, 11, 8, 9, 7, 9, 9, 11, 9, 11, 8, 7, 8]"
,,,,,,,,,"[1, 23, 17, 9, 7, 8, 10, 10, 8, 10, 5, 10, 8, 10, 11, 7, 7, 6, 7]"
,,,,,,,,,"[0, 14, 21, 12, 7, 6, 8, 8, 8, 5, 4, 7, 9, 6, 7, 6, 6, 6, 6]"
,,,,,,,,,"[0, 19, 20, 19, 8, 10, 12, 8, 9, 10, 6, 7, 7, 11, 14, 10, 5, 6, 11]"
,,,,,,,,,"[1, 9, 4, 4, 14, 6, 7, 4, 4, 2, 2, 2, 3, 3, 5, 3, 3, 2, 6]"
,,,,,,,,,"[1, 9, 5, 6, 15, 10, 12, 9, 8, 7, 7, 6, 7, 8, 9, 6, 3, 2, 9]"
,,,,,,,,,"[0, 22, 19, 12, 5, 7, 9, 11, 10, 8, 7, 9, 8, 11, 8, 11, 7, 9, 8]"
,,,,,,,,,"[2, 10, 8, 9, 10, 13, 19, 11, 13, 9, 6, 7, 12, 12, 11, 10, 8, 11, 11]"
,,,,,,,,,"[2, 7, 9, 10, 13, 5, 6, 12, 10, 11, 5, 6, 9, 9, 11, 14, 6, 10, 11]"
,,,,,,,,,"[1, 16, 12, 13, 5, 4, 5, 6, 6, 4, 5, 5, 4, 4, 7, 6, 5, 5, 6]"
,,,,,,,,,"[1, 15, 16, 18, 9, 10, 13, 12, 11, 11, 8, 9, 9, 12, 11, 12, 7, 7, 11]"
,,,,,,,,,"[2, 13, 12, 6, 12, 7, 6, 6, 5, 5, 4, 5, 5, 6, 6, 6, 4, 5, 7]"
,,,,,,,,,"[1, 14, 20, 18, 6, 3, 6, 6, 10, 9, 5, 10, 10, 8, 12, 5, 10, 10, 7]"
,,,,,,,,,"[0, 14, 7, 15, 4, 3, 6, 3, 4, 3, 3, 2, 4, 4, 3, 4, 2, 3, 5]"
,,,,,,,,,"[1, 8, 16, 12, 6, 1, 4, 4, 3, 3, 1, 3, 4, 3, 4, 4, 2, 3, 4]"
,,,,,,,,,"[1, 9, 13, 18, 5, 5, 7, 6, 5, 5, 3, 2, 5, 6, 6, 7, 2, 4, 7]"
,,,,,,,,,"[1, 10, 16, 16, 8, 8, 10, 10, 10, 8, 8, 9, 7, 11, 8, 12, 7, 5, 7]"
,,,,,,,,,"[3, 26, 19, 14, 11, 13, 16, 15, 15, 14, 10, 12, 16, 14, 16, 16, 13, 7, 14]"
,,,,,,,,,"[1, 7, 6, 15, 7, 8, 7, 7, 5, 5, 5, 6, 6, 4, 7, 5, 3, 4, 7]"
,,,,,,,,,"[1, 7, 10, 22, 8, 6, 10, 13, 11, 11, 10, 7, 11, 13, 12, 12, 10, 13, 11]"
,,,,,,,,,"[1, 15, 21, 8, 4, 5, 7, 4, 6, 6, 4, 6, 6, 7, 4, 6, 5, 4, 6]"
,,,,,,,,,"[0, 24, 26, 10, 8, 11, 10, 11, 11, 10, 9, 7, 10, 12, 13, 11, 6, 7, 10]"
,,,,,,,,,"[1, 13, 12, 13, 5, 4, 4, 4, 3, 4, 3, 2, 3, 5, 3, 5, 2, 1, 4]"
,,,,,,,,,"[1, 11, 12, 15, 7, 3, 6, 5, 6, 4, 4, 3, 6, 4, 6, 6, 4, 5, 6]"
,,,,,,,,,"[2, 16, 19, 8, 4, 3, 6, 6, 5, 4, 5, 7, 5, 6, 5, 6, 3, 6, 6]"
,,,,,,,,,"[0, 9, 4, 20, 9, 5, 6, 6, 6, 4, 5, 5, 6, 5, 6, 6, 6, 3, 6]"
,,,,,,,,,"[2, 16, 10, 15, 6, 6, 6, 6, 7, 8, 6, 3, 7, 8, 7, 6, 7, 7, 8]"
,,,,,,,,,"[0, 10, 9, 16, 9, 3, 9, 8, 7, 8, 5, 4, 8, 8, 7, 8, 7, 5, 8]"
,,,,,,,,,"[0, 24, 13, 10, 6, 4, 6, 5, 6, 4, 4, 5, 6, 6, 5, 4, 6, 3, 8]"
,,,,,,,,,"[2, 8, 18, 14, 5, 3, 6, 7, 6, 4, 7, 4, 4, 5, 5, 4, 5, 4, 6]"
,,,,,,,,,"[2, 10, 20, 12, 3, 4, 2, 5, 5, 4, 6, 6, 4, 6, 6, 6, 4, 5, 4]"
,,,,,,,,,"[0, 15, 21, 16, 6, 10, 9, 7, 9, 10, 9, 9, 10, 9, 8, 9, 8, 8, 9]"
