beta,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.01,"[0.002, 0.05, 0.034, 0.016, 0.0, 0.008, 0.006, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.002, 0.0]","[0.044721359549995836, 0.2750478187610444, 0.24691280214628206, 0.1256007607548802, 0.0, 0.08917344788453169, 0.07730428127735066, 0.0891734478845317, 0.044721359549995836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.044721359549995836, 0.0, 0.0, 0.044721359549995836, 0.0]",500,"[1.0, 3.0, 4.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.0), np.float64(1.3157894736842106), np.float64(1.3076923076923077), np.float64(1.0), 0.0, np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(1.0), 0.0, 0.0, np.float64(1.0), 0.0]","[np.float64(99.8), np.float64(96.2), np.float64(97.39999999999999), np.float64(98.4), np.float64(100.0), np.float64(99.2), np.float64(99.4), np.float64(99.2), np.float64(99.8), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(99.8), np.float64(100.0), np.float64(100.0), np.float64(99.8), np.float64(100.0)]"
0.02,"[0.008, 0.192, 0.144, 0.026, 0.01, 0.01, 0.018, 0.01, 0.02, 0.004, 0.002, 0.006, 0.008, 0.0, 0.008, 0.0, 0.002, 0.002, 0.004]","[0.08917344788453167, 0.7212325233275411, 0.5402292989007363, 0.17141401789545221, 0.09959839195167028, 0.11801633662939484, 0.14737516370730935, 0.0995983919516703, 0.15377676869143478, 0.06318214912406735, 0.044721359549995836, 0.07730428127735055, 0.08917344788453163, 0.0, 0.08917344788453167, 0.0, 0.04472135954999583, 0.044721359549995836, 0.06318214912406736]",500,"[1.0, 5.0, 4.0, 2.0, 1.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.0), np.float64(2.2857142857142856), np.float64(1.8), np.float64(1.0833333333333333), np.float64(1.0), np.float64(1.25), np.float64(1.125), np.float64(1.0), np.float64(1.1111111111111112), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), 0.0, np.float64(1.0), 0.0, np.float64(1.0), np.float64(1.0), np.float64(1.0)]","[np.float64(99.2), np.float64(91.60000000000001), np.float64(92.0), np.float64(97.6), np.float64(99.0), np.float64(99.2), np.float64(98.4), np.float64(99.0), np.float64(98.2), np.float64(99.6), np.float64(99.8), np.float64(99.4), np.float64(99.2), np.float64(100.0), np.float64(99.2), np.float64(100.0), np.float64(99.8), np.float64(99.8), np.float64(99.6)]"
0.03,"[0.02, 0.364, 0.31, 0.07, 0.034, 0.044, 0.042, 0.04, 0.042, 0.024, 0.01, 0.026, 0.038, 0.03, 0.042, 0.012, 0.01, 0.01, 0.018]","[0.14014021035061577, 1.1993251275292318, 1.0715392632962903, 0.3425414855731737, 0.25489987817924287, 0.2572865965913724, 0.30400796319071605, 0.21562232252701427, 0.24567603348079095, 0.1884011411323165, 0.11801633662939502, 0.18273144656332485, 0.2543331884388713, 0.2391953780024115, 0.26903672894801395, 0.15460856255470096, 0.09959839195167035, 0.11801633662939497, 0.13308426971544007]",500,"[1.0, 7.0, 7.0, 4.0, 3.0, 3.0, 4.0, 2.0, 3.0, 3.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 1.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.0), np.float64(3.64), np.float64(3.297872340425532), np.float64(1.4), np.float64(1.5454545454545454), np.float64(1.2941176470588236), np.float64(1.6153846153846154), np.float64(1.1111111111111112), np.float64(1.2352941176470589), np.float64(1.2), np.float64(1.25), np.float64(1.1818181818181819), np.float64(1.4615384615384615), np.float64(1.6666666666666667), np.float64(1.5), np.float64(1.5), np.float64(1.0), np.float64(1.25), np.float64(1.0)]","[np.float64(98.0), np.float64(90.0), np.float64(90.60000000000001), np.float64(95.0), np.float64(97.8), np.float64(96.6), np.float64(97.39999999999999), np.float64(96.39999999999999), np.float64(96.6), np.float64(98.0), np.float64(99.2), np.float64(97.8), np.float64(97.39999999999999), np.float64(98.2), np.float64(97.2), np.float64(99.2), np.float64(99.0), np.float64(99.2), np.float64(98.2)]"
0.04,"[0.036, 0.614, 0.454, 0.104, 0.07, 0.096, 0.122, 0.128, 0.156, 0.056, 0.054, 0.056, 0.09, 0.158, 0.152, 0.074, 0.06, 0.074, 0.104]","[0.2506584515204649, 1.9750457238308237, 1.4505489251896118, 0.4117317647354741, 0.4352918077747793, 0.5791846940481464, 0.6957615743461765, 0.6545784489973496, 0.6546151862614947, 0.2846507546173155, 0.3786432905558546, 0.29839920269386666, 0.39269379525740744, 0.6942621983083965, 0.649414720311997, 0.3698615892335696, 0.29080773421034095, 0.3752407376904138, 0.4621809412393518]",500,"[4.0, 11.0, 8.0, 4.0, 5.0, 6.0, 7.0, 7.0, 5.0, 3.0, 5.0, 3.0, 3.0, 7.0, 6.0, 4.0, 2.0, 3.0, 4.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.2857142857142858), np.float64(6.14), np.float64(4.54), np.float64(1.368421052631579), np.float64(2.1875), np.float64(2.4), np.float64(2.259259259259259), np.float64(2.3703703703703702), np.float64(2.2285714285714286), np.float64(1.2727272727272727), np.float64(1.8), np.float64(1.4), np.float64(1.5517241379310345), np.float64(2.257142857142857), np.float64(2.111111111111111), np.float64(1.48), np.float64(1.3043478260869565), np.float64(1.608695652173913), np.float64(1.793103448275862)]","[np.float64(97.2), np.float64(90.0), np.float64(90.0), np.float64(92.4), np.float64(96.8), np.float64(96.0), np.float64(94.6), np.float64(94.6), np.float64(93.0), np.float64(95.6), np.float64(97.0), np.float64(96.0), np.float64(94.19999999999999), np.float64(93.0), np.float64(92.80000000000001), np.float64(95.0), np.float64(95.39999999999999), np.float64(95.39999999999999), np.float64(94.19999999999999)]"
0.05,"[0.036, 0.792, 0.596, 0.178, 0.146, 0.22, 0.256, 0.366, 0.382, 0.138, 0.114, 0.168, 0.258, 0.276, 0.292, 0.084, 0.074, 0.172, 0.202]","[0.22540100093487803, 2.468384460266972, 1.9412162788526495, 0.6893957738963438, 0.67941681935971, 0.9805728152932818, 0.9697137151648224, 1.340013160585033, 1.368144597357522, 0.5617714609596159, 0.5600279122731683, 0.7381502092819164, 0.9743380672737217, 1.0630541699916753, 1.0415881199511023, 0.3758010815655198, 0.4299927761894974, 0.698133784860127, 0.8641119017566559]",500,"[2.0, 12.0, 11.0, 6.0, 7.0, 8.0, 7.0, 11.0, 9.0, 4.0, 6.0, 5.0, 9.0, 9.0, 7.0, 3.0, 5.0, 6.0, 6.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.2857142857142858), np.float64(7.92), np.float64(5.96), np.float64(2.225), np.float64(2.433333333333333), np.float64(2.972972972972973), np.float64(2.9767441860465116), np.float64(3.9782608695652173), np.float64(4.1521739130434785), np.float64(1.864864864864865), np.float64(1.9655172413793103), np.float64(2.7096774193548385), np.float64(2.8666666666666667), np.float64(3.066666666666667), np.float64(3.3181818181818183), np.float64(1.5555555555555556), np.float64(1.85), np.float64(2.324324324324324), np.float64(2.9705882352941178)]","[np.float64(97.2), np.float64(90.0), np.float64(90.0), np.float64(92.0), np.float64(94.0), np.float64(92.60000000000001), np.float64(91.4), np.float64(90.8), np.float64(90.8), np.float64(92.60000000000001), np.float64(94.19999999999999), np.float64(93.8), np.float64(91.0), np.float64(91.0), np.float64(91.2), np.float64(94.6), np.float64(96.0), np.float64(92.60000000000001), np.float64(93.2)]"
0.06,"[0.072, 1.112, 0.824, 0.256, 0.236, 0.372, 0.474, 0.55, 0.534, 0.186, 0.25, 0.342, 0.462, 0.486, 0.538, 0.252, 0.256, 0.336, 0.438]","[0.30823045278500316, 3.4156682478189313, 2.7150999125391686, 0.9982268849453311, 1.0031533448414243, 1.3904973807713026, 1.749126320701727, 1.9054557258162932, 1.8053705230369939, 0.7378976798797732, 1.0400304450607716, 1.1746470070546238, 1.5392513079995582, 1.6933809607280745, 1.832832384343478, 0.9045066415063339, 1.0699315431437701, 1.2369981118244704, 1.4921827027669408]",500,"[2.0, 17.0, 16.0, 8.0, 8.0, 10.0, 14.0, 14.0, 12.0, 7.0, 9.0, 8.0, 9.0, 11.0, 12.0, 6.0, 8.0, 9.0, 11.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.2413793103448276), np.float64(11.12), np.float64(8.24), np.float64(2.8444444444444446), np.float64(3.1052631578947367), np.float64(4.325581395348837), np.float64(5.042553191489362), np.float64(5.612244897959184), np.float64(5.34), np.float64(2.5135135135135136), np.float64(2.9761904761904763), np.float64(3.489795918367347), np.float64(4.714285714285714), np.float64(5.170212765957447), np.float64(5.489795918367347), np.float64(2.8636363636363638), np.float64(3.282051282051282), np.float64(3.7333333333333334), np.float64(4.469387755102041)]","[np.float64(94.19999999999999), np.float64(90.0), np.float64(90.0), np.float64(91.0), np.float64(92.4), np.float64(91.4), np.float64(90.60000000000001), np.float64(90.2), np.float64(90.0), np.float64(92.60000000000001), np.float64(91.60000000000001), np.float64(90.2), np.float64(90.2), np.float64(90.60000000000001), np.float64(90.2), np.float64(91.2), np.float64(92.2), np.float64(91.0), np.float64(90.2)]"
0.07,"[0.08, 1.446, 1.07, 0.46, 0.52, 0.744, 0.798, 0.792, 0.788, 0.228, 0.328, 0.472, 0.556, 0.646, 0.69, 0.33, 0.332, 0.49, 0.648]","[0.35475583632523, 4.456321532744934, 3.3970840967985354, 1.5495813643722118, 1.9217143315133811, 2.492164876476485, 2.5982104215766766, 2.622688122131948, 2.544012578585243, 0.8930908254174886, 1.2063692027346373, 1.5969710809111561, 1.853033044207759, 2.0778158333390757, 2.2592273494344974, 1.1505422612794214, 1.2621259540345808, 1.6270200947675932, 2.122523548143768]",500,"[3.0, 23.0, 19.0, 11.0, 16.0, 16.0, 16.0, 19.0, 16.0, 9.0, 10.0, 12.0, 13.0, 15.0, 14.0, 8.0, 9.0, 11.0, 14.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.4285714285714286), np.float64(14.46), np.float64(10.7), np.float64(4.6938775510204085), np.float64(5.416666666666667), np.float64(7.591836734693878), np.float64(7.98), np.float64(7.92), np.float64(7.88), np.float64(2.7804878048780486), np.float64(3.4893617021276597), np.float64(4.916666666666667), np.float64(5.56), np.float64(6.46), np.float64(6.9), np.float64(3.4375), np.float64(3.9523809523809526), np.float64(4.9), np.float64(6.48)]","[np.float64(94.39999999999999), np.float64(90.0), np.float64(90.0), np.float64(90.2), np.float64(90.4), np.float64(90.2), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(91.8), np.float64(90.60000000000001), np.float64(90.4), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.4), np.float64(91.60000000000001), np.float64(90.0), np.float64(90.0)]"
0.08,"[0.088, 1.688, 1.33, 0.594, 0.754, 0.948, 0.96, 0.928, 0.912, 0.416, 0.642, 0.752, 0.858, 0.882, 0.904, 0.48, 0.536, 0.754, 0.858]","[0.37488274720010406, 5.1776705713177815, 4.183791129637412, 1.956737499841657, 2.519957215656138, 3.069224050561498, 3.069404255709873, 2.988759167735921, 2.9074322562442116, 1.4363391452858771, 2.153860308482628, 2.4483637331777133, 2.7204112326170615, 2.7935073593483635, 2.868316313964326, 1.6008514768403055, 1.813085369505314, 2.4612190472196405, 2.7635322000007285]",500,"[4.0, 25.0, 24.0, 13.0, 14.0, 22.0, 17.0, 17.0, 16.0, 12.0, 14.0, 14.0, 14.0, 16.0, 14.0, 11.0, 15.0, 17.0, 17.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.375), np.float64(16.88), np.float64(13.3), np.float64(5.94), np.float64(7.54), np.float64(9.48), np.float64(9.6), np.float64(9.28), np.float64(9.12), np.float64(4.333333333333333), np.float64(6.551020408163265), np.float64(7.52), np.float64(8.58), np.float64(8.82), np.float64(9.04), np.float64(4.8), np.float64(5.469387755102041), np.float64(7.54), np.float64(8.58)]","[np.float64(93.60000000000001), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.4), np.float64(90.2), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.2), np.float64(90.0), np.float64(90.0)]"
0.09,"[0.124, 2.01, 1.782, 0.824, 1.008, 1.098, 1.154, 1.126, 1.112, 0.51, 0.774, 0.936, 1.062, 1.102, 1.144, 0.598, 0.832, 0.962, 1.086]","[0.5110247475271336, 6.149270448931975, 5.580390444675899, 2.7371532686409945, 3.235563899460964, 3.41052185429697, 3.6310677915198966, 3.5115218312210836, 3.4209445659710593, 1.649041745182549, 2.4410738791291684, 2.96064771118407, 3.3166483552865853, 3.4057001610791247, 3.528763003755472, 1.9779333762495055, 2.6438145757639737, 3.0342989206536344, 3.3801560481462514]",500,"[4.0, 27.0, 26.0, 17.0, 18.0, 18.0, 20.0, 18.0, 16.0, 9.0, 14.0, 17.0, 18.0, 15.0, 16.0, 11.0, 14.0, 16.0, 19.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.7222222222222223), np.float64(20.1), np.float64(17.82), np.float64(8.24), np.float64(10.08), np.float64(10.98), np.float64(11.54), np.float64(11.26), np.float64(11.12), np.float64(5.204081632653061), np.float64(7.74), np.float64(9.36), np.float64(10.62), np.float64(11.02), np.float64(11.44), np.float64(5.98), np.float64(8.32), np.float64(9.62), np.float64(10.86)]","[np.float64(92.80000000000001), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.2), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0)]"
0.1,"[0.144, 2.36, 1.976, 0.914, 1.142, 1.294, 1.276, 1.184, 1.218, 0.638, 1.048, 1.122, 1.176, 1.232, 1.272, 0.728, 0.998, 1.216, 1.258]","[0.5512456289957989, 7.2365139582907645, 6.066715261831254, 2.8891691880529247, 3.599409325846393, 4.049736377773117, 3.969803859811056, 3.658539849127696, 3.7697344462960745, 2.109943060710142, 3.3008312549943977, 3.4697542259903016, 3.636409072406975, 3.7882552389604163, 3.9269399938668337, 2.3213775193135553, 3.1543455409297145, 3.7679887843460893, 3.8669552215368035]",500,"[4.0, 35.0, 29.0, 16.0, 19.0, 24.0, 23.0, 18.0, 19.0, 13.0, 19.0, 15.0, 17.0, 18.0, 19.0, 13.0, 16.0, 19.0, 18.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.8461538461538463), np.float64(23.6), np.float64(19.76), np.float64(9.14), np.float64(11.42), np.float64(12.94), np.float64(12.76), np.float64(11.84), np.float64(12.18), np.float64(6.510204081632653), np.float64(10.48), np.float64(11.22), np.float64(11.76), np.float64(12.32), np.float64(12.72), np.float64(7.28), np.float64(9.98), np.float64(12.16), np.float64(12.58)]","[np.float64(92.2), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.2), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0)]"
