prob_transmission,day,patients,patient_C,patient_S,patient_isolated,patient_positive,patient_preinfection,hcws,hcw_C,goo,goo_C,beds,filled_beds,filled_sick_beds,empty_isolated_beds,daily_hcw_infections,cumulative_sick_patients,cumulative_sick_patients_by_HCW,cumulative_patients,move2isol,daily_discharges,daily_admissions,iteration
0.1,145,30.0,25.5,4.5,14.7,25.5,0.0,19.0,0.2,30.0,28.1,30.0,30.0,25.5,0.0,1.2,85.5,83.5,151.8,29.0,0.0,0.0,5.5
0.1,146,30.0,26.0,4.0,14.7,26.0,0.0,19.0,0.0,30.0,28.2,30.0,30.0,26.0,0.0,0.5,86.0,84.0,151.8,29.0,0.0,0.0,5.5
0.1,147,30.0,26.7,3.3,14.7,26.7,0.0,19.0,0.0,30.0,28.3,30.0,30.0,26.7,0.0,0.7,86.7,84.7,151.8,29.1,0.0,0.0,5.5
0.1,148,30.0,27.1,2.9,14.7,27.1,0.0,19.0,0.0,30.0,28.4,30.0,30.0,27.1,0.0,0.5,87.2,85.2,151.9,29.3,0.1,0.1,5.5
0.1,149,29.7,24.9,4.8,14.9,24.9,0.0,19.0,0.1,30.0,28.4,30.0,29.7,24.9,0.1,0.1,87.3,85.3,154.5,29.8,2.9,2.6,5.5
0.1,150,30.0,24.8,5.2,14.9,24.8,0.0,19.0,0.2,30.0,28.4,30.0,30.0,24.8,0.0,0.4,87.7,85.7,155.8,30.0,1.0,1.3,5.5
0.1,151,30.0,25.3,4.7,14.9,25.3,0.0,19.0,0.0,30.0,28.4,30.0,30.0,25.3,0.0,0.5,88.2,86.2,155.9,30.1,0.1,0.1,5.5
0.1,152,30.0,25.6,4.4,14.9,25.6,0.0,19.0,0.3,30.0,28.6,30.0,30.0,25.6,0.0,0.3,88.5,86.5,155.9,30.1,0.0,0.0,5.5
0.1,153,30.0,26.3,3.7,14.9,26.3,0.0,19.0,0.2,30.0,28.6,30.0,30.0,26.3,0.0,0.7,89.2,87.2,155.9,30.2,0.0,0.0,5.5
0.1,154,30.0,26.5,3.5,14.9,26.5,0.0,19.0,0.2,30.0,28.6,30.0,30.0,26.5,0.0,0.2,89.4,87.4,155.9,30.2,0.0,0.0,5.5
0.1,155,30.0,27.5,2.5,14.9,27.5,0.0,19.0,0.0,30.0,28.6,30.0,30.0,27.5,0.0,1.0,90.4,88.4,155.9,30.4,0.0,0.0,5.5
0.1,156,29.5,25.8,3.7,14.7,25.8,0.0,19.0,0.0,30.0,28.7,30.0,29.5,25.8,0.1,0.4,90.8,88.8,158.1,31.0,2.7,2.2,5.5
0.1,157,29.9,24.7,5.2,14.9,24.7,0.0,19.0,0.2,30.0,28.8,30.0,29.9,24.7,0.0,1.3,92.1,90.1,161.2,31.2,2.7,3.1,5.5
0.1,158,29.9,25.4,4.5,14.8,25.4,0.0,19.0,0.0,30.0,28.9,30.0,29.9,25.4,0.0,0.8,92.9,90.9,161.4,31.4,0.2,0.2,5.5
0.1,159,30.0,26.2,3.8,14.8,26.2,0.0,19.0,0.1,30.0,28.9,30.0,30.0,26.2,0.0,0.8,93.7,91.7,161.5,31.5,0.0,0.1,5.5
0.1,160,30.0,26.9,3.1,14.8,26.9,0.0,19.0,0.4,30.0,28.9,30.0,30.0,26.9,0.0,0.7,94.4,92.4,161.5,31.6,0.0,0.0,5.5
0.1,161,30.0,27.2,2.8,14.8,27.2,0.0,19.0,0.4,30.0,28.9,30.0,30.0,27.2,0.0,0.3,94.7,92.7,161.5,31.6,0.0,0.0,5.5
0.1,162,29.9,27.3,2.6,14.8,27.3,0.0,19.0,0.2,30.0,29.0,30.0,29.9,27.3,0.1,0.2,94.9,92.9,161.5,31.6,0.1,0.0,5.5
0.1,163,29.6,25.8,3.8,14.8,25.8,0.0,19.0,0.5,30.0,29.1,30.0,29.6,25.8,0.0,0.5,95.4,93.4,163.9,31.9,2.7,2.4,5.5
0.1,164,30.0,25.7,4.3,14.9,25.7,0.0,19.0,0.3,30.0,29.2,30.0,30.0,25.7,0.0,0.9,96.3,94.3,165.9,32.2,1.6,2.0,5.5
0.1,165,30.0,26.5,3.5,14.9,26.5,0.0,19.0,0.3,30.0,29.2,30.0,30.0,26.5,0.0,0.8,97.1,95.1,165.9,32.4,0.0,0.0,5.5
0.1,166,30.0,27.2,2.8,14.9,27.2,0.0,19.0,0.0,30.0,29.2,30.0,30.0,27.2,0.0,0.7,97.8,95.8,166.0,32.5,0.1,0.1,5.5
0.1,167,30.0,27.5,2.5,14.9,27.5,0.0,19.0,0.0,30.0,29.2,30.0,30.0,27.5,0.0,0.3,98.1,96.1,166.0,32.6,0.0,0.0,5.5
0.1,168,30.0,27.9,2.1,14.9,27.9,0.0,19.0,0.1,30.0,29.3,30.0,30.0,27.9,0.0,0.4,98.5,96.5,166.0,32.8,0.0,0.0,5.5
0.1,169,30.0,28.4,1.6,14.9,28.4,0.0,19.0,0.0,30.0,29.4,30.0,30.0,28.4,0.0,0.5,99.0,97.0,166.0,32.8,0.0,0.0,5.5
0.1,170,29.5,27.0,2.5,14.9,27.0,0.0,19.0,0.4,30.0,29.4,30.0,29.5,27.0,0.0,0.1,99.1,97.1,167.7,33.4,2.2,1.7,5.5
0.1,171,29.6,25.5,4.1,14.8,25.5,0.0,19.0,0.0,30.0,29.4,30.0,29.6,25.5,0.1,1.0,100.1,98.1,170.7,33.7,2.9,3.0,5.5
0.1,172,30.0,25.8,4.2,15.1,25.8,0.0,19.0,0.1,30.0,29.4,30.0,30.0,25.8,0.0,0.5,100.6,98.6,171.3,33.8,0.2,0.6,5.5
0.1,173,30.0,26.6,3.4,15.1,26.6,0.0,19.0,0.1,30.0,29.5,30.0,30.0,26.6,0.0,0.8,101.4,99.4,171.4,33.9,0.1,0.1,5.5
0.1,174,30.0,27.2,2.8,15.1,27.2,0.0,19.0,0.0,30.0,29.6,30.0,30.0,27.2,0.0,0.6,102.0,100.0,171.4,33.9,0.0,0.0,5.5
0.1,175,30.0,28.1,1.9,15.1,28.1,0.0,19.0,0.0,30.0,29.6,30.0,30.0,28.1,0.0,0.9,102.9,100.9,171.4,34.2,0.0,0.0,5.5
0.1,176,30.0,28.2,1.8,15.1,28.2,0.0,19.0,0.1,30.0,29.7,30.0,30.0,28.2,0.0,0.1,103.0,101.0,171.4,34.2,0.0,0.0,5.5
0.1,177,29.3,26.6,2.7,14.9,26.6,0.0,19.0,0.0,30.0,29.7,30.0,29.3,26.6,0.1,0.1,103.1,101.1,172.7,34.6,2.0,1.3,5.5
0.1,178,29.8,25.7,4.1,14.7,25.7,0.0,19.0,0.2,30.0,29.7,30.0,29.8,25.7,0.0,0.7,103.8,101.8,175.6,35.0,2.4,2.9,5.5
0.1,179,30.0,26.5,3.5,14.6,26.5,0.0,19.0,0.3,30.0,29.7,30.0,30.0,26.5,0.0,0.8,104.6,102.6,176.1,35.0,0.3,0.5,5.5
0.1,180,30.0,26.9,3.1,14.6,26.9,0.0,19.0,0.3,30.0,29.7,30.0,30.0,26.9,0.0,0.4,105.0,103.0,176.2,35.2,0.1,0.1,5.5
0.1,181,30.0,27.5,2.5,14.6,27.5,0.0,19.0,0.3,30.0,29.8,30.0,30.0,27.5,0.0,0.6,105.6,103.6,176.2,35.2,0.0,0.0,5.5
0.1,182,30.0,27.7,2.3,14.6,27.7,0.0,19.0,0.1,30.0,29.9,30.0,30.0,27.7,0.0,0.2,105.8,103.8,176.2,35.2,0.0,0.0,5.5
0.1,183,30.0,28.0,2.0,14.6,28.0,0.0,19.0,0.1,30.0,29.9,30.0,30.0,28.0,0.0,0.3,106.1,104.1,176.2,35.2,0.0,0.0,5.5
0.1,184,29.8,27.0,2.8,14.4,27.0,0.0,19.0,0.0,30.0,29.9,30.0,29.8,27.0,0.0,0.4,106.5,104.5,177.7,35.7,1.7,1.5,5.5
0.1,185,30.0,25.2,4.8,14.2,25.2,0.0,19.0,0.2,30.0,29.9,30.0,30.0,25.2,0.0,0.4,106.9,104.9,180.9,36.3,3.0,3.2,5.5
0.1,186,30.0,25.6,4.4,14.2,25.6,0.0,19.0,0.0,30.0,29.9,30.0,30.0,25.6,0.0,0.7,107.6,105.6,181.5,36.4,0.6,0.6,5.5
0.1,187,30.0,26.3,3.7,14.2,26.3,0.0,19.0,0.0,30.0,30.0,30.0,30.0,26.3,0.0,0.7,108.3,106.3,181.6,36.4,0.1,0.1,5.5
0.1,188,30.0,27.1,2.9,14.2,27.1,0.0,19.0,0.0,30.0,30.0,30.0,30.0,27.1,0.0,0.8,109.1,107.1,181.6,36.4,0.0,0.0,5.5
0.1,189,30.0,27.8,2.2,14.2,27.8,0.0,19.0,0.3,30.0,30.0,30.0,30.0,27.8,0.0,0.7,109.8,107.8,181.6,36.5,0.0,0.0,5.5
0.1,190,30.0,28.4,1.6,14.2,28.4,0.0,19.0,0.1,30.0,30.0,30.0,30.0,28.4,0.0,0.6,110.4,108.4,181.6,36.5,0.0,0.0,5.5
0.1,191,29.8,28.0,1.8,14.3,28.0,0.0,19.0,0.1,30.0,30.0,30.0,29.8,28.0,0.0,0.6,111.0,109.0,182.9,36.8,1.5,1.3,5.5
0.1,192,29.8,26.3,3.5,14.1,26.3,0.0,19.0,0.0,30.0,30.0,30.0,29.8,26.3,0.2,0.4,111.4,109.4,185.3,37.1,2.4,2.4,5.5
0.1,193,30.0,26.6,3.4,14.3,26.6,0.0,19.0,0.2,30.0,30.0,30.0,30.0,26.6,0.0,0.5,111.9,109.9,185.8,37.5,0.3,0.5,5.5
0.1,194,30.0,27.2,2.8,14.3,27.2,0.0,19.0,0.1,30.0,30.0,30.0,30.0,27.2,0.0,0.6,112.5,110.5,185.8,37.6,0.0,0.0,5.5
0.1,195,30.0,27.9,2.1,14.3,27.9,0.0,19.0,0.2,30.0,30.0,30.0,30.0,27.9,0.0,0.7,113.2,111.2,185.8,37.6,0.0,0.0,5.5
0.1,196,30.0,28.2,1.8,14.3,28.2,0.0,19.0,0.2,30.0,30.0,30.0,30.0,28.2,0.0,0.3,113.5,111.5,185.8,37.6,0.0,0.0,5.5
0.1,197,30.0,28.7,1.3,14.3,28.7,0.0,19.0,0.3,30.0,30.0,30.0,30.0,28.7,0.0,0.5,114.0,112.0,185.8,37.6,0.0,0.0,5.5
0.1,198,29.6,28.0,1.6,14.3,28.0,0.0,19.0,0.0,30.0,30.0,30.0,29.6,28.0,0.1,0.3,114.3,112.3,186.6,37.7,1.2,0.8,5.5
0.1,199,29.8,25.5,4.3,14.3,25.5,0.0,19.0,0.0,30.0,30.0,30.0,29.8,25.5,0.0,0.4,114.7,112.7,190.5,38.7,3.7,3.9,5.5
0.1,200,30.0,25.9,4.1,14.3,25.9,0.0,19.0,0.2,30.0,30.0,30.0,30.0,25.9,0.0,0.9,115.6,113.6,191.2,38.9,0.5,0.7,5.5
0.1,201,30.0,26.4,3.6,14.4,26.4,0.0,19.0,0.1,30.0,30.0,30.0,30.0,26.4,0.0,0.6,116.2,114.2,191.3,38.9,0.1,0.1,5.5
0.1,202,30.0,27.2,2.8,14.4,27.1,0.0,19.0,0.4,30.0,30.0,30.0,30.0,27.1,0.0,0.8,117.0,115.0,191.3,39.0,0.0,0.0,5.5
0.1,203,30.0,27.5,2.5,14.4,27.5,0.0,19.0,0.3,30.0,30.0,30.0,30.0,27.5,0.0,0.3,117.3,115.3,191.3,39.1,0.0,0.0,5.5
0.1,204,30.0,27.9,2.1,14.4,27.9,0.0,19.0,0.2,30.0,30.0,30.0,30.0,27.9,0.0,0.4,117.7,115.7,191.3,39.2,0.0,0.0,5.5
0.1,205,29.9,27.3,2.6,14.4,27.3,0.0,19.0,0.2,30.0,30.0,30.0,29.9,27.3,0.0,0.5,118.2,116.2,192.6,39.2,1.4,1.3,5.5
0.1,206,30.0,26.2,3.8,14.4,26.2,0.0,19.0,0.4,30.0,30.0,30.0,30.0,26.2,0.0,0.5,118.7,116.7,195.3,39.4,2.6,2.7,5.5
0.1,207,30.0,26.5,3.5,14.2,26.4,0.0,19.0,0.1,30.0,30.0,30.0,30.0,26.4,0.0,0.8,119.5,117.5,196.0,39.6,0.7,0.7,5.5
0.1,208,30.0,27.2,2.8,14.2,27.2,0.0,19.0,0.2,30.0,30.0,30.0,30.0,27.2,0.0,0.7,120.2,118.2,196.0,39.8,0.0,0.0,5.5
0.1,209,30.0,27.6,2.4,14.2,27.6,0.0,19.0,0.2,30.0,30.0,30.0,30.0,27.6,0.0,0.4,120.6,118.6,196.0,39.8,0.0,0.0,5.5
0.1,210,30.0,28.2,1.8,14.2,28.2,0.0,19.0,0.1,30.0,30.0,30.0,30.0,28.2,0.0,0.6,121.2,119.2,196.0,39.9,0.0,0.0,5.5
0.1,211,30.0,28.3,1.7,14.2,28.3,0.0,19.0,0.4,30.0,30.0,30.0,30.0,28.3,0.0,0.1,121.3,119.3,196.0,39.9,0.0,0.0,5.5
0.1,212,29.5,28.1,1.4,14.1,28.1,0.0,19.0,0.2,30.0,30.0,30.0,29.5,28.1,0.0,0.3,121.6,119.6,196.5,40.1,1.0,0.5,5.5
0.1,213,29.1,25.5,3.6,13.9,25.5,0.0,19.0,0.0,30.0,30.0,30.0,29.1,25.5,0.1,0.3,121.9,119.9,199.8,40.8,3.7,3.3,5.5
0.1,214,29.9,26.2,3.7,14.0,26.2,0.0,19.0,0.4,30.0,30.0,30.0,29.9,26.2,0.0,1.2,123.1,121.1,201.1,40.9,0.5,1.3,5.5
0.1,215,30.0,26.2,3.8,14.0,26.2,0.0,19.0,0.0,30.0,30.0,30.0,30.0,26.2,0.0,0.1,123.2,121.2,201.3,40.9,0.1,0.2,5.5
0.1,216,30.0,26.8,3.2,14.0,26.8,0.0,19.0,0.3,30.0,30.0,30.0,30.0,26.8,0.0,0.6,123.8,121.8,201.3,41.0,0.0,0.0,5.5
0.1,217,30.0,27.6,2.4,14.0,27.6,0.0,19.0,0.1,30.0,30.0,30.0,30.0,27.6,0.0,0.8,124.6,122.6,201.3,41.0,0.0,0.0,5.5
0.1,218,30.0,28.5,1.5,14.0,28.5,0.0,19.0,0.2,30.0,30.0,30.0,30.0,28.5,0.0,0.9,125.5,123.5,201.3,41.1,0.0,0.0,5.5
0.1,219,29.6,28.0,1.6,14.0,28.0,0.0,19.0,0.1,30.0,30.0,30.0,29.6,28.0,0.0,0.3,125.8,123.8,201.9,41.3,1.0,0.6,5.5
0.1,220,29.6,26.6,3.0,14.0,26.6,0.0,19.0,0.1,30.0,2.7,30.0,29.6,26.6,0.0,0.5,126.3,124.3,204.3,41.8,2.4,2.4,5.5
0.1,221,29.9,25.9,4.0,14.1,25.9,0.0,19.0,0.0,30.0,3.4,30.0,29.9,25.9,0.0,0.0,126.3,124.3,205.7,42.0,1.1,1.4,5.5
0.1,222,30.0,25.9,4.1,14.1,25.9,0.0,19.0,0.0,30.0,4.5,30.0,30.0,25.9,0.0,0.0,126.3,124.3,205.8,42.0,0.0,0.1,5.5
0.1,223,30.0,26.0,4.0,14.1,26.0,0.0,19.0,0.0,30.0,5.1,30.0,30.0,26.0,0.0,0.1,126.4,124.4,205.8,42.0,0.0,0.0,5.5
0.1,224,30.0,26.2,3.8,14.1,26.2,0.0,19.0,0.1,30.0,6.0,30.0,30.0,26.2,0.0,0.2,126.6,124.6,205.8,42.0,0.0,0.0,5.5
0.1,225,30.0,26.2,3.8,14.1,26.2,0.0,19.0,0.0,30.0,6.8,30.0,30.0,26.2,0.0,0.0,126.6,124.6,205.8,42.0,0.0,0.0,5.5
0.1,226,29.8,26.1,3.7,14.1,26.1,0.0,19.0,0.0,30.0,7.8,30.0,29.8,26.1,0.1,0.2,126.8,124.8,206.2,42.1,0.6,0.4,5.5
0.1,227,29.1,23.3,5.8,14.4,23.3,0.0,19.0,0.0,30.0,8.3,30.0,29.1,23.3,0.2,0.0,126.8,124.8,210.2,42.5,4.7,4.0,5.5
0.1,228,29.8,22.8,7.0,14.4,22.8,0.0,19.0,0.1,30.0,9.1,30.0,29.8,22.8,0.1,0.4,127.2,125.2,213.0,42.6,2.1,2.8,5.5
0.1,229,30.0,23.1,6.9,14.5,23.1,0.0,19.0,0.0,30.0,9.8,30.0,30.0,23.1,0.0,0.5,127.7,125.7,213.5,42.6,0.3,0.5,5.5
0.1,230,30.0,23.4,6.6,14.5,23.4,0.0,19.0,0.2,30.0,10.5,30.0,30.0,23.4,0.0,0.3,128.0,126.0,213.5,42.8,0.0,0.0,5.5
0.1,231,30.0,23.8,6.2,14.5,23.8,0.0,19.0,0.1,30.0,11.6,30.0,30.0,23.8,0.0,0.4,128.4,126.4,213.5,43.0,0.0,0.0,5.5
0.1,232,30.0,23.8,6.2,14.5,23.8,0.0,19.0,0.0,30.0,12.7,30.0,30.0,23.8,0.0,0.0,128.4,126.4,213.5,43.1,0.0,0.0,5.5
0.1,233,29.9,24.0,5.9,14.4,24.0,0.0,19.0,0.1,30.0,13.9,30.0,29.9,24.0,0.1,0.5,128.9,126.9,214.0,43.3,0.6,0.5,5.5
0.1,234,29.5,24.1,5.4,14.6,24.1,0.0,19.0,0.1,30.0,15.3,30.0,29.5,24.1,0.1,0.6,129.5,127.5,216.8,43.4,3.2,2.8,5.5
0.1,235,30.0,24.0,6.0,14.4,24.0,0.0,19.0,0.0,30.0,16.3,30.0,30.0,24.0,0.0,0.1,129.6,127.6,219.4,43.4,2.1,2.6,5.5
0.1,236,29.9,24.4,5.5,14.4,24.4,0.0,19.0,0.0,30.0,16.7,30.0,29.9,24.4,0.0,0.4,130.0,128.0,219.6,43.6,0.3,0.2,5.5
0.1,237,30.0,24.4,5.6,14.4,24.4,0.0,19.0,0.3,30.0,17.3,30.0,30.0,24.4,0.0,0.0,130.0,128.0,219.7,43.7,0.0,0.1,5.5
0.1,238,30.0,24.7,5.3,14.4,24.7,0.0,19.0,0.0,30.0,18.0,30.0,30.0,24.7,0.0,0.3,130.3,128.3,219.7,43.7,0.0,0.0,5.5
0.1,239,30.0,24.9,5.1,14.4,24.9,0.0,19.0,0.3,30.0,18.5,30.0,30.0,24.9,0.0,0.2,130.5,128.5,219.7,43.7,0.0,0.0,5.5
0.1,240,30.0,25.2,4.8,14.5,25.2,0.0,19.0,0.0,30.0,19.5,30.0,30.0,25.2,0.0,0.4,130.9,128.9,220.1,43.7,0.4,0.4,5.5
0.1,241,29.3,25.9,3.4,14.2,25.9,1.9,19.0,0.1,30.0,20.3,30.0,29.3,25.9,0.0,0.1,132.9,129.0,222.9,43.8,3.5,2.8,5.5
0.1,242,30.0,25.5,4.5,14.2,25.5,2.0,19.0,0.2,30.0,20.5,30.0,30.0,25.5,0.0,0.4,133.4,129.4,226.3,43.9,2.7,3.4,5.5
0.1,243,30.0,25.7,4.3,14.2,25.7,2.0,19.0,0.1,30.0,21.1,30.0,30.0,25.7,0.0,0.4,133.8,129.8,226.6,43.9,0.3,0.3,5.5
0.1,244,30.0,26.2,3.8,14.2,26.2,2.0,19.0,0.0,30.0,21.8,30.0,30.0,26.2,0.0,0.5,134.3,130.3,226.6,44.1,0.0,0.0,5.5
0.1,245,30.0,26.6,3.4,14.2,26.6,2.0,19.0,0.0,30.0,22.0,30.0,30.0,26.6,0.0,0.4,134.7,130.7,226.6,44.2,0.0,0.0,5.5
0.1,246,30.0,26.7,3.3,14.2,26.7,2.0,19.0,0.3,30.0,22.3,30.0,30.0,26.7,0.0,0.1,134.8,130.8,226.6,44.2,0.0,0.0,5.5
0.1,247,29.7,26.7,3.0,14.1,26.7,2.0,19.0,0.3,30.0,22.8,30.0,29.7,26.7,0.0,0.2,135.0,131.0,226.8,44.3,0.5,0.2,5.5
0.1,248,29.7,24.4,5.3,14.3,24.4,0.1,19.0,0.2,30.0,23.3,30.0,29.7,24.4,0.0,0.2,135.2,131.2,230.0,44.3,3.2,3.2,5.5
0.1,249,30.0,23.9,6.1,14.4,23.9,0.0,19.0,0.3,30.0,23.5,30.0,30.0,23.9,0.0,0.4,135.6,131.6,232.9,44.5,2.6,2.9,5.5
0.1,250,29.9,24.3,5.6,14.3,24.3,0.0,19.0,0.1,30.0,24.1,30.0,29.9,24.3,0.0,0.5,136.1,132.1,233.2,44.5,0.4,0.3,5.5
0.1,251,30.0,25.0,5.0,14.3,25.0,0.0,19.0,0.0,30.0,24.4,30.0,30.0,25.0,0.0,0.8,136.9,132.9,233.4,44.5,0.1,0.2,5.5
0.1,252,30.0,25.5,4.5,14.3,25.5,0.0,19.0,0.2,30.0,24.8,30.0,30.0,25.5,0.0,0.5,137.4,133.4,233.4,44.8,0.0,0.0,5.5
0.1,253,30.0,26.0,4.0,14.3,26.0,0.0,19.0,0.0,30.0,25.1,30.0,30.0,26.0,0.0,0.5,137.9,133.9,233.4,44.8,0.0,0.0,5.5
0.1,254,29.9,26.0,3.9,14.3,26.0,0.0,19.0,0.2,30.0,25.2,30.0,29.9,26.0,0.1,0.1,138.0,134.0,233.4,44.8,0.1,0.0,5.5
0.1,255,29.8,26.2,3.6,14.1,26.2,0.0,19.0,0.2,30.0,25.2,30.0,29.8,26.2,0.0,0.4,138.4,134.4,234.8,45.0,1.5,1.4,5.5
0.1,256,29.8,24.9,4.9,14.5,24.9,0.0,19.0,0.3,30.0,25.5,30.0,29.8,24.9,0.0,0.3,138.7,134.7,238.3,45.1,3.5,3.5,5.5
0.1,257,29.9,25.3,4.6,14.4,25.3,0.0,19.0,0.1,30.0,25.8,30.0,29.9,25.3,0.0,0.4,139.1,135.1,238.7,45.1,0.3,0.4,5.5
0.1,258,30.0,26.1,3.9,14.4,26.1,0.0,19.0,0.0,30.0,25.9,30.0,30.0,26.1,0.0,0.8,139.9,135.9,238.8,45.2,0.0,0.1,5.5
0.1,259,30.0,27.2,2.8,14.4,27.2,0.0,19.0,0.0,30.0,26.3,30.0,30.0,27.2,0.0,1.1,141.0,137.0,238.8,45.2,0.0,0.0,5.5
0.1,260,30.0,27.3,2.7,14.4,27.3,0.0,19.0,0.0,30.0,26.4,30.0,30.0,27.3,0.0,0.1,141.1,137.1,238.8,45.2,0.0,0.0,5.5
0.1,261,29.9,27.4,2.5,14.4,27.4,0.0,19.0,0.1,30.0,26.4,30.0,29.9,27.4,0.0,0.3,141.4,137.4,238.9,45.3,0.2,0.1,5.5
0.1,262,29.3,25.6,3.7,14.1,25.6,0.0,19.0,0.2,30.0,27.0,30.0,29.3,25.6,0.1,0.1,141.5,137.5,240.9,45.6,2.6,2.0,5.5
0.1,263,30.0,25.5,4.5,14.3,25.5,0.0,19.0,0.1,30.0,27.0,30.0,30.0,25.5,0.0,0.9,142.4,138.4,243.9,45.9,2.3,3.0,5.5
0.1,264,30.0,26.0,4.0,14.3,26.0,0.0,19.0,0.2,30.0,27.2,30.0,30.0,26.0,0.0,0.5,142.9,138.9,244.1,46.0,0.2,0.2,5.5
0.1,265,30.0,26.6,3.4,14.3,26.6,0.0,19.0,0.1,30.0,27.5,30.0,30.0,26.6,0.0,0.8,143.7,139.7,244.4,46.2,0.3,0.3,5.5
0.1,266,30.0,27.3,2.7,14.3,27.3,0.0,19.0,0.2,30.0,27.5,30.0,30.0,27.3,0.0,0.7,144.4,140.4,244.4,46.2,0.0,0.0,5.5
0.1,267,30.0,27.5,2.5,14.3,27.5,0.0,19.0,0.2,30.0,27.7,30.0,30.0,27.5,0.0,0.2,144.6,140.6,244.4,46.2,0.0,0.0,5.5
0.1,268,30.0,27.8,2.2,14.3,27.8,0.0,19.0,0.3,30.0,27.7,30.0,30.0,27.8,0.0,0.3,144.9,140.9,244.4,46.3,0.0,0.0,5.5
0.1,269,29.7,27.4,2.3,14.2,27.4,0.0,19.0,0.1,30.0,27.9,30.0,29.7,27.4,0.0,0.3,145.2,141.2,245.4,46.5,1.3,1.0,5.5
0.1,270,29.8,25.9,3.9,13.8,25.9,0.0,19.0,0.0,30.0,28.0,30.0,29.8,25.9,0.2,0.7,145.9,141.9,248.6,47.0,3.1,3.2,5.5
0.1,271,29.9,26.3,3.6,14.1,26.3,0.0,19.0,0.1,30.0,28.1,30.0,29.9,26.3,0.0,0.6,146.5,142.5,249.0,47.1,0.3,0.4,5.5
0.1,272,30.0,26.7,3.3,14.1,26.7,0.0,19.0,0.3,30.0,28.1,30.0,30.0,26.7,0.0,0.4,146.9,142.9,249.1,47.1,0.0,0.1,5.5
0.1,273,30.0,27.7,2.3,14.1,27.7,0.0,19.0,0.1,30.0,28.2,30.0,30.0,27.7,0.0,1.0,147.9,143.9,249.1,47.2,0.0,0.0,5.5
0.1,274,30.0,28.0,2.0,14.1,28.0,0.0,19.0,0.1,30.0,28.4,30.0,30.0,28.0,0.0,0.3,148.2,144.2,249.1,47.3,0.0,0.0,5.5
0.1,275,30.0,28.3,1.7,14.1,28.3,0.0,19.0,0.2,30.0,28.4,30.0,30.0,28.3,0.0,0.4,148.6,144.6,249.2,47.4,0.1,0.1,5.5
0.1,276,29.9,27.3,2.6,14.2,27.3,0.0,19.0,0.2,30.0,28.5,30.0,29.9,27.3,0.0,0.4,149.0,145.0,250.8,47.7,1.7,1.6,5.5
0.1,277,29.7,25.4,4.3,14.1,25.4,0.0,19.0,0.1,30.0,28.5,30.0,29.7,25.4,0.0,0.2,149.2,145.2,253.6,47.9,3.0,2.8,5.5
0.1,278,30.0,26.2,3.8,14.1,26.2,0.0,19.0,0.3,30.0,28.5,30.0,30.0,26.2,0.0,0.9,150.1,146.1,254.0,48.0,0.1,0.4,5.5
0.1,279,30.0,26.3,3.7,14.2,26.3,0.0,19.0,0.3,30.0,28.5,30.0,30.0,26.3,0.0,0.4,150.5,146.5,254.3,48.1,0.3,0.3,5.5
0.1,280,30.0,27.0,3.0,14.2,27.0,0.0,19.0,0.4,30.0,28.5,30.0,30.0,27.0,0.0,0.7,151.2,147.2,254.3,48.3,0.0,0.0,5.5
0.1,281,30.0,27.3,2.7,14.2,27.3,0.0,19.0,0.3,30.0,28.7,30.0,30.0,27.3,0.0,0.3,151.5,147.5,254.3,48.3,0.0,0.0,5.5
0.1,282,29.9,27.9,2.0,14.2,27.9,0.0,19.0,0.0,30.0,28.7,30.0,29.9,27.9,0.0,0.6,152.1,148.1,254.3,48.3,0.1,0.0,5.5
0.1,283,29.8,27.6,2.2,14.2,27.6,0.0,19.0,0.4,30.0,28.8,30.0,29.8,27.6,0.0,0.4,152.5,148.5,255.2,48.4,1.0,0.9,5.5
0.1,284,29.6,25.6,4.0,14.2,25.6,0.0,19.0,0.1,30.0,28.8,30.0,29.6,25.6,0.0,0.3,152.8,148.8,258.5,49.1,3.5,3.3,5.5
0.1,285,30.0,25.9,4.1,13.9,25.9,0.0,19.0,0.3,30.0,28.8,30.0,30.0,25.9,0.0,0.7,153.5,149.5,259.3,49.4,0.4,0.8,5.5
0.1,286,30.0,26.5,3.5,14.0,26.5,0.0,19.0,0.0,30.0,28.8,30.0,30.0,26.5,0.0,0.7,154.2,150.2,259.5,49.4,0.2,0.2,5.5
0.1,287,30.0,26.8,3.2,14.0,26.8,0.0,19.0,0.5,30.0,28.9,30.0,30.0,26.8,0.0,0.3,154.5,150.5,259.5,49.4,0.0,0.0,5.5
0.1,288,30.0,27.6,2.4,14.0,27.6,0.0,19.0,0.3,30.0,28.9,30.0,30.0,27.6,0.0,0.8,155.3,151.3,259.5,49.4,0.0,0.0,5.5
0.1,289,30.0,27.9,2.1,14.0,27.9,0.0,19.0,0.1,30.0,29.0,30.0,30.0,27.9,0.0,0.3,155.6,151.6,259.5,49.4,0.0,0.0,5.5
0.1,290,29.7,27.2,2.5,14.1,27.2,0.0,19.0,0.3,30.0,29.0,30.0,29.7,27.2,0.0,0.6,156.2,152.2,260.7,49.7,1.5,1.2,5.5
0.1,291,29.7,26.1,3.6,14.0,26.1,0.0,19.0,0.2,30.0,29.0,30.0,29.7,26.1,0.0,0.5,156.7,152.7,263.2,50.0,2.5,2.5,5.5
