beta,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.3,"[47.84, 50.86, 55.38, 56.12, 54.52, 56.04, 55.78, 50.76, 54.18, 56.44, 55.02, 55.68, 55.48, 50.32, 56.1, 56.14, 54.8, 55.92, 55.66]","[5.852725860656726, 4.400045454310671, 2.8347133893923027, 3.1409552687040927, 3.0934770081576493, 3.4290523472236467, 3.145091413615828, 4.264082550795657, 3.247706883325526, 3.1632894271628076, 2.989916386790774, 3.177672103915065, 3.2572380938457663, 5.193996534461686, 3.790778284204973, 3.504340166136844, 3.1496031496047245, 3.393169609671759, 3.185027472408991]",50,"[58.0, 60.0, 61.0, 61.0, 61.0, 65.0, 63.0, 59.0, 63.0, 62.0, 61.0, 62.0, 64.0, 62.0, 62.0, 62.0, 62.0, 64.0, 63.0]","[49.0, 51.0, 55.5, 57.0, 54.0, 56.0, 55.0, 51.0, 54.0, 57.0, 55.5, 56.0, 56.0, 50.5, 57.0, 56.0, 55.0, 56.0, 56.0]","[47.84, 50.86, 55.38, 56.12, 54.52, 56.04, 55.78, 50.76, 54.18, 56.44, 55.02, 55.68, 55.48, 50.32, 56.1, 56.14, 54.8, 55.92, 55.66]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.5,"[24.88, 20.48, 29.7, 39.78, 42.04, 44.16, 45.26, 27.98, 34.86, 43.5, 44.38, 43.96, 45.68, 29.98, 37.72, 44.16, 44.5, 45.46, 44.74]","[4.479464253680344, 7.214540872432561, 10.237675517420934, 8.82108836822305, 4.507593593038307, 4.00679422980517, 3.973965274131117, 6.6737995175162395, 8.268034833018062, 6.00416522091123, 4.024375727985645, 3.6053293885579993, 4.925200503532825, 5.353466166886646, 5.49559823859059, 4.3190739748237705, 4.1, 4.090036674652196, 4.466810942943522]",50,"[35.0, 38.0, 46.0, 51.0, 51.0, 53.0, 57.0, 41.0, 46.0, 54.0, 53.0, 50.0, 58.0, 41.0, 51.0, 57.0, 53.0, 54.0, 54.0]","[24.5, 21.0, 29.5, 42.0, 42.0, 44.5, 45.0, 28.5, 37.0, 44.0, 44.5, 44.0, 45.0, 29.5, 37.5, 43.5, 44.0, 45.5, 45.0]","[24.88, 20.48, 29.7, 39.78, 42.04, 44.16, 45.26, 27.98, 34.86, 43.5, 44.38, 43.96, 45.68, 29.98, 37.72, 44.16, 44.5, 45.46, 44.74]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.7,"[14.18, 7.8, 6.1, 9.8, 13.28, 16.88, 20.98, 10.5, 9.28, 13.68, 18.7, 22.02, 24.54, 11.24, 8.94, 13.18, 17.8, 21.7, 24.32]","[2.754559855947951, 2.973213749463701, 4.984977432245807, 6.752777206453654, 8.858984140407975, 9.647051362981331, 10.791644916322998, 6.438167441127949, 6.17426918752333, 8.512203005098034, 10.07819428270759, 11.143590085784743, 11.470326935183667, 5.1558122541458005, 5.714577849675337, 7.809455806904858, 10.061808982484212, 10.42544963059148, 11.282623808316929]",50,"[22.0, 15.0, 21.0, 28.0, 32.0, 35.0, 39.0, 23.0, 22.0, 29.0, 36.0, 39.0, 43.0, 23.0, 20.0, 33.0, 38.0, 44.0, 40.0]","[14.0, 7.5, 6.0, 10.0, 13.5, 16.0, 23.0, 11.0, 9.5, 14.5, 20.0, 26.5, 28.5, 11.0, 9.0, 13.0, 19.0, 24.0, 28.0]","[14.18, 7.8, 7.439024390243903, 11.395348837209303, 14.755555555555556, 18.755555555555556, 23.31111111111111, 11.666666666666666, 10.311111111111112, 15.545454545454545, 19.893617021276597, 23.425531914893618, 26.106382978723403, 11.957446808510639, 10.159090909090908, 14.977272727272727, 19.77777777777778, 24.11111111111111, 27.022222222222222]","[0.0, 0.0, 18.0, 14.000000000000002, 10.0, 10.0, 10.0, 10.0, 10.0, 12.0, 6.0, 6.0, 6.0, 6.0, 12.0, 12.0, 10.0, 10.0, 10.0]"
0.9,"[8.06, 3.62, 1.4, 2.12, 2.34, 2.64, 3.44, 1.46, 0.68, 1.08, 1.34, 1.52, 2.28, 0.9, 0.24, 0.36, 0.68, 0.8, 0.76]","[2.4200000000000004, 2.008880285133985, 1.5620499351813304, 2.2148589119851403, 2.2236006835760773, 2.3979991659714988, 3.060457482142172, 1.722904524342542, 1.5157836257197135, 1.6351146748775756, 2.337605612587376, 2.385288242540092, 3.6717298375561342, 1.7000000000000004, 0.649923072370877, 0.8187795796183489, 1.605490579231159, 2.107130750570548, 1.581897594662815]",50,"[14.0, 9.0, 5.0, 10.0, 8.0, 8.0, 10.0, 6.0, 9.0, 6.0, 11.0, 9.0, 16.0, 7.0, 3.0, 3.0, 7.0, 11.0, 6.0]","[8.0, 3.0, 1.0, 2.0, 2.0, 2.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[8.06, 3.62, 2.2580645161290325, 3.3125, 3.342857142857143, 3.6666666666666665, 4.3, 2.3548387096774195, 2.4285714285714284, 2.8421052631578947, 3.526315789473684, 3.619047619047619, 5.181818181818182, 2.6470588235294117, 1.7142857142857142, 2.0, 3.4, 3.6363636363636362, 3.4545454545454546]","[0.0, 0.0, 38.0, 36.0, 30.0, 28.000000000000004, 20.0, 38.0, 72.0, 62.0, 62.0, 57.99999999999999, 56.00000000000001, 66.0, 86.0, 82.0, 80.0, 78.0, 78.0]"
0.93,"[7.1, 2.78, 0.82, 1.1, 1.56, 1.82, 2.1, 0.9, 0.34, 0.46, 0.44, 0.38, 0.56, 0.3, 0.04, 0.02, 0.1, 0.16, 0.12]","[1.982422760159901, 1.3607350954539243, 1.125877435603006, 1.1704699910719625, 1.6989408465276241, 1.8728587773775143, 1.9000000000000004, 1.2206555615733707, 0.7102112361825885, 1.0622617379911594, 0.897997772825746, 0.845931439302264, 1.0423051376636308, 0.7280109889280517, 0.19595917942265434, 0.13999999999999985, 0.4582575694955838, 0.6437390775772437, 0.5878775382679619]",50,"[10.0, 5.0, 4.0, 4.0, 8.0, 7.0, 6.0, 4.0, 3.0, 5.0, 4.0, 3.0, 4.0, 3.0, 1.0, 1.0, 3.0, 4.0, 4.0]","[7.0, 3.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.1, 2.9574468085106385, 1.9523809523809523, 1.896551724137931, 2.4375, 2.676470588235294, 3.1818181818181817, 1.875, 1.5454545454545454, 2.090909090909091, 1.8333333333333333, 1.9, 2.1538461538461537, 1.875, 1.0, 1.0, 1.6666666666666667, 2.0, 2.0]","[0.0, 6.0, 57.99999999999999, 42.0, 36.0, 32.0, 34.0, 52.0, 78.0, 78.0, 76.0, 80.0, 74.0, 84.0, 96.0, 98.0, 94.0, 92.0, 94.0]"
0.95,"[6.32, 2.74, 0.96, 0.9, 1.24, 1.34, 1.78, 0.7, 0.44, 0.44, 0.52, 0.56, 0.56, 0.24, 0.06, 0.1, 0.1, 0.12, 0.14]","[1.848675201326615, 1.6710475756243446, 1.6847551750922152, 1.4317821063276353, 1.3646977687385584, 1.8720042734993956, 2.3688815926508444, 1.1, 1.042305137663631, 0.9414881836751856, 1.024499877989256, 1.23547561691844, 1.0983624174196784, 0.5122499389946283, 0.23748684174075843, 0.4582575694955839, 0.41231056256176585, 0.38157568056677843, 0.49030602688525093]",50,"[11.0, 7.0, 10.0, 7.0, 5.0, 10.0, 10.0, 5.0, 4.0, 4.0, 4.0, 6.0, 4.0, 2.0, 1.0, 3.0, 2.0, 2.0, 3.0]","[6.0, 3.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.32, 3.0444444444444443, 2.4, 1.9565217391304348, 2.1379310344827585, 2.392857142857143, 2.870967741935484, 1.8421052631578947, 2.2, 2.0, 2.0, 2.1538461538461537, 2.0, 1.2, 1.0, 1.6666666666666667, 1.6666666666666667, 1.2, 1.4]","[0.0, 10.0, 60.0, 54.0, 42.0, 44.0, 38.0, 62.0, 80.0, 78.0, 74.0, 74.0, 72.0, 80.0, 94.0, 94.0, 94.0, 90.0, 90.0]"
0.98,"[5.6, 2.14, 0.54, 1.12, 1.22, 1.12, 1.12, 0.28, 0.1, 0.18, 0.32, 0.26, 0.24, 0.12, 0.08, 0.1, 0.1, 0.16, 0.1]","[2.172556098240044, 1.2167168939404103, 0.9635351576356725, 1.3804347141389917, 1.404136745477448, 1.4372195378577344, 1.632666530556684, 0.5670978751503131, 0.3, 0.5546169849544824, 0.7858753081755401, 0.6264183905346329, 0.6499230723708769, 0.3249615361854386, 0.3370459909270545, 0.41231056256176585, 0.45825756949558394, 0.6437390775772432, 0.41231056256176596]",50,"[11.0, 5.0, 5.0, 6.0, 5.0, 8.0, 8.0, 3.0, 1.0, 3.0, 4.0, 3.0, 3.0, 1.0, 2.0, 2.0, 3.0, 4.0, 2.0]","[5.0, 2.0, 0.0, 1.0, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.714285714285714, 2.276595744680851, 1.588235294117647, 2.0, 2.3461538461538463, 1.8666666666666667, 2.24, 1.1666666666666667, 1.0, 1.5, 1.6, 1.4444444444444444, 1.7142857142857142, 1.0, 1.3333333333333333, 1.6666666666666667, 1.6666666666666667, 2.0, 1.6666666666666667]","[2.0, 6.0, 66.0, 44.0, 48.0, 40.0, 50.0, 76.0, 90.0, 88.0, 80.0, 82.0, 86.0, 88.0, 94.0, 94.0, 94.0, 92.0, 94.0]"
1.0,"[4.16, 1.96, 0.58, 0.7, 0.84, 0.84, 0.88, 0.34, 0.14, 0.08, 0.16, 0.06, 0.12, 0.02, 0.0, 0.02, 0.0, 0.02, 0.02]","[1.5793669617919708, 1.4416657032752078, 0.9184770002564028, 1.0049875621120894, 1.0461357464497612, 1.3320660644277367, 1.1771151175649728, 0.5517245689653488, 0.40049968789001567, 0.27129319932501084, 0.5043808085167397, 0.2374868417407584, 0.3815756805667783, 0.13999999999999993, 0.0, 0.13999999999999993, 0.0, 0.13999999999999993, 0.13999999999999993]",50,"[9.0, 7.0, 4.0, 4.0, 4.0, 7.0, 5.0, 2.0, 2.0, 1.0, 3.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[4.0, 2.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.16, 2.227272727272727, 1.5263157894736843, 1.5909090909090908, 1.68, 2.1, 1.8333333333333333, 1.1333333333333333, 1.1666666666666667, 1.0, 1.3333333333333333, 1.0, 1.2, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[0.0, 12.0, 62.0, 56.00000000000001, 50.0, 60.0, 52.0, 70.0, 88.0, 92.0, 88.0, 94.0, 90.0, 98.0, 100.0, 98.0, 100.0, 98.0, 98.0]"
