beta,handwash,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.02,0.9,"[2.4, 0.66, 0.18, 0.28, 0.22, 0.26, 0.24, 0.14, 0.08, 0.06, 0.02, 0.06, 0.06, 0.0, 0.0, 0.0, 0.02, 0.02, 0.0]","[1.4560219778561034, 0.8392854103342916, 0.4331281565541546, 0.567097875150313, 0.609590026165127, 0.5219195340279956, 0.5122499389946281, 0.4004996878900156, 0.43999999999999984, 0.3104834939252003, 0.13999999999999993, 0.23748684174075835, 0.31048349392520036, 0.0, 0.0, 0.0, 0.13999999999999996, 0.13999999999999987, 0.0]",50,"[6.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.608695652173913, 1.375, 1.125, 1.2727272727272727, 1.5714285714285714, 1.1818181818181819, 1.2, 1.1666666666666667, 2.0, 1.5, 1.0, 1.0, 1.5, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[8.0, 52.0, 84.0, 78.0, 86.0, 78.0, 80.0, 88.0, 96.0, 96.0, 98.0, 94.0, 96.0, 100.0, 100.0, 100.0, 98.0, 98.0, 100.0]"
0.025,0.9,"[3.54, 1.74, 0.44, 0.48, 0.52, 0.56, 0.84, 0.34, 0.1, 0.1, 0.38, 0.26, 0.2, 0.04, 0.02, 0.0, 0.04, 0.02, 0.02]","[1.5519020587653078, 1.3683566786477863, 0.7787168933572715, 0.6997142273814357, 0.8541662601625051, 0.9414881836751855, 1.4192955999368138, 0.5868560300448484, 0.4582575694955838, 0.2999999999999999, 0.7180529228406499, 0.5219195340279954, 0.6633249580710794, 0.19595917942265428, 0.13999999999999993, 0.0, 0.1959591794226543, 0.13999999999999993, 0.13999999999999993]",50,"[8.0, 5.0, 3.0, 2.0, 3.0, 4.0, 7.0, 2.0, 3.0, 1.0, 3.0, 2.0, 4.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[3.5, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.6875, 2.175, 1.5714285714285714, 1.3333333333333333, 1.5294117647058822, 1.6470588235294117, 2.0, 1.2142857142857142, 1.6666666666666667, 1.0, 1.4615384615384615, 1.1818181818181819, 1.6666666666666667, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[4.0, 20.0, 72.0, 64.0, 66.0, 66.0, 57.99999999999999, 72.0, 94.0, 90.0, 74.0, 78.0, 88.0, 96.0, 98.0, 100.0, 96.0, 98.0, 98.0]"
0.03,0.9,"[4.8, 1.86, 0.76, 0.76, 1.12, 1.26, 1.16, 0.34, 0.22, 0.22, 0.28, 0.26, 0.42, 0.12, 0.04, 0.04, 0.02, 0.08, 0.04]","[2.181742422927143, 1.4001428498549708, 1.0499523798725348, 1.03072789813801, 1.3511476603243628, 1.6710475756243446, 1.5147276983009192, 0.6514598989960934, 0.6720119046564578, 0.5400000000000001, 0.6337191807101943, 0.6575712889109435, 0.9610411021387172, 0.4308131845707605, 0.19595917942265434, 0.19595917942265434, 0.13999999999999993, 0.3919183588453087, 0.19595917942265434]",50,"[10.0, 6.0, 4.0, 4.0, 6.0, 7.0, 5.0, 3.0, 4.0, 2.0, 2.0, 3.0, 4.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0]","[5.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.8, 2.066666666666667, 1.7272727272727273, 1.6521739130434783, 1.9310344827586208, 2.3333333333333335, 2.230769230769231, 1.3076923076923077, 1.5714285714285714, 1.375, 1.5555555555555556, 1.625, 2.3333333333333335, 1.5, 1.0, 1.0, 1.0, 2.0, 1.0]","[0.0, 10.0, 56.00000000000001, 54.0, 42.0, 46.0, 48.0, 74.0, 86.0, 84.0, 82.0, 84.0, 82.0, 92.0, 96.0, 96.0, 98.0, 96.0, 96.0]"
0.035,0.9,"[6.26, 2.78, 0.88, 0.96, 1.26, 1.54, 2.0, 0.84, 0.2, 0.32, 0.38, 0.48, 0.56, 0.3, 0.1, 0.04, 0.1, 0.1, 0.08]","[2.3307509519466034, 1.5784802817900516, 0.9516301802696253, 1.057544325312183, 1.5467385040788246, 1.7687283567580412, 2.1633307652783933, 1.155162326255492, 0.5656854249492377, 0.8109253973085317, 0.9775479527879943, 1.1702991070662239, 1.416474496770061, 0.6708203932499367, 0.4582575694955838, 0.19595917942265434, 0.4582575694955838, 0.49999999999999983, 0.27129319932501095]",50,"[12.0, 6.0, 3.0, 3.0, 6.0, 6.0, 8.0, 4.0, 3.0, 4.0, 4.0, 6.0, 8.0, 3.0, 3.0, 1.0, 3.0, 3.0, 1.0]","[6.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.26, 2.8958333333333335, 1.6296296296296295, 1.7142857142857142, 2.1724137931034484, 2.4838709677419355, 3.125, 1.9090909090909092, 1.4285714285714286, 1.7777777777777777, 2.375, 2.4, 2.3333333333333335, 1.3636363636363635, 1.6666666666666667, 1.0, 1.6666666666666667, 2.5, 1.0]","[0.0, 4.0, 46.0, 44.0, 42.0, 38.0, 36.0, 56.00000000000001, 86.0, 82.0, 84.0, 80.0, 76.0, 78.0, 94.0, 96.0, 94.0, 96.0, 92.0]"
0.04,0.9,"[7.48, 3.92, 1.42, 1.98, 2.48, 2.88, 3.34, 1.46, 0.74, 0.84, 1.18, 1.52, 1.78, 0.92, 0.34, 0.44, 0.72, 0.8, 0.8]","[2.247131504830102, 1.8529975715040756, 1.6503332996701001, 1.7831432920547914, 2.368459414893994, 2.8470335438838794, 2.8185812033716533, 1.4312232530251883, 1.3237824594698333, 1.5409088227406587, 1.9868568141665377, 2.4595934623429137, 2.7297618943783375, 1.7531685600648892, 0.9079647570252937, 1.3734627770711523, 1.865904606350498, 2.116601048851671, 2.0493901531919176]",50,"[14.0, 9.0, 6.0, 8.0, 10.0, 12.0, 11.0, 6.0, 5.0, 6.0, 7.0, 9.0, 10.0, 8.0, 4.0, 8.0, 9.0, 11.0, 10.0]","[7.0, 4.0, 1.0, 2.0, 2.0, 2.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.48, 4.0, 2.2903225806451615, 2.675675675675676, 3.3513513513513513, 3.6923076923076925, 4.282051282051282, 2.212121212121212, 2.0555555555555554, 2.8, 3.2777777777777777, 4.0, 4.45, 2.875, 2.4285714285714284, 3.142857142857143, 3.6, 4.0, 4.0]","[0.0, 2.0, 38.0, 26.0, 26.0, 22.0, 22.0, 34.0, 64.0, 70.0, 64.0, 62.0, 60.0, 68.0, 86.0, 86.0, 80.0, 80.0, 80.0]"
0.045,0.9,"[9.14, 4.04, 2.42, 3.1, 4.34, 4.78, 6.04, 2.48, 0.98, 1.4, 2.1, 2.48, 2.98, 1.82, 0.66, 0.92, 1.54, 1.8, 1.86]","[2.4900602402351635, 1.6119553343687905, 2.442048320570255, 2.5396850198400593, 3.356247905027279, 3.930852324878155, 4.8988161835284245, 2.459593462342913, 1.3782597723216037, 2.2, 3.1128764832546767, 3.144773441760153, 3.992442861206657, 2.4551171051499763, 1.394417441084268, 2.0769207977195463, 3.2631886246430803, 3.3941125496954285, 4.156970050409314]",50,"[15.0, 8.0, 11.0, 9.0, 13.0, 16.0, 23.0, 11.0, 5.0, 8.0, 11.0, 12.0, 13.0, 8.0, 6.0, 9.0, 17.0, 15.0, 22.0]","[9.0, 4.0, 2.0, 3.0, 4.0, 4.0, 6.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[9.14, 4.04, 3.361111111111111, 3.9743589743589745, 5.425, 6.128205128205129, 7.743589743589744, 3.3513513513513513, 2.130434782608696, 3.3333333333333335, 4.375, 4.769230769230769, 5.730769230769231, 3.7916666666666665, 2.75, 3.8333333333333335, 4.8125, 5.625, 6.2]","[0.0, 0.0, 28.000000000000004, 22.0, 20.0, 22.0, 22.0, 26.0, 54.0, 57.99999999999999, 52.0, 48.0, 48.0, 52.0, 76.0, 76.0, 68.0, 68.0, 70.0]"
0.05,0.9,"[11.02, 5.92, 3.26, 4.08, 5.72, 6.82, 8.48, 4.12, 2.5, 2.9, 4.38, 5.28, 6.28, 3.12, 1.5, 2.24, 2.34, 3.38, 4.28]","[2.7238942710758804, 2.431789464571306, 2.992056149205759, 3.56, 5.192456066256122, 5.461465004923131, 6.7623664496979154, 3.691287038418984, 3.4365680554879168, 3.0413812651491106, 4.749273628672074, 5.973407737631847, 7.282966428592131, 3.5588762271256367, 2.6324893162176366, 3.403292523424927, 3.3740776517442503, 5.199576905864554, 6.043310351123796]",50,"[17.0, 12.0, 14.0, 13.0, 18.0, 17.0, 22.0, 14.0, 14.0, 10.0, 21.0, 23.0, 28.0, 16.0, 12.0, 11.0, 12.0, 18.0, 22.0]","[11.0, 6.0, 3.0, 4.0, 5.0, 6.0, 8.5, 4.0, 1.0, 2.0, 3.0, 4.0, 4.5, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[11.02, 5.92, 4.6571428571428575, 5.666666666666667, 7.333333333333333, 8.973684210526315, 11.157894736842104, 5.722222222222222, 4.464285714285714, 4.833333333333333, 6.636363636363637, 8.25, 9.8125, 5.379310344827586, 3.9473684210526314, 5.894736842105263, 5.85, 8.45, 10.7]","[0.0, 0.0, 30.0, 28.000000000000004, 22.0, 24.0, 24.0, 28.000000000000004, 44.0, 40.0, 34.0, 36.0, 36.0, 42.0, 62.0, 62.0, 60.0, 60.0, 60.0]"
0.055,0.9,"[12.42, 6.0, 3.68, 5.52, 6.84, 9.08, 10.56, 5.36, 3.12, 4.2, 5.74, 7.84, 9.76, 4.68, 2.62, 4.22, 5.38, 6.72, 9.42]","[2.750199992727802, 2.349468024894146, 2.3701476747240875, 3.930597918892239, 5.01342198503178, 6.544738344655194, 7.275053264409823, 4.048505897241598, 3.942790889712514, 5.047771785649585, 5.782075751838607, 7.470903559811223, 9.05882994652179, 4.263519672758647, 3.588258630589495, 5.514671341068295, 6.587533681128318, 7.881725699363051, 10.695961854831008]",50,"[19.0, 11.0, 9.0, 14.0, 23.0, 26.0, 24.0, 13.0, 19.0, 19.0, 21.0, 25.0, 27.0, 13.0, 15.0, 21.0, 24.0, 25.0, 41.0]","[13.0, 6.0, 4.0, 5.0, 7.0, 8.5, 11.0, 5.5, 2.0, 3.0, 4.0, 7.5, 10.0, 5.0, 0.0, 0.5, 3.5, 2.5, 6.5]","[12.42, 6.0, 4.380952380952381, 6.571428571428571, 8.341463414634147, 11.073170731707316, 12.571428571428571, 6.380952380952381, 5.379310344827586, 7.241379310344827, 8.696969696969697, 11.878787878787879, 14.787878787878787, 7.090909090909091, 5.458333333333333, 8.44, 9.962962962962964, 12.444444444444445, 17.444444444444443]","[0.0, 0.0, 16.0, 16.0, 18.0, 18.0, 16.0, 16.0, 42.0, 42.0, 34.0, 34.0, 34.0, 34.0, 52.0, 50.0, 46.0, 46.0, 46.0]"
0.06,0.9,"[14.42, 7.3, 3.8, 6.04, 8.22, 9.76, 12.1, 6.48, 3.42, 5.48, 7.58, 9.96, 12.86, 6.16, 3.86, 5.52, 7.36, 9.64, 10.86]","[3.0403289295732456, 2.443358344574123, 3.046309242345563, 5.211372180146031, 7.184121379820918, 8.293515539263188, 9.726767191621272, 5.028876614115721, 4.350126434944163, 6.711899880063766, 7.818158350916154, 10.05576451593811, 11.762669764981078, 5.910532970891881, 4.935625593579804, 7.183982182605965, 8.88315259353345, 11.277872139725652, 11.969979114434574]",50,"[23.0, 14.0, 10.0, 21.0, 32.0, 33.0, 35.0, 19.0, 17.0, 23.0, 25.0, 33.0, 37.0, 20.0, 17.0, 25.0, 26.0, 39.0, 38.0]","[14.0, 7.0, 4.0, 5.5, 7.0, 9.0, 12.0, 6.5, 1.5, 2.5, 4.5, 9.0, 12.5, 7.0, 1.5, 1.0, 2.0, 6.0, 6.5]","[14.42, 7.3, 5.277777777777778, 8.38888888888889, 10.538461538461538, 12.512820512820513, 15.512820512820513, 8.307692307692308, 6.107142857142857, 9.785714285714286, 11.484848484848484, 15.5625, 20.09375, 9.935483870967742, 7.423076923076923, 11.04, 13.62962962962963, 17.85185185185185, 20.11111111111111]","[0.0, 0.0, 28.000000000000004, 28.000000000000004, 22.0, 22.0, 22.0, 22.0, 44.0, 44.0, 34.0, 36.0, 36.0, 38.0, 48.0, 50.0, 46.0, 46.0, 46.0]"
