0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18
,,,,"[0, 9, 21, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[0, 12, 17, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[0, 22, 12, 4, 4, 3, 3, 0, 2, 3, 1, 3, 3, 2, 4, 3, 2, 2, 3, 3, 1, 3, 2, 0, 2, 2, 3, 4, 5, 0, 3, 3, 3, 1, 0, 0]",,,
,,,,"[0, 14, 19, 5, 3, 4, 3, 2, 0, 4, 1, 4, 3, 1, 4, 3, 3, 0, 3, 3, 0, 5, 1, 0, 2, 3, 3, 4, 5, 0, 2, 3, 3, 2, 0, 0]",,,
,,,,"[0, 17, 15, 1, 2, 3, 0, 1, 0, 2, 0, 1, 1, 1, 2, 2, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1, 1, 2, 3, 0, 0, 2, 1, 0, 0, 0]",,,
,,,,"[0, 35, 12, 7, 11, 9, 8, 7, 7, 9, 7, 6, 11, 7, 8, 10, 8, 3, 10, 7, 8, 9, 7, 6, 7, 9, 9, 8, 12, 5, 9, 7, 10, 8, 4, 4]",,,
,,,,"[0, 12, 18, 7, 3, 3, 3, 2, 0, 4, 1, 4, 3, 1, 4, 3, 3, 1, 3, 3, 1, 4, 0, 1, 2, 2, 2, 4, 4, 1, 3, 3, 2, 2, 0, 0]",,,
,,,,"[1, 23, 8, 1, 2, 3, 1, 1, 0, 1, 1, 1, 2, 0, 2, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 0, 0]",,,
,,,,"[2, 37, 5, 6, 9, 7, 7, 6, 6, 7, 6, 5, 8, 7, 6, 8, 7, 3, 8, 8, 6, 7, 6, 3, 7, 8, 7, 6, 11, 4, 7, 6, 9, 6, 4, 2]",,,
,,,,"[0, 10, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[1, 26, 11, 4, 4, 7, 2, 5, 1, 5, 3, 5, 5, 3, 4, 5, 4, 1, 5, 4, 4, 4, 4, 0, 4, 4, 4, 5, 6, 2, 4, 4, 4, 4, 0, 1]",,,
,,,,"[0, 17, 14, 7, 4, 4, 2, 2, 0, 4, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 0, 4, 2, 0, 2, 3, 3, 3, 4, 1, 2, 4, 2, 2, 0, 0]",,,
,,,,"[0, 15, 15, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[0, 30, 11, 5, 6, 7, 6, 5, 3, 6, 4, 5, 8, 3, 6, 7, 5, 1, 8, 5, 5, 6, 5, 1, 6, 5, 5, 6, 7, 3, 6, 5, 6, 5, 3, 1]",,,
,,,,"[0, 5, 12, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[0, 24, 9, 3, 3, 4, 2, 3, 1, 3, 1, 4, 3, 2, 3, 3, 3, 0, 4, 3, 0, 4, 2, 0, 3, 1, 4, 3, 5, 0, 3, 3, 2, 1, 1, 0]",,,
,,,,"[0, 8, 21, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[0, 18, 20, 4, 5, 4, 4, 3, 3, 5, 2, 4, 5, 4, 4, 4, 5, 1, 5, 4, 2, 6, 4, 0, 4, 4, 3, 6, 6, 1, 4, 5, 4, 4, 0, 1]",,,
,,,,"[0, 13, 16, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,,"[0, 27, 5, 1, 2, 4, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 1, 0, 2, 1, 0, 0, 0]",,
,,,,,"[1, 7, 19, 5, 2, 3, 1, 0, 0, 2, 0, 2, 2, 0, 2, 2, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1, 1, 2, 4, 0, 0, 2, 0, 1, 0, 0]",,
,,,,,"[0, 32, 3, 2, 4, 4, 3, 2, 0, 4, 1, 3, 4, 2, 3, 3, 3, 0, 4, 3, 1, 4, 1, 0, 2, 3, 3, 3, 5, 0, 3, 3, 3, 1, 0, 0]",,
,,,,,"[0, 14, 15, 4, 3, 3, 0, 1, 0, 0, 2, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1, 3, 3, 0, 0, 2, 1, 0, 0, 0]",,
,,,,,"[1, 29, 4, 3, 3, 5, 2, 2, 1, 3, 0, 6, 2, 2, 3, 4, 3, 0, 3, 3, 1, 4, 1, 1, 2, 3, 2, 3, 6, 0, 2, 3, 3, 1, 1, 0]",,
,,,,,"[0, 31, 1, 1, 2, 4, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 1, 0, 2, 1, 0, 0, 0]",,
,,,,,"[0, 31, 4, 2, 3, 3, 3, 3, 0, 4, 0, 4, 3, 1, 5, 3, 3, 0, 4, 3, 0, 4, 1, 0, 3, 2, 4, 3, 4, 1, 2, 3, 3, 2, 0, 0]",,
,,,,,"[0, 10, 18, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
,,,,,"[0, 35, 3, 4, 6, 5, 4, 3, 3, 5, 1, 5, 5, 4, 4, 5, 4, 2, 4, 4, 3, 5, 3, 0, 5, 4, 4, 5, 7, 0, 5, 4, 4, 4, 0, 0]",,
,,,,,"[0, 27, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
,,,,,"[0, 28, 7, 2, 4, 2, 3, 3, 0, 4, 0, 5, 3, 1, 4, 3, 3, 1, 3, 3, 0, 3, 2, 0, 3, 3, 3, 3, 4, 1, 2, 3, 3, 2, 0, 0]",,
,,,,,"[0, 25, 7, 1, 2, 4, 0, 1, 0, 1, 1, 1, 2, 0, 2, 2, 1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 3, 2, 2, 0, 1, 2, 1, 0, 0, 0]",,
,,,,,"[0, 26, 6, 1, 3, 1, 2, 1, 0, 0, 2, 1, 2, 0, 2, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]",,
,,,,,"[0, 25, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
,,,,,"[1, 17, 21, 7, 6, 9, 5, 5, 2, 7, 4, 6, 7, 4, 5, 8, 5, 4, 5, 5, 6, 5, 5, 1, 6, 5, 5, 7, 7, 2, 7, 5, 6, 5, 2, 0]",,
,,,,,"[0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
,,,,,"[0, 35, 9, 6, 9, 9, 6, 6, 6, 6, 7, 6, 8, 7, 6, 9, 6, 6, 5, 9, 6, 7, 6, 3, 7, 8, 7, 6, 9, 3, 8, 6, 8, 6, 5, 2]",,
,,,,,"[0, 18, 16, 3, 4, 4, 2, 2, 1, 4, 0, 4, 3, 2, 3, 4, 3, 0, 3, 3, 1, 4, 2, 0, 2, 3, 2, 3, 6, 0, 2, 3, 3, 1, 1, 0]",,
,,,,,"[1, 18, 16, 2, 4, 5, 2, 2, 1, 3, 0, 3, 4, 2, 3, 4, 3, 0, 3, 3, 2, 3, 2, 0, 2, 2, 3, 3, 5, 1, 2, 3, 3, 2, 0, 0]",,
,,,,,"[0, 17, 15, 3, 3, 4, 2, 3, 0, 3, 1, 5, 2, 2, 4, 3, 3, 1, 3, 3, 1, 3, 2, 0, 2, 2, 3, 3, 5, 1, 2, 4, 3, 1, 0, 0]",,
,,,,,"[0, 17, 14, 2, 2, 4, 0, 1, 0, 1, 1, 0, 2, 0, 3, 2, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 1, 0, 2, 1, 1, 0, 0]",,
,,,,,"[1, 29, 5, 3, 4, 2, 4, 2, 0, 4, 1, 4, 3, 2, 3, 3, 3, 1, 3, 2, 2, 3, 2, 0, 2, 3, 3, 3, 4, 1, 3, 3, 2, 1, 1, 0]",,
,,,,,"[0, 27, 11, 5, 6, 7, 5, 6, 3, 6, 4, 6, 7, 5, 5, 7, 5, 3, 7, 5, 5, 5, 5, 3, 5, 6, 5, 6, 9, 1, 6, 5, 6, 5, 3, 0]",,
,,,,,"[0, 28, 4, 1, 2, 2, 1, 1, 0, 2, 0, 2, 2, 0, 2, 2, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 1, 0, 0]",,
,,,,,"[0, 22, 13, 3, 4, 3, 3, 2, 0, 4, 1, 4, 3, 2, 3, 3, 2, 2, 3, 3, 1, 4, 0, 1, 2, 3, 3, 3, 4, 1, 3, 3, 3, 1, 0, 0]",,
,,,,,"[0, 16, 16, 1, 2, 3, 1, 1, 0, 1, 1, 1, 2, 0, 2, 2, 1, 0, 2, 0, 0, 2, 0, 0, 0, 1, 1, 3, 2, 0, 1, 2, 1, 0, 0, 0]",,
,,,,,"[0, 23, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
,,,,,"[0, 26, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
,,,,,"[0, 33, 5, 4, 4, 6, 4, 4, 3, 3, 2, 5, 4, 3, 5, 4, 5, 2, 4, 4, 3, 5, 4, 0, 4, 4, 4, 5, 7, 2, 3, 4, 5, 3, 1, 0]",,
,,,,,"[0, 27, 11, 4, 5, 7, 3, 3, 3, 5, 1, 5, 5, 4, 4, 5, 4, 2, 4, 5, 3, 5, 3, 0, 4, 4, 5, 4, 8, 0, 4, 4, 5, 4, 0, 0]",,
,,,,,"[0, 19, 13, 0, 3, 2, 1, 1, 0, 2, 0, 2, 2, 0, 2, 2, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 1, 0, 0]",,
,,,,,"[0, 19, 13, 1, 3, 2, 1, 1, 0, 1, 1, 1, 2, 0, 2, 2, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1, 1, 3, 2, 0, 1, 2, 1, 0, 0, 0]",,
,,,,,"[0, 20, 10, 3, 2, 3, 1, 1, 0, 1, 1, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 1, 1, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 0, 0]",,
,,,,,"[0, 16, 16, 1, 2, 3, 1, 1, 0, 1, 1, 1, 2, 0, 2, 2, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1, 1, 3, 3, 0, 0, 2, 0, 1, 0, 0]",,
,,,,,"[0, 25, 6, 1, 3, 3, 0, 1, 0, 2, 0, 1, 2, 1, 2, 2, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 1, 4, 0, 0, 2, 1, 1, 0, 0]",,
,,,,,"[0, 13, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
,,,,,"[0, 20, 15, 3, 4, 4, 2, 2, 0, 4, 1, 4, 3, 2, 3, 3, 3, 0, 4, 3, 1, 3, 2, 0, 2, 3, 3, 3, 5, 0, 3, 3, 3, 1, 0, 0]",,
,,,,,"[0, 4, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
,,,,,"[0, 24, 11, 3, 3, 4, 1, 4, 0, 3, 1, 4, 2, 1, 4, 3, 3, 0, 4, 3, 0, 4, 1, 1, 3, 1, 3, 4, 4, 1, 2, 4, 2, 3, 0, 0]",,
,,,,,"[0, 25, 10, 1, 4, 3, 4, 2, 1, 4, 0, 4, 3, 2, 3, 4, 3, 0, 3, 3, 0, 5, 1, 0, 2, 3, 3, 4, 3, 1, 3, 3, 3, 2, 0, 0]",,
,,,,,"[0, 10, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
,,,,,"[0, 10, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
,,,,,"[0, 28, 7, 3, 4, 4, 2, 2, 0, 4, 0, 4, 4, 2, 3, 3, 2, 2, 3, 3, 0, 4, 1, 1, 2, 2, 4, 3, 4, 1, 3, 3, 3, 1, 0, 0]",,
,,,,,"[0, 29, 3, 1, 2, 3, 1, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 1, 0, 2, 1, 0, 0, 0]",,
,,,,,"[0, 30, 5, 3, 3, 5, 2, 2, 2, 2, 1, 4, 3, 2, 3, 3, 3, 0, 4, 3, 1, 4, 1, 0, 3, 2, 3, 3, 5, 0, 3, 2, 4, 1, 0, 0]",,
,,,,,"[0, 27, 11, 4, 4, 7, 3, 4, 1, 6, 2, 5, 4, 4, 4, 5, 4, 3, 4, 4, 2, 6, 3, 0, 5, 4, 4, 5, 7, 0, 5, 5, 4, 3, 0, 0]",,
,,,,,"[1, 26, 5, 1, 3, 2, 1, 1, 0, 0, 2, 1, 2, 0, 2, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 1, 3, 2, 0, 1, 2, 1, 0, 0, 0]",,
,,,,,"[0, 17, 17, 4, 4, 3, 3, 2, 0, 4, 1, 3, 4, 2, 3, 3, 3, 0, 4, 3, 1, 4, 1, 0, 2, 3, 3, 3, 5, 0, 3, 3, 2, 2, 0, 0]",,
,,,,,"[0, 33, 2, 3, 3, 5, 2, 2, 0, 4, 1, 3, 4, 1, 4, 3, 3, 0, 4, 3, 0, 4, 2, 0, 2, 3, 3, 3, 4, 1, 2, 4, 3, 1, 0, 0]",,
,,,,,"[0, 28, 4, 1, 2, 2, 2, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 1, 0, 2, 1, 0, 0, 0]",,
,,,,,,"[0, 40, 10, 8, 12, 10, 10, 8, 8, 13, 6, 8, 14, 8, 8, 12, 9, 7, 9, 11, 8, 12, 8, 7, 9, 11, 8, 10, 13, 7, 10, 9, 11, 9, 7, 6]",
,,,,,,"[1, 36, 7, 6, 10, 8, 6, 6, 5, 7, 7, 6, 10, 4, 7, 9, 7, 5, 7, 6, 7, 6, 7, 4, 6, 9, 6, 6, 11, 3, 7, 7, 8, 6, 3, 3]",
,,,,,,"[1, 16, 15, 1, 2, 4, 0, 1, 0, 1, 1, 1, 2, 0, 2, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 1, 3, 0, 1, 2, 1, 0, 0, 0]",
,,,,,,"[1, 23, 14, 4, 5, 4, 5, 4, 3, 4, 2, 4, 6, 3, 4, 5, 4, 3, 4, 4, 3, 5, 3, 0, 5, 4, 4, 5, 6, 1, 5, 4, 4, 4, 0, 1]",
,,,,,,"[0, 30, 2, 1, 2, 2, 1, 1, 0, 2, 0, 1, 2, 0, 3, 2, 0, 0, 2, 1, 0, 1, 1, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 1, 0]",
,,,,,,"[0, 29, 3, 1, 3, 2, 1, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]",
,,,,,,"[0, 31, 1, 1, 2, 4, 0, 1, 0, 1, 1, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]",
,,,,,,"[0, 25, 10, 3, 4, 4, 2, 2, 0, 4, 0, 4, 4, 2, 3, 3, 3, 1, 3, 3, 0, 4, 1, 1, 2, 3, 3, 3, 4, 2, 1, 4, 2, 3, 0, 0]",
,,,,,,"[0, 33, 5, 4, 6, 4, 4, 2, 4, 3, 3, 6, 4, 4, 4, 4, 4, 2, 6, 4, 1, 6, 3, 0, 4, 5, 4, 4, 8, 0, 5, 4, 4, 4, 1, 0]",
,,,,,,"[1, 15, 14, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
,,,,,,"[0, 11, 19, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
,,,,,,"[0, 17, 18, 3, 4, 3, 2, 3, 0, 3, 1, 3, 5, 1, 4, 3, 2, 1, 3, 3, 2, 3, 2, 0, 2, 2, 3, 3, 5, 1, 2, 3, 3, 2, 0, 0]",
,,,,,,"[0, 31, 1, 1, 2, 4, 0, 1, 0, 2, 0, 1, 1, 1, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 0, 0]",
,,,,,,"[0, 32, 6, 4, 4, 7, 3, 4, 0, 7, 2, 5, 5, 3, 4, 5, 4, 3, 4, 4, 2, 6, 3, 0, 4, 5, 4, 4, 6, 2, 5, 4, 4, 3, 1, 1]",
,,,,,,"[1, 26, 8, 3, 3, 4, 2, 3, 0, 3, 0, 5, 3, 1, 4, 4, 3, 0, 3, 3, 1, 3, 3, 0, 1, 3, 2, 4, 5, 1, 2, 3, 3, 1, 1, 0]",
,,,,,,"[1, 24, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
,,,,,,"[0, 24, 7, 0, 2, 4, 0, 1, 0, 1, 1, 1, 2, 0, 2, 2, 1, 0, 2, 0, 0, 2, 0, 0, 0, 1, 1, 3, 2, 0, 1, 2, 1, 0, 0, 0]",
,,,,,,"[0, 17, 15, 1, 2, 3, 1, 1, 0, 2, 0, 0, 3, 0, 2, 2, 1, 0, 2, 0, 0, 2, 0, 0, 0, 1, 1, 3, 2, 0, 1, 2, 1, 0, 0, 0]",
,,,,,,"[1, 16, 15, 0, 3, 3, 0, 1, 0, 2, 0, 2, 1, 1, 2, 2, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 1, 0]",
,,,,,,"[0, 18, 17, 3, 4, 4, 2, 2, 0, 4, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 0, 4, 2, 0, 2, 3, 3, 3, 5, 0, 2, 4, 3, 0, 1, 0]",
,,,,,,"[0, 11, 19, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
,,,,,,"[1, 18, 13, 1, 2, 3, 1, 1, 0, 2, 0, 0, 2, 0, 3, 2, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 2, 0, 0, 0]",
,,,,,,"[1, 35, 5, 5, 7, 5, 7, 4, 4, 5, 5, 5, 7, 4, 6, 7, 5, 2, 6, 5, 4, 7, 5, 1, 6, 6, 4, 8, 7, 3, 5, 6, 5, 6, 3, 0]",
,,,,,,"[1, 30, 13, 6, 9, 8, 7, 6, 5, 8, 5, 7, 7, 8, 6, 8, 7, 4, 8, 8, 6, 6, 7, 3, 7, 9, 6, 6, 9, 6, 7, 6, 8, 6, 5, 0]",
,,,,,,"[0, 16, 14, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
,,,,,,"[1, 37, 8, 7, 10, 8, 10, 6, 8, 9, 7, 9, 9, 8, 7, 12, 7, 5, 8, 10, 6, 10, 7, 6, 7, 9, 9, 7, 14, 4, 9, 7, 10, 7, 7, 3]",
,,,,,,"[0, 28, 4, 1, 2, 2, 2, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]",
,,,,,,"[0, 19, 13, 1, 3, 2, 1, 1, 0, 2, 0, 1, 2, 0, 2, 2, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 1, 0, 2, 1, 0, 0, 0]",
,,,,,,"[2, 40, 8, 8, 13, 10, 10, 8, 9, 12, 6, 10, 12, 9, 9, 11, 8, 6, 10, 9, 9, 11, 8, 8, 9, 11, 8, 12, 12, 6, 9, 9, 11, 9, 8, 4]",
,,,,,,"[1, 33, 4, 4, 4, 8, 3, 3, 3, 4, 2, 6, 4, 4, 4, 6, 3, 3, 3, 4, 4, 4, 4, 0, 5, 4, 4, 5, 7, 0, 4, 4, 5, 3, 1, 1]",
,,,,,,"[0, 27, 5, 1, 2, 3, 1, 1, 0, 1, 1, 0, 2, 0, 3, 2, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 1, 0, 0]",
,,,,,,"[0, 23, 12, 3, 4, 4, 2, 2, 2, 2, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 2, 3, 1, 0, 3, 2, 3, 3, 5, 0, 3, 4, 2, 1, 0, 0]",
,,,,,,"[0, 26, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
,,,,,,"[1, 19, 15, 3, 3, 4, 2, 3, 1, 3, 0, 4, 3, 2, 3, 4, 2, 1, 3, 3, 1, 4, 2, 0, 2, 2, 3, 3, 5, 1, 2, 3, 3, 2, 0, 0]",
,,,,,,"[0, 11, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
,,,,,,"[0, 24, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
,,,,,,"[0, 23, 15, 4, 4, 7, 4, 3, 2, 6, 1, 4, 5, 4, 4, 6, 3, 1, 6, 4, 4, 4, 4, 0, 4, 4, 3, 6, 6, 1, 5, 4, 5, 3, 0, 0]",
,,,,,,"[0, 11, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
,,,,,,"[0, 21, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
,,,,,,"[0, 40, 7, 7, 11, 9, 8, 7, 8, 9, 7, 7, 10, 7, 8, 11, 7, 6, 9, 10, 6, 9, 7, 7, 7, 9, 7, 10, 11, 5, 8, 8, 10, 7, 6, 3]",
,,,,,,"[0, 25, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
,,,,,,"[1, 15, 16, 1, 2, 4, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 1, 1, 2, 0, 0, 0, 0, 2, 2, 2, 1, 0, 2, 1, 0, 0, 0]",
,,,,,,"[0, 29, 6, 3, 3, 5, 2, 2, 0, 4, 1, 4, 3, 2, 3, 3, 3, 0, 4, 3, 0, 4, 2, 0, 2, 2, 3, 4, 5, 0, 3, 3, 3, 1, 0, 0]",
,,,,,,"[0, 30, 5, 3, 4, 4, 2, 2, 1, 3, 1, 2, 4, 2, 3, 4, 3, 0, 3, 3, 1, 4, 2, 0, 3, 1, 3, 3, 5, 1, 2, 3, 3, 2, 0, 0]",
,,,,,,"[0, 23, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
,,,,,,"[0, 23, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
,,,,,,"[0, 32, 6, 4, 6, 5, 4, 3, 3, 4, 2, 6, 4, 4, 4, 5, 4, 3, 3, 4, 3, 5, 4, 0, 4, 4, 5, 4, 6, 2, 4, 4, 5, 4, 0, 0]",
,,,,,,"[0, 22, 13, 3, 4, 3, 3, 2, 1, 3, 0, 4, 3, 2, 3, 4, 3, 0, 3, 3, 2, 3, 2, 0, 2, 2, 3, 3, 5, 1, 2, 3, 3, 2, 0, 0]",
,,,,,,"[0, 28, 7, 3, 3, 4, 3, 2, 0, 4, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 0, 5, 1, 0, 3, 2, 3, 3, 5, 0, 3, 3, 3, 1, 0, 0]",
,,,,,,"[0, 18, 12, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
