0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18
,,"[0, 15, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 28, 4, 1, 2, 2, 1, 1, 0, 2, 0, 2, 1, 0, 3, 2, 0, 0, 2, 1, 0, 1, 1, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 1, 0]",,,,,
,,"[0, 10, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 10, 17, 5, 2, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]",,,,,
,,"[0, 9, 20, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 24, 9, 5, 3, 3, 3, 2, 0, 2, 2, 3, 4, 1, 4, 3, 3, 0, 2, 4, 0, 4, 1, 1, 2, 2, 3, 3, 5, 1, 2, 3, 2, 1, 2, 0]",,,,,
,,"[0, 17, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 6, 18, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 12, 18, 3, 2, 2, 1, 1, 0, 2, 0, 2, 1, 1, 2, 2, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 1, 0]",,,,,
,,"[0, 24, 8, 1, 2, 3, 1, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 0, 0, 2, 0, 2, 0, 0, 0, 1, 1, 3, 3, 0, 0, 2, 1, 0, 0, 0]",,,,,
,,"[0, 10, 15, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 19, 11, 3, 2, 2, 0, 1, 0, 2, 0, 0, 2, 0, 3, 2, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 1, 0, 0]",,,,,
,,"[0, 18, 11, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 20, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 24, 10, 4, 2, 5, 2, 1, 2, 3, 0, 4, 4, 0, 5, 3, 3, 1, 3, 3, 0, 4, 1, 1, 1, 2, 3, 3, 4, 2, 2, 3, 3, 1, 1, 0]",,,,,
,,"[0, 19, 11, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 22, 10, 1, 3, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 1, 0, 2, 1, 0, 0, 0]",,,,,
,,"[1, 13, 16, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 3, 22, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 18, 11, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 7, 18, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 12, 13, 8, 2, 3, 1, 1, 0, 0, 2, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]",,,,,
,,"[0, 23, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 9, 15, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 24, 10, 4, 4, 2, 4, 2, 0, 4, 0, 4, 3, 1, 5, 3, 2, 1, 2, 3, 2, 3, 2, 0, 2, 2, 3, 4, 4, 1, 2, 4, 2, 1, 1, 0]",,,,,
,,"[0, 7, 16, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 16, 13, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 18, 12, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 18, 11, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 17, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[1, 7, 24, 0, 2, 3, 1, 0, 0, 1, 1, 2, 1, 0, 2, 2, 1, 1, 0, 2, 0, 1, 1, 0, 0, 0, 2, 2, 2, 1, 0, 2, 1, 0, 0, 0]",,,,,
,,"[0, 4, 5, 12, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 30, 6, 6, 4, 8, 3, 3, 3, 4, 2, 6, 4, 4, 4, 5, 4, 2, 5, 3, 4, 4, 4, 0, 4, 4, 5, 4, 7, 1, 4, 5, 4, 3, 1, 0]",,,,,
,,"[0, 30, 11, 5, 6, 5, 7, 5, 2, 6, 4, 7, 6, 5, 5, 6, 6, 0, 8, 5, 3, 7, 4, 1, 8, 5, 5, 7, 8, 1, 6, 6, 7, 4, 1, 3]",,,,,
,,"[0, 5, 8, 15, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 14, 15, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,"[0, 21, 11, 1, 3, 1, 0, 1, 0, 2, 0, 2, 2, 0, 1, 3, 1, 0, 0, 2, 0, 2, 0, 0, 0, 1, 1, 2, 3, 0, 1, 2, 0, 1, 0, 0]",,,,,
,,"[0, 6, 20, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,
,,,"[0, 23, 9, 1, 2, 3, 0, 1, 0, 2, 0, 2, 2, 0, 2, 2, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 1, 3, 3, 0, 0, 2, 1, 1, 0, 0]",,,,
,,,"[0, 9, 6, 15, 5, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1, 1, 2, 4, 0, 0, 2, 0, 1, 0, 0]",,,,
,,,"[0, 28, 7, 3, 4, 2, 3, 2, 2, 2, 1, 3, 4, 2, 3, 4, 2, 1, 3, 3, 1, 4, 1, 0, 3, 2, 3, 3, 5, 0, 3, 3, 3, 2, 0, 0]",,,,
,,,"[0, 4, 8, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 9, 14, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[1, 14, 15, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 38, 9, 7, 10, 8, 10, 7, 8, 9, 7, 7, 10, 8, 7, 9, 7, 5, 8, 8, 8, 11, 6, 3, 8, 6, 9, 10, 9, 5, 8, 7, 10, 8, 6, 3]",,,,
,,,"[0, 10, 18, 4, 2, 3, 1, 0, 0, 2, 0, 2, 2, 0, 2, 2, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1, 1, 2, 4, 0, 0, 2, 0, 0, 1, 0]",,,,
,,,"[0, 6, 24, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 10, 14, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 1, 22, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 15, 20, 3, 4, 4, 1, 3, 1, 3, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 1, 4, 0, 1, 3, 2, 3, 2, 5, 1, 3, 3, 3, 1, 0, 0]",,,,
,,,"[0, 10, 19, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[1, 13, 20, 4, 4, 3, 3, 2, 1, 3, 0, 4, 3, 3, 3, 3, 3, 1, 3, 3, 1, 4, 0, 1, 2, 3, 3, 3, 5, 0, 3, 3, 2, 2, 0, 0]",,,,
,,,"[0, 32, 6, 4, 4, 7, 3, 3, 1, 7, 2, 4, 4, 4, 4, 6, 4, 1, 5, 4, 1, 7, 2, 1, 4, 4, 5, 4, 5, 3, 4, 4, 4, 4, 1, 0]",,,,
,,,"[0, 10, 19, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 10, 12, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 12, 13, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 6, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 15, 18, 5, 4, 2, 3, 2, 1, 3, 1, 4, 3, 2, 3, 4, 2, 1, 3, 3, 1, 4, 1, 0, 3, 2, 3, 4, 4, 1, 2, 3, 3, 1, 1, 0]",,,,
,,,"[0, 25, 10, 3, 3, 4, 2, 3, 0, 3, 1, 4, 3, 3, 3, 3, 3, 0, 3, 2, 2, 3, 2, 0, 1, 3, 3, 3, 6, 0, 2, 4, 2, 2, 0, 0]",,,,
,,,"[0, 21, 11, 1, 3, 3, 0, 1, 0, 1, 1, 1, 2, 0, 2, 2, 1, 0, 1, 1, 0, 2, 0, 0, 0, 2, 0, 3, 2, 1, 0, 2, 1, 0, 0, 0]",,,,
,,,"[0, 12, 18, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 16, 13, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 4, 16, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 16, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 17, 14, 2, 2, 3, 1, 1, 0, 1, 1, 0, 3, 0, 2, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 0, 0]",,,,
,,,"[0, 9, 13, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 10, 19, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 21, 11, 1, 3, 2, 1, 1, 0, 1, 1, 0, 2, 0, 2, 3, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 1, 0, 0]",,,,
,,,"[0, 29, 7, 6, 5, 5, 5, 3, 2, 6, 1, 5, 5, 4, 4, 5, 4, 0, 5, 4, 3, 5, 2, 1, 4, 5, 3, 5, 8, 0, 4, 4, 5, 4, 0, 0]",,,,
,,,"[0, 26, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[1, 19, 15, 2, 3, 6, 1, 2, 1, 3, 1, 3, 4, 2, 3, 4, 1, 2, 3, 3, 1, 4, 1, 0, 2, 3, 3, 3, 5, 1, 2, 3, 3, 2, 0, 0]",,,,
,,,"[0, 13, 15, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 13, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[1, 2, 8, 17, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 6, 16, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 19, 14, 5, 3, 4, 3, 2, 2, 2, 1, 3, 4, 2, 3, 3, 3, 0, 4, 3, 1, 4, 1, 0, 3, 2, 3, 3, 5, 0, 3, 3, 2, 2, 0, 0]",,,,
,,,"[0, 20, 10, 3, 2, 2, 1, 1, 0, 1, 1, 1, 2, 0, 1, 3, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1, 1, 2, 4, 0, 0, 2, 1, 0, 0, 0]",,,,
,,,"[0, 6, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 28, 10, 5, 5, 6, 5, 5, 3, 6, 5, 4, 6, 5, 5, 6, 6, 2, 6, 6, 4, 6, 5, 0, 7, 5, 5, 7, 7, 3, 5, 5, 6, 5, 2, 1]",,,,
,,,"[1, 9, 17, 10, 5, 3, 3, 1, 1, 4, 0, 4, 3, 2, 3, 5, 2, 1, 3, 3, 0, 5, 0, 0, 3, 3, 3, 3, 4, 1, 3, 3, 1, 3, 0, 0]",,,,
,,,"[1, 8, 20, 4, 2, 3, 1, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 1, 0, 2, 0, 1, 1, 0, 0, 0, 1, 3, 2, 1, 0, 2, 1, 0, 0, 0]",,,,
,,,"[0, 12, 13, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 9, 10, 10, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 11, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 28, 4, 1, 3, 2, 1, 1, 0, 2, 0, 0, 2, 0, 2, 3, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 1, 0, 0]",,,,
,,,"[0, 10, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 8, 15, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,"[0, 7, 7, 14, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,
,,,,"[0, 32, 3, 3, 4, 2, 3, 3, 0, 3, 0, 5, 3, 2, 4, 3, 2, 1, 3, 3, 1, 3, 2, 0, 3, 2, 3, 3, 5, 1, 2, 3, 3, 1, 1, 0]",,,
,,,,"[2, 20, 16, 4, 6, 2, 6, 4, 1, 5, 2, 6, 4, 4, 4, 5, 4, 2, 5, 4, 2, 5, 3, 0, 4, 5, 3, 6, 7, 0, 5, 4, 4, 4, 1, 0]",,,
,,,,"[0, 9, 19, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[0, 15, 14, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[0, 24, 17, 5, 7, 8, 5, 5, 4, 6, 3, 6, 6, 5, 5, 6, 6, 3, 7, 5, 5, 5, 5, 2, 6, 5, 5, 8, 7, 3, 6, 7, 5, 5, 0, 2]",,,
,,,,"[0, 18, 10, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[0, 28, 16, 6, 8, 8, 8, 6, 4, 8, 6, 6, 7, 8, 6, 10, 6, 3, 8, 7, 6, 7, 7, 4, 6, 8, 6, 7, 11, 0, 7, 8, 8, 6, 1, 5]",,,
,,,,"[0, 9, 21, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[0, 28, 4, 1, 2, 4, 0, 0, 1, 1, 1, 1, 2, 0, 2, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 1, 0, 2, 1, 0, 0, 0]",,,
,,,,"[0, 16, 12, 9, 5, 4, 1, 3, 2, 2, 1, 4, 3, 1, 4, 3, 3, 1, 3, 3, 1, 3, 2, 0, 3, 2, 3, 4, 3, 1, 2, 4, 3, 1, 0, 0]",,,
,,,,"[0, 27, 8, 2, 3, 4, 3, 2, 2, 3, 0, 4, 3, 2, 3, 4, 3, 0, 3, 3, 1, 3, 2, 0, 2, 2, 3, 3, 5, 1, 3, 3, 2, 2, 1, 0]",,,
,,,,"[0, 24, 11, 3, 4, 3, 3, 2, 1, 3, 1, 4, 3, 1, 4, 3, 3, 0, 4, 3, 2, 3, 1, 0, 2, 3, 3, 3, 4, 1, 3, 3, 2, 2, 0, 0]",,,
,,,,"[0, 23, 13, 4, 7, 5, 4, 3, 2, 5, 2, 4, 6, 3, 5, 4, 5, 2, 4, 4, 3, 5, 4, 0, 4, 4, 4, 5, 5, 2, 5, 4, 4, 4, 0, 1]",,,
,,,,"[0, 30, 8, 4, 4, 7, 3, 4, 2, 4, 3, 4, 6, 3, 4, 5, 4, 3, 4, 4, 3, 5, 3, 0, 4, 5, 3, 6, 5, 2, 5, 4, 4, 4, 0, 1]",,,
,,,,"[0, 23, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[0, 24, 8, 1, 3, 3, 0, 1, 0, 2, 0, 0, 2, 0, 3, 2, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 0, 0]",,,
,,,,"[0, 16, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[0, 16, 7, 10, 3, 1, 1, 1, 0, 1, 1, 1, 1, 1, 2, 2, 0, 0, 2, 1, 0, 2, 0, 0, 0, 1, 1, 2, 3, 1, 0, 2, 0, 0, 1, 0]",,,
,,,,"[0, 12, 20, 1, 2, 3, 0, 1, 0, 2, 0, 2, 1, 1, 2, 2, 0, 0, 2, 1, 0, 1, 1, 0, 0, 1, 1, 2, 3, 0, 0, 2, 1, 0, 1, 0]",,,
,,,,"[0, 22, 8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[1, 5, 5, 21, 3, 3, 0, 1, 0, 2, 0, 2, 1, 1, 2, 2, 0, 0, 1, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 0, 0]",,,
,,,,"[0, 14, 18, 1, 2, 3, 0, 1, 0, 2, 0, 2, 2, 0, 2, 2, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 1, 0]",,,
,,,,"[0, 4, 12, 13, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[1, 27, 16, 6, 8, 7, 8, 6, 5, 7, 7, 6, 9, 5, 7, 9, 6, 4, 6, 6, 7, 9, 4, 2, 9, 8, 6, 7, 11, 4, 6, 6, 8, 6, 4, 2]",,,
,,,,"[0, 15, 17, 1, 2, 4, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 1, 0, 2, 1, 0, 0, 0]",,,
,,,,"[0, 10, 11, 12, 2, 3, 1, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 1, 1, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]",,,
,,,,"[0, 9, 20, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[0, 5, 15, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[1, 20, 9, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
,,,,"[1, 12, 19, 0, 3, 3, 0, 1, 0, 1, 1, 2, 1, 1, 2, 2, 0, 0, 2, 1, 0, 1, 1, 0, 0, 1, 1, 2, 3, 1, 0, 1, 2, 0, 0, 0]",,,
,,,,"[0, 7, 14, 9, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,
