prob_transmission,day,patients,patient_C,patient_S,patient_isolated,patient_positive,patient_preinfection,hcws,hcw_C,goo,goo_C,beds,filled_beds,filled_sick_beds,empty_isolated_beds,daily_hcw_infections,cumulative_sick_patients,cumulative_sick_patients_by_HCW,cumulative_patients,move2isol,daily_discharges,daily_admissions,iteration
0.05,311,30.0,16.5,13.5,16.2,16.5,1.2,19.0,0.0,30.0,11.4,30.0,30.0,16.5,0.0,0.0,36.0,30.0,177.8,13.0,0.0,0.0,5.5
0.05,312,30.0,16.6,13.4,16.2,16.6,1.2,19.0,0.0,30.0,11.6,30.0,30.0,16.6,0.0,0.1,36.1,30.1,177.8,13.0,0.0,0.0,5.5
0.05,313,29.7,16.0,13.7,16.2,16.0,0.5,19.0,0.0,30.0,11.7,30.0,29.7,16.0,0.0,0.2,36.3,30.3,178.4,13.1,0.9,0.6,5.5
0.05,314,29.9,15.4,14.5,16.3,15.4,0.1,19.0,0.0,30.0,11.7,30.0,29.9,15.4,0.0,0.0,36.3,30.3,180.1,13.1,1.5,1.7,5.5
0.05,315,30.0,15.6,14.4,16.2,15.6,0.1,19.0,0.0,30.0,11.7,30.0,30.0,15.6,0.0,0.2,36.5,30.5,180.9,13.2,0.7,0.8,5.5
0.05,316,30.0,15.7,14.3,16.2,15.7,0.0,19.0,0.0,30.0,11.9,30.0,30.0,15.7,0.0,0.2,36.7,30.7,181.2,13.2,0.3,0.3,5.5
0.05,317,30.0,15.7,14.3,16.2,15.7,0.0,19.0,0.0,30.0,11.9,30.0,30.0,15.7,0.0,0.0,36.7,30.7,181.2,13.2,0.0,0.0,5.5
0.05,318,30.0,15.9,14.1,16.2,15.9,0.0,19.0,0.1,30.0,12.0,30.0,30.0,15.9,0.0,0.2,36.9,30.9,181.2,13.2,0.0,0.0,5.5
0.05,319,30.0,15.9,14.1,16.2,15.9,0.0,19.0,0.0,30.0,12.0,30.0,30.0,15.9,0.0,0.0,36.9,30.9,181.2,13.3,0.0,0.0,5.5
0.05,320,29.9,15.8,14.1,16.2,15.8,0.0,19.0,0.0,30.0,12.2,30.0,29.9,15.8,0.0,0.0,36.9,30.9,181.7,13.3,0.6,0.5,5.5
0.05,321,30.0,15.8,14.2,16.2,15.8,0.0,19.0,0.0,30.0,12.4,30.0,30.0,15.8,0.0,0.1,37.0,31.0,183.4,13.3,1.6,1.7,5.5
0.05,322,29.5,15.9,13.6,16.1,15.9,0.0,19.0,0.0,30.0,12.6,30.0,29.5,15.9,0.1,0.2,37.2,31.2,183.7,13.3,0.8,0.3,5.5
0.05,323,29.8,16.0,13.8,16.1,15.9,0.0,19.0,0.0,30.0,12.9,30.0,29.8,15.9,0.1,0.1,37.3,31.3,184.2,13.3,0.2,0.5,5.5
0.05,324,30.0,16.0,14.0,16.2,16.0,0.0,19.0,0.0,30.0,13.4,30.0,30.0,16.0,0.0,0.0,37.3,31.3,184.4,13.3,0.0,0.2,5.5
0.05,325,30.0,16.4,13.6,16.2,16.4,0.0,19.0,0.0,30.0,13.5,30.0,30.0,16.4,0.0,0.4,37.7,31.7,184.4,13.4,0.0,0.0,5.5
0.05,326,30.0,16.6,13.4,16.2,16.6,0.0,19.0,0.1,30.0,13.5,30.0,30.0,16.6,0.0,0.2,37.9,31.9,184.4,13.5,0.0,0.0,5.5
0.05,327,30.0,16.5,13.5,16.3,16.5,0.0,19.0,0.1,30.0,13.6,30.0,30.0,16.5,0.0,0.0,37.9,31.9,185.0,13.6,0.6,0.6,5.5
0.05,328,29.7,16.3,13.4,16.5,16.3,0.0,19.0,0.0,30.0,13.6,30.0,29.7,16.3,0.0,0.0,37.9,31.9,186.3,13.6,1.6,1.3,5.5
0.05,329,30.0,16.5,13.5,16.5,16.5,0.0,19.0,0.0,30.0,13.7,30.0,30.0,16.5,0.0,0.3,38.2,32.2,187.0,13.7,0.4,0.7,5.5
0.05,330,30.0,16.5,13.5,16.5,16.5,0.0,19.0,0.1,30.0,13.9,30.0,30.0,16.5,0.0,0.1,38.3,32.3,187.5,13.7,0.5,0.5,5.5
0.05,331,30.0,16.7,13.3,16.5,16.7,0.0,19.0,0.1,30.0,13.9,30.0,30.0,16.7,0.0,0.2,38.5,32.5,187.7,13.7,0.2,0.2,5.5
0.05,332,30.0,16.8,13.2,16.5,16.8,0.0,19.0,0.0,30.0,14.1,30.0,30.0,16.8,0.0,0.1,38.6,32.6,187.7,13.7,0.0,0.0,5.5
0.05,333,30.0,16.8,13.2,16.5,16.8,0.0,19.0,0.0,30.0,14.1,30.0,30.0,16.8,0.0,0.0,38.6,32.6,187.7,13.7,0.0,0.0,5.5
0.05,334,29.9,17.0,12.9,16.4,17.0,0.0,19.0,0.0,30.0,14.3,30.0,29.9,17.0,0.1,0.2,38.8,32.8,188.2,13.7,0.6,0.5,5.5
0.05,335,30.0,16.7,13.3,16.5,16.7,0.0,19.0,0.0,30.0,14.4,30.0,30.0,16.7,0.0,0.0,38.8,32.8,189.8,13.7,1.5,1.6,5.5
0.05,336,29.9,17.0,12.9,16.5,17.0,0.0,19.0,0.0,30.0,14.5,30.0,29.9,17.0,0.0,0.3,39.1,33.1,190.4,13.7,0.7,0.6,5.5
0.05,337,30.0,17.0,13.0,16.5,17.0,0.0,19.0,0.1,30.0,14.7,30.0,30.0,17.0,0.0,0.1,39.2,33.2,191.0,13.7,0.5,0.6,5.5
0.05,338,30.0,17.3,12.7,16.5,17.3,0.0,19.0,0.0,30.0,14.8,30.0,30.0,17.3,0.0,0.3,39.5,33.5,191.1,13.9,0.1,0.1,5.5
0.05,339,30.0,17.3,12.7,16.5,17.3,0.0,19.0,0.0,30.0,14.9,30.0,30.0,17.3,0.0,0.0,39.5,33.5,191.1,13.9,0.0,0.0,5.5
0.05,340,30.0,17.6,12.4,16.5,17.6,0.0,19.0,0.0,30.0,15.1,30.0,30.0,17.6,0.0,0.3,39.8,33.8,191.1,13.9,0.0,0.0,5.5
0.05,341,29.8,17.8,12.0,16.3,17.8,0.0,19.0,0.0,30.0,15.2,30.0,29.8,17.8,0.1,0.2,40.0,34.0,191.3,14.0,0.4,0.2,5.5
0.05,342,29.9,17.8,12.1,16.0,17.8,0.0,19.0,0.0,30.0,15.3,30.0,29.9,17.8,0.1,0.1,40.1,34.1,192.8,14.1,1.4,1.5,5.5
0.05,343,30.0,17.8,12.2,16.1,17.8,0.0,19.0,0.0,30.0,15.4,30.0,30.0,17.8,0.0,0.0,40.1,34.1,193.5,14.1,0.6,0.7,5.5
0.05,344,30.0,18.0,12.0,16.2,18.0,0.0,19.0,0.0,30.0,15.6,30.0,30.0,18.0,0.0,0.3,40.4,34.4,194.1,14.3,0.6,0.6,5.5
0.05,345,30.0,18.2,11.8,16.2,18.2,0.0,19.0,0.0,30.0,15.7,30.0,30.0,18.2,0.0,0.3,40.7,34.7,194.3,14.3,0.2,0.2,5.5
0.05,346,30.0,18.3,11.7,16.2,18.3,0.0,19.0,0.0,30.0,15.9,30.0,30.0,18.3,0.0,0.1,40.8,34.8,194.3,14.3,0.0,0.0,5.5
0.05,347,30.0,18.3,11.7,16.2,18.3,0.0,19.0,0.0,30.0,16.0,30.0,30.0,18.3,0.0,0.0,40.8,34.8,194.3,14.5,0.0,0.0,5.5
0.05,348,29.9,18.2,11.7,16.3,18.2,0.0,19.0,0.1,30.0,16.0,30.0,29.9,18.2,0.0,0.0,40.8,34.8,194.4,14.5,0.2,0.1,5.5
0.05,349,29.7,18.1,11.6,16.2,18.1,0.0,19.0,0.1,30.0,16.0,30.0,29.7,18.1,0.0,0.2,41.0,35.0,195.8,14.8,1.6,1.4,5.5
0.05,350,30.0,18.3,11.7,16.1,18.3,0.0,19.0,0.1,30.0,16.3,30.0,30.0,18.3,0.0,0.2,41.2,35.2,196.6,14.9,0.5,0.8,5.5
0.05,351,30.0,18.3,11.7,16.0,18.3,0.0,19.0,0.0,30.0,16.3,30.0,30.0,18.3,0.0,0.1,41.3,35.3,197.2,14.9,0.6,0.6,5.5
0.05,352,29.9,18.5,11.4,16.0,18.5,0.0,19.0,0.1,30.0,16.4,30.0,29.9,18.5,0.0,0.2,41.5,35.5,197.3,15.1,0.2,0.1,5.5
0.05,353,30.0,18.6,11.4,16.0,18.6,0.0,19.0,0.0,30.0,16.5,30.0,30.0,18.6,0.0,0.1,41.6,35.6,197.4,15.1,0.0,0.1,5.5
0.05,354,30.0,18.7,11.3,16.0,18.7,0.0,19.0,0.1,30.0,16.5,30.0,30.0,18.7,0.0,0.1,41.7,35.7,197.4,15.3,0.0,0.0,5.5
0.05,355,30.0,18.8,11.2,16.1,18.8,0.0,19.0,0.0,30.0,16.5,30.0,30.0,18.8,0.0,0.2,41.9,35.9,197.5,15.3,0.1,0.1,5.5
0.05,356,29.5,18.8,10.7,15.7,18.7,0.0,19.0,0.0,30.0,16.6,30.0,29.5,18.7,0.2,0.2,42.1,36.1,198.4,15.4,1.4,0.9,5.5
0.05,357,29.9,18.7,11.2,15.9,18.7,0.0,19.0,0.1,30.0,16.6,30.0,29.9,18.7,0.1,0.1,42.2,36.2,199.4,15.4,0.6,1.0,5.5
0.05,358,30.0,18.7,11.3,16.0,18.7,0.0,19.0,0.0,30.0,16.7,30.0,30.0,18.7,0.0,0.1,42.3,36.3,200.2,15.4,0.7,0.8,5.5
0.05,359,30.0,18.9,11.1,16.0,18.9,0.0,19.0,0.1,30.0,16.9,30.0,30.0,18.9,0.0,0.2,42.5,36.5,200.2,15.4,0.0,0.0,5.5
0.05,360,30.0,19.1,10.9,16.0,19.1,0.0,19.0,0.1,30.0,16.9,30.0,30.0,19.1,0.0,0.2,42.7,36.7,200.2,15.5,0.0,0.0,5.5
0.05,361,30.0,19.2,10.8,16.0,19.2,0.0,19.0,0.0,30.0,17.0,30.0,30.0,19.2,0.0,0.1,42.8,36.8,200.2,15.6,0.0,0.0,5.5
0.05,362,29.9,19.3,10.6,15.8,19.3,0.0,19.0,0.0,30.0,17.2,30.0,29.9,19.3,0.1,0.2,43.0,37.0,200.3,15.6,0.2,0.1,5.5
0.05,363,30.0,19.4,10.6,15.7,19.4,0.0,19.0,0.1,30.0,17.3,30.0,30.0,19.4,0.0,0.3,43.3,37.3,201.1,15.6,0.7,0.8,5.5
0.05,364,30.0,19.1,10.9,15.9,19.1,0.0,19.0,0.0,30.0,17.3,30.0,30.0,19.1,0.0,0.1,43.4,37.4,202.4,15.7,1.3,1.3,5.5
0.05,365,29.8,19.1,10.7,15.9,19.1,0.0,19.0,0.0,30.0,17.4,30.0,29.8,19.1,0.0,0.0,43.4,37.4,202.8,15.7,0.6,0.4,5.5
0.05,366,30.0,19.0,11.0,15.9,19.0,0.0,19.0,0.0,30.0,17.5,30.0,30.0,19.0,0.0,0.0,43.4,37.4,203.1,15.8,0.1,0.3,5.5
0.05,367,30.0,19.1,10.9,16.0,19.1,0.0,19.0,0.0,30.0,17.7,30.0,30.0,19.1,0.0,0.2,43.6,37.6,203.2,15.8,0.1,0.1,5.5
0.05,368,30.0,19.1,10.9,16.0,19.1,0.0,19.0,0.0,30.0,17.8,30.0,30.0,19.1,0.0,0.0,43.6,37.6,203.2,15.9,0.0,0.0,5.5
0.05,369,30.0,19.4,10.6,16.0,19.4,0.0,19.0,0.1,30.0,17.8,30.0,30.0,19.4,0.0,0.3,43.9,37.9,203.3,15.9,0.1,0.1,5.5
0.05,370,29.8,19.3,10.5,16.0,19.3,0.0,19.0,0.0,30.0,18.0,30.0,29.8,19.3,0.0,0.3,44.2,38.2,204.1,16.1,1.0,0.8,5.5
0.05,371,30.0,19.3,10.7,15.9,19.3,0.0,19.0,0.0,30.0,18.1,30.0,30.0,19.3,0.0,0.1,44.3,38.3,205.3,16.1,1.0,1.2,5.5
0.05,372,29.7,19.2,10.5,15.9,19.2,0.0,19.0,0.2,30.0,18.3,30.0,29.7,19.2,0.1,0.1,44.4,38.4,205.6,16.2,0.6,0.3,5.5
0.05,373,30.0,19.3,10.7,15.9,19.3,0.0,19.0,0.1,30.0,18.4,30.0,30.0,19.3,0.0,0.1,44.5,38.5,206.2,16.3,0.3,0.6,5.5
0.05,374,30.0,19.4,10.6,15.9,19.4,0.0,19.0,0.1,30.0,18.5,30.0,30.0,19.4,0.0,0.1,44.6,38.6,206.3,16.4,0.1,0.1,5.5
0.05,375,30.0,19.6,10.4,15.9,19.6,0.0,19.0,0.0,30.0,18.7,30.0,30.0,19.6,0.0,0.2,44.8,38.8,206.3,16.4,0.0,0.0,5.5
0.05,376,29.9,19.7,10.2,15.9,19.7,0.0,19.0,0.1,30.0,18.9,30.0,29.9,19.7,0.0,0.1,44.9,38.9,206.3,16.5,0.1,0.0,5.5
0.05,377,29.8,19.9,9.9,16.0,19.9,0.0,19.0,0.0,30.0,19.1,30.0,29.8,19.9,0.0,0.4,45.3,39.3,207.0,16.7,0.8,0.7,5.5
0.05,378,30.0,19.6,10.4,16.1,19.6,0.0,19.0,0.0,30.0,19.1,30.0,30.0,19.6,0.0,0.1,45.4,39.4,208.5,16.7,1.3,1.5,5.5
0.05,379,30.0,19.7,10.3,16.0,19.7,0.0,19.0,0.2,30.0,19.3,30.0,30.0,19.7,0.0,0.1,45.5,39.5,208.7,16.7,0.2,0.2,5.5
0.05,380,30.0,19.8,10.2,16.0,19.8,0.0,19.0,0.0,30.0,19.6,30.0,30.0,19.8,0.0,0.1,45.6,39.6,209.2,16.7,0.5,0.5,5.5
0.05,381,30.0,19.9,10.1,16.0,19.9,0.0,19.0,0.0,30.0,19.8,30.0,30.0,19.9,0.0,0.1,45.7,39.7,209.3,16.7,0.1,0.1,5.5
0.05,382,30.0,20.2,9.8,16.0,20.2,0.0,19.0,0.0,30.0,19.8,30.0,30.0,20.2,0.0,0.3,46.0,40.0,209.3,16.8,0.0,0.0,5.5
0.05,383,30.0,20.6,9.4,16.0,20.6,0.0,19.0,0.0,30.0,19.8,30.0,30.0,20.6,0.0,0.4,46.4,40.4,209.3,16.8,0.0,0.0,5.5
0.05,384,29.7,20.5,9.2,15.8,20.5,0.0,19.0,0.1,30.0,20.0,30.0,29.7,20.5,0.1,0.1,46.5,40.5,209.8,16.9,0.8,0.5,5.5
0.05,385,29.9,20.4,9.5,15.8,20.4,0.0,19.0,0.1,30.0,20.0,30.0,29.9,20.4,0.0,0.2,46.7,40.7,211.5,16.9,1.5,1.7,5.5
0.05,386,30.0,20.3,9.7,15.8,20.3,0.0,19.0,0.0,30.0,20.3,30.0,30.0,20.3,0.0,0.0,46.7,40.7,211.8,16.9,0.2,0.3,5.5
0.05,387,30.0,20.4,9.6,15.9,20.4,0.0,19.0,0.2,30.0,20.4,30.0,30.0,20.4,0.0,0.2,46.9,40.9,212.2,17.0,0.4,0.4,5.5
0.05,388,29.9,20.7,9.2,15.8,20.7,0.0,19.0,0.1,30.0,20.6,30.0,29.9,20.7,0.1,0.3,47.2,41.2,212.2,17.1,0.1,0.0,5.5
0.05,389,30.0,20.9,9.1,15.9,20.9,0.0,19.0,0.0,30.0,20.6,30.0,30.0,20.9,0.0,0.2,47.4,41.4,212.3,17.1,0.0,0.1,5.5
0.05,390,30.0,20.9,9.1,15.9,20.9,0.0,19.0,0.0,30.0,20.6,30.0,30.0,20.9,0.0,0.0,47.4,41.4,212.3,17.2,0.0,0.0,5.5
0.05,391,29.8,20.9,8.9,15.7,20.9,0.0,19.0,0.0,30.0,20.6,30.0,29.8,20.9,0.0,0.1,47.5,41.5,212.7,17.3,0.6,0.4,5.5
0.05,392,29.7,20.9,8.8,15.7,20.9,0.0,19.0,0.0,30.0,20.6,30.0,29.7,20.9,0.1,0.3,47.8,41.8,214.3,17.3,1.7,1.6,5.5
0.05,393,30.0,20.9,9.1,15.8,20.9,0.0,19.0,0.0,30.0,20.6,30.0,30.0,20.9,0.0,0.1,47.9,41.9,214.9,17.3,0.3,0.6,5.5
0.05,394,29.9,20.7,9.2,15.9,20.7,0.0,19.0,0.0,30.0,20.8,30.0,29.9,20.7,0.0,0.0,47.9,41.9,215.2,17.3,0.4,0.3,5.5
0.05,395,30.0,20.8,9.2,15.9,20.8,0.0,19.0,0.0,30.0,20.8,30.0,30.0,20.8,0.0,0.1,48.0,42.0,215.3,17.4,0.0,0.1,5.5
0.05,396,30.0,20.8,9.2,15.9,20.8,0.0,19.0,0.0,30.0,20.8,30.0,30.0,20.8,0.0,0.0,48.0,42.0,215.4,17.6,0.1,0.1,5.5
0.05,397,30.0,21.0,9.0,15.9,21.0,0.0,19.0,0.1,30.0,20.9,30.0,30.0,21.0,0.0,0.2,48.2,42.2,215.4,17.6,0.0,0.0,5.5
0.05,398,30.0,21.3,8.7,15.9,21.3,0.0,19.0,0.1,30.0,21.0,30.0,30.0,21.3,0.0,0.3,48.5,42.5,215.7,17.9,0.3,0.3,5.5
0.05,399,29.8,21.0,8.8,15.8,21.0,0.0,19.0,0.0,30.0,21.0,30.0,29.8,21.0,0.1,0.0,48.5,42.5,217.0,17.9,1.5,1.3,5.5
0.05,400,30.0,21.1,8.9,16.0,21.1,0.0,19.0,0.1,30.0,2.2,30.0,30.0,21.1,0.0,0.2,48.7,42.7,217.8,17.9,0.6,0.8,5.5
0.05,401,29.9,20.9,9.0,15.9,20.9,0.0,19.0,0.0,30.0,2.3,30.0,29.9,20.9,0.0,0.0,48.7,42.7,218.2,17.9,0.5,0.4,5.5
0.05,402,30.0,20.9,9.1,15.9,20.9,0.0,19.0,0.0,30.0,2.7,30.0,30.0,20.9,0.0,0.0,48.7,42.7,218.4,17.9,0.1,0.2,5.5
0.05,403,30.0,21.0,9.0,15.8,21.0,0.0,19.0,0.0,30.0,2.9,30.0,30.0,21.0,0.0,0.1,48.8,42.8,218.5,17.9,0.1,0.1,5.5
0.05,404,30.0,21.0,9.0,15.8,21.0,0.0,19.0,0.0,30.0,2.9,30.0,30.0,21.0,0.0,0.0,48.8,42.8,218.5,17.9,0.0,0.0,5.5
0.05,405,29.9,21.0,8.9,15.9,21.0,0.0,19.0,0.0,30.0,3.0,30.0,29.9,21.0,0.0,0.1,48.9,42.9,218.8,17.9,0.4,0.3,5.5
0.05,406,29.8,20.6,9.2,16.0,20.6,0.0,19.0,0.0,30.0,3.2,30.0,29.8,20.6,0.1,0.0,48.9,42.9,220.4,17.9,1.7,1.6,5.5
0.05,407,29.7,20.5,9.2,16.0,20.5,0.0,19.0,0.0,30.0,3.4,30.0,29.7,20.5,0.0,0.0,48.9,42.9,221.1,17.9,0.8,0.7,5.5
0.05,408,29.9,20.6,9.3,16.0,20.6,0.0,19.0,0.0,30.0,3.4,30.0,29.9,20.6,0.0,0.1,49.0,43.0,221.7,17.9,0.4,0.6,5.5
0.05,409,30.0,20.6,9.4,16.0,20.6,0.0,19.0,0.0,30.0,3.5,30.0,30.0,20.6,0.0,0.0,49.0,43.0,222.0,17.9,0.2,0.3,5.5
0.05,410,30.0,20.6,9.4,16.0,20.6,0.0,19.0,0.0,30.0,3.6,30.0,30.0,20.6,0.0,0.0,49.0,43.0,222.1,17.9,0.1,0.1,5.5
0.05,411,30.0,20.7,9.3,16.0,20.7,0.0,19.0,0.1,30.0,3.7,30.0,30.0,20.7,0.0,0.1,49.1,43.1,222.1,17.9,0.0,0.0,5.5
0.05,412,30.0,20.7,9.3,16.0,20.7,0.0,19.0,0.0,30.0,3.8,30.0,30.0,20.7,0.0,0.0,49.1,43.1,222.4,18.0,0.3,0.3,5.5
0.05,413,30.0,20.7,9.3,16.0,20.7,0.0,19.0,0.0,30.0,3.8,30.0,30.0,20.7,0.0,0.0,49.1,43.1,223.9,18.0,1.5,1.5,5.5
0.05,414,29.9,20.6,9.3,15.9,20.6,0.0,19.0,0.0,30.0,4.0,30.0,29.9,20.6,0.0,0.0,49.1,43.1,224.6,18.0,0.8,0.7,5.5
0.05,415,29.9,20.6,9.3,15.8,20.6,0.0,19.0,0.0,30.0,4.1,30.0,29.9,20.6,0.1,0.0,49.1,43.1,225.2,18.0,0.6,0.6,5.5
0.05,416,30.0,20.6,9.4,15.9,20.6,0.0,19.0,0.0,30.0,4.1,30.0,30.0,20.6,0.0,0.0,49.1,43.1,225.6,18.0,0.3,0.4,5.5
0.05,417,30.0,20.6,9.4,15.9,20.6,0.0,19.0,0.0,30.0,4.1,30.0,30.0,20.6,0.0,0.0,49.1,43.1,225.7,18.0,0.1,0.1,5.5
0.05,418,30.0,20.6,9.4,15.9,20.6,0.0,19.0,0.0,30.0,4.2,30.0,30.0,20.6,0.0,0.0,49.1,43.1,225.7,18.0,0.0,0.0,5.5
0.05,419,29.9,20.6,9.3,15.8,20.6,0.0,19.0,0.0,30.0,4.2,30.0,29.9,20.6,0.1,0.0,49.1,43.1,225.9,18.0,0.3,0.2,5.5
0.05,420,29.8,20.5,9.3,15.8,20.5,0.0,19.0,0.1,30.0,4.5,30.0,29.8,20.5,0.1,0.0,49.1,43.1,227.4,18.0,1.6,1.5,5.5
0.05,421,30.0,20.5,9.5,15.9,20.5,0.0,19.0,0.0,30.0,4.5,30.0,30.0,20.5,0.0,0.0,49.1,43.1,228.3,18.0,0.7,0.9,5.5
0.05,422,29.7,20.7,9.0,15.8,20.7,0.0,19.0,0.1,30.0,4.9,30.0,29.7,20.7,0.1,0.2,49.3,43.3,228.5,18.0,0.5,0.2,5.5
0.05,423,30.0,20.7,9.3,15.9,20.7,0.0,19.0,0.0,30.0,5.0,30.0,30.0,20.7,0.0,0.0,49.3,43.3,229.2,18.0,0.4,0.7,5.5
0.05,424,30.0,20.7,9.3,15.9,20.7,0.0,19.0,0.0,30.0,5.2,30.0,30.0,20.7,0.0,0.0,49.3,43.3,229.3,18.0,0.1,0.1,5.5
0.05,425,30.0,20.9,9.1,15.9,20.9,0.0,19.0,0.0,30.0,5.4,30.0,30.0,20.9,0.0,0.2,49.5,43.5,229.3,18.0,0.0,0.0,5.5
0.05,426,29.9,20.9,9.0,15.9,20.9,0.0,19.0,0.1,30.0,5.5,30.0,29.9,20.9,0.0,0.0,49.5,43.5,229.4,18.0,0.2,0.1,5.5
0.05,427,30.0,20.9,9.1,15.9,20.9,0.0,19.0,0.0,30.0,5.6,30.0,30.0,20.9,0.0,0.0,49.5,43.5,230.8,18.0,1.3,1.4,5.5
0.05,428,29.9,20.9,9.0,15.8,20.9,0.0,19.0,0.0,30.0,5.9,30.0,29.9,20.9,0.1,0.0,49.5,43.5,231.5,18.0,0.8,0.7,5.5
0.05,429,30.0,20.8,9.2,15.9,20.8,0.0,19.0,0.0,30.0,5.9,30.0,30.0,20.8,0.0,0.0,49.5,43.5,231.9,18.0,0.3,0.4,5.5
0.05,430,30.0,20.8,9.2,15.9,20.8,0.0,19.0,0.1,30.0,6.1,30.0,30.0,20.8,0.0,0.0,49.5,43.5,232.6,18.0,0.7,0.7,5.5
0.05,431,30.0,20.9,9.1,15.9,20.9,0.0,19.0,0.0,30.0,6.2,30.0,30.0,20.9,0.0,0.1,49.6,43.6,232.7,18.1,0.1,0.1,5.5
0.05,432,30.0,20.9,9.1,15.9,20.9,0.0,19.0,0.0,30.0,6.2,30.0,30.0,20.9,0.0,0.0,49.6,43.6,232.7,18.1,0.0,0.0,5.5
0.05,433,30.0,21.0,9.0,15.9,21.0,0.0,19.0,0.0,30.0,6.3,30.0,30.0,21.0,0.0,0.1,49.7,43.7,232.8,18.1,0.1,0.1,5.5
0.05,434,29.8,20.8,9.0,16.0,20.8,0.0,19.0,0.0,30.0,6.3,30.0,29.8,20.8,0.0,0.0,49.7,43.7,234.1,18.1,1.5,1.3,5.5
0.05,435,30.0,20.7,9.3,16.0,20.7,0.0,19.0,0.0,30.0,6.3,30.0,30.0,20.7,0.0,0.0,49.7,43.7,235.0,18.1,0.7,0.9,5.5
0.05,436,29.9,20.7,9.2,16.0,20.7,0.0,19.0,0.0,30.0,6.7,30.0,29.9,20.7,0.0,0.0,49.7,43.7,235.3,18.1,0.4,0.3,5.5
0.05,437,29.9,20.7,9.2,16.0,20.7,0.0,19.0,0.0,30.0,6.8,30.0,29.9,20.7,0.0,0.0,49.7,43.7,236.0,18.1,0.7,0.7,5.5
0.05,438,30.0,20.7,9.3,16.0,20.7,0.0,19.0,0.0,30.0,6.9,30.0,30.0,20.7,0.0,0.0,49.7,43.7,236.2,18.1,0.1,0.2,5.5
0.05,439,30.0,20.7,9.3,16.0,20.7,0.0,19.0,0.0,30.0,6.9,30.0,30.0,20.7,0.0,0.0,49.7,43.7,236.2,18.1,0.0,0.0,5.5
0.05,440,29.9,20.7,9.2,16.0,20.7,0.0,19.0,0.0,30.0,7.1,30.0,29.9,20.7,0.0,0.0,49.7,43.7,236.2,18.1,0.1,0.0,5.5
0.05,441,29.8,20.6,9.2,15.8,20.6,0.0,19.0,0.0,30.0,7.1,30.0,29.8,20.6,0.1,0.0,49.7,43.7,237.5,18.1,1.4,1.3,5.5
0.05,442,29.9,20.5,9.4,15.9,20.5,0.0,19.0,0.0,30.0,7.3,30.0,29.9,20.5,0.0,0.0,49.7,43.7,238.6,18.1,1.0,1.1,5.5
0.05,443,29.9,20.6,9.3,15.9,20.6,0.0,19.0,0.0,30.0,7.8,30.0,29.9,20.6,0.0,0.1,49.8,43.8,238.9,18.1,0.3,0.3,5.5
0.05,444,29.9,20.6,9.3,15.9,20.6,0.0,19.0,0.0,30.0,8.0,30.0,29.9,20.6,0.0,0.0,49.8,43.8,239.6,18.1,0.7,0.7,5.5
0.05,445,30.0,20.7,9.3,15.9,20.7,0.0,19.0,0.0,30.0,8.3,30.0,30.0,20.7,0.0,0.1,49.9,43.9,239.9,18.1,0.2,0.3,5.5
0.05,446,30.0,20.7,9.3,15.9,20.7,0.0,19.0,0.0,30.0,8.5,30.0,30.0,20.7,0.0,0.0,49.9,43.9,239.9,18.1,0.0,0.0,5.5
0.05,447,30.0,20.7,9.3,15.9,20.7,0.0,19.0,0.1,30.0,8.7,30.0,30.0,20.7,0.0,0.0,49.9,43.9,239.9,18.1,0.0,0.0,5.5
0.05,448,29.5,20.8,8.7,15.7,20.8,0.0,19.0,0.0,30.0,8.7,30.0,29.5,20.8,0.2,0.1,50.0,44.0,240.7,18.1,1.3,0.8,5.5
0.05,449,29.7,20.9,8.8,15.8,20.9,0.0,19.0,0.0,30.0,8.9,30.0,29.7,20.9,0.1,0.1,50.1,44.1,241.8,18.2,0.9,1.1,5.5
0.05,450,30.0,20.9,9.1,15.9,20.9,0.0,19.0,0.1,30.0,9.2,30.0,30.0,20.9,0.0,0.0,50.1,44.1,242.4,18.2,0.3,0.6,5.5
0.05,451,29.9,20.9,9.0,15.8,20.9,0.0,19.0,0.0,30.0,9.5,30.0,29.9,20.9,0.1,0.0,50.1,44.1,243.0,18.2,0.7,0.6,5.5
0.05,452,30.0,20.9,9.1,15.9,20.9,0.0,19.0,0.0,30.0,9.5,30.0,30.0,20.9,0.0,0.0,50.1,44.1,243.4,18.2,0.3,0.4,5.5
0.05,453,30.0,20.9,9.1,15.9,20.9,0.0,19.0,0.0,30.0,9.7,30.0,30.0,20.9,0.0,0.0,50.1,44.1,243.4,18.2,0.0,0.0,5.5
0.05,454,30.0,20.9,9.1,15.9,20.9,0.0,19.0,0.0,30.0,9.9,30.0,30.0,20.9,0.0,0.0,50.1,44.1,243.4,18.2,0.0,0.0,5.5
0.05,455,29.9,20.9,9.0,15.8,20.9,0.0,19.0,0.0,30.0,10.0,30.0,29.9,20.9,0.1,0.0,50.1,44.1,244.0,18.2,0.7,0.6,5.5
0.05,456,30.0,20.7,9.3,15.8,20.7,0.0,19.0,0.1,30.0,10.2,30.0,30.0,20.7,0.0,0.0,50.1,44.1,245.4,18.2,1.3,1.4,5.5
0.05,457,30.0,20.9,9.1,15.8,20.9,0.0,19.0,0.1,30.0,10.4,30.0,30.0,20.9,0.0,0.2,50.3,44.3,246.0,18.2,0.6,0.6,5.5
