prob_transmission,day,patients,patient_C,patient_S,patient_isolated,patient_positive,patient_preinfection,hcws,hcw_C,goo,goo_C,beds,filled_beds,filled_sick_beds,empty_isolated_beds,daily_hcw_infections,cumulative_sick_patients,cumulative_sick_patients_by_HCW,cumulative_patients,move2isol,daily_discharges,daily_admissions,iteration
0.05,164,29.7,11.0,18.7,16.3,11.0,0.0,19.0,0.0,30.0,9.4,30.0,29.7,11.0,0.2,0.0,22.4,20.4,107.5,8.7,1.9,1.7,5.5
0.05,165,29.9,11.0,18.9,16.3,11.0,0.0,19.0,0.1,30.0,9.5,30.0,29.9,11.0,0.1,0.1,22.5,20.5,108.9,8.7,1.2,1.4,5.5
0.05,166,30.0,11.2,18.8,16.4,11.2,0.0,19.0,0.0,30.0,9.5,30.0,30.0,11.2,0.0,0.2,22.7,20.7,109.2,8.7,0.2,0.3,5.5
0.05,167,30.0,11.3,18.7,16.4,11.3,0.0,19.0,0.1,30.0,9.6,30.0,30.0,11.3,0.0,0.1,22.8,20.8,109.2,8.7,0.0,0.0,5.5
0.05,168,30.0,11.4,18.6,16.4,11.4,0.0,19.0,0.0,30.0,9.6,30.0,30.0,11.4,0.0,0.1,22.9,20.9,109.2,8.9,0.0,0.0,5.5
0.05,169,30.0,11.5,18.5,16.4,11.5,0.0,19.0,0.0,30.0,9.7,30.0,30.0,11.5,0.0,0.1,23.0,21.0,109.2,8.9,0.0,0.0,5.5
0.05,170,30.0,11.7,18.3,16.4,11.7,0.0,19.0,0.0,30.0,9.7,30.0,30.0,11.7,0.0,0.2,23.2,21.2,109.4,8.9,0.2,0.2,5.5
0.05,171,29.8,11.7,18.1,16.2,11.7,0.0,19.0,0.0,30.0,9.8,30.0,29.8,11.7,0.1,0.0,23.2,21.2,110.7,8.9,1.5,1.3,5.5
0.05,172,29.6,11.7,17.9,16.3,11.7,0.0,19.0,0.0,30.0,9.9,30.0,29.6,11.7,0.0,0.0,23.2,21.2,111.6,8.9,1.1,0.9,5.5
0.05,173,29.9,11.6,18.3,16.2,11.6,0.0,19.0,0.0,30.0,10.0,30.0,29.9,11.6,0.1,0.0,23.2,21.2,112.3,8.9,0.4,0.7,5.5
0.05,174,30.0,11.7,18.3,16.3,11.7,0.0,19.0,0.0,30.0,10.1,30.0,30.0,11.7,0.0,0.1,23.3,21.3,112.4,8.9,0.0,0.1,5.5
0.05,175,30.0,11.9,18.1,16.3,11.9,0.0,19.0,0.0,30.0,10.2,30.0,30.0,11.9,0.0,0.2,23.5,21.5,112.4,9.0,0.0,0.0,5.5
0.05,176,30.0,12.3,17.7,16.3,12.3,0.0,19.0,0.0,30.0,10.4,30.0,30.0,12.3,0.0,0.4,23.9,21.9,112.4,9.0,0.0,0.0,5.5
0.05,177,30.0,12.5,17.5,16.3,12.5,0.0,19.0,0.0,30.0,10.6,30.0,30.0,12.5,0.0,0.2,24.1,22.1,112.5,9.0,0.1,0.1,5.5
0.05,178,29.9,12.3,17.6,16.1,12.3,0.0,19.0,0.0,30.0,10.7,30.0,29.9,12.3,0.0,0.0,24.1,22.1,113.8,9.0,1.4,1.3,5.5
0.05,179,30.0,12.1,17.9,16.3,12.1,0.0,19.0,0.0,30.0,10.7,30.0,30.0,12.1,0.0,0.1,24.2,22.2,114.8,9.0,0.9,1.0,5.5
0.05,180,30.0,12.1,17.9,16.3,12.1,0.0,19.0,0.1,30.0,10.7,30.0,30.0,12.1,0.0,0.0,24.2,22.2,115.3,9.1,0.5,0.5,5.5
0.05,181,30.0,12.1,17.9,16.3,12.1,0.0,19.0,0.2,30.0,10.8,30.0,30.0,12.1,0.0,0.0,24.2,22.2,115.4,9.2,0.1,0.1,5.5
0.05,182,30.0,12.1,17.9,16.3,12.1,0.0,19.0,0.0,30.0,10.9,30.0,30.0,12.1,0.0,0.0,24.2,22.2,115.4,9.3,0.0,0.0,5.5
0.05,183,30.0,12.2,17.8,16.3,12.2,0.0,19.0,0.1,30.0,11.2,30.0,30.0,12.2,0.0,0.1,24.3,22.3,115.4,9.4,0.0,0.0,5.5
0.05,184,29.9,12.1,17.8,16.2,12.1,0.0,19.0,0.0,30.0,11.2,30.0,29.9,12.1,0.1,0.0,24.3,22.3,115.5,9.5,0.2,0.1,5.5
0.05,185,29.6,12.0,17.6,16.3,12.0,0.0,19.0,0.1,30.0,11.2,30.0,29.6,12.0,0.1,0.0,24.3,22.3,116.6,9.5,1.4,1.1,5.5
0.05,186,29.8,11.8,18.0,16.2,11.8,0.0,19.0,0.1,30.0,11.3,30.0,29.8,11.8,0.1,0.1,24.4,22.4,117.9,9.5,1.1,1.3,5.5
0.05,187,29.9,11.7,18.2,16.5,11.7,0.0,19.0,0.0,30.0,11.3,30.0,29.9,11.7,0.0,0.1,24.5,22.5,118.7,9.6,0.7,0.8,5.5
0.05,188,30.0,11.8,18.2,16.5,11.8,0.0,19.0,0.0,30.0,11.3,30.0,30.0,11.8,0.0,0.1,24.6,22.6,118.9,9.6,0.1,0.2,5.5
0.05,189,30.0,11.8,18.2,16.5,11.8,0.0,19.0,0.0,30.0,11.3,30.0,30.0,11.8,0.0,0.0,24.6,22.6,118.9,9.7,0.0,0.0,5.5
0.05,190,30.0,11.9,18.1,16.5,11.9,0.0,19.0,0.0,30.0,11.3,30.0,30.0,11.9,0.0,0.1,24.7,22.7,118.9,9.7,0.0,0.0,5.5
0.05,191,30.0,12.0,18.0,16.4,12.0,0.0,19.0,0.0,30.0,11.4,30.0,30.0,12.0,0.0,0.1,24.8,22.8,119.0,9.8,0.1,0.1,5.5
0.05,192,29.7,12.0,17.7,16.3,12.0,0.0,19.0,0.0,30.0,11.4,30.0,29.7,12.0,0.0,0.0,24.8,22.8,119.8,9.8,1.1,0.8,5.5
0.05,193,29.8,11.8,18.0,16.3,11.8,0.0,19.0,0.1,30.0,11.5,30.0,29.8,11.8,0.0,0.0,24.8,22.8,121.3,9.8,1.4,1.5,5.5
0.05,194,30.0,11.8,18.2,16.1,11.8,0.0,19.0,0.0,30.0,11.6,30.0,30.0,11.8,0.0,0.0,24.8,22.8,122.2,9.9,0.7,0.9,5.5
0.05,195,30.0,11.9,18.1,16.1,11.9,0.0,19.0,0.0,30.0,11.6,30.0,30.0,11.9,0.0,0.1,24.9,22.9,122.4,9.9,0.2,0.2,5.5
0.05,196,30.0,11.9,18.1,16.1,11.9,0.0,19.0,0.3,30.0,11.7,30.0,30.0,11.9,0.0,0.0,24.9,22.9,122.4,9.9,0.0,0.0,5.5
0.05,197,30.0,12.0,18.0,16.1,12.0,0.0,19.0,0.0,30.0,11.7,30.0,30.0,12.0,0.0,0.1,25.0,23.0,122.4,9.9,0.0,0.0,5.5
0.05,198,29.9,12.2,17.7,16.1,12.2,0.0,19.0,0.1,30.0,11.7,30.0,29.9,12.2,0.0,0.2,25.2,23.2,122.4,9.9,0.1,0.0,5.5
0.05,199,29.9,12.4,17.5,16.1,12.4,0.0,19.0,0.0,30.0,11.7,30.0,29.9,12.4,0.0,0.2,25.4,23.4,123.2,10.0,0.8,0.8,5.5
0.05,200,29.9,12.4,17.5,15.9,12.4,0.0,19.0,0.0,30.0,11.9,30.0,29.9,12.4,0.1,0.1,25.5,23.5,124.7,10.1,1.5,1.5,5.5
0.05,201,30.0,12.3,17.7,16.1,12.3,0.0,19.0,0.0,30.0,12.1,30.0,30.0,12.3,0.0,0.0,25.5,23.5,125.7,10.1,0.9,1.0,5.5
0.05,202,30.0,12.3,17.7,16.1,12.3,0.0,19.0,0.1,30.0,12.1,30.0,30.0,12.3,0.0,0.0,25.5,23.5,125.9,10.2,0.2,0.2,5.5
0.05,203,30.0,12.5,17.5,16.1,12.5,0.0,19.0,0.1,30.0,12.3,30.0,30.0,12.5,0.0,0.2,25.7,23.7,125.9,10.2,0.0,0.0,5.5
0.05,204,30.0,12.5,17.5,16.1,12.5,0.0,19.0,0.0,30.0,12.3,30.0,30.0,12.5,0.0,0.0,25.7,23.7,125.9,10.3,0.0,0.0,5.5
0.05,205,30.0,12.6,17.4,16.1,12.6,0.0,19.0,0.0,30.0,12.3,30.0,30.0,12.6,0.0,0.1,25.8,23.8,125.9,10.3,0.0,0.0,5.5
0.05,206,29.8,12.6,17.2,16.0,12.6,0.0,19.0,0.0,30.0,12.5,30.0,29.8,12.6,0.1,0.0,25.8,23.8,126.4,10.3,0.7,0.5,5.5
0.05,207,30.0,12.6,17.4,16.0,12.6,0.0,19.0,0.0,30.0,12.5,30.0,30.0,12.6,0.0,0.1,25.9,23.9,128.0,10.5,1.4,1.6,5.5
0.05,208,30.0,12.5,17.5,16.1,12.5,0.0,19.0,0.0,30.0,12.5,30.0,30.0,12.5,0.0,0.0,25.9,23.9,129.1,10.5,1.1,1.1,5.5
0.05,209,29.9,12.6,17.3,16.1,12.6,0.0,19.0,0.0,30.0,12.5,30.0,29.9,12.6,0.0,0.1,26.0,24.0,129.2,10.5,0.2,0.1,5.5
0.05,210,30.0,12.6,17.4,16.1,12.6,0.0,19.0,0.0,30.0,12.6,30.0,30.0,12.6,0.0,0.0,26.0,24.0,129.3,10.5,0.0,0.1,5.5
0.05,211,30.0,12.6,17.4,16.1,12.6,0.0,19.0,0.2,30.0,12.6,30.0,30.0,12.6,0.0,0.0,26.0,24.0,129.3,10.5,0.0,0.0,5.5
0.05,212,30.0,12.6,17.4,16.1,12.6,0.0,19.0,0.0,30.0,12.6,30.0,30.0,12.6,0.0,0.0,26.0,24.0,129.3,10.6,0.0,0.0,5.5
0.05,213,29.7,12.5,17.2,15.9,12.5,0.0,19.0,0.0,30.0,12.6,30.0,29.7,12.5,0.1,0.0,26.0,24.0,129.6,10.7,0.6,0.3,5.5
0.05,214,30.0,12.4,17.6,16.2,12.4,0.0,19.0,0.0,30.0,12.7,30.0,30.0,12.4,0.0,0.1,26.1,24.1,131.7,10.7,1.8,2.1,5.5
0.05,215,29.8,12.4,17.4,15.9,12.4,0.0,19.0,0.1,30.0,12.7,30.0,29.8,12.4,0.2,0.0,26.1,24.1,132.6,10.7,1.1,0.9,5.5
0.05,216,30.0,12.5,17.5,16.1,12.5,0.0,19.0,0.0,30.0,12.7,30.0,30.0,12.5,0.0,0.1,26.2,24.2,132.9,10.7,0.1,0.3,5.5
0.05,217,30.0,12.6,17.4,16.1,12.6,0.0,19.0,0.0,30.0,12.7,30.0,30.0,12.6,0.0,0.1,26.3,24.3,133.0,10.7,0.1,0.1,5.5
0.05,218,30.0,12.8,17.2,16.1,12.8,0.0,19.0,0.0,30.0,12.9,30.0,30.0,12.8,0.0,0.2,26.5,24.5,133.0,10.7,0.0,0.0,5.5
0.05,219,30.0,12.9,17.1,16.1,12.9,0.0,19.0,0.0,30.0,13.0,30.0,30.0,12.9,0.0,0.1,26.6,24.6,133.0,10.7,0.0,0.0,5.5
0.05,220,30.0,13.1,16.9,16.1,13.1,0.0,19.0,0.0,30.0,1.6,30.0,30.0,13.1,0.0,0.2,26.8,24.8,133.2,10.8,0.2,0.2,5.5
0.05,221,29.8,13.1,16.7,16.0,13.1,0.0,19.0,0.0,30.0,1.7,30.0,29.8,13.1,0.1,0.0,26.8,24.8,134.8,10.9,1.8,1.6,5.5
0.05,222,30.0,13.1,16.9,16.1,13.1,0.0,19.0,0.0,30.0,1.8,30.0,30.0,13.1,0.0,0.0,26.8,24.8,135.9,10.9,0.9,1.1,5.5
0.05,223,29.9,13.1,16.8,15.9,13.1,0.0,19.0,0.0,30.0,1.8,30.0,29.9,13.1,0.1,0.0,26.8,24.8,136.1,10.9,0.3,0.2,5.5
0.05,224,30.0,13.1,16.9,16.0,13.1,0.0,19.0,0.0,30.0,1.8,30.0,30.0,13.1,0.0,0.0,26.8,24.8,136.3,11.0,0.1,0.2,5.5
0.05,225,30.0,13.1,16.9,16.0,13.1,0.0,19.0,0.0,30.0,1.9,30.0,30.0,13.1,0.0,0.0,26.8,24.8,136.3,11.1,0.0,0.0,5.5
0.05,226,30.0,13.1,16.9,16.0,13.1,0.0,19.0,0.1,30.0,2.1,30.0,30.0,13.1,0.0,0.0,26.8,24.8,136.3,11.2,0.0,0.0,5.5
0.05,227,29.9,13.0,16.9,16.0,13.0,0.0,19.0,0.0,30.0,2.3,30.0,29.9,13.0,0.1,0.0,26.8,24.8,136.5,11.4,0.3,0.2,5.5
0.05,228,29.8,12.8,17.0,16.4,12.8,0.0,19.0,0.0,30.0,2.4,30.0,29.8,12.8,0.0,0.1,26.9,24.9,138.2,11.4,1.8,1.7,5.5
0.05,229,29.7,12.9,16.8,16.4,12.9,0.0,19.0,0.0,30.0,2.5,30.0,29.7,12.9,0.0,0.1,27.0,25.0,139.2,11.4,1.1,1.0,5.5
0.05,230,30.0,12.9,17.1,16.3,12.9,0.0,19.0,0.0,30.0,2.7,30.0,30.0,12.9,0.0,0.0,27.0,25.0,139.7,11.4,0.2,0.5,5.5
0.05,231,30.0,12.9,17.1,16.3,12.9,0.0,19.0,0.0,30.0,2.8,30.0,30.0,12.9,0.0,0.0,27.0,25.0,139.9,11.4,0.2,0.2,5.5
0.05,232,30.0,13.0,17.0,16.3,13.0,0.0,19.0,0.0,30.0,2.8,30.0,30.0,13.0,0.0,0.1,27.1,25.1,139.9,11.4,0.0,0.0,5.5
0.05,233,30.0,13.1,16.9,16.3,13.1,0.0,19.0,0.0,30.0,2.8,30.0,30.0,13.1,0.0,0.1,27.2,25.2,139.9,11.4,0.0,0.0,5.5
0.05,234,30.0,13.1,16.9,16.3,13.1,0.0,19.0,0.0,30.0,2.8,30.0,30.0,13.1,0.0,0.0,27.2,25.2,140.1,11.4,0.2,0.2,5.5
0.05,235,29.7,13.0,16.7,16.2,13.0,0.0,19.0,0.0,30.0,2.9,30.0,29.7,13.0,0.1,0.0,27.2,25.2,141.5,11.4,1.7,1.4,5.5
0.05,236,30.0,13.1,16.9,16.3,13.1,0.0,19.0,0.0,30.0,3.1,30.0,30.0,13.1,0.0,0.1,27.3,25.3,142.8,11.4,1.0,1.3,5.5
0.05,237,29.9,13.1,16.8,16.3,13.1,0.0,19.0,0.0,30.0,3.1,30.0,29.9,13.1,0.0,0.0,27.3,25.3,143.2,11.4,0.5,0.4,5.5
0.05,238,30.0,13.1,16.9,16.3,13.1,0.0,19.0,0.0,30.0,3.1,30.0,30.0,13.1,0.0,0.0,27.3,25.3,143.5,11.4,0.2,0.3,5.5
0.05,239,30.0,13.2,16.8,16.3,13.2,0.0,19.0,0.0,30.0,3.3,30.0,30.0,13.2,0.0,0.1,27.4,25.4,143.5,11.4,0.0,0.0,5.5
0.05,240,30.0,13.3,16.7,16.3,13.3,0.0,19.0,0.1,30.0,3.4,30.0,30.0,13.3,0.0,0.1,27.5,25.5,143.5,11.4,0.0,0.0,5.5
0.05,241,29.9,13.4,16.5,16.3,13.4,0.1,19.0,0.1,30.0,3.6,30.0,29.9,13.4,0.0,0.0,27.6,25.5,143.6,11.4,0.2,0.1,5.5
0.05,242,29.7,14.4,15.3,16.2,14.4,1.2,19.0,0.0,30.0,3.6,30.0,29.7,14.4,0.0,0.0,28.7,25.5,144.9,11.5,1.5,1.3,5.5
0.05,243,30.0,15.2,14.8,16.2,15.2,1.9,19.0,0.0,30.0,3.9,30.0,30.0,15.2,0.0,0.1,29.5,25.6,146.2,11.5,1.0,1.3,5.5
0.05,244,30.0,15.3,14.7,16.2,15.3,1.9,19.0,0.1,30.0,4.0,30.0,30.0,15.3,0.0,0.1,29.6,25.7,146.6,11.5,0.4,0.4,5.5
0.05,245,30.0,15.4,14.6,16.2,15.4,2.0,19.0,0.0,30.0,4.1,30.0,30.0,15.4,0.0,0.0,29.7,25.7,146.9,11.5,0.3,0.3,5.5
0.05,246,30.0,15.4,14.6,16.2,15.4,2.0,19.0,0.0,30.0,4.3,30.0,30.0,15.4,0.0,0.0,29.7,25.7,146.9,11.5,0.0,0.0,5.5
0.05,247,30.0,15.4,14.6,16.2,15.4,2.0,19.0,0.0,30.0,4.4,30.0,30.0,15.4,0.0,0.0,29.7,25.7,146.9,11.5,0.0,0.0,5.5
0.05,248,29.9,15.4,14.5,16.1,15.4,1.9,19.0,0.1,30.0,4.5,30.0,29.9,15.4,0.1,0.1,29.8,25.8,146.9,11.5,0.1,0.0,5.5
0.05,249,29.8,14.3,15.5,16.1,14.3,0.8,19.0,0.0,30.0,4.5,30.0,29.8,14.3,0.0,0.0,29.8,25.8,148.1,11.6,1.3,1.2,5.5
0.05,250,29.8,13.3,16.5,16.1,13.3,0.1,19.0,0.0,30.0,4.5,30.0,29.8,13.3,0.1,0.0,29.8,25.8,149.6,11.6,1.5,1.5,5.5
0.05,251,29.9,13.3,16.6,16.2,13.3,0.1,19.0,0.0,30.0,4.7,30.0,29.9,13.3,0.0,0.0,29.8,25.8,150.0,11.6,0.3,0.4,5.5
0.05,252,30.0,13.2,16.8,16.2,13.2,0.0,19.0,0.0,30.0,4.7,30.0,30.0,13.2,0.0,0.0,29.8,25.8,150.4,11.6,0.3,0.4,5.5
0.05,253,30.0,13.5,16.5,16.2,13.5,0.0,19.0,0.0,30.0,4.7,30.0,30.0,13.5,0.0,0.3,30.1,26.1,150.4,11.7,0.0,0.0,5.5
0.05,254,30.0,13.6,16.4,16.2,13.6,0.0,19.0,0.0,30.0,4.9,30.0,30.0,13.6,0.0,0.1,30.2,26.2,150.4,11.7,0.0,0.0,5.5
0.05,255,30.0,13.6,16.4,16.2,13.6,0.0,19.0,0.0,30.0,5.2,30.0,30.0,13.6,0.0,0.0,30.2,26.2,150.4,11.7,0.0,0.0,5.5
0.05,256,29.8,13.7,16.1,16.1,13.7,0.0,19.0,0.0,30.0,5.3,30.0,29.8,13.7,0.1,0.1,30.3,26.3,151.2,11.8,1.0,0.8,5.5
0.05,257,29.7,13.8,15.9,16.1,13.8,0.0,19.0,0.0,30.0,5.3,30.0,29.7,13.8,0.2,0.2,30.5,26.5,152.6,11.8,1.5,1.4,5.5
0.05,258,30.0,13.8,16.2,16.4,13.8,0.0,19.0,0.1,30.0,5.4,30.0,30.0,13.8,0.0,0.1,30.6,26.6,153.4,11.8,0.5,0.8,5.5
0.05,259,29.9,13.8,16.1,16.4,13.8,0.0,19.0,0.0,30.0,5.6,30.0,29.9,13.8,0.0,0.0,30.6,26.6,153.7,11.8,0.4,0.3,5.5
0.05,260,30.0,13.8,16.2,16.4,13.8,0.0,19.0,0.0,30.0,5.8,30.0,30.0,13.8,0.0,0.0,30.6,26.6,153.8,11.8,0.0,0.1,5.5
0.05,261,30.0,13.8,16.2,16.4,13.8,0.0,19.0,0.0,30.0,5.8,30.0,30.0,13.8,0.0,0.0,30.6,26.6,153.8,11.8,0.0,0.0,5.5
0.05,262,30.0,13.8,16.2,16.4,13.8,0.0,19.0,0.0,30.0,5.8,30.0,30.0,13.8,0.0,0.0,30.6,26.6,153.8,11.8,0.0,0.0,5.5
0.05,263,29.6,13.6,16.0,16.1,13.6,0.0,19.0,0.0,30.0,5.9,30.0,29.6,13.6,0.2,0.0,30.6,26.6,154.4,11.8,1.0,0.6,5.5
0.05,264,30.0,13.5,16.5,16.2,13.5,0.0,19.0,0.1,30.0,6.1,30.0,30.0,13.5,0.0,0.0,30.6,26.6,156.2,11.8,1.4,1.8,5.5
0.05,265,29.9,13.6,16.3,16.2,13.6,0.0,19.0,0.0,30.0,6.2,30.0,29.9,13.6,0.0,0.1,30.7,26.7,156.9,11.8,0.8,0.7,5.5
0.05,266,30.0,13.6,16.4,16.2,13.6,0.0,19.0,0.0,30.0,6.2,30.0,30.0,13.6,0.0,0.0,30.7,26.7,157.3,11.8,0.3,0.4,5.5
0.05,267,30.0,13.6,16.4,16.2,13.6,0.0,19.0,0.0,30.0,6.2,30.0,30.0,13.6,0.0,0.0,30.7,26.7,157.4,11.8,0.1,0.1,5.5
0.05,268,30.0,13.7,16.3,16.2,13.7,0.0,19.0,0.0,30.0,6.2,30.0,30.0,13.7,0.0,0.1,30.8,26.8,157.4,11.8,0.0,0.0,5.5
0.05,269,30.0,13.7,16.3,16.2,13.7,0.0,19.0,0.0,30.0,6.2,30.0,30.0,13.7,0.0,0.0,30.8,26.8,157.4,11.9,0.0,0.0,5.5
0.05,270,29.9,13.8,16.1,16.0,13.8,0.0,19.0,0.0,30.0,6.3,30.0,29.9,13.8,0.1,0.1,30.9,26.9,157.8,11.9,0.5,0.4,5.5
0.05,271,30.0,13.7,16.3,16.1,13.7,0.0,19.0,0.0,30.0,6.5,30.0,30.0,13.7,0.0,0.0,30.9,26.9,159.8,11.9,1.9,2.0,5.5
0.05,272,30.0,13.7,16.3,16.1,13.7,0.0,19.0,0.0,30.0,7.0,30.0,30.0,13.7,0.0,0.0,30.9,26.9,160.5,11.9,0.7,0.7,5.5
0.05,273,30.0,13.8,16.2,16.1,13.8,0.0,19.0,0.0,30.0,7.1,30.0,30.0,13.8,0.0,0.1,31.0,27.0,160.8,11.9,0.3,0.3,5.5
0.05,274,30.0,13.9,16.1,16.1,13.9,0.0,19.0,0.0,30.0,7.3,30.0,30.0,13.9,0.0,0.1,31.1,27.1,160.9,11.9,0.1,0.1,5.5
0.05,275,30.0,13.9,16.1,16.1,13.9,0.0,19.0,0.2,30.0,7.4,30.0,30.0,13.9,0.0,0.0,31.1,27.1,160.9,11.9,0.0,0.0,5.5
0.05,276,30.0,14.1,15.9,16.1,14.1,0.0,19.0,0.0,30.0,7.4,30.0,30.0,14.1,0.0,0.2,31.3,27.3,160.9,12.0,0.0,0.0,5.5
0.05,277,30.0,14.0,16.0,16.2,14.0,0.0,19.0,0.1,30.0,7.4,30.0,30.0,14.0,0.0,0.0,31.3,27.3,161.3,12.0,0.4,0.4,5.5
0.05,278,29.9,14.3,15.6,16.2,14.3,0.0,19.0,0.0,30.0,7.6,30.0,29.9,14.3,0.0,0.3,31.6,27.6,163.0,12.0,1.8,1.7,5.5
0.05,279,29.8,14.3,15.5,16.0,14.3,0.0,19.0,0.0,30.0,7.7,30.0,29.8,14.3,0.1,0.0,31.6,27.6,163.6,12.0,0.7,0.6,5.5
0.05,280,30.0,14.2,15.8,16.2,14.2,0.0,19.0,0.0,30.0,7.8,30.0,30.0,14.2,0.0,0.0,31.6,27.6,164.2,12.2,0.4,0.6,5.5
0.05,281,30.0,14.2,15.8,16.2,14.2,0.0,19.0,0.1,30.0,7.8,30.0,30.0,14.2,0.0,0.0,31.6,27.6,164.3,12.2,0.1,0.1,5.5
0.05,282,30.0,14.3,15.7,16.2,14.3,0.0,19.0,0.1,30.0,7.9,30.0,30.0,14.3,0.0,0.1,31.7,27.7,164.3,12.2,0.0,0.0,5.5
0.05,283,30.0,14.4,15.6,16.2,14.4,0.0,19.0,0.0,30.0,7.9,30.0,30.0,14.4,0.0,0.1,31.8,27.8,164.3,12.2,0.0,0.0,5.5
0.05,284,29.7,14.3,15.4,16.0,14.3,0.0,19.0,0.0,30.0,8.0,30.0,29.7,14.3,0.2,0.0,31.8,27.8,164.5,12.3,0.5,0.2,5.5
0.05,285,29.8,14.1,15.7,16.0,14.1,0.0,19.0,0.1,30.0,8.2,30.0,29.8,14.1,0.2,0.0,31.8,27.8,166.5,12.3,1.9,2.0,5.5
0.05,286,29.9,14.1,15.8,16.2,14.1,0.0,19.0,0.0,30.0,8.5,30.0,29.9,14.1,0.0,0.0,31.8,27.8,167.2,12.3,0.6,0.7,5.5
0.05,287,29.8,14.3,15.5,16.0,14.3,0.0,19.0,0.1,30.0,8.5,30.0,29.8,14.3,0.1,0.2,32.0,28.0,167.5,12.3,0.4,0.3,5.5
0.05,288,30.0,14.3,15.7,16.1,14.3,0.0,19.0,0.0,30.0,8.5,30.0,30.0,14.3,0.0,0.0,32.0,28.0,167.8,12.3,0.1,0.3,5.5
0.05,289,30.0,14.4,15.6,16.1,14.4,0.0,19.0,0.1,30.0,8.7,30.0,30.0,14.4,0.0,0.1,32.1,28.1,167.8,12.3,0.0,0.0,5.5
0.05,290,30.0,14.6,15.4,16.1,14.6,0.0,19.0,0.0,30.0,8.9,30.0,30.0,14.6,0.0,0.2,32.3,28.3,167.8,12.3,0.0,0.0,5.5
0.05,291,30.0,14.6,15.4,16.1,14.6,0.0,19.0,0.0,30.0,9.1,30.0,30.0,14.6,0.0,0.0,32.3,28.3,168.0,12.3,0.2,0.2,5.5
0.05,292,29.6,14.6,15.0,16.0,14.6,0.0,19.0,0.0,30.0,9.3,30.0,29.6,14.6,0.1,0.0,32.3,28.3,169.5,12.4,1.9,1.5,5.5
0.05,293,30.0,14.7,15.3,16.0,14.7,0.0,19.0,0.0,30.0,9.5,30.0,30.0,14.7,0.0,0.1,32.4,28.4,170.5,12.4,0.6,1.0,5.5
0.05,294,30.0,14.6,15.4,16.1,14.6,0.0,19.0,0.0,30.0,9.6,30.0,30.0,14.6,0.0,0.1,32.5,28.5,171.0,12.5,0.5,0.5,5.5
0.05,295,30.0,14.7,15.3,16.1,14.7,0.0,19.0,0.0,30.0,9.7,30.0,30.0,14.7,0.0,0.1,32.6,28.6,171.3,12.5,0.3,0.3,5.5
0.05,296,30.0,14.8,15.2,16.1,14.8,0.0,19.0,0.0,30.0,10.0,30.0,30.0,14.8,0.0,0.1,32.7,28.7,171.3,12.5,0.0,0.0,5.5
0.05,297,30.0,14.9,15.1,16.1,14.9,0.0,19.0,0.1,30.0,10.1,30.0,30.0,14.9,0.0,0.1,32.8,28.8,171.3,12.5,0.0,0.0,5.5
0.05,298,29.9,15.0,14.9,16.1,15.0,0.0,19.0,0.0,30.0,10.2,30.0,29.9,15.0,0.0,0.1,32.9,28.9,171.4,12.6,0.2,0.1,5.5
0.05,299,29.6,15.1,14.5,15.9,15.1,0.0,19.0,0.0,30.0,10.3,30.0,29.6,15.1,0.2,0.2,33.1,29.1,172.2,12.7,1.1,0.8,5.5
0.05,300,30.0,15.0,15.0,16.1,15.0,0.0,19.0,0.1,30.0,10.3,30.0,30.0,15.0,0.0,0.0,33.1,29.1,173.6,12.8,1.0,1.4,5.5
0.05,301,30.0,15.7,14.3,16.1,15.7,0.5,19.0,0.0,30.0,10.5,30.0,30.0,15.7,0.0,0.2,33.8,29.3,174.1,12.8,0.5,0.5,5.5
0.05,302,30.0,16.1,13.9,16.1,16.1,0.8,19.0,0.0,30.0,10.5,30.0,30.0,16.1,0.0,0.1,34.2,29.4,174.4,12.9,0.3,0.3,5.5
0.05,303,30.0,16.3,13.7,16.1,16.3,0.8,19.0,0.0,30.0,10.6,30.0,30.0,16.3,0.0,0.2,34.4,29.6,174.4,12.9,0.0,0.0,5.5
0.05,304,30.0,16.4,13.6,16.1,16.4,0.8,19.0,0.0,30.0,10.6,30.0,30.0,16.4,0.0,0.1,34.5,29.7,174.4,12.9,0.0,0.0,5.5
0.05,305,29.9,16.4,13.5,16.1,16.4,0.8,19.0,0.0,30.0,10.8,30.0,29.9,16.4,0.0,0.0,34.5,29.7,174.4,12.9,0.1,0.0,5.5
0.05,306,29.6,16.7,12.9,15.9,16.7,1.5,19.0,0.0,30.0,10.8,30.0,29.6,16.7,0.3,0.1,35.3,29.8,175.3,12.9,1.2,0.9,5.5
0.05,307,29.7,17.0,12.7,16.1,17.0,1.9,19.0,0.0,30.0,10.8,30.0,29.7,17.0,0.1,0.0,35.7,29.8,176.7,12.9,1.3,1.4,5.5
0.05,308,30.0,16.5,13.5,16.2,16.5,1.4,19.0,0.0,30.0,10.9,30.0,30.0,16.5,0.0,0.0,35.7,29.8,177.5,12.9,0.5,0.8,5.5
0.05,309,30.0,16.3,13.7,16.2,16.3,1.2,19.0,0.0,30.0,11.0,30.0,30.0,16.3,0.0,0.0,35.8,29.8,177.8,13.0,0.3,0.3,5.5
0.05,310,30.0,16.5,13.5,16.2,16.5,1.2,19.0,0.0,30.0,11.0,30.0,30.0,16.5,0.0,0.2,36.0,30.0,177.8,13.0,0.0,0.0,5.5
