cleaningDay,mean,std,n,max,median,nonzero_mean,disease_free(%)
30.0,"[2.84, 0.28, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.06, 0.06, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0]","[1.7012936254509392, 0.6939740629158981, 0.13999999999999987, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13999999999999999, 0.0, 0.2374868417407584, 0.42000000000000015, 0.0, 0.0, 0.0, 0.0, 0.1399999999999999, 0.0, 0.0]",50,"[7.0, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.1555555555555554, 1.4, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[10.0, 80.0, 98.0, 100.0, 100.0, 100.0, 100.0, 100.0, 98.0, 100.0, 94.0, 98.0, 100.0, 100.0, 100.0, 100.0, 98.0, 100.0, 100.0]"
60.0,"[3.1, 1.14, 0.5, 0.34, 0.24, 0.14, 0.02, 0.0, 0.06, 0.06, 0.04, 0.02, 0.06, 0.02, 0.02, 0.04, 0.02, 0.0, 0.0]","[1.7464249196572983, 1.4561593319413915, 0.8306623862918074, 0.7901898506055366, 0.7631513611335569, 0.7213875518748576, 0.13999999999999987, 0.0, 0.3104834939252004, 0.4200000000000002, 0.19595917942265434, 0.1399999999999999, 0.4200000000000003, 0.1399999999999999, 0.1399999999999999, 0.2799999999999998, 0.13999999999999996, 0.0, 0.0]",50,"[8.0, 5.0, 3.0, 3.0, 5.0, 5.0, 1.0, 0.0, 2.0, 3.0, 1.0, 1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.297872340425532, 2.375, 1.5625, 1.8888888888888888, 1.5, 2.3333333333333335, 1.0, 0.0, 1.5, 3.0, 1.0, 1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0]","[6.0, 52.0, 68.0, 82.0, 84.0, 94.0, 98.0, 100.0, 96.0, 98.0, 96.0, 98.0, 98.0, 98.0, 98.0, 98.0, 98.0, 100.0, 100.0]"
90.0,"[3.42, 1.14, 1.64, 0.76, 0.44, 0.54, 0.24, 0.08, 0.1, 0.0, 0.06, 0.08, 0.04, 0.02, 0.04, 0.0, 0.04, 0.06, 0.04]","[1.6135674761223964, 1.2330450113438678, 1.8948350851723235, 1.0873821775254549, 0.9200000000000008, 1.0622617379911605, 0.6183849933496127, 0.39191835884530873, 0.4582575694955839, 0.0, 0.2374868417407584, 0.3370459909270545, 0.1959591794226543, 0.1399999999999999, 0.2799999999999998, 0.0, 0.19595917942265428, 0.3104834939252004, 0.2799999999999999]",50,"[8.0, 4.0, 9.0, 5.0, 4.0, 4.0, 3.0, 2.0, 3.0, 0.0, 1.0, 2.0, 1.0, 1.0, 2.0, 0.0, 1.0, 2.0, 2.0]","[3.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.42, 2.111111111111111, 2.484848484848485, 1.7272727272727273, 1.8333333333333333, 2.076923076923077, 1.5, 2.0, 1.6666666666666667, 0.0, 1.0, 1.3333333333333333, 1.0, 1.0, 2.0, 0.0, 1.0, 1.5, 2.0]","[0.0, 46.0, 34.0, 56.00000000000001, 76.0, 74.0, 84.0, 96.0, 94.0, 100.0, 94.0, 94.0, 96.0, 98.0, 98.0, 100.0, 96.0, 96.0, 98.0]"
120.0,"[3.12, 1.36, 1.46, 1.72, 0.88, 0.38, 0.4, 0.56, 0.26, 0.08, 0.26, 0.28, 0.1, 0.02, 0.02, 0.06, 0.06, 0.02, 0.0]","[1.632666530556684, 1.4799999999999998, 1.3298120167903436, 1.8765926569183844, 1.3212115651930996, 1.0176443386566842, 1.0770329614269003, 1.5383107618423528, 0.7432361670424814, 0.3919183588453086, 0.8901685233707153, 1.0400000000000005, 0.36055512754639885, 0.13999999999999999, 0.13999999999999999, 0.42, 0.42, 0.13999999999999999, 0.0]",50,"[10.0, 5.0, 5.0, 6.0, 5.0, 5.0, 5.0, 8.0, 4.0, 2.0, 4.0, 6.0, 2.0, 1.0, 1.0, 3.0, 3.0, 1.0, 0.0]","[3.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.183673469387755, 2.193548387096774, 2.1470588235294117, 2.6875, 2.0, 2.111111111111111, 2.2222222222222223, 3.5, 1.8571428571428572, 2.0, 2.6, 3.5, 1.25, 1.0, 1.0, 3.0, 3.0, 1.0, 0.0]","[2.0, 38.0, 32.0, 36.0, 56.00000000000001, 82.0, 82.0, 84.0, 86.0, 96.0, 90.0, 92.0, 92.0, 98.0, 98.0, 98.0, 98.0, 98.0, 100.0]"
180.0,"[2.62, 0.88, 1.2, 1.22, 1.94, 2.3, 1.2, 0.44, 0.58, 0.78, 0.96, 1.1, 0.54, 0.18, 0.28, 0.38, 0.38, 0.38, 0.18]","[1.4681961721786363, 1.1771151175649728, 1.6248076809271923, 1.5138031576133009, 2.3187065359807826, 2.1656407827707715, 1.4560219778561037, 0.9624967532412778, 1.1677328461595995, 1.5269577597301114, 1.83259379023285, 2.1283796653792773, 0.9635351576356723, 0.5895761189193474, 0.8255906976220112, 1.198165264060013, 1.1469960767151737, 0.9141115905621153, 0.554616984954482]",50,"[5.0, 6.0, 7.0, 7.0, 11.0, 8.0, 6.0, 4.0, 5.0, 6.0, 9.0, 10.0, 3.0, 3.0, 4.0, 7.0, 6.0, 4.0, 3.0]","[2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.847826086956522, 1.6296296296296295, 2.3076923076923075, 2.033333333333333, 3.03125, 3.484848484848485, 2.0689655172413794, 2.0, 2.230769230769231, 2.7857142857142856, 3.0, 3.6666666666666665, 1.9285714285714286, 1.8, 2.3333333333333335, 3.1666666666666665, 2.375, 2.111111111111111, 1.5]","[8.0, 46.0, 48.0, 40.0, 36.0, 34.0, 42.0, 78.0, 74.0, 72.0, 68.0, 70.0, 72.0, 90.0, 88.0, 88.0, 84.0, 82.0, 88.0]"
360.0,"[3.04, 1.26, 1.56, 1.6, 2.16, 2.48, 3.08, 3.66, 3.6, 4.22, 4.46, 5.12, 2.26, 0.6, 1.08, 1.14, 1.44, 1.52, 1.66]","[1.6119553343687907, 1.3828955130450025, 1.722324011328879, 1.788854381999832, 2.2392856003645454, 2.647564918939665, 2.9586483400363757, 3.3977051078632465, 3.435112807463533, 3.9612624250357364, 4.196236408974118, 4.848257418908364, 2.5985380505199456, 1.3266499161421597, 1.8093092604637828, 1.9698730923589973, 2.1832086478392303, 2.491906900347603, 3.023970899330879]",50,"[7.0, 6.0, 7.0, 7.0, 9.0, 10.0, 9.0, 14.0, 13.0, 14.0, 15.0, 15.0, 11.0, 7.0, 6.0, 11.0, 10.0, 12.0, 15.0]","[3.0, 1.0, 1.0, 1.0, 1.5, 2.0, 2.5, 3.5, 3.5, 3.0, 4.0, 5.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.1666666666666665, 2.1724137931034484, 2.6, 2.5806451612903225, 3.4838709677419355, 3.875, 4.529411764705882, 5.228571428571429, 5.294117647058823, 6.0285714285714285, 6.371428571428571, 7.314285714285714, 3.323529411764706, 2.142857142857143, 3.176470588235294, 2.590909090909091, 3.272727272727273, 3.3043478260869565, 4.15]","[4.0, 42.0, 40.0, 38.0, 38.0, 36.0, 32.0, 30.0, 32.0, 30.0, 30.0, 30.0, 32.0, 72.0, 66.0, 56.00000000000001, 56.00000000000001, 54.0, 60.0]"
