prob_transmission,day,patients,patient_C,patient_S,patient_isolated,patient_positive,patient_preinfection,hcws,hcw_C,goo,goo_C,beds,filled_beds,filled_sick_beds,empty_isolated_beds,daily_hcw_infections,cumulative_sick_patients,cumulative_patients,move2isol,daily_discharges,daily_admissions,iteration
0.04308,189,28.9,1.9,27.0,15.0,1.9,0.0,19.0,0.0,30.0,5.0,30.0,28.9,1.9,0.8,0.2,27.9,787.0,12.1,4.5,3.6,5.5
0.04308,190,29.8,1.9,27.9,15.7,1.9,0.0,19.0,0.0,30.0,5.1,30.0,29.8,1.9,0.1,0.0,27.9,790.9,12.1,3.0,3.9,5.5
0.04308,191,29.7,1.6,28.1,15.8,1.6,0.0,19.0,0.0,30.0,5.1,30.0,29.7,1.6,0.2,0.0,27.9,793.4,12.1,2.6,2.5,5.5
0.04308,192,29.3,1.5,27.8,15.6,1.5,0.0,19.0,0.0,30.0,5.1,30.0,29.3,1.5,0.3,0.1,28.0,796.9,12.1,3.9,3.5,5.5
0.04308,193,29.2,1.2,28.0,15.4,1.2,0.0,19.0,0.0,30.0,5.1,30.0,29.2,1.2,0.5,0.1,28.1,800.5,12.1,3.7,3.6,5.5
0.04308,194,29.1,1.2,27.9,15.5,1.2,0.0,19.0,0.0,30.0,5.1,30.0,29.1,1.2,0.4,0.1,28.2,806.4,12.1,6.0,5.9,5.5
0.04308,195,29.6,1.6,28.0,15.7,1.6,0.0,19.0,0.0,30.0,5.1,30.0,29.6,1.6,0.2,0.4,28.6,812.0,12.2,5.1,5.6,5.5
0.04308,196,29.4,1.7,27.7,15.7,1.7,0.0,19.0,0.0,30.0,5.1,30.0,29.4,1.7,0.2,0.1,28.7,815.3,12.3,3.5,3.3,5.5
0.04308,197,29.4,1.7,27.7,15.8,1.7,0.0,19.0,0.0,30.0,5.1,30.0,29.4,1.7,0.2,0.3,29.0,819.4,12.7,4.1,4.1,5.5
0.04308,198,29.3,2.0,27.3,15.3,2.0,0.0,19.0,0.0,30.0,5.1,30.0,29.3,2.0,0.6,0.5,29.5,821.8,12.8,2.5,2.4,5.5
0.04308,199,29.2,2.2,27.0,15.5,2.2,0.0,19.0,0.0,30.0,5.1,30.0,29.2,2.2,0.4,0.2,29.7,825.0,12.8,3.3,3.2,5.5
0.04308,200,29.3,2.1,27.2,15.9,2.1,0.0,19.0,0.1,30.0,5.1,30.0,29.3,2.1,0.1,0.2,29.9,828.8,13.0,3.7,3.8,5.5
0.04308,201,29.1,2.1,27.0,15.7,2.1,0.0,19.0,0.0,30.0,5.1,30.0,29.1,2.1,0.4,0.1,30.0,833.8,13.0,5.2,5.0,5.5
0.04308,202,29.5,2.3,27.2,15.8,2.3,0.0,19.0,0.0,30.0,5.2,30.0,29.5,2.3,0.3,0.3,30.3,839.8,13.0,5.6,6.0,5.5
0.04308,203,29.5,2.4,27.1,16.1,2.4,0.0,19.0,0.1,30.0,5.3,30.0,29.5,2.4,0.1,0.2,30.5,843.1,13.0,3.3,3.3,5.5
0.04308,204,29.7,2.4,27.3,16.0,2.4,0.0,19.0,0.0,30.0,5.3,30.0,29.7,2.4,0.2,0.1,30.6,847.5,13.1,4.2,4.4,5.5
0.04308,205,29.7,2.4,27.3,16.1,2.4,0.0,19.0,0.0,30.0,5.4,30.0,29.7,2.4,0.1,0.2,30.8,850.0,13.1,2.5,2.5,5.5
0.04308,206,29.6,2.3,27.3,15.9,2.3,0.0,19.0,0.0,30.0,5.4,30.0,29.6,2.3,0.3,0.1,30.9,853.2,13.2,3.3,3.2,5.5
0.04308,207,29.5,2.2,27.3,15.8,2.2,0.0,19.0,0.0,30.0,5.4,30.0,29.5,2.2,0.5,0.1,31.0,856.6,13.3,3.5,3.4,5.5
0.04308,208,29.2,1.7,27.5,16.1,1.7,0.0,19.0,0.0,30.0,5.4,30.0,29.2,1.7,0.3,0.3,31.3,861.7,13.3,5.4,5.1,5.5
0.04308,209,29.5,1.7,27.8,16.1,1.7,0.0,19.0,0.0,30.0,5.4,30.0,29.5,1.7,0.3,0.1,31.4,868.0,13.4,6.0,6.3,5.5
0.04308,210,29.4,1.7,27.7,15.9,1.7,0.0,19.0,0.0,30.0,5.4,30.0,29.4,1.7,0.3,0.1,31.5,871.2,13.4,3.3,3.2,5.5
0.04308,211,29.7,1.8,27.9,15.8,1.8,0.0,19.0,0.0,30.0,5.5,30.0,29.7,1.8,0.3,0.1,31.6,875.8,13.6,4.3,4.6,5.5
0.04308,212,29.8,1.9,27.9,15.9,1.9,0.0,19.0,0.0,30.0,5.5,30.0,29.8,1.9,0.1,0.2,31.8,878.4,13.7,2.5,2.6,5.5
0.04308,213,29.6,1.9,27.7,15.8,1.9,0.0,19.0,0.0,30.0,5.5,30.0,29.6,1.9,0.3,0.1,31.9,881.4,13.7,3.2,3.0,5.5
0.04308,214,29.8,1.4,28.4,15.8,1.4,0.0,19.0,0.0,30.0,5.5,30.0,29.8,1.4,0.1,0.0,31.9,885.3,13.8,3.7,3.9,5.5
0.04308,215,29.5,1.1,28.4,15.7,1.1,0.0,19.0,0.0,30.0,5.5,30.0,29.5,1.1,0.2,0.1,32.0,890.3,13.9,5.3,5.0,5.5
0.04308,216,29.4,1.2,28.2,15.7,1.2,0.0,19.0,0.0,30.0,5.5,30.0,29.4,1.2,0.2,0.2,32.2,896.6,13.9,6.4,6.3,5.5
0.04308,217,29.4,1.2,28.2,15.7,1.2,0.0,19.0,0.1,30.0,5.5,30.0,29.4,1.2,0.2,0.1,32.3,899.8,13.9,3.2,3.2,5.5
0.04308,218,29.0,1.2,27.8,15.4,1.2,0.0,19.0,0.0,30.0,5.5,30.0,29.0,1.2,0.5,0.1,32.4,904.1,13.9,4.7,4.3,5.5
0.04308,219,29.6,1.3,28.3,15.7,1.3,0.0,19.0,0.0,30.0,5.5,30.0,29.6,1.3,0.3,0.2,32.6,907.4,13.9,2.7,3.3,5.5
0.04308,220,29.8,1.4,28.4,15.7,1.4,0.0,19.0,0.0,30.0,0.8,30.0,29.8,1.4,0.2,0.2,32.8,910.6,14.0,3.0,3.2,5.5
0.04308,221,29.6,1.2,28.4,15.8,1.2,0.0,19.0,0.0,30.0,0.8,30.0,29.6,1.2,0.2,0.0,32.8,914.2,14.1,3.8,3.6,5.5
0.04308,222,29.3,1.1,28.2,15.4,1.1,0.0,19.0,0.0,30.0,0.8,30.0,29.3,1.1,0.5,0.1,32.9,919.0,14.1,5.1,4.8,5.5
0.04308,223,28.8,1.1,27.7,15.3,1.1,0.0,19.0,0.0,30.0,0.8,30.0,28.8,1.1,0.6,0.0,32.9,924.6,14.1,6.1,5.6,5.5
0.04308,224,29.8,1.0,28.8,15.8,1.0,0.0,19.0,0.0,30.0,0.8,30.0,29.8,1.0,0.2,0.0,32.9,928.9,14.1,3.3,4.3,5.5
0.04308,225,29.9,1.1,28.8,15.9,1.1,0.0,19.0,0.0,30.0,0.8,30.0,29.9,1.1,0.1,0.1,33.0,933.3,14.2,4.3,4.4,5.5
0.04308,226,29.7,1.1,28.6,15.7,1.1,0.0,19.0,0.0,30.0,0.8,30.0,29.7,1.1,0.3,0.0,33.0,936.3,14.2,3.2,3.0,5.5
0.04308,227,29.7,1.1,28.6,15.8,1.1,0.0,19.0,0.0,30.0,0.8,30.0,29.7,1.1,0.2,0.1,33.1,939.5,14.2,3.2,3.2,5.5
0.04308,228,29.7,0.8,28.9,16.1,0.8,0.0,19.0,0.0,30.0,0.8,30.0,29.7,0.8,0.0,0.0,33.1,943.2,14.2,3.7,3.7,5.5
0.04308,229,29.2,0.7,28.5,15.5,0.7,0.0,19.0,0.0,30.0,0.8,30.0,29.2,0.7,0.5,0.0,33.1,947.6,14.2,4.9,4.4,5.5
0.04308,230,29.6,0.5,29.1,15.8,0.5,0.0,19.0,0.0,30.0,0.8,30.0,29.6,0.5,0.3,0.0,33.1,953.8,14.2,5.8,6.2,5.5
0.04308,231,29.8,0.5,29.3,15.9,0.5,0.0,19.0,0.0,30.0,0.8,30.0,29.8,0.5,0.2,0.0,33.1,958.2,14.2,4.2,4.4,5.5
0.04308,232,29.4,0.5,28.9,15.9,0.5,0.0,19.0,0.0,30.0,0.8,30.0,29.4,0.5,0.2,0.0,33.1,962.2,14.2,4.4,4.0,5.5
0.04308,233,29.5,0.4,29.1,16.1,0.4,0.0,19.0,0.0,30.0,0.8,30.0,29.5,0.4,0.1,0.0,33.1,965.4,14.3,3.1,3.2,5.5
0.04308,234,29.7,0.3,29.4,15.9,0.3,0.0,19.0,0.0,30.0,0.8,30.0,29.7,0.3,0.2,0.0,33.1,968.9,14.3,3.3,3.5,5.5
0.04308,235,29.4,0.1,29.3,15.7,0.1,0.0,19.0,0.0,30.0,0.8,30.0,29.4,0.1,0.4,0.0,33.1,972.5,14.3,3.9,3.6,5.5
0.04308,236,29.8,0.1,29.7,15.9,0.1,0.0,19.0,0.0,30.0,0.8,30.0,29.8,0.1,0.2,0.0,33.1,977.3,14.3,4.4,4.8,5.5
0.04308,237,29.5,0.1,29.4,15.9,0.1,0.0,19.0,0.0,30.0,0.8,30.0,29.5,0.1,0.2,0.0,33.1,983.2,14.3,6.2,5.9,5.5
0.04308,238,29.9,0.0,29.9,16.0,0.0,0.0,19.0,0.0,30.0,0.8,30.0,29.9,0.0,0.0,0.0,33.1,988.1,14.3,4.5,4.9,5.5
0.04308,239,29.3,0.0,29.3,15.4,0.0,0.0,19.0,0.0,30.0,0.8,30.0,29.3,0.0,0.6,0.0,33.1,991.5,14.3,4.0,3.4,5.5
0.04308,240,29.7,0.0,29.7,15.9,0.0,0.0,19.0,0.0,30.0,0.9,30.0,29.7,0.0,0.1,0.0,33.1,995.1,14.3,3.2,3.6,5.5
0.04308,241,29.3,1.9,27.4,15.6,1.9,1.9,19.0,0.0,30.0,0.9,30.0,29.3,1.9,0.4,0.0,35.0,998.2,14.3,3.5,3.1,5.5
0.04308,242,29.3,2.0,27.3,15.4,2.0,2.0,19.0,0.0,30.0,0.9,30.0,29.3,2.0,0.6,0.0,35.1,1001.7,14.3,3.5,3.5,5.5
0.04308,243,29.1,2.0,27.1,15.4,2.0,2.0,19.0,0.0,30.0,0.9,30.0,29.1,2.0,0.6,0.0,35.1,1006.4,14.3,4.9,4.7,5.5
0.04308,244,28.6,2.1,26.5,15.3,2.1,2.0,19.0,0.0,30.0,0.9,30.0,28.6,2.1,0.7,0.1,35.2,1011.8,14.3,5.9,5.4,5.5
0.04308,245,29.6,2.1,27.5,16.0,2.1,2.0,19.0,0.0,30.0,1.0,30.0,29.6,2.1,0.0,0.0,35.2,1017.7,14.3,4.9,5.9,5.5
0.04308,246,29.7,2.2,27.5,15.9,2.2,2.0,19.0,0.0,30.0,1.0,30.0,29.7,2.2,0.1,0.1,35.3,1021.2,14.3,3.4,3.5,5.5
0.04308,247,29.6,2.3,27.3,15.6,2.3,2.0,19.0,0.0,30.0,1.0,30.0,29.6,2.3,0.4,0.1,35.4,1024.7,14.3,3.6,3.5,5.5
0.04308,248,29.6,0.4,29.2,15.8,0.4,0.1,19.0,0.0,30.0,1.0,30.0,29.6,0.4,0.2,0.0,35.4,1027.7,14.3,3.0,3.0,5.5
0.04308,249,29.8,0.3,29.5,15.9,0.3,0.0,19.0,0.0,30.0,1.0,30.0,29.8,0.3,0.1,0.0,35.4,1031.3,14.4,3.4,3.6,5.5
0.04308,250,29.3,0.3,29.0,15.5,0.3,0.0,19.0,0.0,30.0,1.0,30.0,29.3,0.3,0.5,0.0,35.4,1035.5,14.4,4.7,4.2,5.5
0.04308,251,28.6,0.4,28.2,15.4,0.4,0.0,19.0,0.0,30.0,1.1,30.0,28.6,0.4,0.6,0.1,35.5,1040.1,14.4,5.3,4.6,5.5
0.04308,252,29.4,0.4,29.0,15.8,0.4,0.0,19.0,0.0,30.0,1.2,30.0,29.4,0.4,0.2,0.0,35.5,1046.8,14.4,5.9,6.7,5.5
0.04308,253,29.2,0.5,28.7,15.6,0.5,0.0,19.0,0.0,30.0,1.2,30.0,29.2,0.5,0.4,0.1,35.6,1050.0,14.4,3.4,3.2,5.5
0.04308,254,29.4,0.5,28.9,15.6,0.5,0.0,19.0,0.0,30.0,1.2,30.0,29.4,0.5,0.4,0.0,35.6,1053.7,14.4,3.5,3.7,5.5
0.04308,255,29.6,0.5,29.1,15.8,0.5,0.0,19.0,0.0,30.0,1.2,30.0,29.6,0.5,0.2,0.1,35.7,1057.0,14.4,3.1,3.3,5.5
0.04308,256,29.2,0.4,28.8,15.5,0.4,0.0,19.0,0.0,30.0,1.2,30.0,29.2,0.4,0.5,0.0,35.7,1060.2,14.5,3.6,3.2,5.5
0.04308,257,29.3,0.5,28.8,15.7,0.5,0.0,19.0,0.0,30.0,1.2,30.0,29.3,0.5,0.3,0.1,35.8,1064.4,14.5,4.1,4.2,5.5
0.04308,258,29.5,0.4,29.1,15.8,0.4,0.0,19.0,0.0,30.0,1.2,30.0,29.5,0.4,0.2,0.0,35.8,1069.3,14.5,4.7,4.9,5.5
0.04308,259,29.3,0.4,28.9,15.8,0.4,0.0,19.0,0.0,30.0,1.2,30.0,29.3,0.4,0.2,0.0,35.8,1075.8,14.5,6.7,6.5,5.5
0.04308,260,29.6,0.4,29.2,15.8,0.4,0.0,19.0,0.0,30.0,1.2,30.0,29.6,0.4,0.2,0.1,35.9,1079.4,14.5,3.3,3.6,5.5
0.04308,261,29.7,0.4,29.3,15.9,0.4,0.0,19.0,0.0,30.0,1.2,30.0,29.7,0.4,0.1,0.0,35.9,1083.2,14.5,3.7,3.8,5.5
0.04308,262,29.6,0.4,29.2,15.8,0.4,0.0,19.0,0.0,30.0,1.2,30.0,29.6,0.4,0.2,0.0,35.9,1086.4,14.5,3.3,3.2,5.5
0.04308,263,29.5,0.3,29.2,15.7,0.3,0.0,19.0,0.0,30.0,1.2,30.0,29.5,0.3,0.3,0.0,35.9,1089.5,14.5,3.2,3.1,5.5
0.04308,264,30.0,0.4,29.6,16.0,0.4,0.0,19.0,0.0,30.0,1.2,30.0,30.0,0.4,0.0,0.2,36.1,1094.3,14.5,4.3,4.8,5.5
0.04308,265,29.4,0.4,29.0,15.6,0.4,0.0,19.0,0.0,30.0,1.3,30.0,29.4,0.4,0.4,0.0,36.1,1098.3,14.5,4.6,4.0,5.5
0.04308,266,29.0,0.5,28.5,15.6,0.4,0.0,19.0,0.0,30.0,1.3,30.0,29.0,0.4,0.4,0.1,36.2,1104.4,14.5,6.5,6.1,5.5
0.04308,267,29.5,0.5,29.0,15.6,0.5,0.0,19.0,0.0,30.0,1.3,30.0,29.5,0.5,0.4,0.0,36.2,1108.5,14.5,3.6,4.1,5.5
0.04308,268,29.4,0.5,28.9,15.7,0.5,0.0,19.0,0.0,30.0,1.3,30.0,29.4,0.5,0.3,0.0,36.2,1112.2,14.5,3.8,3.7,5.5
0.04308,269,29.4,0.6,28.8,15.7,0.6,0.0,19.0,0.0,30.0,1.3,30.0,29.4,0.6,0.3,0.1,36.3,1115.4,14.5,3.2,3.2,5.5
0.04308,270,29.6,0.5,29.1,15.8,0.5,0.0,19.0,0.0,30.0,1.3,30.0,29.6,0.5,0.2,0.0,36.3,1118.8,14.5,3.2,3.4,5.5
0.04308,271,28.8,0.5,28.3,15.1,0.5,0.0,19.0,0.0,30.0,1.3,30.0,28.8,0.5,0.9,0.0,36.3,1122.8,14.6,4.8,4.0,5.5
0.04308,272,29.4,0.2,29.2,15.5,0.2,0.0,19.0,0.0,30.0,1.3,30.0,29.4,0.2,0.5,0.0,36.3,1127.6,14.6,4.2,4.8,5.5
0.04308,273,29.4,0.2,29.2,15.6,0.2,0.0,19.0,0.0,30.0,1.3,30.0,29.4,0.2,0.4,0.0,36.3,1133.7,14.6,6.1,6.1,5.5
0.04308,274,29.7,0.3,29.4,15.9,0.3,0.0,19.0,0.0,30.0,1.3,30.0,29.7,0.3,0.1,0.1,36.4,1138.0,14.6,4.0,4.3,5.5
0.04308,275,29.7,0.3,29.4,15.9,0.3,0.0,19.0,0.0,30.0,1.3,30.0,29.7,0.3,0.1,0.0,36.4,1141.7,14.6,3.7,3.7,5.5
0.04308,276,29.5,0.3,29.2,15.7,0.3,0.0,19.0,0.0,30.0,1.3,30.0,29.5,0.3,0.3,0.0,36.4,1144.7,14.6,3.2,3.0,5.5
0.04308,277,29.5,0.3,29.2,15.7,0.3,0.0,19.0,0.0,30.0,1.3,30.0,29.5,0.3,0.2,0.0,36.4,1148.1,14.6,3.4,3.4,5.5
0.04308,278,29.2,0.3,28.9,15.5,0.3,0.0,19.0,0.0,30.0,1.3,30.0,29.2,0.3,0.4,0.0,36.4,1151.8,14.6,4.0,3.7,5.5
0.04308,279,29.5,0.2,29.3,15.6,0.2,0.0,19.0,0.0,30.0,1.3,30.0,29.5,0.2,0.4,0.0,36.4,1157.0,14.6,4.9,5.2,5.5
0.04308,280,29.0,0.3,28.7,15.6,0.3,0.0,19.0,0.0,30.0,1.3,30.0,29.0,0.3,0.4,0.1,36.5,1162.6,14.6,6.1,5.6,5.5
0.04308,281,29.3,0.2,29.1,15.7,0.2,0.0,19.0,0.0,30.0,1.4,30.0,29.3,0.2,0.3,0.0,36.5,1167.2,14.6,4.3,4.6,5.5
0.04308,282,29.5,0.2,29.3,15.5,0.2,0.0,19.0,0.0,30.0,1.4,30.0,29.5,0.2,0.5,0.0,36.5,1171.1,14.6,3.7,3.9,5.5
0.04308,283,29.6,0.3,29.3,15.8,0.3,0.0,19.0,0.0,30.0,1.4,30.0,29.6,0.3,0.2,0.1,36.6,1174.2,14.6,3.0,3.1,5.5
0.04308,284,29.6,0.3,29.3,15.7,0.3,0.0,19.0,0.0,30.0,1.5,30.0,29.6,0.3,0.3,0.0,36.6,1177.6,14.7,3.4,3.4,5.5
0.04308,285,29.8,0.4,29.4,15.9,0.4,0.0,19.0,0.0,30.0,1.5,30.0,29.8,0.4,0.1,0.1,36.7,1181.4,14.7,3.6,3.8,5.5
0.04308,286,29.3,0.4,28.9,15.5,0.4,0.0,19.0,0.0,30.0,1.5,30.0,29.3,0.4,0.4,0.0,36.7,1186.1,14.7,5.2,4.7,5.5
0.04308,287,29.4,0.4,29.0,15.7,0.4,0.0,19.0,0.0,30.0,1.5,30.0,29.4,0.4,0.2,0.0,36.7,1191.7,14.7,5.5,5.6,5.5
0.04308,288,29.7,0.4,29.3,15.9,0.4,0.0,19.0,0.0,30.0,1.5,30.0,29.7,0.4,0.1,0.1,36.8,1196.7,14.7,4.7,5.0,5.5
0.04308,289,29.5,0.4,29.1,15.7,0.4,0.0,19.0,0.0,30.0,1.5,30.0,29.5,0.4,0.3,0.0,36.8,1200.4,14.7,3.9,3.7,5.5
0.04308,290,29.7,0.4,29.3,15.9,0.4,0.0,19.0,0.0,30.0,1.5,30.0,29.7,0.4,0.1,0.0,36.8,1203.6,14.7,3.0,3.2,5.5
0.04308,291,29.7,0.4,29.3,15.9,0.4,0.0,19.0,0.0,30.0,1.5,30.0,29.7,0.4,0.1,0.0,36.8,1207.0,14.7,3.4,3.4,5.5
0.04308,292,29.9,0.3,29.6,15.9,0.3,0.0,19.0,0.0,30.0,1.5,30.0,29.9,0.3,0.1,0.0,36.8,1211.0,14.7,3.8,4.0,5.5
0.04308,293,29.1,0.3,28.8,15.5,0.3,0.0,19.0,0.0,30.0,1.5,30.0,29.1,0.3,0.5,0.0,36.8,1214.9,14.7,4.7,3.9,5.5
0.04308,294,29.2,0.2,29.0,15.8,0.2,0.0,19.0,0.0,30.0,1.5,30.0,29.2,0.2,0.2,0.0,36.8,1220.7,14.7,5.7,5.8,5.5
0.04308,295,29.3,0.4,28.9,15.8,0.4,0.0,19.0,0.0,30.0,1.5,30.0,29.3,0.4,0.2,0.2,37.0,1225.8,14.7,5.0,5.1,5.5
0.04308,296,29.5,0.4,29.1,15.8,0.4,0.0,19.0,0.0,30.0,1.5,30.0,29.5,0.4,0.2,0.0,37.0,1229.7,14.7,3.7,3.9,5.5
0.04308,297,29.5,0.3,29.2,15.7,0.3,0.0,19.0,0.0,30.0,1.5,30.0,29.5,0.3,0.4,0.0,37.0,1233.0,14.8,3.3,3.3,5.5
0.04308,298,29.7,0.4,29.3,15.9,0.4,0.0,19.0,0.0,30.0,1.7,30.0,29.7,0.4,0.1,0.1,37.1,1236.5,14.8,3.3,3.5,5.5
0.04308,299,29.6,0.3,29.3,15.7,0.3,0.0,19.0,0.0,30.0,1.7,30.0,29.6,0.3,0.3,0.0,37.1,1240.4,14.8,4.0,3.9,5.5
0.04308,300,29.5,0.4,29.1,15.6,0.4,0.0,19.0,0.0,30.0,1.8,30.0,29.5,0.4,0.4,0.1,37.2,1244.0,14.8,3.7,3.6,5.5
0.04308,301,29.3,2.5,26.8,15.3,2.5,2.0,19.0,0.0,30.0,1.8,30.0,29.3,2.5,0.6,0.1,39.3,1249.6,14.9,5.8,5.6,5.5
0.04308,302,29.5,2.5,27.0,15.7,2.5,2.0,19.0,0.0,30.0,1.9,30.0,29.5,2.5,0.2,0.0,39.3,1254.9,14.9,5.1,5.3,5.5
0.04308,303,29.5,2.5,27.0,15.6,2.5,2.0,19.0,0.0,30.0,1.9,30.0,29.5,2.5,0.3,0.0,39.3,1258.8,14.9,3.9,3.9,5.5
0.04308,304,29.5,2.5,27.0,15.6,2.5,2.0,19.0,0.0,30.0,1.9,30.0,29.5,2.5,0.3,0.0,39.3,1262.1,14.9,3.3,3.3,5.5
0.04308,305,29.5,2.5,27.0,15.5,2.5,2.0,19.0,0.0,30.0,1.9,30.0,29.5,2.5,0.4,0.1,39.4,1265.7,14.9,3.6,3.6,5.5
0.04308,306,29.5,2.4,27.1,15.8,2.4,2.0,19.0,0.0,30.0,1.9,30.0,29.5,2.4,0.2,0.0,39.4,1269.6,14.9,3.9,3.9,5.5
0.04308,307,29.7,2.2,27.5,15.8,2.2,2.0,19.0,0.0,30.0,1.9,30.0,29.7,2.2,0.2,0.0,39.4,1273.5,14.9,3.7,3.9,5.5
0.04308,308,29.0,0.3,28.7,15.4,0.3,0.0,19.0,0.0,30.0,1.9,30.0,29.0,0.3,0.6,0.1,39.5,1278.3,14.9,5.5,4.8,5.5
0.04308,309,29.6,0.3,29.3,15.9,0.3,0.0,19.0,0.0,30.0,1.9,30.0,29.6,0.3,0.1,0.0,39.5,1284.2,14.9,5.3,5.9,5.5
0.04308,310,29.6,0.4,29.2,15.7,0.4,0.0,19.0,0.0,30.0,1.9,30.0,29.6,0.4,0.3,0.1,39.6,1288.1,14.9,3.9,3.9,5.5
0.04308,311,29.9,0.4,29.5,15.9,0.4,0.0,19.0,0.1,30.0,1.9,30.0,29.9,0.4,0.1,0.0,39.6,1291.7,14.9,3.3,3.6,5.5
0.04308,312,29.2,0.7,28.5,15.7,0.7,0.0,19.0,0.0,30.0,1.9,30.0,29.2,0.7,0.3,0.3,39.9,1294.6,14.9,3.6,2.9,5.5
0.04308,313,28.9,0.6,28.3,15.3,0.6,0.0,19.0,0.0,30.0,1.9,30.0,28.9,0.6,0.7,0.0,39.9,1298.3,15.0,4.0,3.7,5.5
0.04308,314,29.5,0.6,28.9,15.9,0.6,0.0,19.0,0.0,30.0,1.9,30.0,29.5,0.6,0.1,0.1,40.0,1302.7,15.1,3.8,4.4,5.5
0.04308,315,29.3,0.7,28.6,15.5,0.7,0.0,19.0,0.0,30.0,1.9,30.0,29.3,0.7,0.5,0.2,40.2,1307.1,15.1,4.6,4.4,5.5
0.04308,316,29.4,0.7,28.7,15.9,0.7,0.0,19.0,0.0,30.0,1.9,30.0,29.4,0.7,0.0,0.0,40.2,1313.1,15.1,5.9,6.0,5.5
0.04308,317,29.4,0.7,28.7,15.5,0.7,0.0,19.0,0.0,30.0,2.0,30.0,29.4,0.7,0.4,0.0,40.2,1316.9,15.1,3.8,3.8,5.5
0.04308,318,29.5,0.8,28.7,15.6,0.8,0.0,19.0,0.0,30.0,2.0,30.0,29.5,0.8,0.3,0.1,40.3,1320.6,15.1,3.6,3.7,5.5
0.04308,319,29.7,0.8,28.9,15.9,0.8,0.0,19.0,0.0,30.0,2.0,30.0,29.7,0.8,0.0,0.0,40.3,1323.7,15.1,2.9,3.1,5.5
0.04308,320,29.3,0.9,28.4,15.8,0.9,0.0,19.0,0.1,30.0,2.0,30.0,29.3,0.9,0.0,0.1,40.4,1327.0,15.1,3.7,3.3,5.5
0.04308,321,29.5,0.7,28.8,15.5,0.7,0.0,19.0,0.0,30.0,2.0,30.0,29.5,0.7,0.4,0.0,40.4,1331.6,15.1,4.4,4.6,5.5
0.04308,322,29.0,0.4,28.6,15.4,0.4,0.0,19.0,0.0,30.0,2.0,30.0,29.0,0.4,0.6,0.0,40.4,1335.7,15.1,4.6,4.1,5.5
0.04308,323,29.5,0.4,29.1,15.7,0.4,0.0,19.0,0.0,30.0,2.0,30.0,29.5,0.4,0.3,0.0,40.4,1342.2,15.1,6.0,6.5,5.5
0.04308,324,29.4,0.4,29.0,15.7,0.4,0.0,19.0,0.0,30.0,2.0,30.0,29.4,0.4,0.3,0.1,40.5,1346.0,15.1,3.9,3.8,5.5
0.04308,325,29.7,0.4,29.3,15.9,0.4,0.0,19.0,0.0,30.0,2.0,30.0,29.7,0.4,0.1,0.0,40.5,1350.0,15.1,3.7,4.0,5.5
0.04308,326,29.7,0.4,29.3,15.9,0.4,0.0,19.0,0.0,30.0,2.0,30.0,29.7,0.4,0.1,0.0,40.5,1353.0,15.1,3.0,3.0,5.5
0.04308,327,29.5,0.4,29.1,15.5,0.4,0.0,19.0,0.0,30.0,2.0,30.0,29.5,0.4,0.5,0.0,40.5,1356.1,15.1,3.3,3.1,5.5
0.04308,328,29.3,0.3,29.0,15.5,0.3,0.0,19.0,0.0,30.0,2.0,30.0,29.3,0.3,0.4,0.1,40.6,1360.7,15.2,4.8,4.6,5.5
0.04308,329,29.6,0.3,29.3,15.8,0.3,0.0,19.0,0.0,30.0,2.0,30.0,29.6,0.3,0.2,0.1,40.7,1365.1,15.2,4.1,4.4,5.5
0.04308,330,29.0,0.4,28.6,15.6,0.4,0.0,19.0,0.0,30.0,2.0,30.0,29.0,0.4,0.4,0.1,40.8,1370.9,15.2,6.4,5.8,5.5
0.04308,331,29.5,0.5,29.0,15.8,0.5,0.0,19.0,0.0,30.0,2.0,30.0,29.5,0.5,0.2,0.1,40.9,1375.2,15.2,3.8,4.3,5.5
0.04308,332,29.5,0.6,28.9,15.8,0.6,0.0,19.0,0.1,30.0,2.0,30.0,29.5,0.6,0.2,0.1,41.0,1379.2,15.2,4.0,4.0,5.5
0.04308,333,29.8,0.5,29.3,15.9,0.5,0.0,19.0,0.0,30.0,2.0,30.0,29.8,0.5,0.1,0.0,41.0,1382.5,15.2,3.0,3.3,5.5
0.04308,334,29.6,0.5,29.1,15.8,0.5,0.0,19.0,0.0,30.0,2.0,30.0,29.6,0.5,0.2,0.0,41.0,1385.4,15.3,3.1,2.9,5.5
0.04308,335,29.7,0.6,29.1,15.7,0.6,0.0,19.0,0.0,30.0,2.0,30.0,29.7,0.6,0.3,0.1,41.1,1389.9,15.4,4.4,4.5,5.5
0.04308,336,29.3,0.7,28.6,15.4,0.7,0.0,19.0,0.1,30.0,2.2,30.0,29.3,0.7,0.4,0.2,41.3,1393.9,15.4,4.4,4.0,5.5
0.04308,337,29.3,0.6,28.7,15.6,0.6,0.0,19.0,0.0,30.0,2.2,30.0,29.3,0.6,0.3,0.0,41.3,1399.7,15.5,5.8,5.8,5.5
0.04308,338,29.6,0.6,29.0,15.7,0.6,0.0,19.0,0.0,30.0,2.2,30.0,29.6,0.6,0.2,0.0,41.3,1404.4,15.5,4.4,4.7,5.5
0.04308,339,29.1,0.7,28.4,15.5,0.7,0.0,19.0,0.0,30.0,2.2,30.0,29.1,0.7,0.4,0.1,41.4,1407.8,15.5,3.9,3.4,5.5
