prob_transmission,day,patients,patient_C,patient_S,patient_isolated,patient_positive,patient_preinfection,hcws,hcw_C,goo,goo_C,beds,filled_beds,filled_sick_beds,empty_isolated_beds,daily_hcw_infections,cumulative_sick_patients,cumulative_patients,move2isol,daily_discharges,daily_admissions,iteration
0.04308,340,29.6,0.6,29.0,15.7,0.6,0.0,19.0,0.0,30.0,2.3,30.0,29.6,0.6,0.3,0.0,41.4,1411.7,15.6,3.4,3.9,5.5
0.04308,341,29.6,0.9,28.7,15.9,0.9,0.0,19.0,0.1,30.0,2.3,30.0,29.6,0.9,0.1,0.3,41.7,1414.6,15.6,2.9,2.9,5.5
0.04308,342,29.5,0.7,28.8,16.0,0.7,0.0,19.0,0.0,30.0,2.3,30.0,29.5,0.7,0.2,0.0,41.7,1418.9,15.6,4.4,4.3,5.5
0.04308,343,29.7,0.9,28.8,16.0,0.9,0.0,19.0,0.0,30.0,2.3,30.0,29.7,0.9,0.0,0.3,42.0,1423.0,15.6,3.9,4.1,5.5
0.04308,344,29.4,0.9,28.5,15.6,0.9,0.0,19.0,0.0,30.0,2.4,30.0,29.4,0.9,0.4,0.0,42.0,1428.3,15.6,5.6,5.3,5.5
0.04308,345,29.5,0.9,28.6,16.0,0.9,0.0,19.0,0.0,30.0,2.4,30.0,29.5,0.9,0.0,0.0,42.0,1433.1,15.6,4.7,4.8,5.5
0.04308,346,29.7,0.8,28.9,15.7,0.8,0.0,19.0,0.0,30.0,2.4,30.0,29.7,0.8,0.3,0.0,42.0,1436.8,15.7,3.5,3.7,5.5
0.04308,347,29.7,0.9,28.8,15.6,0.9,0.0,19.0,0.0,30.0,2.4,30.0,29.7,0.9,0.3,0.1,42.1,1440.6,15.7,3.8,3.8,5.5
0.04308,348,29.8,1.2,28.6,15.7,1.2,0.0,19.0,0.0,30.0,2.4,30.0,29.8,1.2,0.2,0.3,42.4,1443.6,15.7,2.9,3.0,5.5
0.04308,349,29.4,0.9,28.5,15.6,0.9,0.0,19.0,0.0,30.0,2.4,30.0,29.4,0.9,0.4,0.0,42.4,1447.7,15.7,4.5,4.1,5.5
0.04308,350,29.2,0.8,28.4,15.5,0.8,0.0,19.0,0.0,30.0,2.4,30.0,29.2,0.8,0.5,0.1,42.5,1451.8,15.8,4.3,4.1,5.5
0.04308,351,29.5,0.6,28.9,15.7,0.6,0.0,19.0,0.0,30.0,2.4,30.0,29.5,0.6,0.3,0.0,42.5,1457.6,15.8,5.5,5.8,5.5
0.04308,352,29.6,0.6,29.0,15.8,0.6,0.0,19.0,0.0,30.0,2.4,30.0,29.6,0.6,0.2,0.0,42.5,1462.4,15.8,4.7,4.8,5.5
0.04308,353,29.5,0.6,28.9,15.7,0.6,0.0,19.0,0.0,30.0,2.4,30.0,29.5,0.6,0.3,0.0,42.5,1465.9,15.8,3.6,3.5,5.5
0.04308,354,29.5,0.5,29.0,15.6,0.5,0.0,19.0,0.0,30.0,2.4,30.0,29.5,0.5,0.4,0.0,42.5,1469.6,15.8,3.7,3.7,5.5
0.04308,355,29.2,0.8,28.4,15.8,0.8,0.0,19.0,0.0,30.0,2.4,30.0,29.2,0.8,0.2,0.3,42.8,1472.3,15.8,3.0,2.7,5.5
0.04308,356,29.5,0.8,28.7,15.6,0.8,0.0,19.0,0.0,30.0,2.4,30.0,29.5,0.8,0.3,0.0,42.8,1476.6,15.8,4.0,4.3,5.5
0.04308,357,29.4,0.8,28.6,15.6,0.8,0.0,19.0,0.0,30.0,2.4,30.0,29.4,0.8,0.3,0.1,42.9,1480.6,15.8,4.1,4.0,5.5
0.04308,358,29.4,1.0,28.4,15.6,1.0,0.0,19.0,0.0,30.0,2.4,30.0,29.4,1.0,0.3,0.2,43.1,1486.2,15.8,5.6,5.6,5.5
0.04308,359,29.5,0.9,28.6,15.8,0.9,0.0,19.0,0.0,30.0,2.5,30.0,29.5,0.9,0.1,0.0,43.1,1491.2,15.8,4.9,5.0,5.5
0.04308,360,29.6,0.9,28.7,15.6,0.9,0.0,19.0,0.0,30.0,2.5,30.0,29.6,0.9,0.3,0.1,43.2,1494.9,15.8,3.6,3.7,5.5
0.04308,361,29.6,0.8,28.8,15.7,0.8,0.0,19.0,0.0,30.0,2.5,30.0,29.6,0.8,0.3,0.1,43.3,1498.8,15.8,3.9,3.9,5.5
0.04308,362,29.7,0.8,28.9,15.8,0.8,0.0,19.0,0.1,30.0,2.5,30.0,29.7,0.8,0.2,0.0,43.3,1501.5,15.8,2.6,2.7,5.5
0.04308,363,29.1,0.7,28.4,15.5,0.7,0.0,19.0,0.0,30.0,2.5,30.0,29.1,0.7,0.5,0.0,43.3,1505.2,15.8,4.3,3.7,5.5
0.04308,364,29.4,0.7,28.7,15.7,0.7,0.0,19.0,0.0,30.0,2.5,30.0,29.4,0.7,0.3,0.1,43.4,1509.5,15.8,4.0,4.3,5.5
0.04308,365,29.4,0.6,28.8,15.7,0.6,0.0,19.0,0.0,30.0,2.5,30.0,29.4,0.6,0.3,0.1,43.5,1515.2,15.8,5.7,5.7,5.5
0.04308,366,29.4,0.7,28.7,15.9,0.7,0.0,19.0,0.0,30.0,2.5,30.0,29.4,0.7,0.1,0.1,43.6,1520.2,15.8,5.0,5.0,5.5
0.04308,367,29.2,0.7,28.5,15.5,0.7,0.0,19.0,0.0,30.0,2.5,30.0,29.2,0.7,0.5,0.0,43.6,1523.7,15.9,3.7,3.5,5.5
0.04308,368,29.3,0.7,28.6,15.5,0.7,0.0,19.0,0.0,30.0,2.5,30.0,29.3,0.7,0.5,0.0,43.6,1527.7,15.9,3.9,4.0,5.5
0.04308,369,29.7,0.6,29.1,15.8,0.6,0.0,19.0,0.0,30.0,2.5,30.0,29.7,0.6,0.2,0.0,43.6,1530.7,15.9,2.6,3.0,5.5
0.04308,370,29.6,0.7,28.9,15.8,0.7,0.0,19.0,0.0,30.0,2.5,30.0,29.6,0.7,0.2,0.2,43.8,1534.4,15.9,3.8,3.7,5.5
0.04308,371,29.7,0.8,28.9,15.8,0.8,0.0,19.0,0.0,30.0,2.5,30.0,29.7,0.8,0.2,0.2,44.0,1538.8,15.9,4.3,4.4,5.5
0.04308,372,29.1,0.7,28.4,15.4,0.7,0.0,19.0,0.0,30.0,2.5,30.0,29.1,0.7,0.6,0.0,44.0,1543.9,15.9,5.7,5.1,5.5
0.04308,373,29.6,0.9,28.7,15.8,0.9,0.0,19.0,0.0,30.0,2.6,30.0,29.6,0.9,0.2,0.2,44.2,1549.3,16.0,4.9,5.4,5.5
0.04308,374,29.7,0.9,28.8,15.8,0.9,0.0,19.0,0.0,30.0,2.6,30.0,29.7,0.9,0.2,0.0,44.2,1552.8,16.1,3.4,3.5,5.5
0.04308,375,29.5,1.0,28.5,15.7,1.0,0.0,19.0,0.0,30.0,2.6,30.0,29.5,1.0,0.2,0.1,44.3,1556.6,16.1,4.0,3.8,5.5
0.04308,376,29.7,0.8,28.9,16.0,0.8,0.0,19.0,0.1,30.0,2.6,30.0,29.7,0.8,0.0,0.0,44.3,1560.0,16.1,3.2,3.4,5.5
0.04308,377,29.5,0.9,28.6,15.7,0.9,0.0,19.0,0.0,30.0,2.6,30.0,29.5,0.9,0.3,0.1,44.4,1563.5,16.1,3.7,3.5,5.5
0.04308,378,29.6,0.9,28.7,15.7,0.9,0.0,19.0,0.0,30.0,2.6,30.0,29.6,0.9,0.3,0.1,44.5,1567.8,16.1,4.2,4.3,5.5
0.04308,379,29.3,1.1,28.2,15.6,1.1,0.0,19.0,0.0,30.0,2.6,30.0,29.3,1.1,0.4,0.3,44.8,1572.7,16.2,5.2,4.9,5.5
0.04308,380,29.2,1.0,28.2,15.5,1.0,0.0,19.0,0.0,30.0,2.6,30.0,29.2,1.0,0.3,0.0,44.8,1578.0,16.3,5.4,5.3,5.5
0.04308,381,29.4,0.9,28.5,15.7,0.9,0.0,19.0,0.0,30.0,2.6,30.0,29.4,0.9,0.2,0.0,44.8,1581.6,16.3,3.4,3.6,5.5
0.04308,382,29.7,0.9,28.8,15.7,0.9,0.0,19.0,0.0,30.0,2.6,30.0,29.7,0.9,0.2,0.0,44.8,1585.6,16.3,3.7,4.0,5.5
0.04308,383,29.6,1.0,28.6,15.6,1.0,0.0,19.0,0.0,30.0,2.7,30.0,29.6,1.0,0.3,0.1,44.9,1588.8,16.3,3.3,3.2,5.5
0.04308,384,29.4,1.0,28.4,15.5,1.0,0.0,19.0,0.1,30.0,2.7,30.0,29.4,1.0,0.4,0.0,44.9,1592.1,16.3,3.5,3.3,5.5
0.04308,385,29.6,0.7,28.9,15.7,0.7,0.0,19.0,0.0,30.0,2.7,30.0,29.6,0.7,0.3,0.0,44.9,1596.9,16.4,4.6,4.8,5.5
0.04308,386,29.1,0.7,28.4,15.5,0.7,0.0,19.0,0.0,30.0,2.7,30.0,29.1,0.7,0.4,0.0,44.9,1601.1,16.4,4.7,4.2,5.5
0.04308,387,29.3,0.6,28.7,15.7,0.6,0.0,19.0,0.0,30.0,2.8,30.0,29.3,0.6,0.2,0.0,44.9,1606.7,16.5,5.4,5.6,5.5
0.04308,388,29.5,0.5,29.0,15.9,0.5,0.0,19.0,0.0,30.0,2.8,30.0,29.5,0.5,0.1,0.1,45.0,1610.7,16.5,3.8,4.0,5.5
0.04308,389,29.4,0.6,28.8,15.9,0.6,0.0,19.0,0.0,30.0,2.8,30.0,29.4,0.6,0.2,0.2,45.2,1614.6,16.5,4.0,3.9,5.5
0.04308,390,29.7,0.6,29.1,15.9,0.6,0.0,19.0,0.0,30.0,2.8,30.0,29.7,0.6,0.2,0.1,45.3,1618.2,16.5,3.3,3.6,5.5
0.04308,391,29.5,0.6,28.9,15.8,0.6,0.0,19.0,0.0,30.0,2.9,30.0,29.5,0.6,0.3,0.0,45.3,1621.3,16.5,3.3,3.1,5.5
0.04308,392,29.5,0.6,28.9,15.8,0.6,0.0,19.0,0.0,30.0,2.9,30.0,29.5,0.6,0.2,0.0,45.3,1626.0,16.5,4.7,4.7,5.5
0.04308,393,29.4,0.6,28.8,15.7,0.6,0.0,19.0,0.0,30.0,2.9,30.0,29.4,0.6,0.3,0.1,45.4,1630.1,16.5,4.2,4.1,5.5
0.04308,394,29.3,0.5,28.8,15.6,0.5,0.0,19.0,0.0,30.0,2.9,30.0,29.3,0.5,0.4,0.0,45.4,1635.6,16.5,5.6,5.5,5.5
0.04308,395,29.5,0.7,28.8,15.7,0.7,0.0,19.0,0.0,30.0,3.1,30.0,29.5,0.7,0.3,0.2,45.6,1639.8,16.5,4.0,4.2,5.5
0.04308,396,29.7,0.9,28.8,15.7,0.9,0.0,19.0,0.0,30.0,3.1,30.0,29.7,0.9,0.3,0.3,45.9,1644.0,16.5,4.0,4.2,5.5
0.04308,397,29.8,1.0,28.8,15.8,1.0,0.0,19.0,0.0,30.0,3.1,30.0,29.8,1.0,0.2,0.1,46.0,1647.6,16.5,3.5,3.6,5.5
0.04308,398,29.4,1.0,28.4,15.8,1.0,0.0,19.0,0.0,30.0,3.1,30.0,29.4,1.0,0.2,0.0,46.0,1650.3,16.6,3.1,2.7,5.5
0.04308,399,29.3,1.0,28.3,15.5,1.0,0.0,19.0,0.1,30.0,3.1,30.0,29.3,1.0,0.5,0.1,46.1,1654.9,16.6,4.7,4.6,5.5
0.04308,400,29.5,1.0,28.5,15.6,1.0,0.0,19.0,0.0,30.0,0.2,30.0,29.5,1.0,0.4,0.1,46.2,1658.9,16.6,3.8,4.0,5.5
0.04308,401,29.4,0.9,28.5,15.7,0.9,0.0,19.0,0.0,30.0,0.2,30.0,29.4,0.9,0.4,0.0,46.2,1664.2,16.6,5.4,5.3,5.5
0.04308,402,29.6,0.9,28.7,15.8,0.9,0.0,19.0,0.0,30.0,0.2,30.0,29.6,0.9,0.2,0.0,46.2,1668.6,16.6,4.2,4.4,5.5
0.04308,403,29.5,0.9,28.6,15.7,0.9,0.0,19.0,0.0,30.0,0.2,30.0,29.5,0.9,0.3,0.0,46.2,1672.6,16.7,4.1,4.0,5.5
0.04308,404,29.1,0.8,28.3,15.2,0.8,0.0,19.0,0.0,30.0,0.2,30.0,29.1,0.8,0.8,0.0,46.2,1675.9,16.7,3.7,3.3,5.5
0.04308,405,29.7,0.8,28.9,15.7,0.8,0.0,19.0,0.0,30.0,0.2,30.0,29.7,0.8,0.3,0.0,46.2,1679.2,16.7,2.7,3.3,5.5
0.04308,406,29.3,0.7,28.6,15.6,0.7,0.0,19.0,0.0,30.0,0.2,30.0,29.3,0.7,0.4,0.0,46.2,1683.5,16.7,4.7,4.3,5.5
0.04308,407,29.6,0.3,29.3,15.8,0.3,0.0,19.0,0.0,30.0,0.2,30.0,29.6,0.3,0.2,0.0,46.2,1688.2,16.7,4.4,4.7,5.5
0.04308,408,29.1,0.1,29.0,15.3,0.1,0.0,19.0,0.0,30.0,0.2,30.0,29.1,0.1,0.7,0.0,46.2,1693.2,16.8,5.5,5.0,5.5
0.04308,409,29.5,0.1,29.4,16.0,0.1,0.0,19.0,0.0,30.0,0.2,30.0,29.5,0.1,0.0,0.0,46.2,1698.0,16.8,4.4,4.8,5.5
0.04308,410,29.5,0.0,29.5,15.8,0.0,0.0,19.0,0.0,30.0,0.2,30.0,29.5,0.0,0.3,0.0,46.2,1702.1,16.8,4.1,4.1,5.5
0.04308,411,29.5,0.1,29.4,15.7,0.1,0.0,19.0,0.0,30.0,0.2,30.0,29.5,0.1,0.4,0.1,46.3,1705.4,16.8,3.3,3.3,5.5
0.04308,412,29.7,0.1,29.6,15.9,0.1,0.0,19.0,0.0,30.0,0.2,30.0,29.7,0.1,0.1,0.0,46.3,1708.9,16.8,3.3,3.5,5.5
0.04308,413,29.5,0.1,29.4,15.8,0.1,0.0,19.0,0.0,30.0,0.2,30.0,29.5,0.1,0.2,0.0,46.3,1712.9,16.8,4.2,4.0,5.5
0.04308,414,29.2,0.1,29.1,15.7,0.1,0.0,19.0,0.0,30.0,0.2,30.0,29.2,0.1,0.3,0.0,46.3,1717.3,16.8,4.7,4.4,5.5
0.04308,415,29.3,0.1,29.2,15.6,0.1,0.0,19.0,0.0,30.0,0.3,30.0,29.3,0.1,0.4,0.0,46.3,1722.4,16.8,5.0,5.1,5.5
0.04308,416,29.9,0.1,29.8,15.9,0.1,0.0,19.0,0.0,30.0,0.3,30.0,29.9,0.1,0.1,0.0,46.3,1727.8,16.8,4.8,5.4,5.5
0.04308,417,29.5,0.1,29.4,15.6,0.1,0.0,19.0,0.0,30.0,0.3,30.0,29.5,0.1,0.4,0.0,46.3,1731.5,16.8,4.1,3.7,5.5
0.04308,418,29.8,0.3,29.5,15.8,0.3,0.0,19.0,0.0,30.0,0.3,30.0,29.8,0.3,0.2,0.2,46.5,1735.1,16.9,3.3,3.6,5.5
0.04308,419,29.6,0.3,29.3,15.7,0.3,0.0,19.0,0.0,30.0,0.3,30.0,29.6,0.3,0.3,0.0,46.5,1738.4,16.9,3.5,3.3,5.5
0.04308,420,29.1,0.2,28.9,15.6,0.2,0.0,19.0,0.0,30.0,0.3,30.0,29.1,0.2,0.5,0.0,46.5,1742.0,16.9,4.1,3.6,5.5
0.04308,421,29.4,0.2,29.2,15.7,0.2,0.0,19.0,0.0,30.0,0.3,30.0,29.4,0.2,0.4,0.0,46.5,1746.7,16.9,4.4,4.7,5.5
0.04308,422,29.4,0.2,29.2,16.0,0.2,0.0,19.0,0.0,30.0,0.3,30.0,29.4,0.2,0.1,0.0,46.5,1751.8,16.9,5.1,5.1,5.5
0.04308,423,29.5,0.2,29.3,16.0,0.2,0.0,19.0,0.0,30.0,0.3,30.0,29.5,0.2,0.1,0.0,46.5,1757.2,16.9,5.3,5.4,5.5
0.04308,424,29.0,0.2,28.8,15.6,0.2,0.0,19.0,0.0,30.0,0.3,30.0,29.0,0.2,0.5,0.0,46.5,1760.3,16.9,3.6,3.1,5.5
0.04308,425,29.6,0.2,29.4,16.0,0.2,0.0,19.0,0.0,30.0,0.3,30.0,29.6,0.2,0.1,0.0,46.5,1764.5,16.9,3.6,4.2,5.5
0.04308,426,29.5,0.2,29.3,15.9,0.2,0.0,19.0,0.0,30.0,0.3,30.0,29.5,0.2,0.2,0.0,46.5,1767.7,17.0,3.3,3.2,5.5
0.04308,427,29.6,0.3,29.3,15.7,0.3,0.0,19.0,0.0,30.0,0.3,30.0,29.6,0.3,0.3,0.1,46.6,1771.4,17.0,3.6,3.7,5.5
0.04308,428,28.9,0.3,28.6,15.3,0.3,0.0,19.0,0.0,30.0,0.3,30.0,28.9,0.3,0.7,0.0,46.6,1775.4,17.0,4.7,4.0,5.5
0.04308,429,29.5,0.3,29.2,15.8,0.3,0.0,19.0,0.0,30.0,0.3,30.0,29.5,0.3,0.2,0.0,46.6,1781.1,17.0,5.1,5.7,5.5
0.04308,430,29.6,0.3,29.3,15.9,0.3,0.0,19.0,0.0,30.0,0.3,30.0,29.6,0.3,0.2,0.1,46.7,1786.7,17.0,5.5,5.6,5.5
0.04308,431,29.4,0.2,29.2,15.7,0.2,0.0,19.0,0.0,30.0,0.3,30.0,29.4,0.2,0.3,0.0,46.7,1789.7,17.0,3.2,3.0,5.5
0.04308,432,29.3,0.2,29.1,15.7,0.2,0.0,19.0,0.0,30.0,0.3,30.0,29.3,0.2,0.3,0.0,46.7,1793.8,17.0,4.2,4.1,5.5
0.04308,433,29.6,0.2,29.4,15.8,0.2,0.0,19.0,0.0,30.0,0.3,30.0,29.6,0.2,0.2,0.0,46.7,1797.2,17.0,3.1,3.4,5.5
0.04308,434,29.6,0.2,29.4,15.8,0.2,0.0,19.0,0.0,30.0,0.4,30.0,29.6,0.2,0.2,0.0,46.7,1800.9,17.0,3.7,3.7,5.5
0.04308,435,29.5,0.2,29.3,15.6,0.2,0.0,19.0,0.0,30.0,0.4,30.0,29.5,0.2,0.4,0.0,46.7,1804.8,17.0,4.0,3.9,5.5
0.04308,436,29.5,0.2,29.3,15.8,0.2,0.0,19.0,0.0,30.0,0.4,30.0,29.5,0.2,0.2,0.0,46.7,1810.4,17.0,5.6,5.6,5.5
0.04308,437,29.4,0.3,29.1,15.7,0.3,0.0,19.0,0.0,30.0,0.4,30.0,29.4,0.3,0.3,0.1,46.8,1815.9,17.0,5.6,5.5,5.5
0.04308,438,29.4,0.3,29.1,15.9,0.3,0.0,19.0,0.0,30.0,0.4,30.0,29.4,0.3,0.1,0.0,46.8,1818.8,17.0,2.9,2.9,5.5
0.04308,439,29.7,0.3,29.4,15.8,0.3,0.0,19.0,0.0,30.0,0.4,30.0,29.7,0.3,0.2,0.0,46.8,1823.2,17.0,4.1,4.4,5.5
0.04308,440,29.6,0.2,29.4,15.8,0.2,0.0,19.0,0.0,30.0,0.4,30.0,29.6,0.2,0.2,0.0,46.8,1826.6,17.0,3.5,3.4,5.5
0.04308,441,29.0,0.3,28.7,15.2,0.3,0.0,19.0,0.0,30.0,0.4,30.0,29.0,0.3,0.9,0.1,46.9,1829.6,17.0,3.6,3.0,5.5
0.04308,442,29.8,0.3,29.5,15.8,0.3,0.0,19.0,0.0,30.0,0.4,30.0,29.8,0.3,0.2,0.0,46.9,1834.3,17.1,3.9,4.7,5.5
0.04308,443,29.7,0.2,29.5,15.9,0.2,0.0,19.0,0.0,30.0,0.4,30.0,29.7,0.2,0.1,0.0,46.9,1839.9,17.1,5.7,5.6,5.5
0.04308,444,29.2,0.2,29.0,15.4,0.2,0.0,19.0,0.0,30.0,0.4,30.0,29.2,0.2,0.5,0.0,46.9,1844.8,17.1,5.4,4.9,5.5
0.04308,445,29.8,0.1,29.7,16.0,0.1,0.0,19.0,0.0,30.0,0.4,30.0,29.8,0.1,0.0,0.0,46.9,1848.5,17.1,3.1,3.7,5.5
0.04308,446,29.7,0.1,29.6,15.9,0.1,0.0,19.0,0.0,30.0,0.4,30.0,29.7,0.1,0.1,0.0,46.9,1852.8,17.1,4.4,4.3,5.5
0.04308,447,29.7,0.1,29.6,15.9,0.1,0.0,19.0,0.0,30.0,0.4,30.0,29.7,0.1,0.1,0.0,46.9,1856.2,17.1,3.4,3.4,5.5
0.04308,448,29.5,0.0,29.5,16.0,0.0,0.0,19.0,0.0,30.0,0.4,30.0,29.5,0.0,0.1,0.0,46.9,1859.0,17.2,3.0,2.8,5.5
0.04308,449,29.1,0.0,29.1,15.8,0.0,0.0,19.0,0.0,30.0,0.4,30.0,29.1,0.0,0.3,0.0,46.9,1863.4,17.2,4.8,4.4,5.5
0.04308,450,29.0,0.0,29.0,15.5,0.0,0.0,19.0,0.0,30.0,0.4,30.0,29.0,0.0,0.6,0.0,46.9,1868.9,17.2,5.6,5.5,5.5
0.04308,451,29.1,0.0,29.1,15.6,0.0,0.0,19.0,0.0,30.0,0.4,30.0,29.1,0.0,0.5,0.0,46.9,1873.9,17.2,4.9,5.0,5.5
0.04308,452,29.7,0.0,29.7,15.8,0.0,0.0,19.0,0.0,30.0,0.4,30.0,29.7,0.0,0.2,0.0,46.9,1878.2,17.2,3.7,4.3,5.5
0.04308,453,29.4,0.0,29.4,15.7,0.0,0.0,19.0,0.0,30.0,0.4,30.0,29.4,0.0,0.3,0.0,46.9,1882.2,17.2,4.3,4.0,5.5
0.04308,454,29.4,0.0,29.4,15.4,0.0,0.0,19.0,0.0,30.0,0.4,30.0,29.4,0.0,0.6,0.0,46.9,1885.6,17.2,3.4,3.4,5.5
0.04308,455,29.8,0.0,29.8,15.8,0.0,0.0,19.0,0.0,30.0,0.4,30.0,29.8,0.0,0.2,0.0,46.9,1888.8,17.2,2.8,3.2,5.5
0.04308,456,29.3,0.0,29.3,15.6,0.0,0.0,19.0,0.0,30.0,0.4,30.0,29.3,0.0,0.4,0.0,46.9,1892.7,17.2,4.4,3.9,5.5
0.04308,457,29.2,0.0,29.2,15.6,0.0,0.0,19.0,0.0,30.0,0.4,30.0,29.2,0.0,0.4,0.0,46.9,1898.1,17.2,5.5,5.4,5.5
0.04308,458,29.4,0.1,29.3,15.8,0.1,0.0,19.0,0.0,30.0,0.4,30.0,29.4,0.1,0.2,0.1,47.0,1903.3,17.2,5.0,5.2,5.5
0.04308,459,29.4,0.1,29.3,15.8,0.1,0.0,19.0,0.0,30.0,0.4,30.0,29.4,0.1,0.2,0.0,47.0,1907.6,17.2,4.3,4.3,5.5
0.04308,460,29.5,0.1,29.4,15.8,0.1,0.0,19.0,0.0,30.0,0.4,30.0,29.5,0.1,0.2,0.0,47.0,1911.7,17.2,4.0,4.1,5.5
0.04308,461,29.9,0.1,29.8,16.0,0.1,0.0,19.0,0.0,30.0,0.4,30.0,29.9,0.1,0.0,0.0,47.0,1915.4,17.2,3.3,3.7,5.5
0.04308,462,29.7,0.1,29.6,15.8,0.1,0.0,19.0,0.0,30.0,0.4,30.0,29.7,0.1,0.2,0.0,47.0,1918.4,17.2,3.2,3.0,5.5
0.04308,463,29.8,0.1,29.7,15.9,0.1,0.0,19.0,0.0,30.0,0.4,30.0,29.8,0.1,0.1,0.0,47.0,1922.4,17.2,3.9,4.0,5.5
0.04308,464,29.4,0.1,29.3,15.6,0.1,0.0,19.0,0.0,30.0,0.4,30.0,29.4,0.1,0.4,0.0,47.0,1927.4,17.2,5.4,5.0,5.5
0.04308,465,29.2,0.1,29.1,15.8,0.1,0.0,19.0,0.0,30.0,0.4,30.0,29.2,0.1,0.2,0.0,47.0,1932.4,17.2,5.2,5.0,5.5
0.04308,466,29.8,0.2,29.6,15.8,0.2,0.0,19.0,0.0,30.0,0.5,30.0,29.8,0.2,0.2,0.1,47.1,1937.2,17.2,4.2,4.8,5.5
0.04308,467,29.7,0.2,29.5,15.8,0.2,0.0,19.0,0.0,30.0,0.5,30.0,29.7,0.2,0.2,0.0,47.1,1941.2,17.2,4.1,4.0,5.5
0.04308,468,29.2,0.1,29.1,15.7,0.1,0.0,19.0,0.0,30.0,0.5,30.0,29.2,0.1,0.3,0.0,47.1,1944.5,17.2,3.8,3.3,5.5
0.04308,469,29.5,0.1,29.4,15.5,0.1,0.0,19.0,0.0,30.0,0.5,30.0,29.5,0.1,0.5,0.0,47.1,1947.8,17.2,3.0,3.3,5.5
0.04308,470,29.5,0.1,29.4,15.7,0.1,0.0,19.0,0.0,30.0,0.5,30.0,29.5,0.1,0.3,0.0,47.1,1951.8,17.2,4.0,4.0,5.5
0.04308,471,29.6,0.1,29.5,15.6,0.1,0.0,19.0,0.0,30.0,0.5,30.0,29.6,0.1,0.4,0.0,47.1,1956.9,17.2,5.0,5.1,5.5
0.04308,472,29.7,0.1,29.6,15.7,0.1,0.0,19.0,0.0,30.0,0.5,30.0,29.7,0.1,0.3,0.0,47.1,1962.0,17.2,5.0,5.1,5.5
0.04308,473,29.4,0.0,29.4,15.5,0.0,0.0,19.0,0.0,30.0,0.5,30.0,29.4,0.0,0.5,0.0,47.1,1966.6,17.2,4.9,4.6,5.5
0.04308,474,29.3,0.0,29.3,15.6,0.0,0.0,19.0,0.0,30.0,0.5,30.0,29.3,0.0,0.4,0.0,47.1,1970.5,17.2,4.0,3.9,5.5
0.04308,475,29.5,0.0,29.5,15.7,0.0,0.0,19.0,0.0,30.0,0.5,30.0,29.5,0.0,0.3,0.0,47.1,1974.0,17.2,3.3,3.5,5.5
0.04308,476,29.5,0.0,29.5,15.7,0.0,0.0,19.0,0.0,30.0,0.5,30.0,29.5,0.0,0.3,0.0,47.1,1977.3,17.2,3.3,3.3,5.5
0.04308,477,29.1,0.0,29.1,15.3,0.0,0.0,19.0,0.0,30.0,0.5,30.0,29.1,0.0,0.7,0.0,47.1,1980.9,17.2,4.0,3.6,5.5
0.04308,478,29.1,0.0,29.1,15.4,0.0,0.0,19.0,0.0,30.0,0.5,30.0,29.1,0.0,0.6,0.0,47.1,1986.0,17.2,5.1,5.1,5.5
0.04308,479,29.2,0.0,29.2,15.7,0.0,0.0,19.0,0.0,30.0,0.5,30.0,29.2,0.0,0.3,0.0,47.1,1991.2,17.2,5.1,5.2,5.5
0.04308,480,29.7,0.0,29.7,16.0,0.0,0.0,19.0,0.0,30.0,0.5,30.0,29.7,0.0,0.0,0.0,47.1,1996.3,17.2,4.6,5.1,5.5
0.04308,481,29.5,1.0,28.5,15.8,1.0,1.0,19.0,0.0,30.0,0.5,30.0,29.5,1.0,0.2,0.0,48.1,2000.0,17.2,3.9,3.7,5.5
0.04308,482,29.6,1.0,28.6,15.8,1.0,1.0,19.0,0.0,30.0,0.5,30.0,29.6,1.0,0.2,0.0,48.1,2003.6,17.2,3.5,3.6,5.5
0.04308,483,29.6,1.0,28.6,16.0,1.0,1.0,19.0,0.0,30.0,0.5,30.0,29.6,1.0,0.0,0.0,48.1,2006.9,17.2,3.3,3.3,5.5
0.04308,484,29.7,1.0,28.7,15.7,1.0,1.0,19.0,0.0,30.0,0.5,30.0,29.7,1.0,0.3,0.0,48.1,2010.6,17.2,3.6,3.7,5.5
0.04308,485,29.1,1.1,28.0,15.4,1.1,1.0,19.0,0.0,30.0,0.6,30.0,29.1,1.1,0.6,0.1,48.2,2015.1,17.2,5.1,4.5,5.5
0.04308,486,29.4,1.1,28.3,15.7,1.1,1.0,19.0,0.0,30.0,0.6,30.0,29.4,1.1,0.3,0.0,48.2,2020.6,17.2,5.2,5.5,5.5
0.04308,487,29.8,1.1,28.7,15.8,1.1,1.0,19.0,0.0,30.0,0.6,30.0,29.8,1.1,0.2,0.0,48.2,2026.1,17.2,5.1,5.5,5.5
0.04308,488,29.3,0.1,29.2,15.6,0.1,0.0,19.0,0.0,30.0,0.6,30.0,29.3,0.1,0.4,0.0,48.2,2029.3,17.2,3.7,3.2,5.5
0.04308,489,29.6,0.1,29.5,15.9,0.1,0.0,19.0,0.0,30.0,0.6,30.0,29.6,0.1,0.1,0.0,48.2,2033.2,17.2,3.6,3.9,5.5
