0.01,0.03,0.05,0.07,0.09
,,,,"[3, 73, 46, 46, 59, 53, 46, 46, 47, 46, 46, 46, 52, 60, 46, 46, 47, 47, 46]"
,,,,"[5, 69, 44, 44, 59, 47, 44, 44, 44, 45, 45, 44, 54, 51, 45, 44, 46, 44, 45]"
,,,,"[5, 62, 38, 38, 47, 46, 38, 38, 39, 38, 38, 38, 47, 43, 39, 38, 40, 39, 38]"
,,,,"[6, 78, 54, 54, 68, 64, 55, 54, 55, 54, 54, 54, 62, 68, 54, 54, 57, 55, 54]"
,,,,"[7, 66, 44, 44, 56, 50, 46, 44, 45, 45, 44, 44, 48, 52, 47, 44, 48, 45, 45]"
,,,,"[4, 81, 57, 56, 72, 65, 56, 56, 57, 56, 55, 57, 69, 66, 56, 56, 57, 59, 56]"
,,,,"[6, 74, 50, 50, 66, 55, 51, 50, 51, 50, 50, 50, 62, 57, 52, 50, 52, 51, 50]"
,,,,"[7, 77, 54, 54, 72, 61, 54, 54, 55, 54, 54, 54, 63, 65, 54, 54, 57, 56, 55]"
,,,,"[3, 69, 42, 42, 50, 51, 42, 42, 42, 44, 42, 42, 46, 54, 43, 42, 43, 44, 42]"
,,,,"[4, 65, 40, 40, 51, 46, 40, 40, 41, 40, 40, 40, 46, 49, 42, 41, 41, 40, 40]"
,,,,"[4, 74, 48, 48, 62, 54, 49, 48, 48, 49, 48, 48, 57, 58, 50, 48, 50, 48, 48]"
,,,,"[4, 74, 48, 48, 65, 53, 48, 48, 49, 48, 48, 48, 58, 56, 50, 48, 50, 49, 48]"
,,,,"[4, 84, 58, 58, 76, 65, 58, 58, 60, 58, 58, 58, 66, 75, 57, 59, 61, 58, 58]"
,,,,"[5, 59, 34, 34, 45, 36, 34, 34, 34, 36, 34, 34, 40, 41, 33, 35, 36, 35, 34]"
,,,,"[7, 77, 54, 54, 71, 60, 55, 54, 55, 54, 54, 54, 62, 67, 57, 54, 56, 54, 54]"
,,,,"[7, 71, 48, 48, 60, 58, 48, 48, 49, 48, 48, 48, 55, 58, 51, 48, 49, 50, 48]"
,,,,"[4, 62, 36, 36, 48, 40, 36, 36, 36, 36, 36, 36, 49, 36, 37, 36, 37, 38, 36]"
,,,,"[3, 57, 30, 30, 38, 35, 30, 30, 31, 30, 30, 30, 31, 39, 31, 30, 33, 30, 30]"
,,,,"[7, 79, 56, 56, 70, 68, 56, 56, 57, 56, 56, 56, 65, 69, 58, 56, 60, 55, 57]"
,,,,"[5, 71, 46, 46, 61, 51, 46, 46, 47, 46, 45, 47, 55, 54, 48, 46, 49, 46, 46]"
,,,,"[7, 80, 59, 58, 73, 68, 59, 58, 58, 59, 58, 58, 67, 70, 58, 59, 62, 59, 59]"
,,,,"[5, 63, 38, 38, 46, 45, 38, 38, 39, 39, 38, 38, 43, 47, 39, 38, 40, 39, 38]"
,,,,"[3, 77, 50, 50, 66, 56, 51, 50, 51, 50, 50, 50, 57, 57, 50, 50, 56, 54, 50]"
,,,,"[6, 68, 44, 44, 57, 50, 45, 44, 45, 44, 44, 44, 52, 54, 44, 44, 47, 45, 44]"
,,,,"[5, 61, 36, 36, 49, 37, 38, 36, 37, 36, 36, 36, 38, 47, 36, 36, 39, 37, 36]"
,,,,"[4, 76, 50, 50, 63, 59, 49, 51, 50, 50, 51, 50, 60, 60, 50, 51, 53, 50, 50]"
,,,,"[6, 66, 42, 42, 56, 46, 42, 42, 42, 43, 42, 42, 51, 49, 42, 42, 45, 43, 42]"
,,,,"[7, 76, 54, 54, 68, 63, 55, 54, 54, 54, 55, 54, 63, 68, 54, 54, 56, 54, 55]"
,,,,"[3, 69, 42, 42, 54, 48, 42, 42, 43, 42, 42, 42, 50, 52, 42, 42, 44, 42, 42]"
,,,,"[4, 56, 30, 30, 37, 35, 30, 30, 31, 30, 30, 30, 33, 38, 31, 30, 33, 29, 31]"
,,,,"[9, 77, 56, 56, 76, 62, 56, 56, 57, 56, 56, 56, 71, 64, 57, 57, 58, 56, 56]"
,,,,"[7, 69, 46, 46, 59, 53, 46, 46, 47, 46, 46, 46, 56, 56, 46, 46, 49, 46, 46]"
,,,,"[5, 75, 50, 50, 64, 57, 50, 50, 50, 52, 50, 50, 60, 58, 51, 50, 52, 52, 51]"
,,,,"[7, 67, 44, 44, 58, 49, 44, 45, 45, 44, 44, 44, 54, 52, 44, 44, 47, 44, 44]"
,,,,"[6, 64, 40, 40, 51, 47, 40, 40, 41, 40, 40, 40, 51, 45, 40, 40, 42, 41, 40]"
,,,,"[6, 82, 58, 58, 77, 66, 58, 58, 59, 59, 58, 58, 71, 67, 59, 58, 63, 58, 58]"
,,,,"[7, 67, 44, 44, 60, 47, 45, 44, 44, 44, 44, 44, 55, 52, 45, 44, 46, 44, 44]"
,,,,"[7, 67, 44, 44, 54, 53, 44, 44, 45, 44, 44, 44, 51, 56, 44, 44, 46, 44, 44]"
