beta,handwash,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.02,0.99,"[1.34, 0.62, 0.22, 0.14, 0.12, 0.12, 0.22, 0.04, 0.0, 0.02, 0.04, 0.04, 0.04, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0]","[1.0316976301223146, 0.7180529228406494, 0.4600000000000004, 0.3469870314579494, 0.3249615361854386, 0.32496153618543855, 0.46000000000000013, 0.19595917942265434, 0.0, 0.13999999999999993, 0.19595917942265428, 0.19595917942265428, 0.27999999999999986, 0.0, 0.13999999999999993, 0.0, 0.0, 0.0, 0.0]",50,"[4.0, 3.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.763157894736842, 1.24, 1.1, 1.0, 1.0, 1.0, 1.1, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[24.0, 50.0, 80.0, 86.0, 88.0, 88.0, 80.0, 96.0, 100.0, 98.0, 96.0, 96.0, 98.0, 100.0, 98.0, 100.0, 100.0, 100.0, 100.0]"
0.025,0.99,"[2.24, 0.74, 0.14, 0.26, 0.18, 0.26, 0.34, 0.04, 0.02, 0.0, 0.02, 0.02, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.2257242756835651, 0.7432361670424814, 0.49030602688525077, 0.48207883172775806, 0.4331281565541546, 0.482078831727758, 0.6814690014960331, 0.19595917942265434, 0.13999999999999999, 0.0, 0.13999999999999987, 0.13999999999999985, 0.0, 0.13999999999999985, 0.0, 0.0, 0.0, 0.0, 0.0]",50,"[6.0, 3.0, 3.0, 2.0, 2.0, 2.0, 3.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.382978723404255, 1.2758620689655173, 1.4, 1.0833333333333333, 1.125, 1.0833333333333333, 1.4166666666666667, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.0, 42.0, 90.0, 76.0, 84.0, 76.0, 76.0, 96.0, 98.0, 100.0, 98.0, 98.0, 100.0, 98.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
0.03,0.99,"[3.18, 1.14, 0.3, 0.36, 0.36, 0.38, 0.32, 0.3, 0.06, 0.04, 0.02, 0.1, 0.08, 0.04, 0.0, 0.0, 0.0, 0.0, 0.02]","[1.5058552387264852, 0.8487638069569177, 0.45825756949558394, 0.7144228439796702, 0.68585712797929, 0.6600000000000001, 0.6144916598294885, 0.6082762530298219, 0.2374868417407584, 0.1959591794226543, 0.13999999999999987, 0.41231056256176596, 0.33704599092705456, 0.19595917942265428, 0.0, 0.0, 0.0, 0.0, 0.13999999999999996]",50,"[7.0, 3.0, 1.0, 3.0, 3.0, 3.0, 2.0, 2.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.2448979591836733, 1.425, 1.0, 1.5, 1.3846153846153846, 1.2666666666666666, 1.3333333333333333, 1.3636363636363635, 1.0, 1.0, 1.0, 1.6666666666666667, 1.3333333333333333, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[2.0, 20.0, 70.0, 76.0, 74.0, 70.0, 76.0, 78.0, 94.0, 96.0, 98.0, 94.0, 94.0, 96.0, 100.0, 100.0, 100.0, 100.0, 98.0]"
0.035,0.99,"[3.3, 1.34, 0.56, 0.3, 0.4, 0.4, 0.38, 0.1, 0.02, 0.0, 0.1, 0.0, 0.0, 0.02, 0.0, 0.0, 0.02, 0.0, 0.0]","[1.8894443627691182, 1.0509043724335723, 0.8284926070883192, 0.5385164807134504, 0.7745966692414834, 0.8, 0.7453858061433691, 0.2999999999999997, 0.13999999999999987, 0.0, 0.2999999999999999, 0.0, 0.0, 0.13999999999999993, 0.0, 0.0, 0.13999999999999996, 0.0, 0.0]",50,"[9.0, 5.0, 3.0, 2.0, 3.0, 4.0, 4.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.36734693877551, 1.6341463414634145, 1.5555555555555556, 1.1538461538461537, 1.5384615384615385, 1.5384615384615385, 1.3571428571428572, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[2.0, 18.0, 64.0, 74.0, 74.0, 74.0, 72.0, 90.0, 98.0, 100.0, 90.0, 100.0, 100.0, 98.0, 100.0, 100.0, 98.0, 100.0, 100.0]"
0.04,0.99,"[4.56, 1.88, 0.36, 0.58, 0.7, 0.78, 0.66, 0.42, 0.2, 0.16, 0.1, 0.14, 0.18, 0.06, 0.02, 0.02, 0.06, 0.02, 0.02]","[1.8128430709799457, 1.193984924527944, 0.5571355310873647, 0.6954135460285485, 0.9219544457292888, 1.0254754994635418, 1.0697663296253068, 0.6352952069707439, 0.565685424949238, 0.6437390775772431, 0.3605551275463987, 0.4903060268852505, 0.517300686255103, 0.2374868417407584, 0.13999999999999987, 0.13999999999999987, 0.4200000000000005, 0.13999999999999987, 0.13999999999999987]",50,"[10.0, 5.0, 2.0, 2.0, 3.0, 4.0, 5.0, 2.0, 3.0, 4.0, 2.0, 3.0, 3.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0]","[4.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.56, 2.1363636363636362, 1.125, 1.2608695652173914, 1.5909090909090908, 1.6956521739130435, 1.736842105263158, 1.2352941176470589, 1.4285714285714286, 2.0, 1.25, 1.4, 1.2857142857142858, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0]","[0.0, 12.0, 68.0, 54.0, 56.00000000000001, 54.0, 62.0, 66.0, 86.0, 92.0, 92.0, 90.0, 86.0, 94.0, 98.0, 98.0, 98.0, 98.0, 98.0]"
0.045,0.99,"[5.92, 2.38, 0.82, 0.84, 0.92, 0.9, 1.16, 0.48, 0.16, 0.12, 0.3, 0.26, 0.32, 0.08, 0.04, 0.02, 0.08, 0.08, 0.12]","[2.1339165869358623, 1.5347964034359736, 1.0524257693538301, 1.083697374731525, 1.4119490075778234, 1.2369316876852983, 1.5538339679644029, 0.9641576634555166, 0.5425863986500216, 0.43081318457076045, 0.7810249675906653, 0.715821206726931, 0.7858753081755397, 0.33704599092705434, 0.19595917942265428, 0.13999999999999996, 0.4399999999999998, 0.3370459909270544, 0.43081318457076045]",50,"[11.0, 7.0, 4.0, 4.0, 5.0, 5.0, 8.0, 4.0, 3.0, 2.0, 4.0, 3.0, 3.0, 2.0, 1.0, 1.0, 3.0, 2.0, 2.0]","[6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.92, 2.7674418604651163, 1.7083333333333333, 1.826086956521739, 2.4210526315789473, 1.875, 2.230769230769231, 1.8461538461538463, 1.6, 1.5, 1.875, 1.8571428571428572, 1.7777777777777777, 1.3333333333333333, 1.0, 1.0, 2.0, 1.3333333333333333, 1.5]","[0.0, 14.000000000000002, 52.0, 54.0, 62.0, 52.0, 48.0, 74.0, 90.0, 92.0, 84.0, 86.0, 82.0, 94.0, 96.0, 98.0, 96.0, 94.0, 92.0]"
0.05,0.99,"[6.7, 3.54, 1.2, 1.24, 0.9, 1.08, 1.38, 0.72, 0.22, 0.28, 0.48, 0.38, 0.5, 0.2, 0.1, 0.1, 0.14, 0.16, 0.08]","[2.4596747752497685, 1.8890209104189397, 1.5874507866387542, 1.7613631085043193, 1.1, 1.4810806865258894, 1.7075128110793196, 1.3422369388450013, 0.6415605972938181, 0.6645299090334458, 1.1356055653262715, 0.9141115905621144, 1.044030650891055, 0.5291502622129178, 0.5744562646538032, 0.41231056256176596, 0.5295280917949491, 0.8569714114251415, 0.3919183588453086]",50,"[12.0, 8.0, 6.0, 9.0, 4.0, 5.0, 7.0, 7.0, 3.0, 3.0, 4.0, 5.0, 5.0, 2.0, 4.0, 2.0, 3.0, 6.0, 2.0]","[7.0, 3.0, 0.0, 0.5, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.7, 3.6122448979591835, 2.5, 2.48, 1.8, 2.347826086956522, 2.6538461538461537, 1.894736842105263, 1.5714285714285714, 1.5555555555555556, 2.4, 1.9, 2.0833333333333335, 1.4285714285714286, 2.5, 1.6666666666666667, 1.75, 2.6666666666666665, 2.0]","[0.0, 2.0, 52.0, 50.0, 50.0, 54.0, 48.0, 62.0, 86.0, 82.0, 80.0, 80.0, 76.0, 86.0, 96.0, 94.0, 92.0, 94.0, 96.0]"
0.055,0.99,"[8.52, 3.68, 1.28, 1.4, 1.36, 1.52, 1.6, 0.7, 0.32, 0.58, 0.66, 0.86, 0.76, 0.28, 0.08, 0.06, 0.1, 0.1, 0.1]","[2.220270253820466, 1.630214709785187, 1.4702380759591287, 1.6852299546352711, 1.6094719630984562, 1.7577258034175862, 1.9183326093250879, 0.9433981132056604, 0.7332121111929341, 1.3128594745821043, 1.2745195173083843, 1.854831528737852, 1.955095905575989, 0.6939740629158987, 0.4399999999999993, 0.3104834939252, 0.41231056256176585, 0.49999999999999983, 0.49999999999999983]",50,"[15.0, 8.0, 5.0, 7.0, 7.0, 6.0, 9.0, 3.0, 4.0, 5.0, 5.0, 7.0, 10.0, 3.0, 3.0, 2.0, 2.0, 3.0, 3.0]","[8.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[8.52, 3.7551020408163267, 2.1333333333333333, 2.5, 2.5185185185185186, 2.6206896551724137, 2.5806451612903225, 1.75, 1.4545454545454546, 2.4166666666666665, 2.0625, 3.3076923076923075, 3.4545454545454546, 1.75, 2.0, 1.5, 1.6666666666666667, 2.5, 2.5]","[0.0, 2.0, 40.0, 44.0, 46.0, 42.0, 38.0, 60.0, 78.0, 76.0, 68.0, 74.0, 78.0, 84.0, 96.0, 96.0, 94.0, 96.0, 96.0]"
0.06,0.99,"[9.52, 3.86, 1.68, 1.68, 1.78, 1.94, 2.0, 0.7, 0.28, 0.32, 0.26, 0.24, 0.32, 0.22, 0.08, 0.02, 0.06, 0.14, 0.18]","[2.3936582880603483, 1.720581297120249, 1.8269099594670781, 1.7255723688098394, 1.8898677202386416, 2.1392522057952865, 1.969771560359221, 0.9643650760992956, 0.6013318551349162, 0.9474175425861616, 0.626418390534633, 0.7631513611335569, 0.8109253973085315, 0.7820485918406864, 0.43999999999999945, 0.13999999999999985, 0.2374868417407584, 0.6327716807822553, 0.7665507158694715]",50,"[15.0, 7.0, 7.0, 6.0, 7.0, 10.0, 7.0, 4.0, 3.0, 5.0, 3.0, 4.0, 4.0, 5.0, 3.0, 1.0, 1.0, 4.0, 5.0]","[10.0, 4.0, 1.0, 1.5, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[9.52, 4.020833333333333, 2.7096774193548385, 2.7096774193548385, 2.696969696969697, 3.129032258064516, 3.0303030303030303, 1.5909090909090908, 1.2727272727272727, 2.2857142857142856, 1.4444444444444444, 2.0, 1.7777777777777777, 1.8333333333333333, 2.0, 1.0, 1.0, 2.3333333333333335, 2.25]","[0.0, 4.0, 38.0, 38.0, 34.0, 38.0, 34.0, 56.00000000000001, 78.0, 86.0, 82.0, 88.0, 82.0, 88.0, 96.0, 98.0, 94.0, 94.0, 92.0]"
