,0.08,0.082,0.083,0.084,0.086,0.088
30,"[0, 6, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 32, 0, 1, 2, 4, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 42, 5, 7, 11, 10, 7, 7, 7, 11, 5, 9, 9, 8, 8, 11, 7, 7, 7, 11, 7, 8, 7, 6, 7, 10, 7, 10, 11, 7, 7, 8, 10, 7, 5, 4]","[0, 32, 0, 1, 3, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 0, 0]"
31,"[0, 38, 3, 5, 7, 8, 5, 5, 3, 6, 4, 6, 5, 6, 5, 8, 5, 4, 5, 5, 5, 6, 5, 2, 6, 5, 5, 8, 7, 3, 5, 5, 6, 5, 2, 4]","[0, 38, 3, 5, 8, 7, 5, 5, 2, 7, 4, 6, 5, 6, 5, 9, 5, 3, 5, 5, 5, 7, 4, 2, 5, 6, 5, 8, 7, 3, 5, 6, 6, 5, 1, 3]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 43, 6, 8, 13, 11, 9, 8, 10, 11, 8, 8, 14, 8, 8, 12, 9, 9, 8, 12, 8, 10, 8, 8, 9, 11, 8, 12, 12, 8, 8, 11, 10, 8, 8, 7]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 44, 9, 9, 16, 11, 11, 9, 10, 14, 9, 9, 14, 11, 10, 13, 10, 12, 9, 11, 11, 14, 9, 9, 9, 12, 10, 13, 14, 9, 9, 13, 11, 10, 9, 9]"
32,"[0, 38, 3, 5, 8, 7, 5, 5, 5, 5, 3, 7, 5, 6, 5, 6, 6, 4, 5, 7, 3, 6, 5, 3, 5, 5, 5, 9, 6, 4, 4, 7, 5, 5, 0, 5]","[0, 38, 3, 5, 8, 7, 5, 5, 3, 6, 4, 6, 6, 5, 5, 8, 5, 4, 5, 6, 5, 5, 5, 3, 5, 5, 5, 9, 6, 4, 4, 6, 6, 5, 1, 4]","[0, 32, 0, 1, 3, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]","[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 44, 6, 8, 14, 10, 9, 8, 9, 12, 7, 9, 13, 8, 9, 12, 8, 10, 8, 10, 9, 12, 8, 8, 8, 11, 8, 11, 13, 8, 8, 9, 12, 8, 8, 7]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33,"[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 50, 9, 11, 19, 14, 15, 11, 16, 14, 11, 14, 17, 12, 12, 18, 12, 15, 11, 15, 13, 17, 11, 11, 14, 16, 11, 17, 16, 11, 11, 17, 13, 15, 11, 11]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 32, 0, 1, 3, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 0, 0]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 26, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
34,"[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 25, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 59, 14, 16, 30, 18, 25, 16, 23, 22, 16, 23, 23, 21, 19, 22, 22, 21, 18, 21, 20, 27, 16, 16, 24, 21, 21, 23, 23, 17, 20, 26, 17, 22, 16, 16]","[0, 38, 3, 5, 8, 7, 5, 5, 4, 5, 4, 6, 5, 6, 5, 8, 5, 4, 5, 6, 5, 5, 5, 3, 5, 5, 5, 8, 7, 4, 4, 7, 5, 5, 0, 5]"
35,"[0, 5, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 46, 8, 10, 18, 12, 13, 10, 13, 14, 10, 11, 16, 11, 12, 15, 11, 13, 10, 13, 12, 17, 9, 10, 12, 13, 10, 15, 15, 10, 11, 15, 11, 14, 9, 10]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 18, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
36,"[0, 48, 8, 10, 17, 13, 13, 10, 13, 14, 10, 11, 16, 11, 12, 15, 11, 13, 10, 14, 11, 16, 10, 10, 11, 15, 10, 13, 17, 10, 10, 15, 12, 12, 10, 10]","[0, 32, 0, 1, 3, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 0, 0]","[0, 27, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 34, 1, 3, 4, 4, 2, 2, 2, 2, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 2, 3, 1, 0, 3, 2, 3, 3, 5, 0, 3, 3, 3, 1, 0, 0]","[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 34, 1, 3, 4, 4, 2, 2, 0, 4, 0, 6, 1, 2, 5, 3, 3, 0, 3, 3, 1, 4, 1, 0, 2, 3, 3, 3, 4, 1, 3, 3, 3, 1, 0, 0]"
37,"[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 34, 1, 3, 4, 4, 2, 2, 1, 3, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 0, 4, 2, 0, 3, 2, 3, 3, 5, 0, 3, 3, 3, 1, 0, 0]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 40, 4, 6, 10, 8, 6, 6, 6, 7, 6, 6, 9, 6, 6, 9, 6, 6, 6, 8, 6, 7, 6, 4, 6, 9, 6, 8, 10, 4, 6, 8, 6, 6, 4, 4]","[0, 32, 0, 1, 3, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 0, 0]","[0, 46, 7, 9, 16, 11, 11, 9, 9, 15, 8, 10, 15, 9, 12, 12, 11, 10, 9, 13, 9, 15, 8, 9, 10, 13, 9, 12, 15, 9, 9, 11, 13, 10, 9, 7]"
38,"[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 24, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 34, 1, 3, 4, 4, 2, 2, 1, 3, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 1, 4, 1, 0, 2, 3, 3, 3, 5, 0, 3, 3, 3, 1, 0, 0]","[0, 34, 1, 3, 4, 4, 2, 2, 2, 2, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 2, 3, 1, 0, 3, 2, 3, 3, 5, 0, 3, 3, 3, 1, 0, 0]","[0, 32, 0, 1, 2, 4, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 0, 2, 0, 0, 2, 0, 0, 0, 2, 0, 3, 2, 0, 1, 2, 1, 0, 0, 0]","[0, 40, 4, 6, 10, 8, 6, 6, 6, 7, 6, 6, 9, 6, 6, 9, 6, 6, 6, 8, 6, 7, 6, 4, 6, 9, 6, 7, 11, 4, 6, 6, 8, 6, 5, 2]"
39,"[0, 32, 0, 1, 3, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 1, 0, 2, 1, 0, 0, 0]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 46, 7, 9, 16, 11, 11, 9, 10, 14, 8, 10, 15, 9, 12, 12, 11, 10, 9, 14, 9, 13, 9, 9, 10, 13, 9, 13, 14, 9, 9, 13, 11, 10, 9, 9]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 49, 9, 11, 20, 13, 15, 11, 15, 15, 11, 14, 16, 13, 12, 18, 12, 15, 11, 14, 14, 18, 11, 11, 12, 16, 11, 17, 16, 11, 13, 16, 14, 13, 11, 11]"
40,"[0, 34, 1, 3, 4, 4, 2, 2, 2, 2, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 2, 3, 1, 0, 2, 3, 3, 4, 4, 0, 3, 3, 3, 1, 0, 0]","[0, 34, 1, 3, 4, 4, 2, 2, 1, 3, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 2, 3, 1, 0, 2, 3, 3, 3, 5, 0, 3, 3, 3, 1, 0, 0]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 52, 10, 12, 22, 14, 17, 12, 15, 18, 12, 14, 19, 13, 17, 17, 14, 15, 13, 19, 12, 18, 13, 12, 15, 18, 12, 16, 20, 12, 15, 17, 16, 15, 12, 12]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 27, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
41,"[0, 62, 15, 17, 31, 20, 27, 17, 25, 23, 17, 25, 24, 22, 22, 22, 25, 21, 18, 27, 19, 29, 17, 20, 23, 22, 21, 28, 22, 18, 21, 29, 19, 22, 17, 24]","[0, 34, 1, 3, 4, 4, 2, 2, 0, 4, 0, 6, 2, 2, 3, 3, 3, 1, 3, 3, 0, 4, 2, 0, 2, 3, 3, 3, 4, 2, 1, 4, 3, 1, 0, 0]","[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 48, 8, 10, 18, 12, 13, 10, 11, 16, 10, 10, 16, 11, 15, 12, 13, 11, 11, 14, 10, 17, 9, 10, 12, 15, 10, 15, 15, 10, 10, 15, 12, 12, 10, 10]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
42,"[0, 34, 1, 3, 4, 4, 2, 2, 2, 2, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 2, 3, 1, 0, 3, 2, 3, 4, 4, 0, 3, 3, 3, 1, 0, 0]","[0, 42, 5, 7, 12, 9, 7, 7, 8, 10, 6, 8, 10, 7, 8, 11, 7, 7, 7, 11, 7, 8, 7, 6, 7, 10, 7, 9, 12, 7, 7, 7, 11, 6, 7, 2]","[0, 32, 0, 1, 3, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]","[1, 63, 19, 19, 35, 22, 31, 19, 29, 25, 19, 29, 26, 26, 24, 24, 30, 22, 22, 28, 24, 32, 19, 20, 29, 24, 23, 28, 29, 22, 22, 31, 23, 27, 19, 19]","[0, 17, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
43,"[0, 37, 4, 5, 8, 7, 5, 5, 4, 5, 4, 6, 6, 5, 5, 8, 4, 5, 5, 6, 5, 5, 5, 2, 5, 6, 5, 8, 5, 5, 5, 5, 7, 4, 3, 1]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 34, 1, 3, 4, 4, 2, 2, 1, 3, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 2, 3, 1, 0, 3, 2, 3, 3, 5, 0, 3, 3, 3, 1, 0, 0]","[0, 62, 15, 17, 32, 19, 27, 17, 26, 22, 17, 26, 22, 24, 20, 23, 25, 21, 19, 25, 20, 28, 17, 21, 23, 21, 23, 26, 24, 18, 19, 31, 17, 23, 17, 23]","[0, 32, 0, 1, 3, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]","[0, 36, 2, 4, 6, 5, 4, 3, 3, 5, 1, 6, 4, 4, 4, 5, 4, 3, 4, 4, 3, 4, 4, 0, 4, 4, 4, 5, 7, 2, 3, 4, 5, 3, 1, 0]"
44,"[0, 40, 4, 6, 9, 9, 6, 6, 5, 8, 6, 6, 9, 6, 6, 9, 6, 6, 6, 9, 5, 6, 7, 4, 6, 9, 6, 7, 11, 4, 6, 7, 7, 6, 5, 3]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 46, 7, 9, 16, 11, 11, 9, 9, 15, 8, 10, 15, 9, 12, 12, 10, 11, 10, 12, 9, 14, 9, 9, 9, 15, 9, 12, 15, 9, 9, 11, 13, 9, 9, 9]","[0, 5, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
45,"[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 42, 8, 8, 11, 13, 8, 8, 9, 13, 6, 10, 11, 9, 9, 13, 8, 9, 8, 12, 8, 11, 8, 8, 8, 11, 8, 13, 11, 8, 8, 10, 11, 8, 8, 6]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 28, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
46,"[0, 36, 2, 4, 5, 7, 3, 3, 3, 5, 1, 6, 4, 4, 4, 5, 4, 3, 4, 4, 4, 4, 3, 0, 4, 5, 4, 4, 8, 0, 4, 5, 4, 4, 0, 1]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 32, 0, 1, 3, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 0, 2, 0, 0, 2, 0, 0, 0, 1, 2, 2, 3, 0, 0, 2, 1, 0, 0, 0]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
47,"[0, 32, 0, 1, 2, 4, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]","[0, 32, 0, 1, 2, 4, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 0, 0]","[1, 29, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 68, 20, 21, 40, 23, 35, 21, 33, 27, 21, 34, 26, 31, 26, 28, 31, 25, 27, 30, 27, 32, 21, 30, 29, 22, 31, 31, 30, 26, 21, 37, 23, 33, 21, 27]","[0, 32, 0, 1, 3, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 0, 0]","[0, 38, 3, 5, 8, 7, 5, 5, 5, 5, 3, 7, 5, 6, 5, 6, 5, 5, 5, 5, 5, 6, 5, 2, 6, 5, 5, 8, 7, 3, 5, 7, 5, 5, 0, 5]"
48,"[0, 32, 0, 1, 2, 3, 1, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]","[0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 47, 9, 10, 18, 12, 13, 10, 13, 14, 10, 11, 16, 11, 12, 15, 11, 13, 10, 13, 12, 17, 9, 10, 12, 13, 10, 16, 14, 10, 11, 16, 11, 12, 10, 10]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
49,"[0, 40, 4, 6, 9, 9, 6, 6, 6, 7, 6, 6, 7, 8, 6, 9, 6, 6, 6, 8, 6, 7, 6, 4, 6, 9, 6, 7, 11, 4, 6, 7, 7, 6, 5, 3]","[0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 54, 11, 13, 23, 16, 19, 13, 18, 18, 13, 17, 19, 15, 18, 18, 17, 16, 13, 19, 15, 22, 13, 13, 17, 19, 13, 21, 18, 13, 17, 20, 16, 13, 13, 17]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 36, 2, 4, 6, 6, 3, 3, 3, 4, 2, 6, 4, 4, 4, 5, 4, 3, 4, 4, 3, 5, 3, 0, 4, 5, 4, 5, 7, 0, 4, 4, 5, 3, 1, 1]","[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
50,"[1, 41, 5, 7, 12, 9, 7, 7, 7, 10, 6, 9, 9, 8, 8, 11, 7, 7, 7, 10, 7, 10, 7, 5, 7, 11, 7, 7, 14, 6, 7, 7, 10, 7, 7, 4]","[0, 34, 1, 3, 4, 4, 2, 2, 1, 3, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 1, 3, 2, 0, 3, 2, 3, 3, 5, 0, 3, 3, 3, 1, 0, 0]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 32, 0, 1, 3, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0]","[0, 47, 9, 10, 18, 12, 13, 10, 13, 14, 10, 11, 14, 13, 12, 15, 11, 13, 10, 14, 11, 16, 10, 10, 11, 15, 10, 15, 15, 10, 10, 14, 13, 12, 10, 10]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
