beta,handwash,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.02,0.8,"[2.96, 1.32, 0.68, 0.48, 0.76, 1.0, 1.1, 0.5, 0.2, 0.28, 0.22, 0.22, 0.24, 0.12, 0.06, 0.08, 0.08, 0.2, 0.14]","[1.5869467539901896, 1.0476640682967038, 0.8352245207128438, 0.8541662601625054, 1.0873821775254546, 1.2, 1.652271164185831, 0.9848857801796105, 0.48989794855663565, 0.664529909033446, 0.6720119046564578, 0.5758472019555192, 0.5851495535331118, 0.3815756805667783, 0.2374868417407584, 0.33704599092705434, 0.4399999999999999, 0.7483314773547878, 0.5295280917949494]",50,"[6.0, 4.0, 3.0, 4.0, 4.0, 5.0, 8.0, 4.0, 2.0, 3.0, 4.0, 3.0, 2.0, 2.0, 1.0, 2.0, 3.0, 4.0, 3.0]","[3.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.148936170212766, 1.7837837837837838, 1.4166666666666667, 1.5, 1.7272727272727273, 1.7857142857142858, 2.2916666666666665, 1.9230769230769231, 1.25, 1.5555555555555556, 1.5714285714285714, 1.375, 1.5, 1.2, 1.0, 1.3333333333333333, 2.0, 2.5, 1.75]","[6.0, 26.0, 52.0, 68.0, 56.00000000000001, 44.0, 52.0, 74.0, 84.0, 82.0, 86.0, 84.0, 84.0, 90.0, 94.0, 94.0, 96.0, 92.0, 92.0]"
0.025,0.8,"[4.76, 2.18, 0.98, 1.04, 1.28, 1.18, 1.58, 0.8, 0.28, 0.58, 0.38, 0.58, 0.68, 0.42, 0.06, 0.1, 0.12, 0.18, 0.3]","[2.0838426044209766, 1.608601877407831, 1.435130656072819, 1.3558761005342634, 1.744018348527331, 1.505855238726485, 1.8983150423467643, 1.131370849898476, 0.664529909033446, 1.1847362575695908, 0.8219489035213807, 0.9184770002564029, 1.173712060089697, 0.9184770002564029, 0.2374868417407584, 0.49999999999999983, 0.5878775382679624, 0.7665507158694719, 1.0440306508910555]",50,"[11.0, 6.0, 5.0, 6.0, 8.0, 6.0, 8.0, 4.0, 3.0, 4.0, 4.0, 4.0, 5.0, 5.0, 1.0, 3.0, 3.0, 5.0, 6.0]","[5.0, 2.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.76, 2.658536585365854, 2.227272727272727, 2.0, 2.2857142857142856, 2.185185185185185, 2.925925925925926, 1.8181818181818181, 1.5555555555555556, 2.230769230769231, 1.7272727272727273, 1.6111111111111112, 2.0, 1.6153846153846154, 1.0, 2.5, 3.0, 2.25, 2.5]","[0.0, 18.0, 56.00000000000001, 48.0, 44.0, 46.0, 46.0, 56.00000000000001, 82.0, 74.0, 78.0, 64.0, 66.0, 74.0, 94.0, 96.0, 96.0, 92.0, 88.0]"
0.03,0.8,"[6.56, 3.0, 1.42, 1.76, 2.34, 2.76, 2.78, 1.38, 0.56, 0.62, 0.98, 1.28, 1.44, 0.52, 0.36, 0.38, 0.72, 0.88, 1.06]","[1.8456435192094927, 1.6613247725836149, 1.4154857823376397, 1.9955951493226272, 2.421652328473267, 2.6874523251585316, 2.6403787607083964, 1.647907764409161, 1.2191800523302527, 1.0934349546269315, 1.6185178404948144, 2.1075103795711176, 2.155550973649197, 0.8772684879784527, 0.8890444308357155, 0.9357350052231663, 1.66180624622728, 1.9353552645444723, 2.344440231697111]",50,"[11.0, 7.0, 6.0, 9.0, 10.0, 11.0, 10.0, 7.0, 6.0, 4.0, 7.0, 8.0, 8.0, 4.0, 4.0, 5.0, 8.0, 8.0, 11.0]","[6.0, 3.0, 1.0, 1.0, 2.0, 2.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.56, 3.125, 2.21875, 2.588235294117647, 3.65625, 4.0588235294117645, 4.088235294117647, 2.4642857142857144, 2.1538461538461537, 2.066666666666667, 2.8823529411764706, 3.2, 3.789473684210526, 1.5294117647058822, 2.0, 1.9, 3.272727272727273, 3.6666666666666665, 4.076923076923077]","[0.0, 4.0, 36.0, 32.0, 36.0, 32.0, 32.0, 44.0, 74.0, 70.0, 66.0, 60.0, 62.0, 66.0, 82.0, 80.0, 78.0, 76.0, 74.0]"
0.035,0.8,"[8.64, 3.88, 2.08, 3.12, 3.88, 5.02, 5.6, 2.84, 1.24, 1.82, 2.32, 2.94, 3.52, 1.54, 0.92, 1.2, 1.36, 2.0, 1.92]","[2.762317867299128, 1.7848249213858483, 2.207623156247461, 2.768681996907554, 3.502227862375605, 4.442926963162909, 4.621688003316537, 2.766658634526493, 1.8062115047801017, 2.5273701747072983, 3.1140969798643074, 3.6022770576400704, 4.491057781859414, 2.28219192882632, 1.7982213434391219, 2.2627416997969516, 2.3728463919942233, 3.4292856398964493, 3.285361471740971]",50,"[16.0, 8.0, 9.0, 12.0, 15.0, 16.0, 16.0, 10.0, 6.0, 12.0, 12.0, 14.0, 15.0, 8.0, 7.0, 8.0, 9.0, 13.0, 11.0]","[8.0, 4.0, 1.5, 3.0, 3.0, 4.5, 5.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[8.64, 3.88, 3.1515151515151514, 4.105263157894737, 5.105263157894737, 6.605263157894737, 7.368421052631579, 3.9444444444444446, 3.1, 3.7916666666666665, 4.833333333333333, 5.653846153846154, 6.518518518518518, 3.6666666666666665, 3.5384615384615383, 4.615384615384615, 4.533333333333333, 6.666666666666667, 6.0]","[0.0, 0.0, 34.0, 24.0, 24.0, 24.0, 24.0, 28.000000000000004, 60.0, 52.0, 52.0, 48.0, 46.0, 57.99999999999999, 74.0, 74.0, 70.0, 70.0, 68.0]"
0.04,0.8,"[10.56, 5.4, 2.6, 3.56, 5.3, 6.42, 7.64, 3.94, 2.64, 4.18, 5.4, 6.62, 7.68, 4.0, 2.24, 3.42, 4.24, 5.04, 6.62]","[2.554681976293723, 2.0099751242241783, 2.8000000000000003, 3.7797354404772827, 4.678675026115834, 5.521195522710639, 6.088546624605908, 3.70626496624297, 3.321204600743532, 5.202653169297374, 5.892367945062495, 7.6495490063140315, 8.491030561716284, 4.951767361255979, 3.5975547250875843, 5.4592673501121025, 6.379843258262698, 7.332012002172394, 9.09481170778153]",50,"[16.0, 9.0, 13.0, 15.0, 18.0, 24.0, 20.0, 14.0, 13.0, 19.0, 19.0, 26.0, 26.0, 17.0, 15.0, 23.0, 25.0, 23.0, 26.0]","[10.5, 5.5, 2.5, 3.0, 5.0, 6.0, 8.0, 3.0, 1.0, 1.0, 4.0, 2.5, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10.56, 5.4, 3.9393939393939394, 5.5625, 6.973684210526316, 8.675675675675675, 10.052631578947368, 5.184210526315789, 4.888888888888889, 8.36, 9.310344827586206, 11.821428571428571, 13.714285714285714, 7.6923076923076925, 5.090909090909091, 7.7727272727272725, 9.636363636363637, 12.0, 15.761904761904763]","[0.0, 0.0, 34.0, 36.0, 24.0, 26.0, 24.0, 24.0, 46.0, 50.0, 42.0, 44.0, 44.0, 48.0, 56.00000000000001, 56.00000000000001, 56.00000000000001, 57.99999999999999, 57.99999999999999]"
0.045,0.8,"[12.58, 7.06, 4.74, 7.14, 9.62, 12.54, 15.26, 7.9, 5.38, 8.42, 11.02, 14.22, 15.4, 8.68, 6.5, 9.02, 12.08, 14.6, 15.54]","[3.066528982416439, 2.9011032384249966, 3.724567088937988, 5.782767503540152, 6.922109505056966, 8.551514485750463, 9.532701610771209, 5.330103188494571, 4.63417738115407, 6.720386893624505, 8.580186478160016, 10.024549865205918, 10.432641084595982, 5.804963393510764, 5.661271941887264, 8.14, 9.921370873019514, 11.169601604354561, 11.522517086123154]",50,"[20.0, 15.0, 14.0, 23.0, 29.0, 32.0, 34.0, 21.0, 16.0, 24.0, 30.0, 31.0, 34.0, 19.0, 20.0, 29.0, 36.0, 36.0, 36.0]","[13.0, 7.0, 4.0, 6.0, 10.0, 12.5, 16.0, 8.5, 4.0, 8.5, 10.5, 14.0, 18.0, 9.5, 6.5, 8.0, 13.0, 16.0, 17.5]","[12.58, 7.06, 5.642857142857143, 8.5, 11.452380952380953, 14.928571428571429, 18.166666666666668, 9.404761904761905, 6.725, 10.794871794871796, 13.775, 17.341463414634145, 18.78048780487805, 10.585365853658537, 8.783783783783784, 12.18918918918919, 16.324324324324323, 19.72972972972973, 21.0]","[0.0, 0.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 20.0, 22.0, 20.0, 18.0, 18.0, 18.0, 26.0, 26.0, 26.0, 26.0, 26.0]"
0.05,0.8,"[15.1, 8.14, 7.08, 11.2, 14.68, 18.2, 21.42, 10.9, 8.2, 12.48, 16.58, 18.64, 21.62, 10.34, 7.8, 10.5, 13.72, 16.48, 18.74]","[2.3430749027719964, 3.149666649028117, 5.287116416346438, 7.909487973314076, 9.074006832706267, 11.43328474236516, 11.874493673416142, 6.835934464285039, 7.180529228406497, 10.568330047836318, 13.157644166035196, 13.573149966017468, 14.946424321555975, 7.4474425140446705, 7.997499609252882, 9.671090941563936, 12.000066666481485, 13.431664081564874, 14.042521141162652]",50,"[22.0, 16.0, 22.0, 29.0, 32.0, 41.0, 38.0, 25.0, 24.0, 34.0, 41.0, 39.0, 44.0, 28.0, 29.0, 27.0, 39.0, 41.0, 39.0]","[15.0, 8.0, 7.0, 10.0, 15.0, 20.0, 24.5, 11.0, 7.5, 12.0, 16.0, 20.5, 27.5, 11.5, 5.0, 8.0, 13.0, 18.0, 23.5]","[15.1, 8.14, 8.634146341463415, 13.333333333333334, 17.476190476190474, 21.666666666666668, 25.5, 12.976190476190476, 11.38888888888889, 17.82857142857143, 21.81578947368421, 23.897435897435898, 27.71794871794872, 13.256410256410257, 11.470588235294118, 15.441176470588236, 19.055555555555557, 22.88888888888889, 26.02777777777778]","[0.0, 0.0, 18.0, 16.0, 16.0, 16.0, 16.0, 16.0, 28.000000000000004, 30.0, 24.0, 22.0, 22.0, 22.0, 32.0, 32.0, 28.000000000000004, 28.000000000000004, 28.000000000000004]"
0.055,0.8,"[18.14, 10.84, 10.28, 15.18, 20.86, 24.92, 30.1, 15.42, 13.52, 19.54, 24.62, 29.4, 32.84, 15.88, 14.42, 21.98, 26.9, 31.56, 33.3]","[2.8284978345404483, 3.5573023486906483, 6.87325250518268, 8.758287503844574, 10.70515763545778, 11.753875956466446, 12.893796958227625, 6.566856173238454, 8.163920626757708, 9.660662503161985, 11.117355800728875, 11.584472366059666, 11.578186386476943, 6.028731209798627, 7.515557198238864, 10.602810948045805, 10.589145385724004, 11.072777429353486, 11.03675676999362]",50,"[28.0, 17.0, 27.0, 34.0, 41.0, 42.0, 50.0, 28.0, 30.0, 41.0, 41.0, 46.0, 47.0, 27.0, 31.0, 41.0, 46.0, 46.0, 47.0]","[18.0, 11.0, 8.0, 15.0, 22.0, 29.0, 34.0, 18.0, 13.5, 20.5, 26.5, 33.0, 37.5, 17.0, 15.0, 22.0, 28.0, 34.0, 37.0]","[18.14, 10.84, 11.173913043478262, 16.5, 22.67391304347826, 27.08695652173913, 32.71739130434783, 16.76086956521739, 14.382978723404255, 20.354166666666668, 25.122448979591837, 30.0, 34.208333333333336, 16.541666666666668, 15.673913043478262, 23.891304347826086, 29.23913043478261, 34.30434782608695, 36.19565217391305]","[0.0, 0.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 6.0, 4.0, 2.0, 2.0, 4.0, 4.0, 8.0, 8.0, 8.0, 8.0, 8.0]"
0.06,0.8,"[20.98, 14.38, 15.14, 23.98, 30.0, 34.92, 38.32, 20.56, 22.06, 29.34, 35.8, 40.72, 41.52, 21.48, 22.0, 30.34, 37.74, 40.98, 42.32]","[3.3969986753014787, 4.757688514394357, 8.588387508723628, 11.15435341021612, 11.445523142259598, 10.565680290449828, 9.615487507141799, 6.01052410360361, 8.96082585479709, 10.314281361297065, 7.9573865056311055, 6.514721789915513, 5.0999607841629535, 5.064543414761098, 8.106787279804497, 8.162377104740994, 6.901622997527466, 5.6903075488061265, 4.305531326096699]",50,"[28.0, 24.0, 41.0, 47.0, 49.0, 54.0, 53.0, 32.0, 42.0, 47.0, 47.0, 48.0, 51.0, 31.0, 44.0, 43.0, 48.0, 51.0, 51.0]","[21.0, 15.0, 14.0, 25.0, 32.0, 37.5, 41.0, 21.0, 23.5, 30.5, 37.5, 41.5, 42.0, 21.0, 22.0, 31.0, 38.5, 41.5, 43.5]","[20.98, 14.38, 15.448979591836734, 24.46938775510204, 30.612244897959183, 35.63265306122449, 39.10204081632653, 20.979591836734695, 22.510204081632654, 29.93877551020408, 35.8, 40.72, 41.52, 21.48, 22.0, 30.34, 37.74, 40.98, 42.32]","[0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
