beta,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.01,"[0.0, 0.006, 0.01, 0.016, 0.016, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.0, 0.0]","[0.0, 0.07730428127735069, 0.0995983919516701, 0.14065406902848132, 0.1256007607548802, 0.07730428127735067, 0.044721359549995836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.044721359549995836, 0.044721359549995836, 0.0, 0.0]",500,"[0.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, np.float64(1.0), np.float64(1.0), np.float64(1.1428571428571428), np.float64(1.0), np.float64(1.0), np.float64(1.0), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(1.0), np.float64(1.0), 0.0, 0.0]","[np.float64(100.0), np.float64(99.4), np.float64(99.0), np.float64(98.6), np.float64(98.4), np.float64(99.4), np.float64(99.8), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(99.8), np.float64(99.8), np.float64(100.0), np.float64(100.0)]"
0.02,"[0.002, 0.07, 0.07, 0.054, 0.036, 0.042, 0.01, 0.006, 0.006, 0.0, 0.008, 0.012, 0.0, 0.004, 0.0, 0.002, 0.004, 0.004, 0.0]","[0.044721359549995836, 0.3540490098881861, 0.3119208059401553, 0.2953955264286637, 0.1969303509524433, 0.24567603348079128, 0.09959839195167028, 0.0773042812773506, 0.09991980752519247, 0.0, 0.08917344788453166, 0.1260467197157544, 0.0, 0.06318214912406736, 0.0, 0.044721359549995836, 0.06318214912406736, 0.06318214912406736, 0.0]",500,"[1.0, 3.0, 2.0, 3.0, 2.0, 2.0, 1.0, 1.0, 2.0, 0.0, 1.0, 2.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.0), np.float64(1.5909090909090908), np.float64(1.2962962962962963), np.float64(1.35), np.float64(1.0588235294117647), np.float64(1.3125), np.float64(1.0), np.float64(1.0), np.float64(1.5), 0.0, np.float64(1.0), np.float64(1.2), 0.0, np.float64(1.0), 0.0, np.float64(1.0), np.float64(1.0), np.float64(1.0), 0.0]","[np.float64(99.8), np.float64(95.6), np.float64(94.6), np.float64(96.0), np.float64(96.6), np.float64(96.8), np.float64(99.0), np.float64(99.4), np.float64(99.6), np.float64(100.0), np.float64(99.2), np.float64(99.0), np.float64(100.0), np.float64(99.6), np.float64(100.0), np.float64(99.8), np.float64(99.6), np.float64(99.6), np.float64(100.0)]"
0.03,"[0.004, 0.126, 0.116, 0.064, 0.09, 0.082, 0.016, 0.026, 0.02, 0.024, 0.032, 0.036, 0.002, 0.004, 0.016, 0.012, 0.014, 0.016, 0.004]","[0.06318214912406735, 0.44555700205941373, 0.49702925080150795, 0.30999385862427564, 0.37707342618842044, 0.3944454009729373, 0.15424520467856648, 0.22231249558084146, 0.24437561023505353, 0.23565880026063032, 0.21695654007326415, 0.24253173665846936, 0.04472135954999583, 0.06318214912406735, 0.17834689576906326, 0.12604671971575454, 0.1335652625450119, 0.15424520467856642, 0.06318214912406735]",500,"[1.0, 3.0, 4.0, 3.0, 3.0, 4.0, 2.0, 4.0, 5.0, 4.0, 2.0, 3.0, 1.0, 1.0, 3.0, 2.0, 2.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.0), np.float64(1.4318181818181819), np.float64(1.7575757575757576), np.float64(1.3333333333333333), np.float64(1.40625), np.float64(1.5769230769230769), np.float64(1.3333333333333333), np.float64(1.3), np.float64(1.6666666666666667), np.float64(1.7142857142857142), np.float64(1.3333333333333333), np.float64(1.3846153846153846), np.float64(1.0), np.float64(1.0), np.float64(1.6), np.float64(1.2), np.float64(1.1666666666666667), np.float64(1.3333333333333333), np.float64(1.0)]","[np.float64(99.6), np.float64(91.2), np.float64(93.4), np.float64(95.19999999999999), np.float64(93.60000000000001), np.float64(94.8), np.float64(98.8), np.float64(98.0), np.float64(98.8), np.float64(98.6), np.float64(97.6), np.float64(97.39999999999999), np.float64(99.8), np.float64(99.6), np.float64(99.0), np.float64(99.0), np.float64(98.8), np.float64(98.8), np.float64(99.6)]"
0.04,"[0.014, 0.244, 0.172, 0.194, 0.164, 0.16, 0.014, 0.026, 0.052, 0.088, 0.084, 0.12, 0.018, 0.056, 0.082, 0.068, 0.076, 0.108, 0.016]","[0.11760809209681627, 0.8281519615038494, 0.6536593463587622, 0.7781870920932917, 0.6495751656210227, 0.659750362699531, 0.11760809209681627, 0.1827314465633252, 0.32481843240194525, 0.4947175870958758, 0.4015800456523402, 0.6151070747657276, 0.1330842697154397, 0.31790899997409267, 0.4285362138409655, 0.3683032644291691, 0.3827754355599829, 0.5449127083482604, 0.12560076075487986]",500,"[1.0, 5.0, 5.0, 8.0, 5.0, 5.0, 1.0, 2.0, 5.0, 5.0, 4.0, 6.0, 1.0, 3.0, 5.0, 4.0, 3.0, 7.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.0), np.float64(2.595744680851064), np.float64(2.0), np.float64(2.425), np.float64(2.2162162162162162), np.float64(2.2857142857142856), np.float64(1.0), np.float64(1.1818181818181819), np.float64(1.4444444444444444), np.float64(2.0952380952380953), np.float64(1.5555555555555556), np.float64(2.3076923076923075), np.float64(1.0), np.float64(1.5555555555555556), np.float64(1.7826086956521738), np.float64(1.619047619047619), np.float64(1.6521739130434783), np.float64(1.8620689655172413), np.float64(1.0)]","[np.float64(98.6), np.float64(90.60000000000001), np.float64(91.4), np.float64(92.0), np.float64(92.60000000000001), np.float64(93.0), np.float64(98.6), np.float64(97.8), np.float64(96.39999999999999), np.float64(95.8), np.float64(94.6), np.float64(94.8), np.float64(98.2), np.float64(96.39999999999999), np.float64(95.39999999999999), np.float64(95.8), np.float64(95.39999999999999), np.float64(94.19999999999999), np.float64(98.4)]"
0.05,"[0.018, 0.336, 0.282, 0.256, 0.27, 0.248, 0.048, 0.102, 0.13, 0.178, 0.256, 0.268, 0.054, 0.108, 0.192, 0.204, 0.194, 0.188, 0.052]","[0.1603978020729091, 1.132107474875653, 0.998232907630152, 0.9445890624996633, 1.0897132420503122, 1.0002484661262832, 0.2861113759340563, 0.5292979431522924, 0.5811846101732225, 0.7794427895132785, 1.0548409258070577, 1.0726028873296078, 0.3213885205826807, 0.4947985967063803, 0.8488681607344023, 0.8341316149758335, 0.7493243449587809, 0.7961933481858507, 0.30574984207986844]",500,"[2.0, 7.0, 7.0, 7.0, 10.0, 9.0, 3.0, 6.0, 7.0, 5.0, 9.0, 9.0, 4.0, 4.0, 9.0, 8.0, 6.0, 6.0, 4.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.2857142857142858), np.float64(3.36), np.float64(3.1333333333333333), np.float64(2.909090909090909), np.float64(3.292682926829268), np.float64(2.883720930232558), np.float64(1.5), np.float64(1.8888888888888888), np.float64(2.03125), np.float64(2.6176470588235294), np.float64(3.282051282051282), np.float64(3.0454545454545454), np.float64(1.5), np.float64(1.8620689655172413), np.float64(2.526315789473684), np.float64(2.6842105263157894), np.float64(2.3658536585365852), np.float64(2.5405405405405403), np.float64(1.4444444444444444)]","[np.float64(98.6), np.float64(90.0), np.float64(91.0), np.float64(91.2), np.float64(91.8), np.float64(91.4), np.float64(96.8), np.float64(94.6), np.float64(93.60000000000001), np.float64(93.2), np.float64(92.2), np.float64(91.2), np.float64(96.39999999999999), np.float64(94.19999999999999), np.float64(92.4), np.float64(92.4), np.float64(91.8), np.float64(92.60000000000001), np.float64(96.39999999999999)]"
0.06,"[0.03, 0.462, 0.388, 0.404, 0.526, 0.498, 0.168, 0.208, 0.344, 0.354, 0.326, 0.274, 0.08, 0.186, 0.28, 0.288, 0.29, 0.282, 0.096]","[0.18211626139730422, 1.5182774228267126, 1.339045213638555, 1.5024308959796975, 1.807722246208985, 1.662384746709437, 0.729960056007685, 0.888997544016035, 1.2428811314900663, 1.4045032070155743, 1.2323804295127718, 1.0868700810797398, 0.4265723008538073, 0.7433095035286987, 1.093614184238633, 1.1400242587862948, 1.119108935546157, 1.0548466252520354, 0.4417854102360022]",500,"[2.0, 11.0, 10.0, 16.0, 12.0, 11.0, 7.0, 9.0, 9.0, 12.0, 11.0, 11.0, 5.0, 6.0, 10.0, 9.0, 10.0, 9.0, 4.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.0714285714285714), np.float64(4.62), np.float64(3.9591836734693877), np.float64(4.04), np.float64(5.36734693877551), np.float64(5.081632653061225), np.float64(2.3333333333333335), np.float64(2.736842105263158), np.float64(3.6595744680851063), np.float64(4.116279069767442), np.float64(3.4680851063829787), np.float64(3.341463414634146), np.float64(1.6), np.float64(2.4473684210526314), np.float64(3.1818181818181817), np.float64(3.3488372093023258), np.float64(3.152173913043478), np.float64(3.1333333333333333), np.float64(1.6551724137931034)]","[np.float64(97.2), np.float64(90.0), np.float64(90.2), np.float64(90.0), np.float64(90.2), np.float64(90.2), np.float64(92.80000000000001), np.float64(92.4), np.float64(90.60000000000001), np.float64(91.4), np.float64(90.60000000000001), np.float64(91.8), np.float64(95.0), np.float64(92.4), np.float64(91.2), np.float64(91.4), np.float64(90.8), np.float64(91.0), np.float64(94.19999999999999)]"
0.07,"[0.024, 0.608, 0.564, 0.624, 0.584, 0.598, 0.16, 0.298, 0.426, 0.422, 0.426, 0.336, 0.1, 0.244, 0.31, 0.36, 0.378, 0.32, 0.106]","[0.15320229072624114, 1.914593255673214, 1.9280401130045761, 2.2954656008420873, 1.9765519257105426, 1.9698112378157615, 0.7207210818031551, 1.1627122600193016, 1.5261659034094075, 1.6065734207662576, 1.5353300872952047, 1.3411567405809075, 0.500500751252193, 0.9155000166909426, 1.1733087004762297, 1.386450319693407, 1.3794643321548292, 1.2051991578241485, 0.4766743509711281]",500,"[1.0, 11.0, 15.0, 16.0, 15.0, 12.0, 7.0, 9.0, 12.0, 14.0, 11.0, 13.0, 4.0, 8.0, 9.0, 14.0, 10.0, 9.0, 6.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.0), np.float64(6.08), np.float64(5.755102040816326), np.float64(6.5), np.float64(5.84), np.float64(5.98), np.float64(2.3529411764705883), np.float64(3.4651162790697674), np.float64(4.531914893617022), np.float64(4.48936170212766), np.float64(4.531914893617022), np.float64(3.8181818181818183), np.float64(2.0833333333333335), np.float64(2.772727272727273), np.float64(3.369565217391304), np.float64(3.9130434782608696), np.float64(3.9375), np.float64(3.4782608695652173), np.float64(1.606060606060606)]","[np.float64(97.6), np.float64(90.0), np.float64(90.2), np.float64(90.4), np.float64(90.0), np.float64(90.0), np.float64(93.2), np.float64(91.4), np.float64(90.60000000000001), np.float64(90.60000000000001), np.float64(90.60000000000001), np.float64(91.2), np.float64(95.19999999999999), np.float64(91.2), np.float64(90.8), np.float64(90.8), np.float64(90.4), np.float64(90.8), np.float64(93.4)]"
0.08,"[0.038, 0.72, 0.648, 0.798, 0.846, 0.818, 0.35, 0.504, 0.498, 0.344, 0.448, 0.38, 0.196, 0.326, 0.41, 0.42, 0.432, 0.388, 0.162]","[0.22948054960124703, 2.3487514271487, 2.208585905824536, 2.736452510950889, 2.8478948383007525, 2.863087588789796, 1.3338133738392541, 1.7075759518283646, 1.6708019506562228, 1.287236557867987, 1.5072623127242104, 1.3458166460888286, 0.7967770751062219, 1.2110562805374716, 1.4205406969684053, 1.4737516370730732, 1.4946048599461788, 1.3774071660195457, 0.6328958162513442]",500,"[2.0, 17.0, 15.0, 18.0, 20.0, 18.0, 9.0, 12.0, 10.0, 11.0, 9.0, 8.0, 6.0, 11.0, 11.0, 11.0, 9.0, 10.0, 4.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.2666666666666666), np.float64(7.2), np.float64(6.612244897959184), np.float64(7.98), np.float64(8.46), np.float64(8.346938775510203), np.float64(3.977272727272727), np.float64(5.142857142857143), np.float64(5.1875), np.float64(3.5833333333333335), np.float64(4.571428571428571), np.float64(3.9583333333333335), np.float64(2.6486486486486487), np.float64(3.4680851063829787), np.float64(4.183673469387755), np.float64(4.375), np.float64(4.408163265306122), np.float64(3.9591836734693877), np.float64(2.1315789473684212)]","[np.float64(97.0), np.float64(90.0), np.float64(90.2), np.float64(90.0), np.float64(90.0), np.float64(90.2), np.float64(91.2), np.float64(90.2), np.float64(90.4), np.float64(90.4), np.float64(90.2), np.float64(90.4), np.float64(92.60000000000001), np.float64(90.60000000000001), np.float64(90.2), np.float64(90.4), np.float64(90.2), np.float64(90.2), np.float64(92.4)]"
0.09,"[0.04, 0.946, 1.02, 1.138, 0.942, 0.722, 0.336, 0.47, 0.52, 0.476, 0.57, 0.454, 0.294, 0.47, 0.494, 0.578, 0.508, 0.476, 0.242]","[0.20611882480714794, 2.9760372301418547, 3.4414076441401535, 3.6178908591245698, 3.0902646279796007, 2.5086455718595273, 1.253093966539602, 1.6669305068386209, 1.789974305969802, 1.6968153596456692, 2.0202134850183797, 1.633775518512193, 1.146382303060172, 1.653653270270571, 1.7550282756972893, 1.9727390599868002, 1.7447131707235446, 1.6670278833684393, 0.9866016245329524]",500,"[2.0, 17.0, 22.0, 19.0, 20.0, 16.0, 11.0, 11.0, 14.0, 11.0, 15.0, 13.0, 10.0, 12.0, 12.0, 14.0, 12.0, 10.0, 8.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.0526315789473684), np.float64(9.46), np.float64(10.2), np.float64(11.38), np.float64(9.42), np.float64(7.22), np.float64(3.652173913043478), np.float64(4.895833333333333), np.float64(5.416666666666667), np.float64(4.857142857142857), np.float64(5.7), np.float64(4.729166666666667), np.float64(3.2666666666666666), np.float64(4.895833333333333), np.float64(5.25531914893617), np.float64(5.78), np.float64(5.08), np.float64(4.76), np.float64(3.1025641025641026)]","[np.float64(96.2), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.8), np.float64(90.4), np.float64(90.4), np.float64(90.2), np.float64(90.0), np.float64(90.4), np.float64(91.0), np.float64(90.4), np.float64(90.60000000000001), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(92.2)]"
0.1,"[0.056, 1.116, 1.196, 1.298, 0.986, 0.698, 0.416, 0.602, 0.616, 0.58, 0.658, 0.552, 0.392, 0.59, 0.652, 0.634, 0.612, 0.582, 0.37]","[0.2549391848577851, 3.577168750918117, 3.971035412142402, 4.210540738030357, 3.285634609870543, 2.407152834686463, 1.4789586327124062, 2.0659458522742207, 2.0893239454661403, 2.0669166138422597, 2.2510376142306825, 1.9674953814818235, 1.416456387395951, 2.0606777490843013, 2.25944820972397, 2.152512629752143, 2.1181191792992733, 2.0068210337054593, 1.41034682128639]",500,"[2.0, 22.0, 24.0, 22.0, 18.0, 17.0, 11.0, 14.0, 13.0, 14.0, 16.0, 13.0, 9.0, 14.0, 14.0, 13.0, 15.0, 14.0, 10.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.12), np.float64(11.16), np.float64(11.96), np.float64(12.98), np.float64(10.061224489795919), np.float64(7.122448979591836), np.float64(4.16), np.float64(6.02), np.float64(6.16), np.float64(6.041666666666667), np.float64(6.58), np.float64(5.75), np.float64(4.083333333333333), np.float64(6.020408163265306), np.float64(6.52), np.float64(6.34), np.float64(6.12), np.float64(5.82), np.float64(4.3023255813953485)]","[np.float64(95.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.2), np.float64(90.2), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.4), np.float64(90.0), np.float64(90.4), np.float64(90.4), np.float64(90.2), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(91.4)]"
