beta,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.01,"[0.58, 0.16, 0.1, 0.1, 0.04, 0.06, 0.04, 0.04, 0.0, 0.0, 0.02, 0.0, 0.02, 0.02, 0.0, 0.02, 0.0, 0.0, 0.0, 0.04, 0.0, 0.04, 0.0, 0.02, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.02, 0.0]","[0.6352952069707436, 0.41761226035642196, 0.2999999999999999, 0.3605551275463987, 0.19595917942265434, 0.23748684174075843, 0.19595917942265437, 0.19595917942265434, 0.0, 0.0, 0.13999999999999987, 0.0, 0.1399999999999999, 0.13999999999999987, 0.0, 0.13999999999999999, 0.0, 0.0, 0.0, 0.19595917942265437, 0.0, 0.19595917942265428, 0.0, 0.13999999999999985, 0.13999999999999985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1399999999999999, 0.0, 0.1399999999999999, 0.0]",50,"[2.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.16, 1.1428571428571428, 1.0, 1.25, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[50.0, 86.0, 90.0, 92.0, 96.0, 94.0, 96.0, 96.0, 100.0, 100.0, 98.0, 100.0, 98.0, 98.0, 100.0, 98.0, 100.0, 100.0, 100.0, 96.0, 100.0, 96.0, 100.0, 98.0, 98.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 98.0, 100.0, 98.0, 100.0]"
0.015,"[1.1, 0.48, 0.08, 0.26, 0.2, 0.12, 0.06, 0.08, 0.02, 0.0, 0.02, 0.06, 0.02, 0.04, 0.04, 0.0, 0.06, 0.02, 0.0, 0.02, 0.02, 0.02, 0.06, 0.02, 0.02, 0.06, 0.0, 0.0, 0.02, 0.04, 0.02, 0.0, 0.02, 0.04, 0.0, 0.0]","[1.1, 0.574108003776293, 0.2712931993250108, 0.4820788317277579, 0.4, 0.3815756805667783, 0.2374868417407584, 0.27129319932501067, 0.13999999999999999, 0.0, 0.13999999999999996, 0.23748684174075838, 0.13999999999999999, 0.19595917942265428, 0.19595917942265428, 0.0, 0.2374868417407584, 0.13999999999999996, 0.0, 0.13999999999999996, 0.13999999999999996, 0.13999999999999993, 0.23748684174075838, 0.13999999999999996, 0.13999999999999996, 0.2374868417407584, 0.0, 0.0, 0.13999999999999996, 0.19595917942265434, 0.13999999999999985, 0.0, 0.13999999999999999, 0.19595917942265428, 0.0, 0.0]",50,"[5.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.6666666666666667, 1.0909090909090908, 1.0, 1.0833333333333333, 1.0, 1.2, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[34.0, 56.00000000000001, 92.0, 76.0, 80.0, 90.0, 94.0, 92.0, 98.0, 100.0, 98.0, 94.0, 98.0, 96.0, 96.0, 100.0, 94.0, 98.0, 100.0, 98.0, 98.0, 98.0, 94.0, 98.0, 98.0, 94.0, 100.0, 100.0, 98.0, 96.0, 98.0, 100.0, 98.0, 96.0, 100.0, 100.0]"
0.02,"[2.02, 0.98, 0.22, 0.18, 0.26, 0.4, 0.34, 0.16, 0.02, 0.02, 0.08, 0.14, 0.14, 0.04, 0.0, 0.04, 0.04, 0.06, 0.1, 0.04, 0.0, 0.02, 0.02, 0.02, 0.08, 0.02, 0.0, 0.0, 0.06, 0.04, 0.18, 0.1, 0.02, 0.06, 0.14, 0.24]","[1.1574109036984226, 0.7871467461661771, 0.5015974481593785, 0.5173006862551027, 0.6264183905346329, 0.8717797887081347, 0.5868560300448485, 0.41761226035642196, 0.13999999999999999, 0.13999999999999999, 0.27129319932501084, 0.44766058571198786, 0.40049968789001567, 0.19595917942265428, 0.0, 0.19595917942265437, 0.19595917942265434, 0.42000000000000054, 0.4123105625617658, 0.19595917942265434, 0.0, 0.13999999999999996, 0.13999999999999996, 0.13999999999999996, 0.3370459909270545, 0.13999999999999999, 0.0, 0.0, 0.42000000000000015, 0.19595917942265437, 0.8170679286326203, 0.2999999999999999, 0.13999999999999993, 0.31048349392520047, 0.6003332407921455, 0.6183849933496127]",50,"[5.0, 3.0, 2.0, 3.0, 3.0, 4.0, 3.0, 2.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 1.0, 1.0, 3.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 3.0, 1.0, 5.0, 1.0, 1.0, 2.0, 4.0, 3.0]","[2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.148936170212766, 1.3611111111111112, 1.2222222222222223, 1.2857142857142858, 1.4444444444444444, 1.8181818181818181, 1.1333333333333333, 1.1428571428571428, 1.0, 1.0, 1.0, 1.4, 1.1666666666666667, 1.0, 0.0, 1.0, 1.0, 3.0, 1.6666666666666667, 1.0, 0.0, 1.0, 1.0, 1.0, 1.3333333333333333, 1.0, 0.0, 0.0, 3.0, 1.0, 3.0, 1.0, 1.0, 1.5, 1.75, 1.5]","[6.0, 28.000000000000004, 82.0, 86.0, 82.0, 78.0, 70.0, 86.0, 98.0, 98.0, 92.0, 90.0, 88.0, 96.0, 100.0, 96.0, 96.0, 98.0, 94.0, 96.0, 100.0, 98.0, 98.0, 98.0, 94.0, 98.0, 100.0, 100.0, 98.0, 96.0, 94.0, 90.0, 98.0, 96.0, 92.0, 84.0]"
0.025,"[3.04, 1.26, 0.6, 0.52, 0.56, 0.66, 0.8, 0.3, 0.14, 0.28, 0.18, 0.26, 0.18, 0.12, 0.02, 0.12, 0.26, 0.22, 0.26, 0.12, 0.14, 0.22, 0.12, 0.3, 0.34, 0.12, 0.02, 0.08, 0.14, 0.12, 0.26, 0.18, 0.14, 0.26, 0.28, 0.56]","[1.355876100534263, 1.2297967311714564, 0.7745966692414833, 0.8059776671843953, 0.7787168933572715, 1.124455423749648, 1.2328828005937953, 0.5385164807134504, 0.34698703145794924, 0.6939740629158986, 0.4331281565541546, 0.715821206726931, 0.6225752966509349, 0.38157568056677843, 0.13999999999999996, 0.3249615361854385, 0.5936328831862332, 0.5400000000000005, 0.5936328831862329, 0.32496153618543855, 0.40049968789001567, 0.5758472019555189, 0.32496153618543844, 0.6708203932499368, 0.8151073548925936, 0.4749736834815167, 0.13999999999999985, 0.39191835884530873, 0.7213875518748577, 0.3815756805667783, 0.715821206726931, 0.5546169849544822, 0.5295280917949494, 0.5936328831862331, 0.8255906976220112, 1.0031948963187562]",50,"[5.0, 6.0, 3.0, 4.0, 3.0, 4.0, 6.0, 2.0, 1.0, 4.0, 2.0, 4.0, 4.0, 2.0, 1.0, 1.0, 3.0, 3.0, 3.0, 1.0, 2.0, 3.0, 1.0, 3.0, 3.0, 3.0, 1.0, 2.0, 5.0, 2.0, 4.0, 3.0, 3.0, 3.0, 5.0, 5.0]","[3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.1020408163265305, 1.8, 1.3636363636363635, 1.368421052631579, 1.4, 1.9411764705882353, 1.8181818181818181, 1.1538461538461537, 1.0, 1.4, 1.125, 1.625, 1.5, 1.2, 1.0, 1.0, 1.3, 1.2222222222222223, 1.3, 1.0, 1.1666666666666667, 1.375, 1.0, 1.5, 1.8888888888888888, 1.5, 1.0, 2.0, 2.3333333333333335, 1.2, 1.625, 1.5, 1.75, 1.3, 1.75, 1.75]","[2.0, 30.0, 56.00000000000001, 62.0, 60.0, 66.0, 56.00000000000001, 74.0, 86.0, 80.0, 84.0, 84.0, 88.0, 90.0, 98.0, 88.0, 80.0, 82.0, 80.0, 88.0, 88.0, 84.0, 88.0, 80.0, 82.0, 92.0, 98.0, 96.0, 94.0, 90.0, 84.0, 88.0, 92.0, 80.0, 84.0, 68.0]"
0.03,"[4.18, 1.9, 0.58, 0.7, 1.02, 1.28, 1.16, 0.54, 0.18, 0.16, 0.28, 0.54, 0.72, 0.62, 0.1, 0.24, 0.4, 0.4, 0.38, 0.3, 0.06, 0.08, 0.32, 0.24, 0.48, 0.18, 0.22, 0.1, 0.28, 0.26, 0.52, 0.26, 0.18, 0.28, 0.52, 0.7]","[1.7284675293449971, 1.118033988749895, 0.8268010643437758, 1.1357816691600549, 1.3489254983133798, 1.7209299811439165, 1.447204201210043, 0.8296987405076615, 0.38418745424597095, 0.4176122603564219, 0.7222188034107109, 1.0041912168506555, 1.1668761716651856, 1.0934349546269313, 0.2999999999999999, 0.5122499389946282, 0.9591663046625436, 0.8246211251235319, 0.8219489035213807, 0.6082762530298219, 0.2374868417407584, 0.33704599092705445, 0.6144916598294884, 0.6499230723708771, 1.0244998779892565, 0.4331281565541546, 0.7011419257183246, 0.4582575694955838, 0.8009993757800309, 0.890168523370715, 1.252836781069266, 0.7696752561957543, 0.5173006862551027, 0.6337191807101942, 1.0244998779892558, 1.2206555615733703]",50,"[8.0, 5.0, 3.0, 5.0, 5.0, 9.0, 6.0, 3.0, 1.0, 2.0, 4.0, 4.0, 5.0, 5.0, 1.0, 2.0, 5.0, 4.0, 3.0, 2.0, 1.0, 2.0, 2.0, 3.0, 4.0, 2.0, 4.0, 3.0, 5.0, 5.0, 5.0, 4.0, 2.0, 3.0, 4.0, 6.0]","[4.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.18, 2.111111111111111, 1.5263157894736843, 1.9444444444444444, 2.125, 2.064516129032258, 2.0714285714285716, 1.5, 1.0, 1.1428571428571428, 1.5555555555555556, 1.8, 2.0, 1.7222222222222223, 1.0, 1.2, 1.6666666666666667, 1.5384615384615385, 1.7272727272727273, 1.3636363636363635, 1.0, 1.3333333333333333, 1.3333333333333333, 1.7142857142857142, 1.8461538461538463, 1.125, 1.8333333333333333, 1.6666666666666667, 1.5555555555555556, 2.6, 2.6, 1.8571428571428572, 1.5, 1.4, 2.0, 1.75]","[0.0, 10.0, 62.0, 64.0, 52.0, 38.0, 44.0, 64.0, 82.0, 86.0, 82.0, 70.0, 64.0, 64.0, 90.0, 80.0, 76.0, 74.0, 78.0, 78.0, 94.0, 94.0, 76.0, 86.0, 74.0, 84.0, 88.0, 94.0, 82.0, 90.0, 80.0, 86.0, 88.0, 80.0, 74.0, 60.0]"
0.035,"[5.46, 2.54, 1.24, 1.58, 1.42, 1.92, 2.26, 1.18, 0.52, 1.02, 1.12, 1.14, 1.54, 0.76, 0.34, 0.54, 1.04, 1.22, 1.5, 0.72, 0.42, 0.44, 0.8, 0.96, 1.46, 0.5, 0.36, 0.32, 0.4, 0.76, 0.9, 0.52, 0.34, 0.66, 0.88, 0.96]","[2.109123040507595, 1.4860686390607944, 1.5818975946628147, 1.800999722376436, 1.9808079159777208, 2.198544973385807, 2.6669083223838057, 1.351887569289695, 0.8997777503361593, 1.2245815611873305, 1.6690116836020055, 1.4143549766589711, 1.8784035775093697, 1.1757550765359255, 0.8392854103342918, 1.1350770898930174, 1.5742934923323533, 1.6036209028320876, 2.2561028345356955, 1.0961751684835777, 0.8506468127254698, 0.8754427451295717, 0.9591663046625439, 1.385063175454463, 1.9100785324169267, 0.9433981132056604, 0.9541488353501254, 0.9474175425861613, 0.8246211251235317, 1.1412274094149684, 1.4866068747318508, 1.0998181667894016, 0.6200000000000001, 0.9297311439335569, 1.1249888888340187, 1.1655041827466774]",50,"[10.0, 7.0, 5.0, 7.0, 9.0, 9.0, 12.0, 5.0, 4.0, 5.0, 7.0, 4.0, 7.0, 4.0, 4.0, 6.0, 8.0, 6.0, 11.0, 4.0, 3.0, 3.0, 3.0, 6.0, 8.0, 4.0, 5.0, 5.0, 4.0, 5.0, 6.0, 6.0, 2.0, 3.0, 4.0, 5.0]","[5.5, 3.0, 0.5, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[5.46, 2.8222222222222224, 2.48, 2.6333333333333333, 2.6296296296296298, 3.0, 3.53125, 1.903225806451613, 1.625, 1.8888888888888888, 2.4347826086956523, 2.375, 2.6551724137931036, 2.0, 1.8888888888888888, 1.9285714285714286, 2.3636363636363638, 2.44, 2.8846153846153846, 1.8, 1.9090909090909092, 1.8333333333333333, 1.6, 2.1818181818181817, 2.8076923076923075, 1.6666666666666667, 2.25, 2.6666666666666665, 1.5384615384615385, 1.8095238095238095, 2.0454545454545454, 1.7333333333333334, 1.3076923076923077, 1.5714285714285714, 1.8333333333333333, 1.7777777777777777]","[0.0, 10.0, 50.0, 40.0, 46.0, 36.0, 36.0, 38.0, 68.0, 46.0, 54.0, 52.0, 42.0, 62.0, 82.0, 72.0, 56.00000000000001, 50.0, 48.0, 60.0, 78.0, 76.0, 50.0, 56.00000000000001, 48.0, 70.0, 84.0, 88.0, 74.0, 57.99999999999999, 56.00000000000001, 70.0, 74.0, 57.99999999999999, 52.0, 46.0]"
0.04,"[7.04, 2.98, 1.74, 2.42, 2.42, 3.2, 4.14, 1.66, 0.94, 1.38, 2.4, 2.48, 3.08, 1.28, 0.74, 0.96, 1.56, 2.5, 2.6, 1.32, 0.92, 1.32, 1.6, 2.42, 3.1, 1.56, 0.58, 0.9, 1.46, 1.86, 2.54, 1.08, 0.5, 1.48, 2.08, 2.62]","[2.144388024588834, 1.4351306560728188, 1.610093165006299, 2.098475637218598, 2.3840302011509844, 2.7422618401604173, 3.0529330159700523, 1.450655024463087, 1.2713772060250257, 1.7537388631150301, 2.1633307652783933, 2.220270253820466, 2.423551113552178, 1.35705563629499, 1.1101351269102335, 1.1825396399275587, 1.981514572240134, 2.8861739379323623, 2.545584412271571, 1.4344336861632891, 1.1805083650698969, 1.3332666649999172, 1.5491933384829668, 2.069685966517626, 2.4103941586387903, 1.5894653189044419, 0.7507329751649386, 1.2688577540449522, 1.8133946068079063, 2.1166955378608416, 2.7291756997305985, 1.2936769303036981, 0.7549834435270749, 1.6399999999999997, 2.3051247254758263, 2.6749953270987223]",50,"[13.0, 6.0, 7.0, 8.0, 11.0, 10.0, 12.0, 6.0, 5.0, 6.0, 8.0, 8.0, 10.0, 5.0, 5.0, 5.0, 8.0, 15.0, 9.0, 5.0, 4.0, 5.0, 7.0, 7.0, 10.0, 5.0, 2.0, 4.0, 6.0, 9.0, 9.0, 7.0, 3.0, 6.0, 9.0, 14.0]","[7.0, 3.0, 1.0, 2.0, 2.0, 2.5, 4.0, 1.0, 0.5, 1.0, 2.0, 2.0, 3.0, 1.0, 0.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 1.0, 1.0, 2.0, 3.0, 1.0, 0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0, 1.0, 2.0]","[7.04, 2.98, 2.289473684210526, 3.1025641025641026, 3.1842105263157894, 3.902439024390244, 4.704545454545454, 2.1842105263157894, 1.88, 2.6538461538461537, 3.4285714285714284, 3.3513513513513513, 3.7560975609756095, 2.064516129032258, 1.7619047619047619, 1.8461538461538463, 2.7857142857142856, 3.787878787878788, 3.823529411764706, 2.357142857142857, 1.9166666666666667, 2.0, 2.2222222222222223, 3.27027027027027, 3.875, 2.5161290322580645, 1.380952380952381, 2.3684210526315788, 2.7037037037037037, 3.0, 3.8484848484848486, 1.8, 1.3888888888888888, 2.3870967741935485, 3.1515151515151514, 3.4473684210526314]","[0.0, 0.0, 24.0, 22.0, 24.0, 18.0, 12.0, 24.0, 50.0, 48.0, 30.0, 26.0, 18.0, 38.0, 57.99999999999999, 48.0, 44.0, 34.0, 32.0, 44.0, 52.0, 34.0, 28.000000000000004, 26.0, 20.0, 38.0, 57.99999999999999, 62.0, 46.0, 38.0, 34.0, 40.0, 64.0, 38.0, 34.0, 24.0]"
0.045,"[9.24, 3.3, 2.48, 2.92, 4.02, 5.26, 5.86, 2.94, 2.1, 2.62, 3.66, 4.6, 5.74, 2.8, 1.7, 2.62, 3.14, 4.34, 5.36, 2.22, 1.2, 2.16, 2.82, 3.54, 4.72, 2.04, 1.0, 1.42, 2.14, 2.92, 4.02, 1.84, 0.92, 1.58, 2.9, 3.5]","[2.0645580640902303, 1.7578395831246947, 2.308592644881292, 2.5833311827948036, 3.2403086272761112, 4.325783166086807, 4.137680509657555, 2.693770591568629, 2.6702059845637387, 3.1679015136206488, 3.993043951673961, 4.5343136195018525, 5.719475500428337, 3.162277660168378, 2.3430749027719955, 3.7196236368751086, 3.7895118419131513, 4.680213670336004, 5.354474764157546, 2.4272618317767045, 1.7999999999999994, 2.722939588018801, 3.462311366702885, 3.606715957765458, 4.560877108627244, 2.144388024588834, 1.7776388834631178, 2.088923167567443, 3.2680881261067625, 4.132021297137758, 4.46089677082983, 1.8260339536821324, 1.1106754701531858, 1.7098537949193198, 2.483948469674844, 3.2511536414017717]",50,"[15.0, 8.0, 11.0, 10.0, 11.0, 18.0, 17.0, 10.0, 10.0, 10.0, 14.0, 15.0, 19.0, 13.0, 10.0, 17.0, 20.0, 22.0, 22.0, 8.0, 7.0, 13.0, 17.0, 16.0, 19.0, 11.0, 9.0, 9.0, 18.0, 18.0, 20.0, 6.0, 4.0, 7.0, 12.0, 15.0]","[9.0, 3.0, 2.0, 2.0, 4.0, 5.0, 6.0, 2.0, 1.0, 1.5, 2.5, 3.0, 4.0, 2.0, 0.5, 1.0, 2.0, 3.5, 3.0, 1.0, 0.0, 1.0, 1.5, 3.0, 4.5, 2.0, 0.0, 0.0, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 3.0, 3.0]","[9.24, 3.4375, 3.1794871794871793, 3.4761904761904763, 5.025, 6.116279069767442, 6.659090909090909, 3.5853658536585367, 3.888888888888889, 4.517241379310345, 5.903225806451613, 6.96969696969697, 8.2, 4.242424242424242, 3.4, 4.517241379310345, 4.617647058823529, 6.2, 7.444444444444445, 3.264705882352941, 2.857142857142857, 3.7241379310344827, 4.2727272727272725, 5.057142857142857, 6.2105263157894735, 2.914285714285714, 2.6315789473684212, 3.227272727272727, 3.4516129032258065, 5.214285714285714, 5.742857142857143, 2.7058823529411766, 1.7692307692307692, 2.46875, 3.717948717948718, 4.605263157894737]","[0.0, 4.0, 22.0, 16.0, 20.0, 14.000000000000002, 12.0, 18.0, 46.0, 42.0, 38.0, 34.0, 30.0, 34.0, 50.0, 42.0, 32.0, 30.0, 28.000000000000004, 32.0, 57.99999999999999, 42.0, 34.0, 30.0, 24.0, 30.0, 62.0, 56.00000000000001, 38.0, 44.0, 30.0, 32.0, 48.0, 36.0, 22.0, 24.0]"
0.05,"[9.98, 5.18, 2.88, 4.48, 6.08, 7.64, 9.7, 4.56, 2.54, 4.08, 5.8, 6.42, 8.88, 4.12, 2.58, 3.46, 4.82, 6.18, 7.98, 3.18, 2.44, 2.86, 4.48, 5.62, 8.0, 3.34, 2.08, 2.74, 3.86, 5.3, 7.2, 3.2, 2.1, 3.0, 4.96, 6.72]","[2.3365786954434045, 2.60530228572425, 2.4870866490735697, 3.874222502644885, 4.886061808859973, 5.399111037939487, 5.636488268416781, 2.8786107760515316, 2.8440112517358296, 3.713973613261139, 5.207686626516615, 5.392921286278893, 6.097999672023605, 3.128194367362744, 2.5619523805098336, 4.1483008569774675, 4.765249206494871, 5.446797224057456, 6.294410218598721, 2.7253623612283198, 3.1122981862283057, 3.352670577315941, 3.832701397187107, 5.063161067949545, 6.138403701289122, 2.429897117163606, 2.3903137869325857, 3.3574395005718274, 3.588927416373867, 4.928488612140643, 6.305553108173778, 2.8, 2.3769728648009427, 2.814249455894058, 4.214071665266266, 4.634824700029118]",50,"[15.0, 13.0, 8.0, 18.0, 21.0, 21.0, 24.0, 9.0, 10.0, 14.0, 18.0, 19.0, 24.0, 12.0, 9.0, 20.0, 19.0, 20.0, 23.0, 12.0, 17.0, 13.0, 17.0, 22.0, 25.0, 8.0, 9.0, 15.0, 14.0, 18.0, 23.0, 10.0, 9.0, 12.0, 18.0, 18.0]","[10.0, 5.0, 2.5, 4.0, 6.0, 7.5, 9.0, 4.5, 2.0, 3.0, 5.0, 5.0, 8.0, 4.0, 2.0, 2.0, 3.0, 5.0, 6.0, 2.0, 1.5, 2.0, 4.0, 4.5, 6.5, 3.0, 1.0, 2.0, 3.0, 4.0, 5.0, 3.0, 1.0, 2.0, 4.0, 6.0]","[9.98, 5.285714285714286, 3.891891891891892, 5.209302325581396, 6.7555555555555555, 8.488888888888889, 10.104166666666666, 5.066666666666666, 4.233333333333333, 5.1, 7.631578947368421, 7.829268292682927, 9.652173913043478, 4.790697674418604, 3.7941176470588234, 4.942857142857143, 5.878048780487805, 6.866666666666666, 9.068181818181818, 3.697674418604651, 3.696969696969697, 4.205882352941177, 5.090909090909091, 6.690476190476191, 8.88888888888889, 3.9761904761904763, 3.466666666666667, 4.566666666666666, 5.216216216216216, 6.309523809523809, 8.372093023255815, 4.102564102564102, 3.1818181818181817, 3.5714285714285716, 5.276595744680851, 7.0]","[0.0, 2.0, 26.0, 14.000000000000002, 10.0, 10.0, 4.0, 10.0, 40.0, 20.0, 24.0, 18.0, 8.0, 14.000000000000002, 32.0, 30.0, 18.0, 10.0, 12.0, 14.000000000000002, 34.0, 32.0, 12.0, 16.0, 10.0, 16.0, 40.0, 40.0, 26.0, 16.0, 14.000000000000002, 22.0, 34.0, 16.0, 6.0, 4.0]"
0.055,"[10.8, 5.06, 4.36, 5.82, 8.86, 9.7, 12.22, 6.22, 4.56, 6.68, 9.6, 11.92, 14.28, 6.9, 3.98, 6.16, 7.86, 11.04, 14.14, 6.16, 3.86, 6.06, 7.46, 10.78, 12.04, 5.7, 3.84, 5.68, 7.48, 9.9, 12.44, 5.44, 4.0, 5.54, 8.26, 12.02]","[2.28910462845192, 1.9535608513685974, 3.3926980413824035, 4.371224084853121, 5.737630172815254, 6.3, 7.302848759217188, 3.2941766801433108, 3.4592484732958977, 4.692291551044116, 5.663920903402518, 6.849350334155789, 7.059858355519606, 3.7215588131856787, 3.546773181357951, 4.670588827974478, 4.971961383599033, 6.811637101314191, 7.628918665184471, 3.4949105854084457, 3.4000588230205677, 5.02955266400502, 5.177682879435549, 6.923265125647003, 6.974123600854806, 3.678314831549905, 3.7595744440029377, 5.2704459014394605, 6.287256953552956, 7.097182539571603, 8.24174738753864, 3.985774705123209, 3.789459064299283, 4.243630521145779, 5.617152303436325, 6.185434503735369]",50,"[16.0, 10.0, 13.0, 23.0, 23.0, 27.0, 28.0, 16.0, 13.0, 18.0, 20.0, 24.0, 28.0, 19.0, 15.0, 18.0, 24.0, 27.0, 26.0, 15.0, 12.0, 20.0, 20.0, 27.0, 25.0, 15.0, 14.0, 25.0, 22.0, 26.0, 34.0, 15.0, 15.0, 16.0, 21.0, 27.0]","[10.5, 5.0, 4.0, 5.5, 8.0, 8.0, 11.0, 6.5, 4.5, 6.0, 9.0, 11.5, 13.5, 7.0, 3.0, 6.0, 7.0, 12.0, 15.0, 7.0, 3.0, 5.0, 7.0, 10.5, 13.0, 5.0, 3.0, 5.5, 6.0, 10.0, 13.0, 5.0, 3.0, 4.0, 6.0, 12.0]","[10.8, 5.06, 5.069767441860465, 6.326086956521739, 9.425531914893616, 10.319148936170214, 12.46938775510204, 6.479166666666667, 5.428571428571429, 7.1063829787234045, 10.0, 12.416666666666666, 14.571428571428571, 7.340425531914893, 5.378378378378378, 7.333333333333333, 8.361702127659575, 11.74468085106383, 15.369565217391305, 6.416666666666667, 4.825, 7.046511627906977, 7.9361702127659575, 11.46808510638298, 12.808510638297872, 6.195652173913044, 5.333333333333333, 7.473684210526316, 8.69767441860465, 11.0, 13.521739130434783, 6.044444444444444, 5.0, 6.021739130434782, 8.26, 12.520833333333334]","[0.0, 0.0, 14.000000000000002, 8.0, 6.0, 6.0, 2.0, 4.0, 16.0, 6.0, 4.0, 4.0, 2.0, 6.0, 26.0, 16.0, 6.0, 6.0, 8.0, 4.0, 20.0, 14.000000000000002, 6.0, 6.0, 6.0, 8.0, 28.000000000000004, 24.0, 14.000000000000002, 10.0, 8.0, 10.0, 20.0, 8.0, 0.0, 4.0]"
