beta,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.01,"[0.006, 0.012, 0.01, 0.018, 0.02, 0.002, 0.004, 0.0, 0.0, 0.01, 0.002, 0.0, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0]","[0.07730428127735071, 0.12604671971575424, 0.09959839195167008, 0.14737516370730966, 0.14014021035061633, 0.044721359549995836, 0.06318214912406737, 0.0, 0.0, 0.1180163366293948, 0.044721359549995836, 0.0, 0.0, 0.0, 0.0, 0.044721359549995836, 0.0, 0.0, 0.0]",500,"[1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.0), np.float64(1.2), np.float64(1.0), np.float64(1.125), np.float64(1.0), np.float64(1.0), np.float64(1.0), 0.0, 0.0, np.float64(1.25), np.float64(1.0), 0.0, 0.0, 0.0, 0.0, np.float64(1.0), 0.0, 0.0, 0.0]","[np.float64(99.4), np.float64(99.0), np.float64(99.0), np.float64(98.4), np.float64(98.0), np.float64(99.8), np.float64(99.6), np.float64(100.0), np.float64(100.0), np.float64(99.2), np.float64(99.8), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(99.8), np.float64(100.0), np.float64(100.0), np.float64(100.0)]"
0.02,"[0.004, 0.098, 0.082, 0.052, 0.034, 0.0, 0.006, 0.004, 0.006, 0.004, 0.0, 0.002, 0.0, 0.002, 0.004, 0.002, 0.004, 0.002, 0.0]","[0.06318214912406736, 0.40586383295607936, 0.3788972502572556, 0.2710034792609575, 0.22122812607698977, 0.0, 0.07730428127735062, 0.06318214912406736, 0.07730428127735062, 0.08944271909999167, 0.0, 0.044721359549995836, 0.0, 0.044721359549995836, 0.06318214912406736, 0.044721359549995836, 0.06318214912406736, 0.044721359549995836, 0.0]",500,"[1.0, 3.0, 3.0, 2.0, 2.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.0), np.float64(1.53125), np.float64(1.5185185185185186), np.float64(1.3), np.float64(1.3076923076923077), 0.0, np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(2.0), 0.0, np.float64(1.0), 0.0, np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), 0.0]","[np.float64(99.6), np.float64(93.60000000000001), np.float64(94.6), np.float64(96.0), np.float64(97.39999999999999), np.float64(100.0), np.float64(99.4), np.float64(99.6), np.float64(99.4), np.float64(99.8), np.float64(100.0), np.float64(99.8), np.float64(100.0), np.float64(99.8), np.float64(99.6), np.float64(99.8), np.float64(99.6), np.float64(99.8), np.float64(100.0)]"
0.03,"[0.012, 0.156, 0.146, 0.122, 0.082, 0.022, 0.024, 0.028, 0.02, 0.026, 0.016, 0.006, 0.024, 0.016, 0.012, 0.016, 0.018, 0.01, 0.014]","[0.10899430957182064, 0.5936065510714597, 0.5340922289436958, 0.5134620595264491, 0.3681672095507427, 0.2135584567018076, 0.21798861914364118, 0.1878472069163984, 0.1662988593503969, 0.19338768728952047, 0.12560076075487997, 0.07730428127735044, 0.22699571385428322, 0.16673211807686303, 0.1089943095718206, 0.15424520467856648, 0.17243976032772848, 0.11801633662939492, 0.1607971126073049]",500,"[1.0, 5.0, 3.0, 6.0, 4.0, 4.0, 4.0, 2.0, 2.0, 2.0, 1.0, 1.0, 3.0, 3.0, 1.0, 2.0, 3.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.0), np.float64(1.9024390243902438), np.float64(1.7380952380952381), np.float64(1.6944444444444444), np.float64(1.3666666666666667), np.float64(1.375), np.float64(1.3333333333333333), np.float64(1.1666666666666667), np.float64(1.25), np.float64(1.3), np.float64(1.0), np.float64(1.0), np.float64(1.7142857142857142), np.float64(1.3333333333333333), np.float64(1.0), np.float64(1.3333333333333333), np.float64(1.2857142857142858), np.float64(1.25), np.float64(1.4)]","[np.float64(98.8), np.float64(91.8), np.float64(91.60000000000001), np.float64(92.80000000000001), np.float64(94.0), np.float64(98.4), np.float64(98.2), np.float64(97.6), np.float64(98.4), np.float64(98.0), np.float64(98.4), np.float64(99.4), np.float64(98.6), np.float64(98.8), np.float64(98.8), np.float64(98.8), np.float64(98.6), np.float64(99.2), np.float64(99.0)]"
0.04,"[0.01, 0.3, 0.182, 0.156, 0.084, 0.034, 0.054, 0.084, 0.09, 0.08, 0.072, 0.028, 0.042, 0.06, 0.066, 0.118, 0.076, 0.016, 0.03]","[0.11801633662939506, 0.9735993999500777, 0.6854309821291398, 0.6328229846171224, 0.40158004565234034, 0.2386585758602954, 0.3679058431431023, 0.49135206696158135, 0.49232587738110767, 0.43124464505402854, 0.37828852005951424, 0.2080927802938403, 0.27638519778582776, 0.3958704672663913, 0.3548179696452354, 0.569846866185825, 0.39310693981697004, 0.1542452046785664, 0.2474316974233102]",500,"[2.0, 5.0, 6.0, 6.0, 3.0, 2.0, 4.0, 6.0, 4.0, 4.0, 4.0, 3.0, 3.0, 6.0, 3.0, 6.0, 4.0, 2.0, 4.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.25), np.float64(3.0), np.float64(2.0681818181818183), np.float64(2.0526315789473686), np.float64(1.68), np.float64(1.5454545454545454), np.float64(1.8), np.float64(1.9090909090909092), np.float64(2.142857142857143), np.float64(1.9047619047619047), np.float64(1.565217391304348), np.float64(1.2727272727272727), np.float64(1.6153846153846154), np.float64(1.7647058823529411), np.float64(1.5714285714285714), np.float64(2.185185185185185), np.float64(1.6521739130434783), np.float64(1.3333333333333333), np.float64(1.5)]","[np.float64(99.2), np.float64(90.0), np.float64(91.2), np.float64(92.4), np.float64(95.0), np.float64(97.8), np.float64(97.0), np.float64(95.6), np.float64(95.8), np.float64(95.8), np.float64(95.39999999999999), np.float64(97.8), np.float64(97.39999999999999), np.float64(96.6), np.float64(95.8), np.float64(94.6), np.float64(95.39999999999999), np.float64(98.8), np.float64(98.0)]"
0.05,"[0.022, 0.434, 0.284, 0.278, 0.202, 0.058, 0.104, 0.164, 0.208, 0.25, 0.224, 0.092, 0.134, 0.188, 0.222, 0.24, 0.142, 0.09, 0.08]","[0.15989726160424747, 1.4005595789785368, 0.976345482399541, 1.0634744735591, 0.8779165535231065, 0.39869024043188434, 0.5812570166792662, 0.7281238415663407, 0.8822089237648595, 0.9784757685601206, 0.8873549445375292, 0.44263738625586596, 0.6170944913240141, 0.7706125403695129, 0.920004792180601, 0.8740296652353468, 0.6152992657014491, 0.4315930317905745, 0.36587940017298254]",500,"[2.0, 9.0, 7.0, 9.0, 10.0, 6.0, 8.0, 6.0, 8.0, 9.0, 7.0, 4.0, 5.0, 6.0, 9.0, 8.0, 6.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.1), np.float64(4.34), np.float64(2.9583333333333335), np.float64(3.088888888888889), np.float64(2.58974358974359), np.float64(1.7058823529411764), np.float64(2.08), np.float64(2.411764705882353), np.float64(2.810810810810811), np.float64(2.9069767441860463), np.float64(2.731707317073171), np.float64(1.7037037037037037), np.float64(2.2333333333333334), np.float64(2.473684210526316), np.float64(2.642857142857143), np.float64(2.5531914893617023), np.float64(2.088235294117647), np.float64(1.7307692307692308), np.float64(1.3793103448275863)]","[np.float64(98.0), np.float64(90.0), np.float64(90.4), np.float64(91.0), np.float64(92.2), np.float64(96.6), np.float64(95.0), np.float64(93.2), np.float64(92.60000000000001), np.float64(91.4), np.float64(91.8), np.float64(94.6), np.float64(94.0), np.float64(92.4), np.float64(91.60000000000001), np.float64(90.60000000000001), np.float64(93.2), np.float64(94.8), np.float64(94.19999999999999)]"
0.06,"[0.042, 0.606, 0.49, 0.466, 0.332, 0.172, 0.25, 0.336, 0.396, 0.398, 0.294, 0.162, 0.252, 0.322, 0.37, 0.384, 0.236, 0.116, 0.18]","[0.22878085882067584, 1.9489383575277353, 1.6874819081639818, 1.680026481325781, 1.2019423158626745, 0.8122410177662069, 1.061014374552019, 1.2909054472530066, 1.406819919026297, 1.3413405193229506, 1.1090644923070132, 0.6757731414293936, 1.0072363427221092, 1.2269175413639792, 1.293230408620037, 1.3565487270635757, 0.8328813737655174, 0.5244942214903325, 0.7353103852968822]",500,"[2.0, 14.0, 15.0, 15.0, 10.0, 9.0, 9.0, 10.0, 10.0, 8.0, 10.0, 6.0, 10.0, 9.0, 9.0, 11.0, 7.0, 4.0, 6.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.1666666666666667), np.float64(6.06), np.float64(5.0), np.float64(4.755102040816326), np.float64(3.5319148936170213), np.float64(2.774193548387097), np.float64(3.4722222222222223), np.float64(3.8181818181818183), np.float64(4.304347826086956), np.float64(4.061224489795919), np.float64(3.340909090909091), np.float64(2.3142857142857145), np.float64(2.9302325581395348), np.float64(3.744186046511628), np.float64(3.7755102040816326), np.float64(3.84), np.float64(2.5106382978723403), np.float64(1.9333333333333333), np.float64(2.3076923076923075)]","[np.float64(96.39999999999999), np.float64(90.0), np.float64(90.2), np.float64(90.2), np.float64(90.60000000000001), np.float64(93.8), np.float64(92.80000000000001), np.float64(91.2), np.float64(90.8), np.float64(90.2), np.float64(91.2), np.float64(93.0), np.float64(91.4), np.float64(91.4), np.float64(90.2), np.float64(90.0), np.float64(90.60000000000001), np.float64(94.0), np.float64(92.2)]"
0.07,"[0.044, 0.684, 0.542, 0.62, 0.482, 0.286, 0.454, 0.488, 0.502, 0.484, 0.332, 0.204, 0.314, 0.38, 0.39, 0.376, 0.276, 0.158, 0.292]","[0.22397394638063337, 2.18120593219378, 1.8866252169996143, 2.1129432216972157, 1.700429039341451, 1.1929166358972525, 1.6845056005358052, 1.6671577098940862, 1.7389778860515552, 1.67790784892943, 1.1868416854714663, 0.8293126786912576, 1.1322402288700735, 1.3338509349373613, 1.3775686519304828, 1.3454532652522595, 1.049775240759771, 0.6587137524108893, 1.1050693899993078]",500,"[2.0, 14.0, 14.0, 14.0, 11.0, 10.0, 13.0, 11.0, 14.0, 12.0, 8.0, 7.0, 8.0, 9.0, 9.0, 10.0, 11.0, 6.0, 8.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.1), np.float64(6.84), np.float64(5.530612244897959), np.float64(6.326530612244898), np.float64(4.918367346938775), np.float64(3.864864864864865), np.float64(4.729166666666667), np.float64(4.88), np.float64(5.02), np.float64(5.041666666666667), np.float64(3.3877551020408165), np.float64(2.372093023255814), np.float64(3.2708333333333335), np.float64(3.9583333333333335), np.float64(4.0625), np.float64(4.0), np.float64(3.066666666666667), np.float64(2.257142857142857), np.float64(3.5609756097560976)]","[np.float64(96.0), np.float64(90.0), np.float64(90.2), np.float64(90.2), np.float64(90.2), np.float64(92.60000000000001), np.float64(90.4), np.float64(90.0), np.float64(90.0), np.float64(90.4), np.float64(90.2), np.float64(91.4), np.float64(90.4), np.float64(90.4), np.float64(90.4), np.float64(90.60000000000001), np.float64(91.0), np.float64(93.0), np.float64(91.8)]"
0.08,"[0.054, 0.904, 0.868, 0.89, 0.632, 0.446, 0.586, 0.68, 0.55, 0.474, 0.392, 0.288, 0.47, 0.462, 0.548, 0.486, 0.374, 0.298, 0.446]","[0.2592651863898183, 2.867617558343831, 3.085712112054046, 2.9731429764336204, 2.1207477790356415, 1.5937892987020976, 2.0452310235960636, 2.2680140598221787, 1.8499580236802018, 1.64277857390635, 1.3423635423235865, 1.1382650370582317, 1.6341483658969076, 1.5701869232508254, 1.8575783144698899, 1.6294521252423855, 1.3044259481121219, 1.0768077962478337, 1.5581848028265222]",500,"[2.0, 16.0, 23.0, 17.0, 15.0, 12.0, 14.0, 17.0, 14.0, 11.0, 8.0, 9.0, 12.0, 10.0, 13.0, 10.0, 9.0, 8.0, 10.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.173913043478261), np.float64(9.04), np.float64(8.68), np.float64(8.9), np.float64(6.32), np.float64(4.74468085106383), np.float64(5.86), np.float64(6.8), np.float64(5.5), np.float64(4.836734693877551), np.float64(3.92), np.float64(3.4285714285714284), np.float64(4.795918367346939), np.float64(4.62), np.float64(5.591836734693878), np.float64(5.0625), np.float64(3.74), np.float64(3.239130434782609), np.float64(4.551020408163265)]","[np.float64(95.39999999999999), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.60000000000001), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.2), np.float64(90.0), np.float64(91.60000000000001), np.float64(90.2), np.float64(90.0), np.float64(90.2), np.float64(90.4), np.float64(90.0), np.float64(90.8), np.float64(90.2)]"
0.09,"[0.074, 1.102, 1.136, 1.108, 0.754, 0.554, 0.72, 0.692, 0.612, 0.594, 0.434, 0.388, 0.57, 0.614, 0.63, 0.636, 0.442, 0.414, 0.588]","[0.323625504146178, 3.5407159358916926, 3.6900863777085045, 3.6274858106701435, 2.5373925044113426, 1.9137420979942077, 2.3247384406929026, 2.2349779087286357, 2.033156031123477, 2.0022942752576256, 1.4442353102117866, 1.37886131174751, 1.8783387108360559, 2.0012531144400776, 2.0389739649292578, 2.1148165163426356, 1.481562031136125, 1.480197950256615, 1.9426280156567357]",500,"[3.0, 24.0, 21.0, 26.0, 17.0, 17.0, 14.0, 13.0, 13.0, 16.0, 9.0, 9.0, 12.0, 12.0, 13.0, 13.0, 11.0, 12.0, 13.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.2333333333333334), np.float64(11.02), np.float64(11.36), np.float64(11.08), np.float64(7.54), np.float64(5.54), np.float64(7.2), np.float64(6.92), np.float64(6.12), np.float64(5.94), np.float64(4.34), np.float64(4.127659574468085), np.float64(5.816326530612245), np.float64(6.14), np.float64(6.3), np.float64(6.36), np.float64(4.42), np.float64(4.3125), np.float64(5.88)]","[np.float64(94.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.60000000000001), np.float64(90.2), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.4), np.float64(90.0)]"
0.1,"[0.082, 1.292, 1.386, 1.36, 0.718, 0.616, 0.746, 0.706, 0.686, 0.632, 0.502, 0.534, 0.65, 0.716, 0.726, 0.708, 0.528, 0.52, 0.714]","[0.33986322841410205, 4.224503385927798, 4.552191658728307, 4.310866169839716, 2.369325517275671, 2.110320094631051, 2.477450205158132, 2.3466097149523217, 2.2604475765858822, 2.1711757202069197, 1.6720009492666854, 1.8263392428736016, 2.154247331001307, 2.3913974080286717, 2.409675719707591, 2.3752936744916733, 1.7965721089578819, 1.7966791901239485, 2.313202501214116]",500,"[3.0, 26.0, 26.0, 22.0, 15.0, 13.0, 19.0, 15.0, 15.0, 14.0, 10.0, 12.0, 16.0, 14.0, 16.0, 16.0, 13.0, 13.0, 16.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[np.float64(1.28125), np.float64(12.92), np.float64(13.86), np.float64(13.6), np.float64(7.18), np.float64(6.16), np.float64(7.46), np.float64(7.06), np.float64(6.86), np.float64(6.32), np.float64(5.02), np.float64(5.34), np.float64(6.5), np.float64(7.16), np.float64(7.26), np.float64(7.08), np.float64(5.28), np.float64(5.2), np.float64(7.14)]","[np.float64(93.60000000000001), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0)]"
