beta,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.035,"[6.32, 2.44, 0.88, 1.24, 1.36, 1.58, 2.0, 0.82, 0.34, 0.42, 0.68, 0.66, 0.96, 0.22, 0.14, 0.08, 0.08, 0.14, 0.16]","[2.014348529922267, 1.5512575543732252, 1.1771151175649728, 1.556406116667497, 1.8948350851723217, 1.855693940282179, 2.6381811916545836, 1.244025723206719, 1.0509043724335723, 1.0600000000000005, 1.984338680769994, 1.4779715829473847, 2.1905250512148915, 0.6095900261651273, 0.9799999999999989, 0.5599999999999995, 0.5599999999999995, 0.8487638069569166, 0.8089499366462677]",50,"[10.0, 7.0, 5.0, 7.0, 8.0, 7.0, 13.0, 6.0, 6.0, 5.0, 12.0, 7.0, 10.0, 3.0, 7.0, 4.0, 4.0, 6.0, 5.0]","[6.0, 2.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.32, 2.595744680851064, 1.8333333333333333, 2.1379310344827585, 2.5185185185185186, 2.6333333333333333, 3.7037037037037037, 1.7083333333333333, 2.125, 2.3333333333333335, 3.4, 2.75, 4.0, 1.5714285714285714, 7.0, 4.0, 4.0, 3.5, 4.0]","[0.0, 6.0, 52.0, 42.0, 46.0, 40.0, 46.0, 52.0, 84.0, 82.0, 80.0, 76.0, 76.0, 86.0, 98.0, 98.0, 98.0, 96.0, 96.0]"
0.0375,"[6.8, 3.62, 1.1, 1.46, 1.96, 1.74, 2.7, 1.16, 0.52, 0.72, 1.0, 1.14, 1.28, 0.34, 0.24, 0.22, 0.3, 0.56, 0.78]","[1.7204650534085253, 1.5347964034359733, 1.2688577540449522, 1.551902058765308, 2.599692289483507, 1.8526737435393208, 2.7073972741361767, 1.301691207621838, 1.1178550889985701, 1.4005713120009278, 1.6, 2.135509306933594, 2.154437281519237, 0.7102112361825883, 0.8138795979750324, 0.6720119046564581, 0.7810249675906653, 1.5768322675541613, 1.972713866732831]",50,"[10.0, 7.0, 6.0, 6.0, 11.0, 9.0, 10.0, 6.0, 4.0, 6.0, 6.0, 8.0, 9.0, 3.0, 5.0, 3.0, 3.0, 8.0, 10.0]","[7.0, 3.0, 1.0, 1.0, 1.0, 1.5, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.8, 3.693877551020408, 1.8333333333333333, 2.28125, 3.3793103448275863, 2.806451612903226, 3.9705882352941178, 1.9333333333333333, 2.3636363636363638, 2.4, 2.6315789473684212, 3.8, 3.3684210526315788, 1.5454545454545454, 2.0, 1.8333333333333333, 1.875, 3.111111111111111, 4.333333333333333]","[0.0, 2.0, 40.0, 36.0, 42.0, 38.0, 32.0, 40.0, 78.0, 70.0, 62.0, 70.0, 62.0, 78.0, 88.0, 88.0, 84.0, 82.0, 82.0]"
0.04,"[8.02, 3.58, 1.16, 1.12, 2.08, 2.94, 3.2, 1.68, 0.92, 1.46, 1.76, 2.08, 2.08, 0.94, 0.42, 0.4, 0.68, 0.76, 1.0]","[2.0541664976335294, 1.8230743265155154, 1.270590413941487, 1.3804347141389919, 2.3395726105423615, 2.914858487131065, 3.143246729100342, 2.3189652865017183, 1.6351146748775756, 2.593915958546074, 2.6575176386996944, 3.051819129633996, 3.4283523739545796, 1.6298466185503473, 0.94, 1.0770329614269003, 1.7600000000000005, 1.7269626515938319, 2.4979991993593593]",50,"[13.0, 8.0, 4.0, 5.0, 7.0, 10.0, 10.0, 12.0, 7.0, 12.0, 10.0, 11.0, 13.0, 7.0, 4.0, 6.0, 9.0, 7.0, 12.0]","[8.0, 3.0, 1.0, 1.0, 1.0, 2.5, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[8.02, 3.6530612244897958, 2.0714285714285716, 2.1538461538461537, 3.7142857142857144, 4.59375, 4.848484848484849, 3.0, 2.875, 3.8421052631578947, 4.4, 5.2, 5.2, 2.764705882352941, 1.9090909090909092, 2.2222222222222223, 3.7777777777777777, 3.4545454545454546, 5.0]","[0.0, 2.0, 44.0, 48.0, 44.0, 36.0, 34.0, 44.0, 68.0, 62.0, 60.0, 60.0, 60.0, 66.0, 78.0, 82.0, 82.0, 78.0, 80.0]"
0.0425,"[8.56, 3.22, 1.08, 1.58, 1.94, 2.6, 2.72, 1.34, 0.36, 0.52, 0.84, 0.9, 1.1, 0.46, 0.24, 0.36, 0.5, 0.58, 0.88]","[2.2195495038408137, 1.3753544997563358, 1.397712416772492, 1.8877499834459008, 1.9840362899906845, 3.1240998703626617, 2.630893384384855, 1.5951175505272335, 0.6560487786742689, 1.099818166789402, 1.6894969665554307, 2.042057785666214, 2.334523505985751, 0.8534635317340749, 0.6499230723708771, 0.954148835350126, 1.40356688476182, 1.5632018423735299, 2.303388807822077]",50,"[14.0, 8.0, 7.0, 10.0, 10.0, 15.0, 8.0, 7.0, 2.0, 5.0, 7.0, 10.0, 12.0, 3.0, 3.0, 4.0, 7.0, 7.0, 10.0]","[8.0, 3.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[8.56, 3.2857142857142856, 2.0, 2.6333333333333333, 3.129032258064516, 4.0625, 4.25, 2.09375, 1.3846153846153846, 2.0, 2.625, 3.0, 3.9285714285714284, 1.7692307692307692, 1.7142857142857142, 2.5714285714285716, 3.125, 3.2222222222222223, 4.888888888888889]","[0.0, 2.0, 46.0, 40.0, 38.0, 36.0, 36.0, 36.0, 74.0, 74.0, 68.0, 70.0, 72.0, 74.0, 86.0, 86.0, 84.0, 82.0, 82.0]"
0.045,"[9.24, 4.62, 2.74, 3.84, 4.52, 4.58, 6.02, 2.92, 1.22, 1.56, 1.92, 2.34, 3.02, 1.36, 0.56, 0.6, 0.76, 0.94, 1.14]","[2.4129649810969074, 2.322843085531178, 2.252198925494815, 3.460404600621147, 3.945833245336148, 3.9804019897492773, 4.743374326363038, 2.7410946718418905, 1.7238329385413196, 2.350829640786418, 2.5285569006846575, 3.1598101208775176, 4.120631019637648, 2.095328136593408, 1.3139254164525471, 1.4142135623730951, 1.4907716122867383, 1.6662532820672855, 2.262830086418333]",50,"[15.0, 11.0, 8.0, 13.0, 16.0, 16.0, 15.0, 12.0, 5.0, 10.0, 8.0, 10.0, 16.0, 10.0, 6.0, 7.0, 6.0, 6.0, 8.0]","[9.0, 4.0, 3.0, 3.5, 4.0, 4.0, 5.0, 3.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[9.24, 4.8125, 3.7027027027027026, 5.052631578947368, 5.65, 5.871794871794871, 7.341463414634147, 3.8421052631578947, 2.9047619047619047, 3.7142857142857144, 3.84, 5.086956521739131, 6.565217391304348, 3.090909090909091, 2.5454545454545454, 3.0, 2.923076923076923, 3.357142857142857, 4.384615384615385]","[0.0, 4.0, 26.0, 24.0, 20.0, 22.0, 18.0, 24.0, 57.99999999999999, 57.99999999999999, 50.0, 54.0, 54.0, 56.00000000000001, 78.0, 80.0, 74.0, 72.0, 74.0]"
0.0475,"[10.62, 4.42, 1.6, 2.74, 2.98, 4.16, 4.46, 2.02, 0.88, 1.2, 1.82, 2.44, 3.06, 1.32, 0.38, 0.78, 1.06, 1.16, 1.54]","[2.322843085531177, 1.9706851600395228, 2.4819347291981724, 3.1356657985187137, 3.3614877658560656, 4.863578929142614, 5.1311207352780155, 2.5960739588848387, 1.84, 2.0591260281973995, 3.057384503133357, 4.060344812943848, 5.401518305069416, 2.5095019426172995, 1.0934349546269309, 2.0522183119736552, 2.6639069052802884, 2.6710297639674465, 3.6889564920177618]",50,"[17.0, 11.0, 10.0, 10.0, 11.0, 19.0, 21.0, 10.0, 7.0, 8.0, 11.0, 15.0, 24.0, 11.0, 6.0, 9.0, 13.0, 11.0, 16.0]","[11.0, 4.0, 0.5, 1.0, 1.5, 3.0, 2.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10.62, 4.42, 3.2, 4.724137931034483, 4.806451612903226, 6.709677419354839, 7.193548387096774, 3.607142857142857, 3.142857142857143, 3.3333333333333335, 4.55, 6.1, 7.285714285714286, 3.6666666666666665, 2.375, 4.875, 5.3, 5.8, 7.7]","[0.0, 0.0, 50.0, 42.0, 38.0, 38.0, 38.0, 44.0, 72.0, 64.0, 60.0, 60.0, 57.99999999999999, 64.0, 84.0, 84.0, 80.0, 80.0, 80.0]"
0.05,"[11.04, 5.2, 2.38, 3.2, 4.58, 5.62, 7.1, 3.36, 1.84, 2.66, 4.12, 4.44, 5.86, 2.9, 1.74, 2.16, 2.52, 3.38, 3.52]","[2.72, 1.788854381999832, 2.2350838910430184, 3.059411708155671, 4.596041775267061, 4.959395124407812, 6.4536811201050215, 3.5482953653832148, 3.145536520214, 4.072394872799051, 5.5448715043723045, 5.589847940686759, 7.116206854778745, 4.153311931459037, 3.4860292597739346, 4.557894250638118, 5.115623129199415, 6.927885680350104, 6.957700769650849]",50,"[17.0, 9.0, 8.0, 10.0, 21.0, 19.0, 25.0, 12.0, 13.0, 18.0, 19.0, 18.0, 26.0, 15.0, 14.0, 18.0, 18.0, 28.0, 24.0]","[11.0, 5.0, 2.0, 3.0, 3.5, 5.0, 6.5, 2.5, 0.0, 0.0, 1.0, 0.5, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[11.04, 5.2, 3.4, 4.571428571428571, 6.361111111111111, 7.594594594594595, 9.86111111111111, 5.090909090909091, 4.6, 6.045454545454546, 7.62962962962963, 8.88, 10.851851851851851, 6.041666666666667, 6.214285714285714, 7.714285714285714, 7.875, 11.266666666666667, 11.733333333333333]","[0.0, 0.0, 30.0, 30.0, 28.000000000000004, 26.0, 28.000000000000004, 34.0, 60.0, 56.00000000000001, 46.0, 50.0, 46.0, 52.0, 72.0, 72.0, 68.0, 70.0, 70.0]"
0.0525,"[11.92, 5.48, 2.72, 3.8, 5.68, 6.62, 7.8, 4.42, 2.64, 3.42, 4.66, 6.12, 7.38, 3.2, 1.24, 1.66, 2.46, 3.32, 4.32]","[2.4644674881198982, 2.299913041834408, 3.2682717145304787, 4.089009660052176, 5.4422054352991855, 6.7257415947983015, 7.252585745787498, 4.4591030488204675, 3.7135427828422825, 5.3257487736467635, 5.90122021280345, 7.185095684818681, 8.689971231252724, 4.074309757492673, 2.510458125522112, 2.7900537629228577, 3.7747052865091337, 4.722033460279584, 6.622507078138913]",50,"[17.0, 12.0, 17.0, 22.0, 21.0, 24.0, 25.0, 17.0, 14.0, 23.0, 22.0, 23.0, 29.0, 17.0, 10.0, 9.0, 14.0, 17.0, 24.0]","[12.0, 5.0, 2.0, 3.0, 5.0, 5.0, 7.0, 3.5, 0.0, 0.0, 1.0, 1.0, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[11.92, 5.48, 4.0, 5.277777777777778, 7.473684210526316, 8.710526315789474, 10.263157894736842, 6.314285714285714, 5.5, 7.125, 9.32, 12.24, 14.76, 6.4, 4.133333333333334, 4.611111111111111, 6.15, 8.736842105263158, 11.368421052631579]","[0.0, 0.0, 32.0, 28.000000000000004, 24.0, 24.0, 24.0, 30.0, 52.0, 52.0, 50.0, 50.0, 50.0, 50.0, 70.0, 64.0, 60.0, 62.0, 62.0]"
0.055,"[12.22, 5.82, 3.92, 5.38, 7.18, 8.22, 11.28, 4.56, 2.8, 4.36, 5.9, 7.24, 8.56, 4.14, 2.4, 3.32, 4.24, 5.22, 7.04]","[2.4272618317767045, 2.3806721739878425, 3.4804597397470354, 4.8451625359733805, 5.911649515998052, 5.964193155825858, 8.268107401334358, 3.7955763725684677, 3.117691453623978, 4.9102342102999526, 6.0835844697020525, 7.524785711234573, 8.800363628850796, 4.161778465992633, 3.9242833740697156, 5.471526295285439, 6.757395948144524, 7.700103895402969, 10.1704670492559]",50,"[19.0, 11.0, 14.0, 17.0, 26.0, 25.0, 28.0, 16.0, 11.0, 17.0, 19.0, 30.0, 29.0, 16.0, 15.0, 20.0, 28.0, 30.0, 37.0]","[11.5, 5.0, 4.0, 5.0, 6.0, 9.0, 11.0, 4.0, 2.0, 2.0, 4.5, 5.5, 6.5, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[12.22, 5.82, 5.157894736842105, 6.897435897435898, 8.975, 10.275, 14.1, 5.846153846153846, 4.827586206896552, 7.517241379310345, 8.93939393939394, 10.969696969696969, 12.969696969696969, 6.2727272727272725, 5.714285714285714, 8.3, 10.095238095238095, 11.863636363636363, 16.0]","[0.0, 0.0, 24.0, 22.0, 20.0, 20.0, 20.0, 22.0, 42.0, 42.0, 34.0, 34.0, 34.0, 34.0, 57.99999999999999, 60.0, 57.99999999999999, 56.00000000000001, 56.00000000000001]"
0.0575,"[14.06, 6.52, 4.06, 6.32, 8.0, 9.94, 12.8, 5.92, 3.44, 5.1, 6.9, 8.06, 10.12, 4.94, 2.6, 4.02, 5.36, 6.78, 8.78]","[2.525153460683133, 2.7730128019899225, 3.3669570831835682, 5.394219127918331, 6.37808748764079, 7.7496064416201165, 8.409518416651457, 4.782635256843239, 4.176888794306117, 5.724508712544684, 7.676587783644502, 8.434239740486396, 9.831866557271818, 5.049396003483982, 3.704051835490426, 5.555141762367545, 7.047723036555851, 8.575056851123499, 10.602433682886208]",50,"[21.0, 15.0, 12.0, 20.0, 29.0, 30.0, 30.0, 24.0, 19.0, 22.0, 31.0, 28.0, 30.0, 18.0, 14.0, 23.0, 25.0, 31.0, 33.0]","[14.0, 6.5, 4.0, 6.0, 7.5, 9.0, 12.0, 5.0, 2.0, 3.5, 5.0, 5.0, 8.0, 4.0, 0.0, 0.0, 0.5, 1.0, 2.0]","[14.06, 6.52, 5.075, 7.9, 9.523809523809524, 11.833333333333334, 15.238095238095237, 7.219512195121951, 5.0588235294117645, 7.96875, 9.857142857142858, 11.852941176470589, 14.457142857142857, 7.264705882352941, 5.909090909090909, 8.73913043478261, 10.72, 13.56, 17.56]","[0.0, 0.0, 20.0, 20.0, 16.0, 16.0, 16.0, 18.0, 32.0, 36.0, 30.0, 32.0, 30.0, 32.0, 56.00000000000001, 54.0, 50.0, 50.0, 50.0]"
0.06,"[15.04, 7.34, 4.02, 6.8, 8.7, 10.8, 13.06, 6.84, 4.62, 7.08, 9.18, 12.4, 14.88, 7.24, 4.06, 6.5, 7.92, 10.06, 11.66]","[2.465441136997596, 2.6803731083563713, 4.149650587700126, 6.702238432046414, 7.523961722390672, 9.545679651025377, 10.5837800430659, 5.721398430453869, 4.906689311541947, 7.177297541554203, 8.59695294857428, 11.068875281617371, 12.196130533902954, 6.316834650360891, 5.239885494932118, 7.305477397131552, 8.943914131967054, 10.435343789257734, 11.58379903140589]",50,"[21.0, 14.0, 18.0, 25.0, 26.0, 31.0, 38.0, 18.0, 15.0, 27.0, 28.0, 36.0, 40.0, 20.0, 21.0, 27.0, 37.0, 35.0, 35.0]","[15.0, 7.0, 3.0, 5.5, 8.0, 10.0, 14.0, 7.0, 2.5, 5.0, 7.5, 10.0, 15.5, 6.0, 2.0, 5.5, 6.5, 9.5, 10.5]","[15.04, 7.34, 5.4324324324324325, 9.18918918918919, 11.153846153846153, 14.210526315789474, 17.18421052631579, 9.0, 6.6, 10.114285714285714, 12.078947368421053, 17.22222222222222, 20.666666666666668, 10.055555555555555, 7.25, 11.607142857142858, 13.655172413793103, 17.344827586206897, 20.103448275862068]","[0.0, 0.0, 26.0, 26.0, 22.0, 24.0, 24.0, 24.0, 30.0, 30.0, 24.0, 28.000000000000004, 28.000000000000004, 28.000000000000004, 44.0, 44.0, 42.0, 42.0, 42.0]"
0.0625,"[15.76, 8.0, 5.74, 8.02, 10.2, 13.06, 16.06, 8.04, 4.84, 6.86, 9.72, 12.88, 16.06, 8.06, 5.44, 8.24, 11.02, 12.78, 15.24]","[2.7317393726342196, 2.870540018881465, 4.999239942231218, 6.6437639934001265, 7.323933369440222, 9.776318325422919, 11.103891209841711, 5.3139815581162875, 4.196951274437196, 6.102491294545206, 8.539414499835454, 11.012066109500068, 12.592712178081417, 6.214209523342451, 5.2351122242030295, 7.653914031395963, 10.456557751000087, 11.698358859258851, 13.196302512446431]",50,"[21.0, 14.0, 21.0, 23.0, 22.0, 32.0, 38.0, 17.0, 16.0, 22.0, 32.0, 36.0, 41.0, 19.0, 19.0, 25.0, 35.0, 36.0, 43.0]","[16.0, 8.0, 5.0, 8.0, 10.0, 13.0, 17.5, 8.5, 4.0, 6.0, 9.0, 13.0, 16.5, 7.0, 4.0, 7.0, 9.0, 10.0, 13.0]","[15.76, 8.0, 7.175, 10.282051282051283, 12.439024390243903, 15.926829268292684, 19.585365853658537, 9.804878048780488, 6.368421052631579, 9.27027027027027, 12.461538461538462, 16.512820512820515, 20.075, 10.075, 8.0, 12.117647058823529, 16.205882352941178, 18.794117647058822, 22.41176470588235]","[0.0, 0.0, 20.0, 22.0, 18.0, 18.0, 18.0, 18.0, 24.0, 26.0, 22.0, 22.0, 20.0, 20.0, 32.0, 32.0, 32.0, 32.0, 32.0]"
0.065,"[16.74, 7.66, 4.94, 8.38, 10.96, 14.56, 17.92, 9.38, 6.94, 10.18, 13.54, 16.84, 20.0, 9.66, 5.6, 8.52, 11.5, 14.8, 16.36]","[3.463004475885066, 3.530495715901664, 3.9669131576075616, 6.3683278810061275, 8.081979955431713, 10.278443461925546, 11.135241353468723, 6.399656240767936, 5.397814372503004, 7.447657349797987, 9.944264678697966, 12.319675320397046, 12.84678948220138, 6.8223456376820995, 5.796550698475775, 8.005598041370801, 10.57402477772773, 13.152946437965905, 14.012508697588736]",50,"[25.0, 19.0, 16.0, 25.0, 33.0, 39.0, 39.0, 26.0, 17.0, 25.0, 36.0, 38.0, 42.0, 22.0, 19.0, 29.0, 32.0, 41.0, 39.0]","[16.0, 7.0, 4.5, 7.5, 11.0, 13.5, 18.0, 9.0, 7.0, 9.0, 14.0, 17.5, 23.0, 11.0, 4.0, 7.5, 10.5, 14.0, 16.0]","[16.74, 7.66, 5.744186046511628, 9.744186046511627, 12.744186046511627, 16.930232558139537, 20.837209302325583, 10.906976744186046, 8.897435897435898, 13.051282051282051, 16.925, 21.58974358974359, 25.641025641025642, 12.384615384615385, 8.75, 12.529411764705882, 16.91176470588235, 21.764705882352942, 24.058823529411764]","[0.0, 0.0, 14.000000000000002, 14.000000000000002, 14.000000000000002, 14.000000000000002, 14.000000000000002, 14.000000000000002, 22.0, 22.0, 20.0, 22.0, 22.0, 22.0, 36.0, 32.0, 32.0, 32.0, 32.0]"
0.0675,"[16.26, 9.52, 8.1, 11.82, 15.84, 18.74, 23.36, 11.52, 8.54, 13.32, 17.6, 22.34, 25.56, 13.34, 9.0, 14.1, 17.46, 20.72, 24.04]","[3.161075766254267, 3.981155611125996, 5.7593402399927704, 8.636411291734547, 10.593129849105031, 11.102810455015435, 13.549553498178456, 7.321857687772961, 6.334698098567917, 9.315449532899635, 11.400000000000002, 13.007090374099812, 13.588465697053511, 7.585802528407921, 8.12896057316063, 11.33004854358533, 12.325923900462795, 14.152088185140737, 15.042552974811157]",50,"[24.0, 20.0, 22.0, 32.0, 39.0, 36.0, 45.0, 25.0, 24.0, 29.0, 40.0, 43.0, 42.0, 29.0, 32.0, 37.0, 39.0, 45.0, 45.0]","[16.0, 8.0, 7.5, 12.5, 17.0, 21.5, 25.0, 12.0, 8.0, 14.5, 18.0, 27.0, 31.5, 14.0, 8.0, 15.0, 18.5, 23.0, 30.0]","[16.26, 9.52, 9.642857142857142, 14.071428571428571, 18.857142857142858, 22.30952380952381, 27.80952380952381, 13.714285714285714, 10.166666666666666, 16.24390243902439, 20.0, 25.386363636363637, 29.045454545454547, 15.159090909090908, 12.162162162162161, 18.076923076923077, 22.384615384615383, 26.564102564102566, 30.82051282051282]","[0.0, 0.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 18.0, 12.0, 12.0, 12.0, 12.0, 26.0, 22.0, 22.0, 22.0, 22.0]"
0.07,"[17.64, 11.28, 9.24, 13.72, 18.66, 22.92, 26.76, 13.54, 11.54, 16.54, 20.9, 25.86, 29.4, 14.72, 11.7, 17.3, 21.74, 25.12, 28.36]","[3.24197470687234, 4.919512170937277, 6.7662692822559185, 8.66265548201012, 11.236743300440747, 12.320454537069645, 12.96851572077545, 7.555686600170761, 8.490488796294358, 11.078285065839388, 12.350303639992015, 14.044230131979464, 13.992855319769443, 7.020085469565167, 7.910120100226037, 10.831897340724753, 12.615561818642878, 13.815411684057771, 14.123399024314221]",50,"[26.0, 24.0, 24.0, 33.0, 45.0, 44.0, 45.0, 31.0, 31.0, 38.0, 41.0, 49.0, 46.0, 27.0, 31.0, 40.0, 41.0, 46.0, 46.0]","[17.0, 10.0, 8.0, 13.0, 19.0, 25.0, 31.5, 15.0, 11.0, 17.0, 22.0, 29.0, 34.0, 16.0, 11.0, 17.0, 23.0, 28.0, 31.0]","[17.64, 11.28, 10.043478260869565, 15.244444444444444, 19.851063829787233, 24.382978723404257, 28.46808510638298, 15.044444444444444, 13.738095238095237, 19.69047619047619, 23.75, 30.069767441860463, 33.40909090909091, 16.727272727272727, 14.268292682926829, 20.595238095238095, 25.27906976744186, 29.904761904761905, 33.76190476190476]","[0.0, 0.0, 8.0, 10.0, 6.0, 6.0, 6.0, 10.0, 16.0, 16.0, 12.0, 14.000000000000002, 12.0, 12.0, 18.0, 16.0, 14.000000000000002, 16.0, 16.0]"
