beta,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.01,"[0.42, 0.28, 0.06, 0.02, 0.04, 0.12, 0.06, 0.06, 0.0, 0.0, 0.02, 0.0, 0.02, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5325410782277737, 0.5306599664568641, 0.3104834939252002, 0.13999999999999987, 0.19595917942265428, 0.3249615361854386, 0.23748684174075838, 0.2374868417407584, 0.0, 0.0, 0.13999999999999996, 0.0, 0.13999999999999999, 0.13999999999999993, 0.0, 0.0, 0.0, 0.0, 0.0]",50,"[2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.05, 1.1666666666666667, 1.5, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[60.0, 76.0, 96.0, 98.0, 96.0, 88.0, 94.0, 94.0, 100.0, 100.0, 98.0, 100.0, 98.0, 98.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
0.0125,"[0.98, 0.42, 0.16, 0.06, 0.12, 0.06, 0.1, 0.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8829496021857646, 0.6352952069707435, 0.366606055596467, 0.2374868417407584, 0.32496153618543855, 0.3104834939252001, 0.2999999999999998, 0.33704599092705456, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",50,"[3.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.4411764705882353, 1.2352941176470589, 1.0, 1.0, 1.0, 1.5, 1.0, 1.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[32.0, 66.0, 84.0, 94.0, 88.0, 96.0, 90.0, 94.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
0.015,"[1.04, 0.5, 0.2, 0.22, 0.28, 0.22, 0.2, 0.14, 0.12, 0.02, 0.02, 0.06, 0.06, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9789790600416334, 0.6082762530298219, 0.4, 0.5758472019555189, 0.5670978751503131, 0.46, 0.4898979485566354, 0.4004996878900155, 0.4308131845707604, 0.13999999999999993, 0.13999999999999999, 0.23748684174075843, 0.2374868417407584, 0.13999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0]",50,"[3.0, 2.0, 1.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.625, 1.1363636363636365, 1.0, 1.375, 1.2727272727272727, 1.1, 1.25, 1.1666666666666667, 1.5, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[36.0, 56.00000000000001, 80.0, 84.0, 78.0, 80.0, 84.0, 88.0, 92.0, 98.0, 98.0, 94.0, 94.0, 98.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
0.0175,"[1.62, 0.58, 0.18, 0.16, 0.3, 0.3, 0.16, 0.2, 0.12, 0.02, 0.04, 0.04, 0.06, 0.04, 0.0, 0.0, 0.02, 0.04, 0.02]","[1.1643023662262308, 0.7507329751649386, 0.43312815655415426, 0.41761226035642196, 0.5385164807134503, 0.5385164807134504, 0.41761226035642185, 0.5291502622129178, 0.4749736834815168, 0.13999999999999996, 0.19595917942265437, 0.19595917942265434, 0.3104834939252003, 0.19595917942265434, 0.0, 0.0, 0.13999999999999987, 0.27999999999999975, 0.13999999999999987]",50,"[5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0]","[1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.9285714285714286, 1.380952380952381, 1.125, 1.1428571428571428, 1.1538461538461537, 1.1538461538461537, 1.1428571428571428, 1.4285714285714286, 1.5, 1.0, 1.0, 1.0, 1.5, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0]","[16.0, 57.99999999999999, 84.0, 86.0, 74.0, 74.0, 86.0, 86.0, 92.0, 98.0, 96.0, 96.0, 96.0, 96.0, 100.0, 100.0, 98.0, 98.0, 98.0]"
0.02,"[2.1, 0.98, 0.36, 0.32, 0.38, 0.48, 0.28, 0.22, 0.06, 0.04, 0.08, 0.02, 0.04, 0.04, 0.0, 0.0, 0.02, 0.0, 0.0]","[1.345362404707371, 0.9897474425326894, 0.7144228439796702, 0.5455272678794343, 0.6599999999999998, 0.6705221845696083, 0.6337191807101942, 0.41424630354415964, 0.3104834939252004, 0.19595917942265434, 0.3919183588453087, 0.13999999999999987, 0.27999999999999975, 0.19595917942265426, 0.0, 0.0, 0.13999999999999999, 0.0, 0.0]",50,"[6.0, 4.0, 3.0, 2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.3863636363636362, 1.5806451612903225, 1.5, 1.1428571428571428, 1.3571428571428572, 1.263157894736842, 1.4, 1.0, 1.5, 1.0, 2.0, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[12.0, 38.0, 76.0, 72.0, 72.0, 62.0, 80.0, 78.0, 96.0, 96.0, 96.0, 98.0, 98.0, 96.0, 100.0, 100.0, 98.0, 100.0, 100.0]"
0.0225,"[2.54, 1.06, 0.48, 0.4, 0.58, 0.46, 0.84, 0.32, 0.14, 0.14, 0.16, 0.22, 0.08, 0.02, 0.0, 0.02, 0.06, 0.04, 0.06]","[1.2523577763562617, 0.9254188241007419, 0.72773621594641, 0.6324555320336759, 0.9816312953446417, 0.6390618123468184, 0.9871170143402448, 0.6144916598294885, 0.34698703145794924, 0.34698703145794924, 0.46303347611160944, 0.5400000000000003, 0.27129319932501095, 0.13999999999999993, 0.0, 0.13999999999999987, 0.2374868417407584, 0.19595917942265428, 0.3104834939252005]",50,"[5.0, 3.0, 3.0, 2.0, 4.0, 2.0, 4.0, 2.0, 1.0, 1.0, 2.0, 3.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0]","[2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.6458333333333335, 1.5588235294117647, 1.3333333333333333, 1.25, 1.7058823529411764, 1.2105263157894737, 1.6153846153846154, 1.3333333333333333, 1.0, 1.0, 1.3333333333333333, 1.2222222222222223, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.5]","[4.0, 32.0, 64.0, 68.0, 66.0, 62.0, 48.0, 76.0, 86.0, 86.0, 88.0, 82.0, 92.0, 98.0, 100.0, 98.0, 94.0, 96.0, 96.0]"
0.025,"[3.14, 1.56, 0.36, 0.42, 0.6, 0.62, 0.58, 0.28, 0.08, 0.18, 0.26, 0.2, 0.24, 0.08, 0.02, 0.02, 0.02, 0.04, 0.02]","[1.4698299221338496, 1.2986146464598338, 0.7418894796396563, 0.6660330322138684, 0.9380831519646856, 1.0176443386566838, 0.8964373932405988, 0.530659966456864, 0.27129319932501084, 0.554616984954482, 0.5936328831862332, 0.5291502622129178, 0.7088018058667741, 0.3370459909270544, 0.13999999999999999, 0.13999999999999993, 0.13999999999999993, 0.19595917942265428, 0.13999999999999996]",50,"[7.0, 6.0, 3.0, 2.0, 3.0, 4.0, 4.0, 2.0, 1.0, 3.0, 2.0, 3.0, 4.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.204081632653061, 1.95, 1.6363636363636365, 1.3125, 1.7647058823529411, 1.8235294117647058, 1.6111111111111112, 1.1666666666666667, 1.0, 1.5, 1.4444444444444444, 1.25, 1.7142857142857142, 1.3333333333333333, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 20.0, 78.0, 68.0, 66.0, 66.0, 64.0, 76.0, 92.0, 88.0, 82.0, 84.0, 86.0, 94.0, 98.0, 98.0, 98.0, 96.0, 98.0]"
0.0275,"[3.9, 1.46, 0.56, 0.8, 0.94, 1.08, 0.94, 0.48, 0.12, 0.08, 0.04, 0.18, 0.22, 0.1, 0.06, 0.04, 0.1, 0.06, 0.1]","[1.6278820596099706, 0.9425497334358542, 0.8039900496896714, 1.0954451150103321, 1.1732007500849972, 1.5078461459976609, 1.2395160345876937, 0.8059776671843955, 0.3815756805667783, 0.2712931993250109, 0.1959591794226543, 0.47707441767506253, 0.5758472019555191, 0.3605551275463988, 0.2374868417407584, 0.2799999999999998, 0.41231056256176596, 0.4200000000000003, 0.4582575694955839]",50,"[9.0, 4.0, 3.0, 5.0, 4.0, 6.0, 5.0, 3.0, 2.0, 1.0, 1.0, 2.0, 2.0, 2.0, 1.0, 2.0, 2.0, 3.0, 3.0]","[4.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.9, 1.697674418604651, 1.4736842105263157, 1.7391304347826086, 1.88, 2.25, 1.88, 1.6, 1.2, 1.0, 1.0, 1.2857142857142858, 1.5714285714285714, 1.25, 1.0, 2.0, 1.6666666666666667, 3.0, 1.6666666666666667]","[0.0, 14.000000000000002, 62.0, 54.0, 50.0, 52.0, 50.0, 70.0, 90.0, 92.0, 96.0, 86.0, 86.0, 92.0, 94.0, 98.0, 94.0, 98.0, 94.0]"
0.03,"[5.02, 2.12, 0.68, 0.66, 0.76, 0.96, 1.1, 0.66, 0.24, 0.34, 0.22, 0.24, 0.3, 0.08, 0.04, 0.08, 0.06, 0.16, 0.08]","[2.0638798414636454, 1.464786673888044, 1.1034491379306979, 0.8392854103342918, 1.1926441212700456, 1.5869467539901898, 1.5905973720586863, 1.0883014288330235, 0.7631513611335566, 0.9718024490605075, 0.6095900261651269, 0.549909083394701, 0.806225774829855, 0.2712931993250107, 0.19595917942265428, 0.39191835884530857, 0.2374868417407584, 0.463033476111609, 0.33704599092705434]",50,"[9.0, 6.0, 4.0, 3.0, 5.0, 9.0, 8.0, 4.0, 4.0, 5.0, 3.0, 2.0, 4.0, 1.0, 1.0, 2.0, 1.0, 2.0, 2.0]","[5.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.122448979591836, 2.4651162790697674, 1.7894736842105263, 1.434782608695652, 1.7272727272727273, 2.1818181818181817, 2.2916666666666665, 2.0625, 2.0, 2.125, 1.5714285714285714, 1.3333333333333333, 1.875, 1.0, 1.0, 2.0, 1.0, 1.3333333333333333, 1.3333333333333333]","[2.0, 14.000000000000002, 62.0, 54.0, 56.00000000000001, 56.00000000000001, 52.0, 68.0, 88.0, 84.0, 86.0, 82.0, 84.0, 92.0, 96.0, 96.0, 94.0, 88.0, 94.0]"
0.0325,"[4.96, 2.3, 0.82, 0.94, 1.2, 1.02, 1.4, 0.78, 0.2, 0.32, 0.58, 0.4, 0.48, 0.22, 0.02, 0.02, 0.08, 0.12, 0.16]","[1.865046916299963, 1.3000000000000003, 1.1258774356030061, 1.3328165665236913, 1.5620499351813308, 1.2882546332150335, 1.886796226411321, 1.082404730218785, 0.5656854249492377, 0.8818163074019443, 1.3280060240827218, 0.979795897113271, 1.1702991070662239, 0.5015974481593781, 0.13999999999999996, 0.1399999999999999, 0.33704599092705434, 0.3815756805667783, 0.5782732917920388]",50,"[11.0, 6.0, 5.0, 5.0, 7.0, 5.0, 7.0, 4.0, 2.0, 5.0, 5.0, 5.0, 6.0, 2.0, 1.0, 1.0, 2.0, 2.0, 3.0]","[5.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.96, 2.5, 1.7826086956521738, 1.9583333333333333, 2.142857142857143, 2.125, 2.8, 1.6956521739130435, 1.6666666666666667, 2.0, 2.9, 2.2222222222222223, 2.4, 1.2222222222222223, 1.0, 1.0, 1.3333333333333333, 1.2, 2.0]","[0.0, 8.0, 54.0, 52.0, 44.0, 52.0, 50.0, 54.0, 88.0, 84.0, 80.0, 82.0, 80.0, 82.0, 98.0, 98.0, 94.0, 90.0, 92.0]"
