cleaningDay,first_clean_day,tau_offset_days,beta,mean,std,n,max,median,nonzero_mean,disease_free(%)
90,20,70,0.06,"[10.24, 2.98, 4.88, 5.22, 1.86, 2.78, 3.2, 1.34, 1.94, 1.92, 1.06, 1.78, 1.4, 0.46, 0.72, 0.68, 0.32, 0.52, 0.66]","[2.5888993800455053, 3.2771328932467783, 4.893424159011765, 4.605605280525024, 2.68335610756381, 4.182296020130568, 4.400000000000001, 3.12800255754371, 3.9870289690444944, 4.339769579136665, 2.1578693194908736, 4.006444808056142, 2.8844410203711908, 1.9719026345131756, 3.039999999999998, 2.817374664470454, 1.3029197979921867, 2.0321417273408855, 2.4787900274125687]",50,"[16.0, 14.0, 19.0, 17.0, 12.0, 18.0, 16.0, 15.0, 19.0, 24.0, 10.0, 19.0, 12.0, 12.0, 18.0, 16.0, 8.0, 11.0, 12.0]","[10.0, 2.0, 3.5, 5.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10.24, 4.257142857142857, 6.777777777777778, 7.054054054054054, 3.576923076923077, 6.043478260869565, 6.666666666666667, 6.090909090909091, 6.0625, 6.4, 3.7857142857142856, 6.846153846153846, 5.833333333333333, 7.666666666666667, 12.0, 11.333333333333334, 4.0, 6.5, 8.25]","[0.0, 30.0, 28.000000000000004, 26.0, 48.0, 54.0, 52.0, 78.0, 68.0, 70.0, 72.0, 74.0, 76.0, 94.0, 94.0, 94.0, 92.0, 92.0, 92.0]"
180,20,160,0.02,"[1.48, 0.18, 0.34, 0.2, 0.22, 0.26, 0.3, 0.02, 0.02, 0.06, 0.06, 0.02, 0.02, 0.0, 0.06, 0.0, 0.0, 0.04, 0.0]","[0.9431860898041279, 0.47707441767506276, 0.5868560300448484, 0.4898979485566355, 0.5015974481593782, 0.5219195340279955, 0.5385164807134504, 0.1399999999999999, 0.1399999999999999, 0.2374868417407584, 0.31048349392520047, 0.13999999999999996, 0.13999999999999993, 0.0, 0.31048349392520025, 0.0, 0.0, 0.19595917942265428, 0.0]",50,"[4.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0]","[1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.7619047619047619, 1.2857142857142858, 1.2142857142857142, 1.25, 1.2222222222222223, 1.1818181818181819, 1.1538461538461537, 1.0, 1.0, 1.0, 1.5, 1.0, 1.0, 0.0, 1.5, 0.0, 0.0, 1.0, 0.0]","[16.0, 86.0, 72.0, 84.0, 82.0, 78.0, 74.0, 98.0, 98.0, 94.0, 96.0, 98.0, 98.0, 100.0, 96.0, 100.0, 100.0, 96.0, 100.0]"
180,20,160,0.025,"[2.54, 0.28, 0.4, 0.38, 0.24, 0.46, 0.52, 0.08, 0.02, 0.06, 0.0, 0.08, 0.08, 0.0, 0.0, 0.0, 0.04, 0.04, 0.02]","[1.3741906709041511, 0.6337191807101943, 0.7211102550927979, 0.7180529228406494, 0.5122499389946281, 0.8534635317340745, 0.8997777503361596, 0.4399999999999999, 0.13999999999999985, 0.23748684174075843, 0.0, 0.39191835884530873, 0.39191835884530873, 0.0, 0.0, 0.0, 0.19595917942265434, 0.2799999999999997, 0.13999999999999985]",50,"[6.0, 3.0, 3.0, 3.0, 2.0, 3.0, 3.0, 3.0, 1.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 2.0, 1.0]","[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.6458333333333335, 1.4, 1.4285714285714286, 1.4615384615384615, 1.2, 1.6428571428571428, 1.7333333333333334, 2.0, 1.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 2.0, 1.0]","[4.0, 80.0, 72.0, 74.0, 80.0, 72.0, 70.0, 96.0, 98.0, 94.0, 100.0, 96.0, 96.0, 100.0, 100.0, 100.0, 96.0, 98.0, 98.0]"
180,20,160,0.03,"[2.84, 0.5, 0.34, 0.64, 0.94, 1.02, 0.88, 0.2, 0.28, 0.38, 0.36, 0.3, 0.2, 0.02, 0.04, 0.0, 0.06, 0.0, 0.06]","[1.4051334456200233, 0.806225774829855, 0.7102112361825883, 0.9951884243699785, 1.302459212413195, 1.5164432069813891, 0.9927738916792683, 0.48989794855663543, 0.6645299090334459, 0.9141115905621148, 0.9541488353501253, 0.6082762530298219, 0.4898979485566354, 0.13999999999999987, 0.27999999999999975, 0.0, 0.31048349392520036, 0.0, 0.31048349392520025]",50,"[6.0, 3.0, 3.0, 4.0, 5.0, 5.0, 4.0, 2.0, 2.0, 5.0, 4.0, 2.0, 2.0, 1.0, 2.0, 0.0, 2.0, 0.0, 2.0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.8979591836734695, 1.4705882352941178, 1.5454545454545454, 1.6842105263157894, 2.0434782608695654, 2.55, 1.6923076923076923, 1.25, 1.75, 1.7272727272727273, 2.25, 1.3636363636363635, 1.25, 1.0, 2.0, 0.0, 1.5, 0.0, 1.5]","[2.0, 66.0, 78.0, 62.0, 54.0, 60.0, 48.0, 84.0, 84.0, 78.0, 84.0, 78.0, 84.0, 98.0, 98.0, 100.0, 96.0, 100.0, 96.0]"
180,20,160,0.035,"[4.38, 0.9, 0.92, 1.4, 1.7, 2.22, 1.96, 0.28, 0.58, 0.7, 0.8, 0.98, 0.62, 0.16, 0.3, 0.34, 0.2, 0.36, 0.22]","[1.8749933333214817, 1.1532562594670799, 1.0740577265678046, 1.886796226411321, 1.6031219541881396, 2.2916369695045504, 2.009577069932875, 0.4915282290977803, 1.0787029248129438, 1.1, 1.341640786499874, 1.8599999999999997, 1.247236946213509, 0.4630334761116094, 0.7280109889280517, 0.8856635930193812, 0.5656854249492376, 0.9951884243699788, 0.575847201955519]",50,"[9.0, 4.0, 4.0, 7.0, 6.0, 9.0, 7.0, 2.0, 5.0, 5.0, 6.0, 9.0, 6.0, 2.0, 3.0, 4.0, 3.0, 5.0, 2.0]","[4.0, 0.0, 1.0, 1.0, 1.0, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.469387755102041, 1.875, 1.7692307692307692, 2.6923076923076925, 2.4285714285714284, 3.3636363636363638, 3.161290322580645, 1.0769230769230769, 1.8125, 1.9444444444444444, 2.0, 2.45, 1.9375, 1.3333333333333333, 1.875, 2.125, 1.4285714285714286, 2.25, 1.5714285714285714]","[2.0, 52.0, 48.0, 48.0, 30.0, 34.0, 38.0, 74.0, 68.0, 64.0, 60.0, 60.0, 68.0, 88.0, 84.0, 84.0, 86.0, 84.0, 86.0]"
180,20,160,0.04,"[5.5, 1.26, 1.44, 1.96, 2.34, 2.14, 1.92, 0.36, 0.58, 0.98, 1.16, 1.2, 1.04, 0.08, 0.06, 0.08, 0.24, 0.14, 0.3]","[2.0322401432901573, 1.6710475756243444, 1.4718695594379276, 2.1721878371816747, 2.494874746355014, 2.1541587685219485, 2.0282011734539553, 0.7418894796396563, 1.040961094373848, 1.7943243853885502, 1.6894969665554307, 1.8220867158288594, 1.6728418933061184, 0.2712931993250107, 0.31048349392520025, 0.3370459909270545, 0.7631513611335567, 0.5295280917949493, 0.806225774829855]",50,"[11.0, 7.0, 5.0, 9.0, 10.0, 8.0, 8.0, 3.0, 4.0, 8.0, 6.0, 7.0, 6.0, 1.0, 2.0, 2.0, 4.0, 3.0, 4.0]","[5.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.5, 2.3333333333333335, 2.4, 2.8823529411764706, 3.5454545454545454, 3.34375, 3.096774193548387, 1.5, 1.8125, 2.8823529411764706, 2.9, 3.0, 2.736842105263158, 1.0, 1.5, 1.3333333333333333, 2.0, 1.75, 1.875]","[0.0, 46.0, 40.0, 32.0, 34.0, 36.0, 38.0, 76.0, 68.0, 66.0, 60.0, 60.0, 62.0, 92.0, 96.0, 94.0, 88.0, 92.0, 84.0]"
180,20,160,0.045,"[6.32, 1.24, 1.66, 2.0, 2.44, 2.64, 2.32, 0.42, 0.68, 1.08, 1.44, 1.58, 1.04, 0.28, 0.2, 0.64, 0.72, 0.9, 0.74]","[1.9843386807699934, 1.5692036196746422, 1.986051358852534, 2.280350850198276, 2.546841180757057, 3.290957307532264, 2.6641321288554747, 1.1847362575695908, 1.2073110618229257, 2.2524653160481747, 2.342306555513176, 2.5462914208707526, 1.8216476058777118, 0.7222188034107113, 0.5291502622129179, 1.5067846561469886, 1.7554486605993351, 2.5, 1.597623234683322]",50,"[12.0, 6.0, 7.0, 9.0, 9.0, 11.0, 11.0, 7.0, 5.0, 10.0, 9.0, 10.0, 8.0, 3.0, 2.0, 7.0, 7.0, 16.0, 7.0]","[6.0, 1.0, 1.0, 1.0, 2.0, 1.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.32, 2.3846153846153846, 3.074074074074074, 3.5714285714285716, 3.935483870967742, 4.4, 4.0, 2.3333333333333335, 2.2666666666666666, 3.857142857142857, 3.6, 4.647058823529412, 3.0588235294117645, 1.75, 1.4285714285714286, 3.5555555555555554, 3.6, 4.090909090909091, 3.3636363636363638]","[0.0, 48.0, 46.0, 44.0, 38.0, 40.0, 42.0, 82.0, 70.0, 72.0, 60.0, 66.0, 66.0, 84.0, 86.0, 82.0, 80.0, 78.0, 78.0]"
180,20,160,0.05,"[7.78, 1.82, 3.16, 3.64, 5.2, 6.34, 5.16, 1.24, 1.94, 2.88, 3.02, 4.62, 3.54, 1.24, 1.62, 1.98, 2.64, 3.22, 2.88]","[2.4842705166708403, 2.151185719550964, 3.5290792000180438, 3.7189245757342264, 5.1923019942988695, 5.918141600198494, 4.9934356909847155, 2.045091684986274, 2.9826833556380072, 4.203046514137096, 4.192803358136416, 5.563775696413361, 4.6785040344110005, 2.4129649810969074, 3.5207385588822135, 3.8909638908630324, 4.537664597565581, 5.7664200332615385, 5.171614834846076]",50,"[13.0, 9.0, 13.0, 15.0, 19.0, 19.0, 16.0, 9.0, 15.0, 16.0, 14.0, 18.0, 16.0, 10.0, 16.0, 15.0, 17.0, 22.0, 23.0]","[8.0, 1.0, 2.0, 3.0, 4.5, 5.5, 4.5, 0.0, 0.0, 0.0, 1.0, 3.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.78, 3.033333333333333, 5.266666666666667, 5.6875, 7.647058823529412, 9.323529411764707, 8.0625, 3.263157894736842, 4.217391304347826, 6.260869565217392, 5.592592592592593, 8.25, 6.8076923076923075, 4.133333333333334, 5.0625, 6.6, 7.333333333333333, 8.944444444444445, 7.578947368421052]","[0.0, 40.0, 40.0, 36.0, 32.0, 32.0, 36.0, 62.0, 54.0, 54.0, 46.0, 44.0, 48.0, 70.0, 68.0, 70.0, 64.0, 64.0, 62.0]"
180,20,160,0.055,"[8.78, 2.7, 4.08, 5.64, 7.5, 8.52, 7.82, 2.2, 3.34, 5.02, 6.56, 7.94, 6.4, 1.98, 2.94, 4.24, 5.44, 6.62, 5.2]","[2.2475764725588308, 2.6095976701399777, 4.302743310958718, 5.4397058744016675, 7.236711960552251, 6.8621862405504555, 6.953243847298899, 2.592296279363144, 3.6255206522649956, 5.591028527918631, 6.97469712604067, 7.862340618416374, 6.170899448216605, 2.789193431800669, 4.2960912467032175, 5.8191408300538665, 6.983294351522066, 8.550766047553866, 6.542170893518449]",50,"[14.0, 10.0, 17.0, 20.0, 29.0, 22.0, 27.0, 9.0, 14.0, 24.0, 31.0, 32.0, 25.0, 11.0, 20.0, 20.0, 25.0, 32.0, 22.0]","[9.0, 2.0, 3.0, 5.0, 6.0, 8.0, 6.5, 1.0, 3.0, 3.5, 5.5, 5.5, 5.5, 0.0, 0.0, 0.0, 0.5, 1.0, 0.5]","[8.78, 3.857142857142857, 5.666666666666667, 7.833333333333333, 9.868421052631579, 10.923076923076923, 10.025641025641026, 3.793103448275862, 5.566666666666666, 8.096774193548388, 9.371428571428572, 11.676470588235293, 9.411764705882353, 4.304347826086956, 6.391304347826087, 9.217391304347826, 10.88, 13.24, 10.4]","[0.0, 30.0, 28.000000000000004, 28.000000000000004, 24.0, 22.0, 22.0, 42.0, 40.0, 38.0, 30.0, 32.0, 32.0, 54.0, 54.0, 54.0, 50.0, 50.0, 50.0]"
180,20,160,0.06,"[9.88, 4.04, 5.42, 7.58, 9.54, 11.38, 10.2, 3.9, 6.74, 9.1, 11.12, 13.74, 11.0, 2.98, 4.36, 6.1, 8.42, 9.6, 8.12]","[2.3802520874898945, 4.064283454681772, 5.208032257964615, 7.255590947676144, 9.018225989627892, 9.509763403996967, 8.713208364316786, 4.557411546042337, 6.99087977296134, 9.859513172565876, 10.773374587379761, 11.680428074347272, 9.820386957752733, 4.140000000000001, 5.93888878494959, 7.689603370785779, 10.15497907432605, 10.879338215167314, 8.85582294312618]",50,"[16.0, 14.0, 17.0, 23.0, 28.0, 30.0, 26.0, 19.0, 24.0, 38.0, 33.0, 34.0, 34.0, 19.0, 29.0, 30.0, 33.0, 38.0, 28.0]","[10.0, 2.5, 4.5, 5.5, 7.0, 12.0, 9.5, 3.0, 5.5, 7.5, 8.5, 13.5, 11.5, 0.5, 2.0, 2.5, 4.0, 5.0, 6.5]","[9.88, 5.611111111111111, 7.742857142857143, 10.527777777777779, 13.25, 15.805555555555555, 14.166666666666666, 6.290322580645161, 10.212121212121213, 13.382352941176471, 15.444444444444445, 19.083333333333332, 15.277777777777779, 5.96, 8.074074074074074, 10.892857142857142, 15.035714285714286, 17.142857142857142, 15.037037037037036]","[0.0, 28.000000000000004, 30.0, 28.000000000000004, 28.000000000000004, 28.000000000000004, 28.000000000000004, 38.0, 34.0, 32.0, 28.000000000000004, 28.000000000000004, 28.000000000000004, 50.0, 46.0, 44.0, 44.0, 44.0, 46.0]"
360,20,340,0.02,"[1.42, 0.3, 0.36, 0.36, 0.34, 0.42, 0.38, 0.28, 0.34, 0.42, 0.46, 0.5, 0.3, 0.04, 0.08, 0.08, 0.06, 0.06, 0.02]","[0.8964373932405989, 0.6082762530298218, 0.656048778674269, 0.656048778674269, 0.6514598989960935, 0.8738420909981393, 0.8459314393022642, 0.6645299090334458, 0.6514598989960932, 0.7769169839822014, 0.8765842800324452, 1.0630145812734648, 0.5744562646538027, 0.19595917942265428, 0.2712931993250108, 0.33704599092705445, 0.2374868417407584, 0.2374868417407584, 0.13999999999999996]",50,"[3.0, 3.0, 2.0, 3.0, 3.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 5.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.6511627906976745, 1.25, 1.3846153846153846, 1.2857142857142858, 1.3076923076923077, 1.75, 1.7272727272727273, 1.5555555555555556, 1.3076923076923077, 1.5, 1.6428571428571428, 1.9230769230769231, 1.25, 1.0, 1.0, 1.3333333333333333, 1.0, 1.0, 1.0]","[14.000000000000002, 76.0, 74.0, 72.0, 74.0, 76.0, 78.0, 82.0, 74.0, 72.0, 72.0, 74.0, 76.0, 96.0, 92.0, 94.0, 94.0, 94.0, 98.0]"
360,20,340,0.025,"[2.58, 0.24, 0.32, 0.58, 0.42, 0.52, 0.52, 0.56, 0.68, 1.14, 1.02, 0.94, 0.5, 0.12, 0.14, 0.14, 0.18, 0.24, 0.16]","[1.4978651474682223, 0.47159304490206405, 0.7054076835419356, 1.1677328461595997, 0.8738420909981394, 1.024499877989256, 0.9431860898041279, 0.9414881836751856, 1.103449137930698, 1.9184368636991935, 1.542595215861893, 1.4616429112474771, 0.9848857801796105, 0.3815756805667783, 0.44766058571198786, 0.49030602688525066, 0.5546169849544822, 0.736478105580879, 0.41761226035642196]",50,"[6.0, 2.0, 3.0, 6.0, 4.0, 4.0, 4.0, 4.0, 3.0, 11.0, 6.0, 6.0, 4.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0]","[2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.8666666666666667, 1.0909090909090908, 1.6, 1.8125, 1.75, 2.0, 1.625, 1.6470588235294117, 2.125, 2.590909090909091, 2.4285714285714284, 2.35, 1.7857142857142858, 1.2, 1.4, 1.4, 1.5, 2.0, 1.1428571428571428]","[10.0, 78.0, 80.0, 68.0, 76.0, 74.0, 68.0, 66.0, 68.0, 56.00000000000001, 57.99999999999999, 60.0, 72.0, 90.0, 90.0, 90.0, 88.0, 88.0, 86.0]"
360,20,340,0.03,"[3.14, 0.68, 0.8, 0.92, 1.02, 1.16, 1.28, 1.42, 1.46, 1.92, 1.84, 1.9, 1.6, 0.24, 0.24, 0.18, 0.4, 0.58, 0.54]","[1.3566134305689295, 0.9260669522232183, 1.0, 1.6228370220080637, 1.5164432069813896, 1.2547509713086498, 1.4288456879593403, 1.6624078921853083, 1.7912007146045918, 2.2789471253190583, 2.1941741043043965, 2.090454496036688, 2.0, 0.549909083394701, 0.585149553533112, 0.5173006862551027, 0.8, 1.2343419299367575, 1.0432641084595984]",50,"[7.0, 3.0, 4.0, 9.0, 7.0, 5.0, 5.0, 6.0, 7.0, 10.0, 8.0, 7.0, 7.0, 2.0, 2.0, 3.0, 3.0, 6.0, 4.0]","[3.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.5, 1.0, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.14, 1.619047619047619, 1.5384615384615385, 2.3, 2.4285714285714284, 2.0, 2.4615384615384617, 2.6296296296296298, 2.5172413793103448, 3.2, 3.2857142857142856, 3.5185185185185186, 2.962962962962963, 1.3333333333333333, 1.5, 1.2857142857142858, 1.8181818181818181, 2.4166666666666665, 2.076923076923077]","[0.0, 57.99999999999999, 48.0, 60.0, 57.99999999999999, 42.0, 48.0, 46.0, 42.0, 40.0, 44.0, 46.0, 46.0, 82.0, 84.0, 86.0, 78.0, 76.0, 74.0]"
360,20,340,0.035,"[3.9, 0.62, 0.9, 1.06, 1.22, 1.44, 1.56, 2.04, 2.02, 2.16, 2.94, 3.04, 2.14, 0.22, 0.52, 0.44, 0.66, 0.92, 0.84]","[1.8138357147217055, 0.9357350052231668, 1.2369316876852985, 1.8155990746858186, 1.7238329385413194, 2.1369136622708935, 2.23749860335152, 3.013038333642638, 2.5650730983736114, 2.8309715646752793, 3.437499090908971, 3.9240795098978305, 2.6382570003697516, 0.7011419257183243, 1.345213737664019, 1.3440238093129155, 1.761930759138962, 2.243568585980825, 2.2922478051031048]",50,"[7.0, 4.0, 5.0, 8.0, 8.0, 9.0, 8.0, 12.0, 9.0, 11.0, 13.0, 17.0, 11.0, 3.0, 6.0, 8.0, 8.0, 9.0, 11.0]","[4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0625, 1.55, 2.0454545454545454, 2.65, 2.772727272727273, 3.0, 3.25, 4.08, 3.740740740740741, 4.153846153846154, 5.25, 5.428571428571429, 3.8214285714285716, 2.2, 2.888888888888889, 2.75, 3.6666666666666665, 4.6, 3.8181818181818183]","[4.0, 60.0, 56.00000000000001, 60.0, 56.00000000000001, 52.0, 52.0, 50.0, 46.0, 48.0, 44.0, 44.0, 44.0, 90.0, 82.0, 84.0, 82.0, 80.0, 78.0]"
360,20,340,0.04,"[5.32, 1.14, 1.58, 1.94, 2.54, 2.62, 3.22, 3.82, 4.54, 5.08, 6.06, 6.64, 4.34, 1.16, 1.52, 2.0, 2.14, 2.24, 2.8]","[2.292945703674642, 1.4001428498549706, 1.7786511743453237, 2.4117213769422037, 2.7871849597757237, 3.019205193424256, 3.4017054546212555, 4.165045017763915, 4.737974250668739, 5.290897844411664, 5.640602804665474, 6.131101043042759, 4.10175572163921, 2.0915066339842188, 2.6095210288480146, 3.1240998703626617, 3.298545133843102, 3.518863452877932, 4.214261501141096]",50,"[10.0, 5.0, 6.0, 10.0, 9.0, 14.0, 12.0, 17.0, 18.0, 20.0, 26.0, 23.0, 14.0, 11.0, 10.0, 11.0, 14.0, 15.0, 14.0]","[5.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 6.0, 6.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.428571428571429, 2.1923076923076925, 2.7241379310344827, 3.3448275862068964, 3.96875, 3.742857142857143, 4.6, 5.457142857142857, 6.485714285714286, 7.470588235294118, 8.18918918918919, 9.222222222222221, 6.2, 3.2222222222222223, 4.222222222222222, 5.0, 4.6521739130434785, 5.333333333333333, 6.666666666666667]","[2.0, 48.0, 42.0, 42.0, 36.0, 30.0, 30.0, 30.0, 30.0, 32.0, 26.0, 28.000000000000004, 30.0, 64.0, 64.0, 60.0, 54.0, 57.99999999999999, 57.99999999999999]"
360,20,340,0.045,"[6.74, 1.26, 1.62, 1.78, 2.24, 3.42, 3.76, 5.56, 5.32, 6.22, 6.74, 7.9, 5.56, 1.64, 2.36, 2.88, 3.34, 3.48, 4.26]","[1.9576516544063705, 1.5850552040859651, 1.9787875075409187, 2.5083062014036495, 3.036840463376369, 4.626402490056393, 4.731004121748363, 6.654802776942379, 6.185272831492561, 7.175764767604914, 7.450664399904212, 8.275868534480232, 5.660953983208131, 2.2694492724006867, 3.1353468707624677, 3.9529229691457433, 4.606994682002576, 5.1117120419679365, 5.750860805131698]",50,"[11.0, 7.0, 6.0, 10.0, 10.0, 20.0, 19.0, 26.0, 25.0, 29.0, 25.0, 30.0, 17.0, 8.0, 12.0, 15.0, 16.0, 21.0, 20.0]","[7.0, 1.0, 0.5, 0.5, 1.0, 2.0, 1.5, 2.5, 3.5, 4.0, 3.5, 5.0, 4.0, 0.5, 0.5, 1.0, 0.5, 1.0, 0.0]","[6.74, 2.423076923076923, 3.24, 3.56, 4.3076923076923075, 6.333333333333333, 6.714285714285714, 10.296296296296296, 9.172413793103448, 10.724137931034482, 11.233333333333333, 12.741935483870968, 8.96774193548387, 3.28, 4.72, 5.538461538461538, 6.68, 6.6923076923076925, 8.875]","[0.0, 48.0, 50.0, 50.0, 48.0, 46.0, 44.0, 46.0, 42.0, 42.0, 40.0, 38.0, 38.0, 50.0, 50.0, 48.0, 50.0, 48.0, 52.0]"
360,20,340,0.05,"[8.08, 2.54, 2.96, 4.0, 5.08, 6.74, 8.6, 9.64, 10.98, 11.92, 13.5, 14.88, 12.36, 2.92, 3.76, 4.56, 6.2, 7.7, 9.18]","[2.3310083654933544, 2.443030904429987, 3.130239607442216, 3.671511950137164, 4.560000000000001, 5.939057164230699, 6.916646586316233, 7.4853456834003325, 8.408305417859179, 8.754061914334397, 9.652460826131334, 10.331776226767593, 8.48, 3.33970058538187, 4.393449669678715, 4.940283392681031, 6.14817045957576, 7.481310045707236, 9.01707269572559]",50,"[13.0, 11.0, 13.0, 13.0, 19.0, 28.0, 29.0, 25.0, 29.0, 32.0, 35.0, 33.0, 26.0, 14.0, 18.0, 18.0, 21.0, 23.0, 30.0]","[8.0, 2.0, 2.0, 4.0, 5.0, 7.0, 9.0, 10.0, 13.0, 14.0, 16.0, 17.5, 14.5, 2.0, 3.0, 3.0, 5.5, 8.5, 9.5]","[8.08, 3.5277777777777777, 4.228571428571429, 5.714285714285714, 7.055555555555555, 9.108108108108109, 11.621621621621621, 13.027027027027026, 14.447368421052632, 16.10810810810811, 17.307692307692307, 19.076923076923077, 15.846153846153847, 5.0344827586206895, 6.266666666666667, 7.354838709677419, 9.6875, 12.419354838709678, 14.806451612903226]","[0.0, 28.000000000000004, 30.0, 30.0, 28.000000000000004, 26.0, 26.0, 26.0, 24.0, 26.0, 22.0, 22.0, 22.0, 42.0, 40.0, 38.0, 36.0, 38.0, 38.0]"
360,20,340,0.055,"[9.76, 3.18, 4.42, 5.56, 6.96, 9.7, 11.4, 12.64, 13.96, 16.38, 17.0, 19.7, 14.4, 4.38, 6.42, 9.02, 11.22, 12.62, 14.58]","[2.1406541056415445, 2.9440788032931455, 3.8266957025611537, 4.712366708990292, 5.747903965794836, 7.762087348130012, 9.123595782365637, 9.674213146297738, 10.309141574350408, 11.265682402766377, 10.976338187209794, 12.043670536842164, 8.756711711595855, 4.431207510374571, 6.350086613582527, 8.095653154625635, 10.064372807085395, 10.968846794444712, 11.56043251786022]",50,"[14.0, 11.0, 14.0, 16.0, 19.0, 26.0, 31.0, 35.0, 34.0, 36.0, 35.0, 38.0, 31.0, 16.0, 23.0, 26.0, 30.0, 36.0, 31.0]","[10.0, 2.5, 4.0, 5.0, 7.0, 9.0, 9.5, 11.5, 13.0, 17.5, 20.0, 21.0, 15.0, 3.0, 5.0, 8.5, 9.5, 11.0, 18.0]","[9.76, 4.184210526315789, 5.666666666666667, 7.315789473684211, 8.923076923076923, 12.125, 14.25, 15.8, 17.024390243902438, 19.975609756097562, 20.73170731707317, 24.024390243902438, 17.5609756097561, 6.4411764705882355, 9.441176470588236, 13.264705882352942, 15.583333333333334, 18.02857142857143, 20.82857142857143]","[0.0, 24.0, 22.0, 24.0, 22.0, 20.0, 20.0, 20.0, 18.0, 18.0, 18.0, 18.0, 18.0, 32.0, 32.0, 32.0, 28.000000000000004, 30.0, 30.0]"
360,20,340,0.06,"[9.72, 3.24, 5.02, 6.88, 9.1, 11.24, 14.68, 15.84, 16.66, 19.22, 21.02, 23.4, 16.34, 5.44, 8.6, 12.1, 13.86, 17.46, 19.72]","[2.9396598442676996, 3.7016752964029678, 5.416604102202782, 6.426943285886379, 8.17129120763665, 9.540566020944459, 11.550653661157018, 11.77516029614884, 12.097288952488483, 13.471881828460345, 13.634500357548863, 14.863377812596973, 10.603037300698324, 4.5876355565803175, 7.46458304260861, 9.481033698917011, 10.688330084723242, 12.080082781173315, 13.058391937754047]",50,"[19.0, 13.0, 21.0, 22.0, 29.0, 42.0, 39.0, 37.0, 38.0, 38.0, 39.0, 42.0, 31.0, 17.0, 25.0, 32.0, 39.0, 37.0, 40.0]","[9.5, 2.0, 3.0, 5.5, 8.0, 11.5, 14.5, 18.0, 18.5, 23.0, 27.5, 32.0, 20.5, 4.5, 7.0, 12.0, 13.0, 20.0, 22.0]","[9.72, 4.5, 6.972222222222222, 9.555555555555555, 12.63888888888889, 15.61111111111111, 20.38888888888889, 22.0, 22.513513513513512, 25.289473684210527, 26.275, 29.25, 20.94871794871795, 7.157894736842105, 11.31578947368421, 15.921052631578947, 17.325, 21.825, 24.65]","[0.0, 28.000000000000004, 28.000000000000004, 28.000000000000004, 28.000000000000004, 28.000000000000004, 28.000000000000004, 28.000000000000004, 26.0, 24.0, 20.0, 20.0, 22.0, 24.0, 24.0, 24.0, 20.0, 20.0, 20.0]"
