beta,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.01,"[0.34, 0.56, 0.3, 0.0, 0.04, 0.04, 0.04, 0.08, 0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5141984052872978, 0.7525955088890712, 0.5385164807134504, 0.0, 0.1959591794226543, 0.19595917942265434, 0.19595917942265428, 0.27129319932501084, 0.0, 0.0, 0.13999999999999996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",50,"[2.0, 3.0, 2.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0625, 1.3333333333333333, 1.1538461538461537, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[68.0, 57.99999999999999, 74.0, 100.0, 96.0, 96.0, 96.0, 92.0, 100.0, 100.0, 98.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
0.015,"[0.84, 0.98, 0.62, 0.08, 0.04, 0.1, 0.06, 0.04, 0.22, 0.02, 0.04, 0.04, 0.0, 0.04, 0.04, 0.0, 0.0, 0.0, 0.0]","[0.8089499366462677, 0.7613146524269712, 0.7453858061433688, 0.2712931993250108, 0.19595917942265428, 0.36055512754639873, 0.2374868417407584, 0.1959591794226543, 0.4600000000000003, 0.13999999999999987, 0.1959591794226543, 0.19595917942265434, 0.0, 0.19595917942265428, 0.19595917942265428, 0.0, 0.0, 0.0, 0.0]",50,"[3.0, 4.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.4, 1.2894736842105263, 1.3478260869565217, 1.0, 1.0, 1.25, 1.0, 1.0, 1.1, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[40.0, 24.0, 54.0, 92.0, 96.0, 92.0, 94.0, 96.0, 80.0, 98.0, 96.0, 96.0, 100.0, 96.0, 96.0, 100.0, 100.0, 100.0, 100.0]"
0.02,"[1.42, 1.46, 1.1, 0.16, 0.08, 0.12, 0.14, 0.24, 0.1, 0.1, 0.1, 0.08, 0.08, 0.08, 0.08, 0.0, 0.02, 0.0, 0.0]","[1.1329607230614838, 1.0809255293497326, 0.9000000000000001, 0.50438080851674, 0.2712931993250107, 0.38157568056677843, 0.447660585711988, 0.5499090833947011, 0.3605551275463988, 0.3605551275463988, 0.4999999999999999, 0.3919183588453087, 0.33704599092705434, 0.27129319932501095, 0.2712931993250109, 0.0, 0.13999999999999987, 0.0, 0.0]",50,"[5.0, 4.0, 3.0, 2.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.775, 1.7804878048780488, 1.5277777777777777, 1.6, 1.0, 1.2, 1.4, 1.3333333333333333, 1.25, 1.25, 2.5, 2.0, 1.3333333333333333, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[20.0, 18.0, 28.000000000000004, 90.0, 92.0, 90.0, 90.0, 82.0, 92.0, 92.0, 96.0, 96.0, 94.0, 92.0, 92.0, 100.0, 98.0, 100.0, 100.0]"
0.025,"[2.26, 2.08, 1.68, 0.4, 0.38, 0.48, 0.5, 0.58, 0.5, 0.06, 0.06, 0.1, 0.04, 0.12, 0.16, 0.02, 0.02, 0.06, 0.02]","[1.308587024236447, 1.4675149062275317, 1.3181805642627271, 0.6, 0.6599999999999998, 0.6997142273814357, 0.7549834435270749, 0.9816312953446421, 0.7810249675906654, 0.2374868417407584, 0.23748684174075843, 0.4582575694955838, 0.19595917942265428, 0.5153639490690051, 0.5043808085167397, 0.13999999999999993, 0.13999999999999993, 0.3104834939251999, 0.13999999999999987]",50,"[5.0, 7.0, 5.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 1.0, 1.0, 3.0, 1.0, 3.0, 2.0, 1.0, 1.0, 2.0, 1.0]","[2.0, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.511111111111111, 2.4186046511627906, 2.1538461538461537, 1.1764705882352942, 1.2666666666666666, 1.263157894736842, 1.3888888888888888, 1.8125, 1.4705882352941178, 1.0, 1.0, 1.6666666666666667, 1.0, 2.0, 1.6, 1.0, 1.0, 1.5, 1.0]","[10.0, 14.000000000000002, 22.0, 66.0, 70.0, 62.0, 64.0, 68.0, 66.0, 94.0, 94.0, 94.0, 96.0, 94.0, 90.0, 98.0, 98.0, 96.0, 98.0]"
0.03,"[3.06, 3.3, 2.8, 0.52, 0.5, 0.52, 1.14, 1.08, 0.62, 0.1, 0.14, 0.28, 0.2, 0.22, 0.16, 0.02, 0.02, 0.06, 0.04]","[1.7934324631833787, 2.0420577856662137, 1.7435595774162695, 0.9846826900072941, 0.9848857801796105, 0.8304215796810676, 1.8440173534975204, 1.809309260463783, 0.8919641248391101, 0.29999999999999977, 0.40049968789001544, 0.8953211714239763, 0.6928203230275505, 0.6720119046564581, 0.542586398650022, 0.1399999999999999, 0.1399999999999999, 0.3104834939252001, 0.19595917942265434]",50,"[8.0, 8.0, 8.0, 5.0, 4.0, 3.0, 7.0, 6.0, 3.0, 1.0, 2.0, 5.0, 4.0, 3.0, 3.0, 1.0, 1.0, 2.0, 1.0]","[3.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.122448979591837, 3.5106382978723403, 3.111111111111111, 1.7333333333333334, 1.7857142857142858, 1.625, 2.375, 3.176470588235294, 1.631578947368421, 1.0, 1.1666666666666667, 2.3333333333333335, 2.0, 1.8333333333333333, 1.6, 1.0, 1.0, 1.5, 1.0]","[2.0, 6.0, 10.0, 70.0, 72.0, 68.0, 52.0, 66.0, 62.0, 90.0, 88.0, 88.0, 90.0, 88.0, 90.0, 98.0, 98.0, 96.0, 96.0]"
0.035,"[4.24, 4.76, 3.52, 0.54, 0.62, 0.82, 1.28, 1.52, 1.18, 0.36, 0.42, 0.38, 0.56, 0.76, 0.38, 0.12, 0.12, 0.16, 0.3]","[1.4361058456812992, 1.8391302292116234, 1.499866660740214, 0.6696267617113284, 1.0749883720301348, 1.0332473082471596, 1.6857046004564378, 2.1839413911549905, 1.479053751558745, 0.71442284397967, 0.8506468127254698, 0.7972452571197902, 1.0423051376636308, 1.4636939570825593, 0.9141115905621146, 0.43081318457076045, 0.5153639490690052, 0.6740919818541091, 0.9000000000000008]",50,"[8.0, 10.0, 9.0, 2.0, 5.0, 4.0, 7.0, 9.0, 6.0, 3.0, 3.0, 3.0, 4.0, 6.0, 4.0, 2.0, 3.0, 4.0, 4.0]","[4.0, 4.0, 3.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.24, 4.76, 3.52, 1.2272727272727273, 1.9375, 1.7083333333333333, 2.56, 3.1666666666666665, 2.269230769230769, 1.5, 1.75, 1.7272727272727273, 2.0, 2.533333333333333, 1.9, 1.5, 2.0, 2.6666666666666665, 2.5]","[0.0, 0.0, 0.0, 56.00000000000001, 68.0, 52.0, 50.0, 52.0, 48.0, 76.0, 76.0, 78.0, 72.0, 70.0, 80.0, 92.0, 94.0, 94.0, 88.0]"
0.04,"[4.9, 5.56, 4.68, 0.74, 1.14, 1.08, 1.36, 1.7, 1.66, 0.68, 0.66, 0.92, 1.02, 1.24, 0.98, 0.2, 0.16, 0.2, 0.16]","[2.022374841615669, 1.940721515313313, 1.7255723688098394, 1.1456002793295752, 1.95969385364143, 1.809309260463783, 1.9053608582103285, 2.156385865284782, 2.4707084004390323, 1.7371240600486775, 1.7159254063041312, 1.937420966129973, 2.014844907182685, 2.4783865719455465, 1.859999999999999, 0.8944271909999156, 0.50438080851674, 0.7745966692414831, 0.50438080851674]",50,"[9.0, 11.0, 8.0, 5.0, 8.0, 9.0, 7.0, 7.0, 11.0, 9.0, 10.0, 8.0, 8.0, 11.0, 6.0, 6.0, 2.0, 5.0, 3.0]","[5.0, 5.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.9, 5.56, 4.68, 1.85, 2.7142857142857144, 2.8421052631578947, 3.090909090909091, 3.4, 3.4583333333333335, 3.4, 3.3, 3.5384615384615383, 3.923076923076923, 4.769230769230769, 3.769230769230769, 2.5, 1.6, 2.0, 1.3333333333333333]","[0.0, 0.0, 0.0, 60.0, 57.99999999999999, 62.0, 56.00000000000001, 50.0, 52.0, 80.0, 80.0, 74.0, 74.0, 74.0, 74.0, 92.0, 90.0, 90.0, 88.0]"
0.045,"[6.64, 7.28, 5.96, 1.7, 2.1, 2.62, 3.42, 3.8, 3.04, 0.66, 0.88, 0.88, 1.72, 1.7, 1.36, 0.4, 0.6, 0.7, 0.84]","[2.24285532302019, 3.0596731851621004, 2.727343029396926, 2.174856317093154, 2.1563858652847823, 2.9112883745860696, 3.7045377579395784, 4.074309757492674, 3.2308512810093877, 1.365430335095862, 1.4372195378577344, 1.7394251924127122, 2.8145337091603637, 2.780287754891568, 2.142521878534733, 0.9165151389911677, 1.4, 1.9104973174542805, 1.815048208726149]",50,"[11.0, 17.0, 14.0, 9.0, 6.0, 11.0, 14.0, 13.0, 11.0, 6.0, 7.0, 8.0, 10.0, 9.0, 8.0, 4.0, 6.0, 12.0, 7.0]","[7.0, 7.0, 5.5, 1.0, 1.0, 2.0, 2.5, 3.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.64, 7.28, 5.96, 3.0357142857142856, 3.3870967741935485, 4.225806451612903, 5.181818181818182, 5.9375, 4.903225806451613, 2.2, 2.0952380952380953, 2.75, 4.777777777777778, 5.0, 3.7777777777777777, 2.0, 2.727272727272727, 3.1818181818181817, 3.5]","[0.0, 0.0, 0.0, 44.0, 38.0, 38.0, 34.0, 36.0, 38.0, 70.0, 57.99999999999999, 68.0, 64.0, 66.0, 64.0, 80.0, 78.0, 78.0, 76.0]"
0.05,"[7.18, 9.64, 7.82, 1.42, 2.46, 3.18, 3.94, 5.0, 4.14, 0.96, 1.56, 2.1, 2.94, 3.76, 2.92, 0.48, 0.74, 0.96, 1.36]","[2.463249885821575, 3.4511447376196784, 2.6809699737221977, 1.8664404624846733, 2.947609200691299, 3.745343775943671, 4.797541036822926, 5.495452665613635, 4.485576885975759, 1.8325937902328495, 2.5702918122267757, 3.3778691508109078, 4.4605380841329, 5.798482560118639, 4.778451632066605, 1.539350512391509, 1.8953627621117808, 2.630285155643777, 3.6042197491274037]",50,"[13.0, 19.0, 15.0, 9.0, 12.0, 16.0, 20.0, 19.0, 18.0, 7.0, 11.0, 14.0, 18.0, 23.0, 17.0, 7.0, 10.0, 13.0, 18.0]","[7.0, 9.0, 7.5, 1.0, 1.5, 2.0, 2.5, 3.5, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.18, 9.64, 7.82, 2.730769230769231, 4.1, 5.3, 6.354838709677419, 8.333333333333334, 6.67741935483871, 3.2, 3.9, 5.25, 7.35, 9.4, 7.684210526315789, 3.4285714285714284, 4.111111111111111, 5.333333333333333, 7.555555555555555]","[0.0, 0.0, 0.0, 48.0, 40.0, 40.0, 38.0, 40.0, 38.0, 70.0, 60.0, 60.0, 60.0, 60.0, 62.0, 86.0, 82.0, 82.0, 82.0]"
0.055,"[8.76, 11.06, 8.82, 2.4, 3.02, 4.22, 6.36, 6.8, 5.68, 1.52, 2.7, 3.94, 5.02, 6.4, 5.72, 1.82, 2.48, 2.78, 4.02]","[2.2231509170544403, 3.307022830281037, 3.368619895446799, 2.8982753492378874, 3.337603930966046, 5.029075461752387, 7.336920334854399, 7.623647421018364, 5.870059624910125, 3.1320280969365526, 4.3, 5.944442782969653, 6.923842863612665, 8.032434251209283, 7.274723362437919, 3.433307443268083, 4.517698529118559, 4.95697488393879, 6.8570839283182226]",50,"[14.0, 26.0, 18.0, 10.0, 12.0, 19.0, 22.0, 29.0, 20.0, 15.0, 16.0, 25.0, 25.0, 25.0, 24.0, 15.0, 21.0, 19.0, 24.0]","[9.0, 11.0, 9.0, 1.0, 2.0, 2.0, 3.0, 4.5, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[8.76, 11.06, 8.82, 4.137931034482759, 4.71875, 7.033333333333333, 9.636363636363637, 10.303030303030303, 7.675675675675675, 4.0, 6.75, 8.565217391304348, 10.458333333333334, 13.333333333333334, 11.916666666666666, 5.6875, 7.294117647058823, 8.6875, 11.823529411764707]","[0.0, 0.0, 0.0, 42.0, 36.0, 40.0, 34.0, 34.0, 26.0, 62.0, 60.0, 54.0, 52.0, 52.0, 52.0, 68.0, 66.0, 68.0, 66.0]"
