beta,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.03802,"[7.0, 3.18, 1.18, 1.5, 2.02, 2.14, 2.44, 1.24, 0.34, 0.28, 0.62, 1.02, 1.0, 0.38, 0.3, 0.24, 0.2, 0.38, 0.42]","[2.078460969082653, 1.5835403373454047, 1.45175755551676, 1.4730919862656235, 2.6114363863590473, 2.57689735922873, 2.8576913759186806, 1.5173661390712523, 0.7901898506055366, 0.9173875952943776, 1.5347964034359736, 2.4858801258306866, 2.4819347291981715, 0.9357350052231664, 1.0816653826391978, 0.788923316932641, 0.7483314773547879, 1.426744546160945, 1.6381697103780184]",50,"[12.0, 7.0, 5.0, 6.0, 13.0, 11.0, 10.0, 6.0, 3.0, 5.0, 8.0, 13.0, 11.0, 4.0, 6.0, 4.0, 5.0, 8.0, 10.0]","[7.0, 3.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.0, 3.382978723404255, 2.4583333333333335, 2.2058823529411766, 3.4827586206896552, 3.566666666666667, 4.066666666666666, 2.2962962962962963, 1.8888888888888888, 2.3333333333333335, 2.8181818181818183, 5.1, 5.0, 1.9, 3.0, 2.4, 1.6666666666666667, 3.8, 4.2]","[0.0, 6.0, 52.0, 32.0, 42.0, 40.0, 40.0, 46.0, 82.0, 88.0, 78.0, 80.0, 80.0, 80.0, 90.0, 90.0, 88.0, 90.0, 90.0]"
