beta,handwash,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.03847,0.8,"[9.8, 4.98, 2.68, 4.32, 5.42, 6.42, 8.22, 3.66, 1.84, 2.68, 3.68, 4.96, 5.72, 3.2, 1.22, 2.1, 2.84, 3.26, 4.14]","[2.5455844122715714, 2.2225210910135367, 2.7888348821685383, 4.110669045301508, 5.253912827598114, 6.003632233906403, 6.897216829997445, 3.642032399636225, 2.766658634526494, 3.7546770833188847, 5.0017596903489885, 5.614125043138955, 6.483949413744681, 3.768288736283355, 1.942060761150382, 3.0545048698602533, 3.981758405528895, 4.546691104528655, 5.351672635728011]",50,"[17.0, 10.0, 11.0, 15.0, 18.0, 21.0, 23.0, 15.0, 14.0, 16.0, 20.0, 20.0, 20.0, 11.0, 7.0, 11.0, 13.0, 16.0, 17.0]","[10.0, 5.0, 2.0, 3.0, 4.0, 4.5, 7.0, 2.0, 0.5, 0.5, 1.0, 2.5, 5.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.5]","[9.8, 5.081632653061225, 3.9411764705882355, 6.0, 7.527777777777778, 8.447368421052632, 10.81578947368421, 5.228571428571429, 3.68, 5.36, 6.571428571428571, 8.551724137931034, 10.214285714285714, 5.714285714285714, 3.210526315789474, 5.25, 5.916666666666667, 6.791666666666667, 8.28]","[0.0, 2.0, 32.0, 28.000000000000004, 28.000000000000004, 24.0, 24.0, 30.0, 50.0, 50.0, 44.0, 42.0, 44.0, 44.0, 62.0, 60.0, 52.0, 52.0, 50.0]"
0.03847,0.9,"[6.9, 3.14, 1.2, 1.24, 1.8, 2.28, 2.44, 1.22, 0.58, 0.68, 0.88, 0.76, 1.02, 0.48, 0.22, 0.12, 0.26, 0.42, 0.36]","[2.435159132377184, 2.010074625480357, 1.3416407864998736, 1.422111106770494, 1.9899748742132402, 2.4252010225958585, 2.98770815174441, 1.2536347155371856, 1.266333289462138, 1.420422472365177, 1.7848249213858485, 1.726962651593832, 1.923434428307865, 1.203993355463394, 0.641560597293818, 0.3249615361854386, 0.743236167042482, 1.0409610943738488, 1.034601372510206]",50,"[12.0, 10.0, 5.0, 7.0, 7.0, 9.0, 11.0, 5.0, 6.0, 7.0, 8.0, 9.0, 7.0, 7.0, 3.0, 1.0, 4.0, 5.0, 6.0]","[7.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.9, 3.3404255319148937, 2.0689655172413794, 2.1379310344827585, 2.903225806451613, 3.257142857142857, 3.935483870967742, 1.90625, 2.230769230769231, 2.8333333333333335, 2.933333333333333, 2.923076923076923, 3.4, 2.1818181818181817, 1.8333333333333333, 1.0, 1.8571428571428572, 2.3333333333333335, 2.25]","[0.0, 6.0, 42.0, 42.0, 38.0, 30.0, 38.0, 36.0, 74.0, 76.0, 70.0, 74.0, 70.0, 78.0, 88.0, 88.0, 86.0, 82.0, 84.0]"
0.03847,0.95,"[6.38, 2.2, 0.72, 0.86, 0.94, 1.02, 1.28, 0.44, 0.08, 0.16, 0.26, 0.42, 0.34, 0.16, 0.06, 0.06, 0.1, 0.12, 0.14]","[2.2171152428324516, 1.4142135623730951, 0.9806120537705009, 1.1137324633860683, 1.2232742946698425, 1.5031965939290848, 1.7325126262166162, 0.6681317235396027, 0.2712931993250109, 0.4176122603564223, 0.6264183905346326, 1.184736257569591, 0.9079647570252936, 0.674091981854109, 0.2374868417407584, 0.3104834939252, 0.41231056256176585, 0.43081318457076045, 0.4903060268852507]",50,"[14.0, 6.0, 3.0, 5.0, 4.0, 8.0, 7.0, 2.0, 1.0, 2.0, 3.0, 7.0, 5.0, 4.0, 1.0, 2.0, 2.0, 2.0, 2.0]","[6.0, 2.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.38, 2.4444444444444446, 1.6363636363636365, 1.72, 2.0434782608695654, 2.125, 2.2857142857142856, 1.2941176470588236, 1.0, 1.1428571428571428, 1.4444444444444444, 2.3333333333333335, 1.8888888888888888, 2.6666666666666665, 1.0, 1.5, 1.6666666666666667, 1.5, 1.75]","[0.0, 10.0, 56.00000000000001, 50.0, 54.0, 52.0, 44.0, 66.0, 92.0, 86.0, 82.0, 82.0, 82.0, 94.0, 94.0, 96.0, 94.0, 92.0, 92.0]"
0.03847,0.99,"[4.9, 1.76, 0.56, 0.68, 0.64, 0.9, 0.74, 0.22, 0.16, 0.12, 0.06, 0.12, 0.18, 0.08, 0.0, 0.0, 0.06, 0.0, 0.04]","[1.9313207915827966, 1.3199999999999998, 0.8284926070883194, 0.9042123644365855, 0.7939773296511684, 1.1357816691600549, 1.1800000000000004, 0.5015974481593783, 0.46303347611160905, 0.43081318457076045, 0.2374868417407584, 0.3249615361854386, 0.5546169849544821, 0.2712931993250109, 0.0, 0.0, 0.42000000000000015, 0.0, 0.2799999999999999]",50,"[9.0, 5.0, 3.0, 4.0, 3.0, 3.0, 4.0, 2.0, 2.0, 2.0, 1.0, 1.0, 3.0, 1.0, 0.0, 0.0, 3.0, 0.0, 2.0]","[5.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.9, 2.0952380952380953, 1.5555555555555556, 1.4782608695652173, 1.391304347826087, 1.9565217391304348, 1.9473684210526316, 1.2222222222222223, 1.3333333333333333, 1.5, 1.0, 1.0, 1.5, 1.0, 0.0, 0.0, 3.0, 0.0, 2.0]","[0.0, 16.0, 64.0, 54.0, 54.0, 54.0, 62.0, 82.0, 88.0, 92.0, 94.0, 88.0, 88.0, 92.0, 100.0, 100.0, 98.0, 100.0, 98.0]"
