beta,mean,std,n,max,median,nonzero_mean,disease_free(%)
0.035,"[6.18, 2.44, 1.1, 1.24, 1.5, 1.78, 2.0, 0.9, 0.28, 0.22, 0.32, 0.44, 0.44, 0.16, 0.06, 0.02, 0.04, 0.04, 0.08]","[2.151185719550965, 1.551257554373225, 1.187434208703792, 1.4361058456812992, 1.9416487838947598, 1.9523319389898837, 2.244994432064365, 1.0440306508910548, 0.6645299090334457, 0.575847201955519, 0.8818163074019445, 1.0031948963187567, 1.4718695594379283, 0.5043808085167399, 0.42000000000000004, 0.13999999999999999, 0.27999999999999997, 0.2799999999999999, 0.4399999999999999]",50,"[14.0, 7.0, 4.0, 6.0, 8.0, 7.0, 10.0, 3.0, 3.0, 2.0, 5.0, 4.0, 9.0, 2.0, 3.0, 1.0, 2.0, 2.0, 3.0]","[6.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.18, 2.7111111111111112, 1.8333333333333333, 2.1379310344827585, 2.7777777777777777, 2.870967741935484, 3.0303030303030303, 1.8, 1.5555555555555556, 1.5714285714285714, 1.7777777777777777, 2.2, 2.75, 1.6, 3.0, 1.0, 2.0, 2.0, 2.0]","[0.0, 10.0, 40.0, 42.0, 46.0, 38.0, 34.0, 50.0, 82.0, 86.0, 82.0, 80.0, 84.0, 90.0, 98.0, 98.0, 98.0, 98.0, 96.0]"
0.0375,"[6.64, 2.94, 1.22, 1.36, 1.7, 2.16, 2.4, 1.0, 0.24, 0.48, 0.7, 0.72, 0.84, 0.44, 0.2, 0.24, 0.26, 0.36, 0.4]","[1.9053608582103287, 1.5544774041458436, 1.5911002482559045, 1.5067846561469884, 1.8999999999999995, 2.4029981273400947, 2.521904042583698, 1.1832159566199232, 0.5851495535331118, 0.8997777503361595, 1.284523257866513, 1.4005713120009278, 1.4609585894199737, 0.9624967532412773, 0.6633249580710798, 0.7631513611335566, 1.0734989520255713, 1.1447270417003346, 1.296148139681572]",50,"[11.0, 7.0, 7.0, 4.0, 8.0, 9.0, 10.0, 4.0, 3.0, 4.0, 5.0, 7.0, 6.0, 4.0, 3.0, 4.0, 7.0, 6.0, 7.0]","[6.0, 3.0, 0.5, 1.0, 1.0, 1.5, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.64, 3.0, 2.44, 2.4285714285714284, 2.5757575757575757, 3.272727272727273, 3.75, 1.9230769230769231, 1.3333333333333333, 1.7142857142857142, 2.6923076923076925, 2.4, 2.625, 2.0, 2.0, 2.0, 2.6, 2.5714285714285716, 3.3333333333333335]","[0.0, 2.0, 50.0, 44.0, 34.0, 34.0, 36.0, 48.0, 82.0, 72.0, 74.0, 70.0, 68.0, 78.0, 90.0, 88.0, 90.0, 86.0, 88.0]"
0.04,"[7.64, 2.9, 1.52, 1.6, 2.38, 2.52, 3.24, 1.24, 0.72, 0.86, 0.96, 1.2, 1.34, 0.6, 0.28, 0.46, 0.6, 0.7, 0.96]","[2.406324998831206, 1.3453624047073711, 1.8026646942789997, 1.8439088914585775, 2.568190024122047, 2.6551082840441738, 3.3440095693642977, 1.4499655168313483, 1.37171425595858, 1.600124995117568, 1.875739854030937, 2.236067977499789, 2.131759836379324, 1.095445115010332, 0.8009993757800314, 1.3886684269471963, 1.3856406460551016, 1.9000000000000004, 2.3405982141324477]",50,"[12.0, 6.0, 8.0, 7.0, 10.0, 9.0, 12.0, 5.0, 7.0, 7.0, 9.0, 10.0, 8.0, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0]","[8.0, 3.0, 1.0, 1.0, 2.0, 1.5, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.64, 3.0851063829787235, 2.6206896551724137, 2.857142857142857, 3.838709677419355, 4.2, 5.225806451612903, 2.3846153846153846, 2.1176470588235294, 2.6875, 3.0, 3.1578947368421053, 3.35, 2.142857142857143, 2.0, 3.2857142857142856, 2.727272727272727, 3.888888888888889, 4.8]","[0.0, 6.0, 42.0, 44.0, 38.0, 40.0, 38.0, 48.0, 66.0, 68.0, 68.0, 62.0, 60.0, 72.0, 86.0, 86.0, 78.0, 82.0, 80.0]"
0.0425,"[8.12, 3.82, 1.56, 1.32, 2.76, 2.62, 3.14, 1.38, 0.72, 0.96, 1.04, 1.32, 1.54, 0.58, 0.3, 0.5, 0.4, 0.64, 0.9]","[2.329291737846507, 1.681546906868791, 1.7453939383417143, 1.642437213411825, 2.8674727548836443, 2.748745168254052, 3.298545133843101, 1.8098618731825917, 1.5625619987699688, 1.8969449122207007, 2.0095770699328757, 2.525391058826335, 3.0542429503888524, 1.1847362575695908, 0.9433981132056616, 1.6155494421403511, 1.0583005244258352, 1.9365949499056339, 2.393741840717165]",50,"[15.0, 7.0, 6.0, 5.0, 11.0, 10.0, 13.0, 7.0, 7.0, 8.0, 7.0, 8.0, 12.0, 5.0, 5.0, 8.0, 4.0, 8.0, 9.0]","[8.0, 4.0, 1.0, 1.0, 2.0, 2.5, 2.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[8.12, 3.8979591836734695, 2.7857142857142856, 2.5384615384615383, 4.451612903225806, 4.225806451612903, 5.064516129032258, 2.5555555555555554, 3.0, 3.4285714285714284, 4.0, 4.714285714285714, 5.5, 2.4166666666666665, 2.5, 4.166666666666667, 2.857142857142857, 5.333333333333333, 6.428571428571429]","[0.0, 2.0, 44.0, 48.0, 38.0, 38.0, 38.0, 46.0, 76.0, 72.0, 74.0, 72.0, 72.0, 76.0, 88.0, 88.0, 86.0, 88.0, 86.0]"
0.045,"[9.76, 4.08, 1.26, 2.26, 2.76, 3.48, 3.84, 2.12, 0.62, 1.34, 1.44, 1.76, 2.22, 1.08, 0.78, 1.06, 1.08, 1.36, 1.82]","[2.232129028528593, 1.9681463360228073, 1.4395832730342486, 2.480403193031326, 3.19098730802866, 3.4597109705869946, 3.657102678350719, 2.3969981226525814, 1.0934349546269315, 2.346145775522059, 2.546841180757057, 3.04998360651332, 3.700216209899093, 1.937420966129974, 1.4871449156017047, 1.9535608513685976, 2.1150886506243665, 2.7982851891828333, 3.88684962405288]",50,"[13.0, 9.0, 4.0, 10.0, 12.0, 11.0, 17.0, 9.0, 4.0, 8.0, 10.0, 13.0, 12.0, 7.0, 5.0, 7.0, 10.0, 12.0, 14.0]","[10.0, 4.0, 1.0, 2.0, 2.0, 3.0, 4.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[9.76, 4.08, 2.423076923076923, 3.53125, 4.6, 5.2727272727272725, 5.647058823529412, 3.212121212121212, 2.066666666666667, 4.1875, 4.5, 5.176470588235294, 6.529411764705882, 3.6, 3.0, 3.7857142857142856, 3.857142857142857, 4.857142857142857, 6.5]","[0.0, 0.0, 48.0, 36.0, 40.0, 34.0, 32.0, 34.0, 70.0, 68.0, 68.0, 66.0, 66.0, 70.0, 74.0, 72.0, 72.0, 72.0, 72.0]"
0.0475,"[10.32, 4.64, 2.38, 2.64, 3.48, 4.08, 5.26, 2.56, 1.26, 1.72, 2.26, 3.34, 3.62, 1.94, 0.9, 1.22, 1.56, 1.82, 2.36]","[2.501519538200731, 2.151836425010043, 2.5525673350570006, 2.7982851891828333, 4.167685208841954, 4.068611556784451, 5.229952198634323, 2.7796402644946703, 2.0475351034841878, 2.569357896440275, 3.4281773583057222, 4.2076596820560495, 4.736623269798856, 2.663906905280288, 1.8894443627691186, 2.6630058204968323, 3.5279455778115385, 3.6861361884770356, 4.823940298138028]",50,"[16.0, 12.0, 9.0, 9.0, 18.0, 13.0, 19.0, 9.0, 9.0, 9.0, 17.0, 15.0, 16.0, 9.0, 8.0, 14.0, 20.0, 18.0, 23.0]","[10.5, 4.0, 2.0, 2.0, 2.5, 3.0, 4.5, 2.0, 0.0, 0.0, 0.5, 1.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10.32, 4.73469387755102, 3.838709677419355, 4.4, 5.4375, 6.0, 8.483870967741936, 4.129032258064516, 3.15, 4.095238095238095, 4.52, 6.423076923076923, 7.24, 4.041666666666667, 3.4615384615384617, 5.083333333333333, 5.571428571428571, 6.5, 8.428571428571429]","[0.0, 2.0, 38.0, 40.0, 36.0, 32.0, 38.0, 38.0, 60.0, 57.99999999999999, 50.0, 48.0, 50.0, 52.0, 74.0, 76.0, 72.0, 72.0, 72.0]"
0.05,"[10.98, 4.94, 2.92, 4.22, 5.1, 6.82, 7.84, 4.22, 1.98, 3.04, 3.54, 5.04, 6.32, 3.34, 1.96, 2.24, 3.12, 4.34, 4.48]","[2.36211769393483, 2.1946298093300385, 2.784528685433138, 4.383103923020762, 4.920365840057018, 6.256804296124341, 6.347787015960758, 3.7592020429873156, 2.9359155301200333, 3.9444137713987355, 4.119271780302922, 5.538808536138435, 6.555730317821196, 3.691124489908191, 3.162024667835467, 3.215960198758685, 4.6546321014662375, 6.02199302556886, 6.490731853959152]",50,"[16.0, 11.0, 11.0, 17.0, 19.0, 23.0, 26.0, 16.0, 15.0, 15.0, 16.0, 21.0, 22.0, 12.0, 14.0, 11.0, 16.0, 22.0, 26.0]","[11.0, 5.0, 2.0, 3.0, 4.0, 6.0, 7.5, 4.0, 1.0, 1.0, 2.0, 3.0, 4.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0]","[10.98, 4.94, 3.8421052631578947, 5.702702702702703, 6.891891891891892, 8.743589743589743, 10.051282051282051, 5.702702702702703, 3.5357142857142856, 5.62962962962963, 5.53125, 7.636363636363637, 9.294117647058824, 5.566666666666666, 4.9, 5.6, 7.428571428571429, 10.333333333333334, 10.666666666666666]","[0.0, 0.0, 24.0, 26.0, 26.0, 22.0, 22.0, 26.0, 44.0, 46.0, 36.0, 34.0, 32.0, 40.0, 60.0, 60.0, 57.99999999999999, 57.99999999999999, 57.99999999999999]"
0.0525,"[11.2, 5.68, 2.58, 3.68, 5.32, 5.9, 8.0, 3.98, 1.96, 2.7, 3.64, 4.68, 5.5, 2.82, 0.66, 1.14, 1.96, 2.12, 2.84]","[2.416609194718914, 2.664132128855474, 2.5852659437667143, 3.7333095237336003, 5.224710518296683, 5.463515351859093, 6.957010852370434, 3.9924428612066585, 2.97966441063419, 4.016217125604641, 5.152708025883087, 6.100622919014089, 7.133722730804723, 3.907377637239586, 1.2901162738296108, 2.181834090851089, 3.616407056734625, 3.808621797973645, 4.920812940968188]",50,"[17.0, 13.0, 10.0, 14.0, 17.0, 18.0, 27.0, 14.0, 13.0, 14.0, 19.0, 21.0, 25.0, 14.0, 6.0, 8.0, 17.0, 14.0, 22.0]","[11.0, 5.0, 2.5, 3.0, 3.0, 4.0, 7.0, 3.0, 1.0, 0.0, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[11.2, 5.68, 3.6857142857142855, 4.972972972972973, 7.0, 7.564102564102564, 10.0, 5.685714285714286, 3.769230769230769, 5.869565217391305, 7.0, 9.0, 10.185185185185185, 5.875, 2.357142857142857, 4.071428571428571, 6.125, 6.625, 8.875]","[0.0, 0.0, 30.0, 26.0, 24.0, 22.0, 20.0, 30.0, 48.0, 54.0, 48.0, 48.0, 46.0, 52.0, 72.0, 72.0, 68.0, 68.0, 68.0]"
0.055,"[12.9, 5.94, 3.26, 4.94, 7.32, 8.2, 10.68, 5.54, 2.9, 4.24, 5.54, 6.82, 9.2, 4.04, 2.76, 3.46, 4.56, 6.1, 6.98]","[2.5, 2.4771758112818723, 2.992056149205759, 4.571258032533276, 6.123528394643075, 6.823488843692792, 8.322115115762339, 4.504264645866182, 3.6565010597564447, 4.97819244304597, 5.745293726172755, 6.804968772889411, 8.83402513014311, 4.19980951949014, 4.0770577626518865, 4.596563934070753, 5.838355932966061, 7.400675644831356, 7.991220182174937]",50,"[20.0, 12.0, 13.0, 15.0, 20.0, 27.0, 35.0, 17.0, 16.0, 17.0, 19.0, 23.0, 30.0, 13.0, 16.0, 20.0, 23.0, 25.0, 28.0]","[13.0, 6.0, 2.0, 4.5, 6.5, 6.0, 11.0, 5.0, 2.0, 2.5, 4.5, 5.0, 7.0, 3.0, 1.0, 1.5, 2.0, 3.5, 3.5]","[12.9, 5.94, 4.405405405405405, 6.5, 9.631578947368421, 10.512820512820513, 13.692307692307692, 7.2894736842105265, 4.67741935483871, 6.625, 8.393939393939394, 10.333333333333334, 13.93939393939394, 6.3125, 5.111111111111111, 6.653846153846154, 7.6, 10.517241379310345, 11.633333333333333]","[0.0, 0.0, 26.0, 24.0, 24.0, 22.0, 22.0, 24.0, 38.0, 36.0, 34.0, 34.0, 34.0, 36.0, 46.0, 48.0, 40.0, 42.0, 40.0]"
0.0575,"[13.58, 6.86, 3.5, 5.0, 6.56, 8.2, 9.96, 5.02, 3.76, 5.22, 7.04, 9.6, 10.98, 5.7, 3.74, 5.22, 6.72, 7.78, 9.28]","[3.1246759832020987, 3.0529330159700523, 3.395585369269929, 4.6, 5.499672717535109, 7.037044834303671, 7.681041596033704, 4.54088097179391, 4.4387385595459445, 5.84222560331249, 7.280000000000001, 9.488940931421165, 11.388573220557529, 5.953990258641679, 5.113941728256198, 6.319145511855221, 8.639537024632743, 8.951625550703069, 10.04995522378085]",50,"[22.0, 15.0, 11.0, 18.0, 20.0, 25.0, 29.0, 21.0, 18.0, 21.0, 23.0, 27.0, 36.0, 22.0, 20.0, 22.0, 35.0, 29.0, 31.0]","[13.0, 6.0, 3.0, 5.0, 4.5, 6.5, 9.5, 4.5, 3.0, 3.5, 3.5, 6.5, 6.0, 4.0, 1.5, 1.5, 2.0, 3.0, 7.0]","[13.58, 6.86, 4.861111111111111, 6.578947368421052, 8.2, 10.25, 12.45, 6.435897435897436, 6.714285714285714, 8.419354838709678, 10.352941176470589, 14.117647058823529, 16.636363636363637, 8.90625, 6.925925925925926, 10.038461538461538, 12.0, 14.407407407407407, 16.571428571428573]","[0.0, 0.0, 28.000000000000004, 24.0, 20.0, 20.0, 20.0, 22.0, 44.0, 38.0, 32.0, 32.0, 34.0, 36.0, 46.0, 48.0, 44.0, 46.0, 44.0]"
0.06,"[15.04, 6.92, 3.96, 5.82, 7.4, 10.32, 12.18, 6.02, 3.84, 5.92, 7.68, 10.28, 12.86, 6.84, 4.5, 5.68, 8.44, 9.7, 11.1]","[2.5919876542915863, 2.2877062748526087, 3.7945223678349818, 5.864094132941592, 6.496152707564686, 9.122368113598574, 9.60352018793109, 5.178764331382535, 4.332943572215082, 6.346148438226134, 7.923231663910883, 9.701628729239227, 11.503060462329145, 6.011189566134144, 5.426785420486054, 6.497507214309194, 8.838913960436543, 10.188719252192593, 11.957006314291215]",50,"[19.0, 14.0, 16.0, 27.0, 25.0, 35.0, 30.0, 19.0, 14.0, 21.0, 27.0, 31.0, 44.0, 22.0, 21.0, 23.0, 27.0, 33.0, 36.0]","[15.0, 7.0, 3.0, 4.0, 8.0, 10.0, 12.5, 6.0, 2.0, 4.0, 6.0, 9.5, 10.0, 7.0, 2.0, 3.0, 6.5, 6.5, 6.5]","[15.04, 6.92, 5.6571428571428575, 8.083333333333334, 10.571428571428571, 14.333333333333334, 16.916666666666668, 8.36111111111111, 5.485714285714286, 8.705882352941176, 10.971428571428572, 14.685714285714285, 18.37142857142857, 10.058823529411764, 8.333333333333334, 10.142857142857142, 14.551724137931034, 17.321428571428573, 19.821428571428573]","[0.0, 0.0, 30.0, 28.000000000000004, 30.0, 28.000000000000004, 28.000000000000004, 28.000000000000004, 30.0, 32.0, 30.0, 30.0, 30.0, 32.0, 46.0, 44.0, 42.0, 44.0, 44.0]"
0.0625,"[14.76, 7.64, 5.82, 8.4, 10.82, 13.38, 16.08, 8.5, 5.38, 8.22, 11.58, 14.7, 17.3, 9.02, 6.18, 9.3, 12.22, 14.64, 16.44]","[3.0170183957012924, 2.868867372326577, 4.227008398382951, 6.1351446600711865, 7.773519151581218, 9.51396867768651, 10.393921300452492, 5.845511098270193, 4.791200267156445, 6.564419243162337, 9.202369260141651, 10.85218871933215, 12.008746812219833, 6.268939304220451, 5.694523685085522, 8.697700845625812, 10.735529795962563, 11.469542275086654, 12.170718959864287]",50,"[22.0, 14.0, 15.0, 21.0, 26.0, 33.0, 34.0, 20.0, 23.0, 29.0, 33.0, 39.0, 39.0, 25.0, 20.0, 31.0, 40.0, 37.0, 37.0]","[14.0, 7.5, 5.5, 8.5, 11.0, 13.0, 16.5, 8.5, 5.0, 7.5, 10.5, 14.5, 15.5, 8.0, 5.0, 8.5, 12.0, 15.0, 17.0]","[14.76, 7.64, 6.928571428571429, 10.5, 13.195121951219512, 16.317073170731707, 19.609756097560975, 10.365853658536585, 6.560975609756097, 10.024390243902438, 13.465116279069768, 17.093023255813954, 20.11627906976744, 10.488372093023257, 8.35135135135135, 12.567567567567568, 16.07894736842105, 19.263157894736842, 21.63157894736842]","[0.0, 0.0, 16.0, 20.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 14.000000000000002, 14.000000000000002, 14.000000000000002, 14.000000000000002, 26.0, 26.0, 24.0, 24.0, 24.0]"
0.065,"[16.42, 8.28, 4.84, 7.22, 9.94, 12.14, 15.26, 7.2, 5.22, 8.74, 11.64, 14.24, 15.66, 7.84, 5.16, 7.8, 10.76, 12.38, 15.12]","[2.9126620126612703, 3.589094593348021, 4.75546001980881, 8.367293469216913, 9.722983081338773, 11.757567775692388, 14.117804361868735, 6.8527366796047255, 5.572396252959761, 8.769971493682291, 10.961313789870264, 13.134016902684417, 14.154306765080372, 7.371187149977946, 6.460216714631175, 9.160785992479031, 12.070724916093484, 13.563023261795284, 15.72213725929144]",50,"[23.0, 18.0, 14.0, 32.0, 32.0, 34.0, 39.0, 24.0, 17.0, 34.0, 33.0, 39.0, 39.0, 21.0, 27.0, 28.0, 38.0, 41.0, 43.0]","[17.0, 8.0, 4.5, 4.0, 9.0, 9.0, 14.0, 7.0, 3.0, 9.0, 13.5, 17.0, 19.0, 9.0, 1.5, 2.5, 6.5, 4.5, 8.5]","[16.42, 8.28, 7.5625, 11.64516129032258, 15.53125, 18.96875, 23.84375, 11.25, 8.7, 14.566666666666666, 19.4, 23.733333333333334, 26.1, 13.066666666666666, 9.923076923076923, 15.0, 18.551724137931036, 21.344827586206897, 26.06896551724138]","[0.0, 0.0, 36.0, 38.0, 36.0, 36.0, 36.0, 36.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 48.0, 48.0, 42.0, 42.0, 42.0]"
0.0675,"[17.5, 8.72, 7.4, 11.28, 15.96, 20.06, 22.4, 12.46, 8.52, 12.58, 17.02, 21.98, 24.56, 11.34, 9.22, 13.04, 16.66, 20.22, 24.12]","[2.435159132377184, 3.026813505982818, 5.628498911788116, 7.31584581576184, 10.66763328953522, 12.474630255041628, 14.064138793399334, 8.141768849580538, 7.395241713426278, 9.881477622299208, 11.463838798587494, 13.828217527939023, 13.871063405521586, 7.173869248878182, 7.489432555274131, 10.05576451593811, 11.962625129962067, 13.556238416315939, 14.806268942579694]",50,"[25.0, 16.0, 25.0, 27.0, 41.0, 41.0, 47.0, 29.0, 29.0, 33.0, 40.0, 45.0, 45.0, 26.0, 22.0, 34.0, 38.0, 40.0, 46.0]","[17.5, 8.0, 7.0, 12.0, 17.5, 21.0, 23.0, 14.0, 7.5, 11.0, 16.0, 23.0, 30.0, 11.5, 8.5, 12.0, 19.0, 22.5, 27.5]","[17.5, 8.72, 8.604651162790697, 13.116279069767442, 18.558139534883722, 23.325581395348838, 26.046511627906977, 14.488372093023257, 10.65, 14.976190476190476, 19.790697674418606, 25.558139534883722, 28.558139534883722, 13.186046511627907, 11.24390243902439, 15.902439024390244, 19.833333333333332, 24.071428571428573, 28.714285714285715]","[0.0, 0.0, 14.000000000000002, 14.000000000000002, 14.000000000000002, 14.000000000000002, 14.000000000000002, 14.000000000000002, 20.0, 16.0, 14.000000000000002, 14.000000000000002, 14.000000000000002, 14.000000000000002, 18.0, 18.0, 16.0, 16.0, 16.0]"
0.07,"[17.04, 10.18, 8.68, 14.36, 19.38, 24.36, 28.38, 14.92, 11.98, 18.7, 22.76, 27.78, 32.18, 15.6, 11.66, 18.58, 24.54, 29.18, 31.92]","[3.085190431723786, 4.111885212405619, 5.1747077212147925, 8.170091798749876, 9.52027310532634, 11.012284050096056, 11.283421466913303, 6.072363625475669, 7.401324205843168, 10.925657874929088, 11.256216060470765, 12.917104938801108, 12.412397028777315, 6.761656601750786, 6.993168094647805, 9.92590550025538, 11.5917384373527, 12.113942380579497, 12.606093764525156]",50,"[24.0, 21.0, 19.0, 35.0, 37.0, 40.0, 45.0, 25.0, 31.0, 39.0, 40.0, 44.0, 49.0, 26.0, 32.0, 39.0, 46.0, 46.0, 46.0]","[17.0, 10.0, 8.0, 14.5, 21.5, 26.0, 31.0, 15.0, 12.5, 18.5, 25.5, 33.0, 36.0, 16.0, 11.0, 19.5, 27.0, 32.0, 35.0]","[17.04, 10.18, 9.434782608695652, 15.27659574468085, 20.617021276595743, 25.914893617021278, 30.19148936170213, 15.872340425531915, 13.021739130434783, 20.32608695652174, 24.73913043478261, 30.195652173913043, 34.97826086956522, 16.956521739130434, 12.955555555555556, 20.644444444444446, 27.266666666666666, 32.422222222222224, 35.46666666666667]","[0.0, 0.0, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0]"
